"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"14","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0042249","establishment of planar polarity of embryonic epith...",15,1,0.01,0.0104,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"15","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0045176","apical protein localization",14,1,0.01,0.0097,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"16","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0048105","establishment of body hair planar orientation",9,1,0.01,0.0062,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"17","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0060071","Wnt signaling pathway, planar cell polarity pathway",43,1,0.03,0.0295,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"18","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0060488","orthogonal dichotomous subdivision of terminal unit...",8,1,0.01,0.0056,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"19","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0060489","planar dichotomous subdivision of terminal units in...",8,1,0.01,0.0056,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"20","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0060490","lateral sprouting involved in lung morphogenesis",8,1,0.01,0.0056,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"21","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0090251","protein localization involved in establishment of p...",15,1,0.01,0.0104,"Biological Processes",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"22","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0001764","neuron migration",109,4,0.08,0.0365,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"23","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0001932","regulation of protein phosphorylation",554,3,0.39,0.0052,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"24","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",156,4,0.11,2.2e-06,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"25","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0007413","axonal fasciculation",30,3,0.02,8.9e-07,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"26","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0032880","regulation of protein localization",467,4,0.32,2.3e-05,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"27","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0036514","dopaminergic neuron axon guidance",14,3,0.01,8e-08,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"28","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0036515","serotonergic neuron axon guidance",13,3,0.01,6.3e-08,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"29","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0060271","cilium assembly",355,3,0.25,0.0015,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"30","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0097475","motor neuron migration",24,3,0.02,4.4e-07,"Biological Processes",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"31","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0001764","neuron migration",109,4,0.08,0.0365,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"32","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0001932","regulation of protein phosphorylation",554,3,0.39,0.0052,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"33","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",156,4,0.11,2.2e-06,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"34","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0007413","axonal fasciculation",30,3,0.02,8.9e-07,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"35","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0032880","regulation of protein localization",467,4,0.32,2.3e-05,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"36","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0036514","dopaminergic neuron axon guidance",14,3,0.01,8e-08,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"37","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0036515","serotonergic neuron axon guidance",13,3,0.01,6.3e-08,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"38","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0060271","cilium assembly",355,3,0.25,0.0015,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"39","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0097475","motor neuron migration",24,3,0.02,4.4e-07,"Biological Processes",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"40","Pocillopora_meandrina_HIv1___RNAseq.g22899.t1","GO:0097638","L-arginine import across plasma membrane",9,1,0.01,0.0062,"Biological Processes",224,"Cluster_1116",-0.790536034617622,0.111393182240008,0.861863779508883,156,-20.22,"2 21","241 265",23,"73.91%","78.26%"
"41","Pocillopora_meandrina_HIv1___RNAseq.g22899.t1","GO:0150104","transport across blood-brain barrier",52,1,0.04,0.0356,"Biological Processes",224,"Cluster_1116",-0.790536034617622,0.111393182240008,0.861863779508883,156,-20.22,"2 21","241 265",23,"73.91%","78.26%"
"42","Pocillopora_meandrina_HIv1___RNAseq.g22899.t1","GO:1903352","L-ornithine transmembrane transport",11,1,0.01,0.0076,"Biological Processes",224,"Cluster_1116",-0.790536034617622,0.111393182240008,0.861863779508883,156,-20.22,"2 21","241 265",23,"73.91%","78.26%"
"43","Pocillopora_meandrina_HIv1___RNAseq.g22899.t1","GO:1903826","L-arginine transmembrane transport",26,1,0.02,0.018,"Biological Processes",224,"Cluster_1116",-0.790536034617622,0.111393182240008,0.861863779508883,156,-20.22,"2 21","241 265",23,"73.91%","78.26%"
"44","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0007616","long-term memory",32,1,0.02,0.0221,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"45","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0008306","associative learning",71,1,0.05,0.0484,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"46","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0016082","synaptic vesicle priming",14,1,0.01,0.0097,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"47","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0030252","growth hormone secretion",13,1,0.01,0.009,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"48","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0030431","sleep",39,1,0.03,0.0268,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"49","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0031629","synaptic vesicle fusion to presynaptic active zone ...",13,1,0.01,0.009,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"50","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0032024","positive regulation of insulin secretion",67,1,0.05,0.0457,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"51","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0035493","SNARE complex assembly",14,1,0.01,0.0097,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"52","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0060291","long-term synaptic potentiation",58,1,0.04,0.0397,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"53","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0098967","exocytic insertion of neurotransmitter receptor to ...",2,1,0,0.0014,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"54","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0099525","presynaptic dense core vesicle exocytosis",8,1,0.01,0.0056,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"55","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0099590","neurotransmitter receptor internalization",7,1,0,0.0049,"Biological Processes",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"56","Pocillopora_meandrina_HIv1___RNAseq.g14631.t1","GO:0004930","G protein-coupled receptor activity",529,4,0.37,0.00028,"Molecular Functions",95,"Cluster_1116",-0.301065579994612,0.622543646280429,0.977945256491021,156,-20.96,"2 21","915 937",21,"76.19%","80.95%"
"57","Pocillopora_meandrina_HIv1___RNAseq.g14631.t1","GO:0005509","calcium ion binding",757,4,0.53,0.00111,"Molecular Functions",95,"Cluster_1116",-0.301065579994612,0.622543646280429,0.977945256491021,156,-20.96,"2 21","915 937",21,"76.19%","80.95%"
"58","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0004930","G protein-coupled receptor activity",529,4,0.37,0.00028,"Molecular Functions",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"59","Pocillopora_meandrina_HIv1___RNAseq.g14641.t1","GO:0005509","calcium ion binding",757,4,0.53,0.00111,"Molecular Functions",2585,"Cluster_1116",-0.390983680695022,0.515175494672044,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"60","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0004930","G protein-coupled receptor activity",529,4,0.37,0.00028,"Molecular Functions",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"61","Pocillopora_meandrina_HIv1___RNAseq.g14643.t1","GO:0005509","calcium ion binding",757,4,0.53,0.00111,"Molecular Functions",2131,"Cluster_1116",-0.55281999974723,0.333834782872182,0.962042798195651,156,-20.96,"2 21","464 486",21,"76.19%","80.95%"
"62","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0004930","G protein-coupled receptor activity",529,4,0.37,0.00028,"Molecular Functions",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"63","Pocillopora_meandrina_HIv1___RNAseq.g14655.t1","GO:0005509","calcium ion binding",757,4,0.53,0.00111,"Molecular Functions",1231,"Cluster_1116",-0.409627708121305,0.493422586740268,0.973552982047009,156,-20.96,"2 21","829 851",21,"76.19%","80.95%"
"64","Pocillopora_meandrina_HIv1___RNAseq.g22401.t1","GO:0005044","scavenger receptor activity",42,1,0.03,0.02928,"Molecular Functions",1245,"Cluster_1116",-0.577876812627884,0.307520741800039,0.953095941815671,180,-25.83,"2 21","154 175",19,"84.21%","89.47%"
"65","Pocillopora_meandrina_HIv1___RNAseq.g22899.t1","GO:0000064","L-ornithine transmembrane transporter activity",9,1,0.01,0.00634,"Molecular Functions",224,"Cluster_1116",-0.790536034617622,0.111393182240008,0.861863779508883,156,-20.22,"2 21","241 265",23,"73.91%","78.26%"
"66","Pocillopora_meandrina_HIv1___RNAseq.g22899.t1","GO:0015189","L-lysine transmembrane transporter activity",11,1,0.01,0.00774,"Molecular Functions",224,"Cluster_1116",-0.790536034617622,0.111393182240008,0.861863779508883,156,-20.22,"2 21","241 265",23,"73.91%","78.26%"
"67","Pocillopora_meandrina_HIv1___RNAseq.g22899.t1","GO:0061459","L-arginine transmembrane transporter activity",14,1,0.01,0.00984,"Molecular Functions",224,"Cluster_1116",-0.790536034617622,0.111393182240008,0.861863779508883,156,-20.22,"2 21","241 265",23,"73.91%","78.26%"
"68","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0005484","SNAP receptor activity",23,1,0.02,0.01613,"Molecular Functions",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"69","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0017022","myosin binding",38,1,0.03,0.02652,"Molecular Functions",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"70","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0017075","syntaxin-1 binding",9,1,0.01,0.00634,"Molecular Functions",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
"71","Pocillopora_meandrina_HIv1___RNAseq.g9609.t1","GO:0048306","calcium-dependent protein binding",39,1,0.03,0.02721,"Molecular Functions",432,"Cluster_1116",-0.240651403753752,0.696576850085088,0.981957373171304,159,-21.14,"2 21","502 524",20,"70.00%","80.00%"
