"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"12","Pocillopora_meandrina_HIv1___RNAseq.g1581.t1","GO:0006509","membrane protein ectodomain proteolysis",30,1,0.03,0.0258,"Biological Processes",2528,"Cluster_1793",0.0930186385162297,0.881736005901376,0.996499217989746,171,-20.2,"2 16","795 815",14,"92.86%","100.00%"
"13","Pocillopora_meandrina_HIv1___RNAseq.g1581.t1","GO:0034205","amyloid-beta formation",47,1,0.04,0.04016,"Biological Processes",2528,"Cluster_1793",0.0930186385162297,0.881736005901376,0.996499217989746,171,-20.2,"2 16","795 815",14,"92.86%","100.00%"
"14","Pocillopora_meandrina_HIv1___RNAseq.g1581.t1","GO:0035333","Notch receptor processing, ligand-dependent",1,1,0,0.00087,"Biological Processes",2528,"Cluster_1793",0.0930186385162297,0.881736005901376,0.996499217989746,171,-20.2,"2 16","795 815",14,"92.86%","100.00%"
"15","Pocillopora_meandrina_HIv1___RNAseq.g24028.t3","GO:0048024","regulation of mRNA splicing, via spliceosome",58,1,0.05,0.04934,"Biological Processes",2526,"Cluster_1793",0.00260319948632806,0.996685507214706,0.999715194379548,140,-20.98,"2 9","517 537",7,"100.00%","100.00%"
"16","Pocillopora_meandrina_HIv1___RNAseq.g9404.t1","GO:0042590","antigen processing and presentation of exogenous pe...",16,1,0.01,0.01384,"Biological Processes",1017,"Cluster_1793",0.655945741578209,0.229341196122855,0.926947473179406,167,-23.77,"2 20","369 389",18,"77.78%","83.33%"
"17","Pocillopora_meandrina_HIv1___TS.g22716.t1","GO:0032024","positive regulation of insulin secretion",67,2,0.06,0.00146,"Biological Processes",123,"Cluster_1793",0.049826621037861,0.936585036337056,0.99954900757257,165,-24.51,"2 20","462 481",18,"77.78%","88.89%"
"18","Pocillopora_meandrina_HIv1___TS.g22716.t1","GO:0036444","calcium import into the mitochondrion",5,1,0,0.00434,"Biological Processes",123,"Cluster_1793",0.049826621037861,0.936585036337056,0.99954900757257,165,-24.51,"2 20","462 481",18,"77.78%","88.89%"
"19","Pocillopora_meandrina_HIv1___TS.g22716.t1","GO:0042593","glucose homeostasis",161,2,0.14,0.04868,"Biological Processes",123,"Cluster_1793",0.049826621037861,0.936585036337056,0.99954900757257,165,-24.51,"2 20","462 481",18,"77.78%","88.89%"
"20","Pocillopora_meandrina_HIv1___TS.g22716.t1","GO:0051561","positive regulation of mitochondrial calcium ion co...",6,1,0.01,0.00521,"Biological Processes",123,"Cluster_1793",0.049826621037861,0.936585036337056,0.99954900757257,165,-24.51,"2 20","462 481",18,"77.78%","88.89%"
"21","Pocillopora_meandrina_HIv1___TS.g22716.t1","GO:0060027","convergent extension involved in gastrulation",27,1,0.02,0.02325,"Biological Processes",123,"Cluster_1793",0.049826621037861,0.936585036337056,0.99954900757257,165,-24.51,"2 20","462 481",18,"77.78%","88.89%"
"22","Pocillopora_meandrina_HIv1___RNAseq.g10078.t1","GO:0003904","deoxyribodipyrimidine photo-lyase activity",3,2,0,2.1e-06,"Molecular Functions",1625,"Cluster_1793",0.160346457449514,0.796718811716409,0.99152253570176,169,-23.05,"2 20","537 556",18,"83.33%","88.89%"
"23","Pocillopora_meandrina_HIv1___RNAseq.g13850.t1","GO:0030729","acetoacetate-CoA ligase activity",2,1,0,0.0018,"Molecular Functions",1762,"Cluster_1793",0.226409281568046,0.714208912789037,0.982185628634319,154,-20.44,"2 20","185 210",23,"69.57%","69.57%"
"24","Pocillopora_meandrina_HIv1___RNAseq.g15259.t1","GO:0005302","L-tyrosine transmembrane transporter activity",34,1,0.03,0.0296,"Molecular Functions",1690,"Cluster_1793",0.125108324504449,0.841123659437517,0.994770429144228,153,-20.03,"2 20","25 44",18,"72.22%","77.78%"
"25","Pocillopora_meandrina_HIv1___RNAseq.g15259.t1","GO:0015192","L-phenylalanine transmembrane transporter activity",34,1,0.03,0.0296,"Molecular Functions",1690,"Cluster_1793",0.125108324504449,0.841123659437517,0.994770429144228,153,-20.03,"2 20","25 44",18,"72.22%","77.78%"
"26","Pocillopora_meandrina_HIv1___RNAseq.g15259.t1","GO:0015196","L-tryptophan transmembrane transporter activity",37,1,0.03,0.0322,"Molecular Functions",1690,"Cluster_1793",0.125108324504449,0.841123659437517,0.994770429144228,153,-20.03,"2 20","25 44",18,"72.22%","77.78%"
"27","Pocillopora_meandrina_HIv1___RNAseq.g15259.t1","GO:0015349","thyroid hormone transmembrane transporter activity",49,1,0.04,0.0424,"Molecular Functions",1690,"Cluster_1793",0.125108324504449,0.841123659437517,0.994770429144228,153,-20.03,"2 20","25 44",18,"72.22%","77.78%"
"28","Pocillopora_meandrina_HIv1___RNAseq.g1554.t1","GO:0004161","dimethylallyltranstransferase activity",3,1,0,0.0026,"Molecular Functions",779,"Cluster_1793",0.208666977715302,0.736257802850991,0.983747568449399,162,-22.16,"2 20","761 785",22,"72.73%","77.27%"
"29","Pocillopora_meandrina_HIv1___RNAseq.g1554.t1","GO:0004337","geranyltranstransferase activity",3,1,0,0.0026,"Molecular Functions",779,"Cluster_1793",0.208666977715302,0.736257802850991,0.983747568449399,162,-22.16,"2 20","761 785",22,"72.73%","77.27%"
"30","Pocillopora_meandrina_HIv1___RNAseq.g24028.t3","GO:0050733","RS domain binding",4,1,0,0.0035,"Molecular Functions",2526,"Cluster_1793",0.00260319948632806,0.996685507214706,0.999715194379548,140,-20.98,"2 9","517 537",7,"100.00%","100.00%"
"31","Pocillopora_meandrina_HIv1___TS.g22716.t1","GO:0015292","uniporter activity",18,1,0.02,0.0158,"Molecular Functions",123,"Cluster_1793",0.049826621037861,0.936585036337056,0.99954900757257,165,-24.51,"2 20","462 481",18,"77.78%","88.89%"
"32","Pocillopora_meandrina_HIv1___TS.g23606.t1","GO:0003904","deoxyribodipyrimidine photo-lyase activity",3,2,0,2.1e-06,"Molecular Functions",1121,"Cluster_1793",0.128776369699853,0.836491144201238,0.994770429144228,169,-23.05,"2 20","537 556",18,"83.33%","88.89%"
