"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"35","Pocillopora_meandrina_HIv1___RNAseq.g29501.t1","GO:0006805","xenobiotic metabolic process",81,10,4.74,0.02043,"Biological Processes",919,"Cluster_1793",-0.62973128973004,0.254906120921997,0.93828324090191,182,-23.33,"2 19","763 783",17,"94.12%","94.12%"
"36","Pocillopora_meandrina_HIv1___RNAseq.g29501.t1","GO:0030888","regulation of B cell proliferation",24,6,1.41,0.01888,"Biological Processes",918,"Cluster_390",-0.327549064330193,0.590533855647965,0.976732732570479,178,-22.82,"2 19","762 783",17,"88.24%","94.12%"
"37","Pocillopora_meandrina_HIv1___RNAseq.g29501.t1","GO:0030888","regulation of B cell proliferation",24,6,1.41,0.01888,"Biological Processes",919,"Cluster_1793",-0.62973128973004,0.254906120921997,0.93828324090191,182,-23.33,"2 19","763 783",17,"94.12%","94.12%"
"38","Pocillopora_meandrina_HIv1___RNAseq.g29501.t1","GO:1904322","cellular response to forskolin",9,3,0.53,0.01288,"Biological Processes",918,"Cluster_390",-0.327549064330193,0.590533855647965,0.976732732570479,178,-22.82,"2 19","762 783",17,"88.24%","94.12%"
"39","Pocillopora_meandrina_HIv1___RNAseq.g29501.t1","GO:1904322","cellular response to forskolin",9,3,0.53,0.01288,"Biological Processes",919,"Cluster_1793",-0.62973128973004,0.254906120921997,0.93828324090191,182,-23.33,"2 19","763 783",17,"94.12%","94.12%"
"40","Pocillopora_meandrina_HIv1___RNAseq.g29501.t1","GO:1904613","cellular response to 2,3,7,8-tetrachlorodibenzodiox...",4,2,0.23,0.01899,"Biological Processes",918,"Cluster_390",-0.327549064330193,0.590533855647965,0.976732732570479,178,-22.82,"2 19","762 783",17,"88.24%","94.12%"
"41","Pocillopora_meandrina_HIv1___RNAseq.g29501.t1","GO:1904613","cellular response to 2,3,7,8-tetrachlorodibenzodiox...",4,2,0.23,0.01899,"Biological Processes",919,"Cluster_1793",-0.62973128973004,0.254906120921997,0.93828324090191,182,-23.33,"2 19","763 783",17,"94.12%","94.12%"
"42","Pocillopora_meandrina_HIv1___RNAseq.g28900.t1","GO:0000398","mRNA splicing, via spliceosome",235,25,13.76,0.0093,"Biological Processes",44,"Cluster_1938",-0.318160706029063,0.601847297896177,0.976732732570479,156,-21.18,"2 21","576 596",19,"68.42%","89.47%"
"43","Pocillopora_meandrina_HIv1___RNAseq.g21219.t1","GO:0010172","embryonic body morphogenesis",16,5,0.94,0.00173,"Biological Processes",1255,"Cluster_4438",-0.11006430275661,0.860145236238046,0.99606707690007,162,-24.1,"2 21","1 21",19,"73.68%","84.21%"
"44","Pocillopora_meandrina_HIv1___RNAseq.g21219.t1","GO:0016203","muscle attachment",16,4,0.94,0.01207,"Biological Processes",1255,"Cluster_4438",-0.11006430275661,0.860145236238046,0.99606707690007,162,-24.1,"2 21","1 21",19,"73.68%","84.21%"
"45","Pocillopora_meandrina_HIv1___RNAseq.g21219.t1","GO:0048681","negative regulation of axon regeneration",43,7,2.52,0.01937,"Biological Processes",1255,"Cluster_4438",-0.11006430275661,0.860145236238046,0.99606707690007,162,-24.1,"2 21","1 21",19,"73.68%","84.21%"
"46","Pocillopora_meandrina_HIv1___TS.g3170.t1","GO:0006103","2-oxoglutarate metabolic process",19,4,1.11,0.02236,"Biological Processes",2809,"Cluster_1015",-0.626550879713753,0.258056971793132,0.939788038617474,149,-20.75,"2 20","933 958",22,"68.18%","72.73%"
"47","Pocillopora_meandrina_HIv1___TS.g3170.t1","GO:0009058","biosynthetic process",5866,346,343.49,0.01145,"Biological Processes",2809,"Cluster_1015",-0.626550879713753,0.258056971793132,0.939788038617474,149,-20.75,"2 20","933 958",22,"68.18%","72.73%"
"48","Pocillopora_meandrina_HIv1___TS.g5881.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",280,27,16.4,0.01105,"Biological Processes",3160,"Cluster_3661",-0.131600130942444,0.83292641969857,0.994770429144228,155,-22.11,"2 21","53 77",22,"59.09%","81.82%"
"49","Pocillopora_meandrina_HIv1___RNAseq.g8603.t1","GO:0007015","actin filament organization",291,19,17.04,0.01914,"Biological Processes",1029,"Cluster_1952",-0.244017231333073,0.692419086402704,0.98109880661585,180,-22.81,"2 21","61 82",19,"84.21%","89.47%"
"50","Pocillopora_meandrina_HIv1___RNAseq.g8603.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",280,27,16.4,0.01105,"Biological Processes",1029,"Cluster_1952",-0.244017231333073,0.692419086402704,0.98109880661585,180,-22.81,"2 21","61 82",19,"84.21%","89.47%"
"51","Pocillopora_meandrina_HIv1___RNAseq.g886.t1","GO:1904262","negative regulation of TORC1 signaling",44,8,2.58,0.00362,"Biological Processes",739,"Cluster_1068",-0.702993353931774,0.185404229682324,0.903429946693688,149,-20.12,"2 19","542 567",21,"66.67%","71.43%"
"52","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0002221","pattern recognition receptor signaling pathway",248,18,14.52,0.00059,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"53","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0010804","negative regulation of tumor necrosis factor-mediat...",11,4,0.64,0.00277,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"54","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0016045","detection of bacterium",40,7,2.34,0.00789,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"55","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0043154","negative regulation of cysteine-type endopeptidase ...",22,6,1.29,0.00132,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"56","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0046456","icosanoid biosynthetic process",44,6,2.58,0.00116,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"57","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1","GO:0070269","pyroptotic inflammatory response",43,7,2.52,0.01172,"Biological Processes",110,"Cluster_1793",-0.945332798083424,0.0152170504006999,0.674410729954456,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"58","Pocillopora_meandrina_HIv1___RNAseq.g19028.t1","GO:0002221","pattern recognition receptor signaling pathway",248,18,14.52,0.00059,"Biological Processes",32,"Cluster_4040",-0.279818830030183,0.648429115936314,0.977982859683052,157,-21.61,"2 14","158 179",12,"91.67%","91.67%"
"59","Pocillopora_meandrina_HIv1___RNAseq.g16351.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",280,27,16.4,0.01105,"Biological Processes",128,"Cluster_757",-0.346336688167262,0.568011918356465,0.97512522755239,161,-20.91,"2 19","661 683",18,"77.78%","83.33%"
"60","Pocillopora_meandrina_HIv1___RNAseq.g28041.t1","GO:0007015","actin filament organization",291,19,17.04,0.01914,"Biological Processes",2367,"Cluster_4435",-0.63109919660337,0.253554133360406,0.937651542612963,161,-21.32,"2 20","647 667",18,"77.78%","83.33%"
"61","Pocillopora_meandrina_HIv1___RNAseq.g28041.t1","GO:0007015","actin filament organization",291,19,17.04,0.01914,"Biological Processes",2368,"Cluster_4437",-0.285216620968906,0.641836423246945,0.977982859683052,169,-26.92,"2 20","647 666",18,"83.33%","88.89%"
"62","Pocillopora_meandrina_HIv1___RNAseq.g11834.t1","GO:0006103","2-oxoglutarate metabolic process",19,4,1.11,0.02236,"Biological Processes",473,"Cluster_1015",-0.256957607907544,0.676468277545994,0.979115587552121,149,-20.75,"2 20","933 958",22,"68.18%","72.73%"
"63","Pocillopora_meandrina_HIv1___RNAseq.g11834.t1","GO:0009058","biosynthetic process",5866,346,343.49,0.01145,"Biological Processes",473,"Cluster_1015",-0.256957607907544,0.676468277545994,0.979115587552121,149,-20.75,"2 20","933 958",22,"68.18%","72.73%"
"64","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0002221","pattern recognition receptor signaling pathway",248,18,14.52,0.00059,"Biological Processes",1858,"Cluster_21",-0.490704136108415,0.401283875816525,0.968350308247484,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"65","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0002221","pattern recognition receptor signaling pathway",248,18,14.52,0.00059,"Biological Processes",1859,"Cluster_1793",-0.486068904245836,0.406433905885179,0.968350308247484,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"66","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0010804","negative regulation of tumor necrosis factor-mediat...",11,4,0.64,0.00277,"Biological Processes",1858,"Cluster_21",-0.490704136108415,0.401283875816525,0.968350308247484,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"67","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0010804","negative regulation of tumor necrosis factor-mediat...",11,4,0.64,0.00277,"Biological Processes",1859,"Cluster_1793",-0.486068904245836,0.406433905885179,0.968350308247484,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"68","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0016045","detection of bacterium",40,7,2.34,0.00789,"Biological Processes",1858,"Cluster_21",-0.490704136108415,0.401283875816525,0.968350308247484,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"69","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0016045","detection of bacterium",40,7,2.34,0.00789,"Biological Processes",1859,"Cluster_1793",-0.486068904245836,0.406433905885179,0.968350308247484,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"70","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0043154","negative regulation of cysteine-type endopeptidase ...",22,6,1.29,0.00132,"Biological Processes",1858,"Cluster_21",-0.490704136108415,0.401283875816525,0.968350308247484,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"71","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0043154","negative regulation of cysteine-type endopeptidase ...",22,6,1.29,0.00132,"Biological Processes",1859,"Cluster_1793",-0.486068904245836,0.406433905885179,0.968350308247484,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"72","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0046456","icosanoid biosynthetic process",44,6,2.58,0.00116,"Biological Processes",1858,"Cluster_21",-0.490704136108415,0.401283875816525,0.968350308247484,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"73","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0046456","icosanoid biosynthetic process",44,6,2.58,0.00116,"Biological Processes",1859,"Cluster_1793",-0.486068904245836,0.406433905885179,0.968350308247484,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"74","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0070269","pyroptotic inflammatory response",43,7,2.52,0.01172,"Biological Processes",1858,"Cluster_21",-0.490704136108415,0.401283875816525,0.968350308247484,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"75","Pocillopora_meandrina_HIv1___RNAseq.g26468.t1","GO:0070269","pyroptotic inflammatory response",43,7,2.52,0.01172,"Biological Processes",1859,"Cluster_1793",-0.486068904245836,0.406433905885179,0.968350308247484,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"76","Pocillopora_meandrina_HIv1___RNAseq.g12349.t2","GO:0034122","negative regulation of toll-like receptor signaling...",13,4,0.76,0.00546,"Biological Processes",3369,"Cluster_1938",-0.248941034075242,0.68634332913203,0.980153137278201,163,-20.02,"2 22","124 145",20,"70.00%","85.00%"
"77","Pocillopora_meandrina_HIv1___RNAseq.g22718.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",280,27,16.4,0.01105,"Biological Processes",887,"Cluster_4437",-0.223229441380041,0.718153964401577,0.982196841889627,158,-22.61,"2 20","793 817",22,"72.73%","72.73%"
"78","Pocillopora_meandrina_HIv1___RNAseq.g22718.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",280,27,16.4,0.01105,"Biological Processes",888,"Cluster_4438",-0.0676015928348327,0.913992582326943,0.998219089356133,147,-22.28,"2 12","797 818",10,"90.00%","90.00%"
"79","Pocillopora_meandrina_HIv1___RNAseq.g22718.t1","GO:0009617","response to bacterium",565,49,33.08,0.00328,"Biological Processes",887,"Cluster_4437",-0.223229441380041,0.718153964401577,0.982196841889627,158,-22.61,"2 20","793 817",22,"72.73%","72.73%"
"80","Pocillopora_meandrina_HIv1___RNAseq.g22718.t1","GO:0009617","response to bacterium",565,49,33.08,0.00328,"Biological Processes",888,"Cluster_4438",-0.0676015928348327,0.913992582326943,0.998219089356133,147,-22.28,"2 12","797 818",10,"90.00%","90.00%"
"81","Pocillopora_meandrina_HIv1___RNAseq.g11880.t1","GO:2000773","negative regulation of cellular senescence",12,3,0.7,0.02958,"Biological Processes",1896,"Cluster_4754",-0.265421449907761,0.666065893768554,0.978872410042939,167,-22.74,"2 21","357 383",24,"75.00%","75.00%"
"82","Pocillopora_meandrina_HIv1___RNAseq.g25582.t1","GO:0001508","action potential",183,17,10.72,0.0116,"Biological Processes",936,"Cluster_1938",-0.752516858818632,0.142178577248264,0.878064874806117,147,-20.66,"2 22","566 591",23,"56.52%","78.26%"
"83","Pocillopora_meandrina_HIv1___TS.g7057.t1","GO:0000245","spliceosomal complex assembly",50,7,2.93,0.02556,"Biological Processes",1642,"Cluster_4439",-0.371074895552805,0.538611390378473,0.973552982047009,143,-22.01,"2 21","965 987",20,"65.00%","65.00%"
"84","Pocillopora_meandrina_HIv1___TS.g7057.t1","GO:0000398","mRNA splicing, via spliceosome",235,25,13.76,0.0093,"Biological Processes",1642,"Cluster_4439",-0.371074895552805,0.538611390378473,0.973552982047009,143,-22.01,"2 21","965 987",20,"65.00%","65.00%"
"85","Pocillopora_meandrina_HIv1___RNAseq.g21614.t1","GO:0001508","action potential",183,17,10.72,0.0116,"Biological Processes",956,"Cluster_4572",-0.000715124864469051,0.999089474820742,0.999950128833341,158,-20.04,"2 20","136 161",22,"68.18%","77.27%"
"86","Pocillopora_meandrina_HIv1___RNAseq.g20296.t1","GO:0045717","negative regulation of fatty acid biosynthetic proc...",14,4,0.82,0.02312,"Biological Processes",1142,"Cluster_1938",-0.510129915747751,0.379870446268673,0.967903306776107,161,-23.65,"2 20","56 77",18,"72.22%","88.89%"
"87","Pocillopora_meandrina_HIv1___TS.g8213.t1","GO:0030216","keratinocyte differentiation",66,11,3.86,0.00102,"Biological Processes",3143,"Cluster_4040",-0.307162040565377,0.615149059207712,0.976732732570479,159,-23.68,"2 20","46 67",18,"66.67%","83.33%"
"88","Pocillopora_meandrina_HIv1___TS.g8213.t1","GO:0030335","positive regulation of cell migration",352,29,20.61,0.01168,"Biological Processes",3143,"Cluster_4040",-0.307162040565377,0.615149059207712,0.976732732570479,159,-23.68,"2 20","46 67",18,"66.67%","83.33%"
"89","Pocillopora_meandrina_HIv1___RNAseq.g8293.t1","GO:0048599","oocyte development",43,6,2.52,0.01873,"Biological Processes",2395,"Cluster_4823",-0.565722607639933,0.320216330807478,0.957087267041635,147,-20.81,"2 16","917 938",14,"64.29%","85.71%"
"90","Pocillopora_meandrina_HIv1___RNAseq.g2453.t1","GO:0006858","extracellular transport",58,8,3.4,0.00076,"Biological Processes",1336,"Cluster_4438",-0.685523001781417,0.201413016149744,0.914918600142012,145,-20.16,"2 10","947 968",8,"100.00%","100.00%"
"91","Pocillopora_meandrina_HIv1___RNAseq.g2453.t1","GO:0030216","keratinocyte differentiation",66,11,3.86,0.00102,"Biological Processes",1336,"Cluster_4438",-0.685523001781417,0.201413016149744,0.914918600142012,145,-20.16,"2 10","947 968",8,"100.00%","100.00%"
"92","Pocillopora_meandrina_HIv1___RNAseq.g2453.t1","GO:0051726","regulation of cell cycle",819,62,47.96,0.02673,"Biological Processes",1336,"Cluster_4438",-0.685523001781417,0.201413016149744,0.914918600142012,145,-20.16,"2 10","947 968",8,"100.00%","100.00%"
"93","Pocillopora_meandrina_HIv1___RNAseq.g2453.t1","GO:1903774","positive regulation of viral budding via host ESCRT...",4,2,0.23,0.01899,"Biological Processes",1336,"Cluster_4438",-0.685523001781417,0.201413016149744,0.914918600142012,145,-20.16,"2 10","947 968",8,"100.00%","100.00%"
"94","Pocillopora_meandrina_HIv1___RNAseq.g2453.t1","GO:2000397","positive regulation of ubiquitin-dependent endocyto...",4,2,0.23,0.01899,"Biological Processes",1336,"Cluster_4438",-0.685523001781417,0.201413016149744,0.914918600142012,145,-20.16,"2 10","947 968",8,"100.00%","100.00%"
"95","Pocillopora_meandrina_HIv1___RNAseq.g1602.t1","GO:0007156","homophilic cell adhesion via plasma membrane adhesi...",280,27,16.4,0.01105,"Biological Processes",2288,"Cluster_4040",-0.599768770923875,0.28499253339162,0.947710567162661,158,-21.62,"2 21","98 118",19,"68.42%","84.21%"
"96","Pocillopora_meandrina_HIv1___RNAseq.g1602.t1","GO:0009617","response to bacterium",565,49,33.08,0.00328,"Biological Processes",2288,"Cluster_4040",-0.599768770923875,0.28499253339162,0.947710567162661,158,-21.62,"2 21","98 118",19,"68.42%","84.21%"
"97","Pocillopora_meandrina_HIv1___RNAseq.g18708.t1","GO:0032024","positive regulation of insulin secretion",71,8,4.16,0.01176,"Biological Processes",1566,"Cluster_4439",-0.147256257551499,0.813187341492038,0.993614113248204,176,-30.41,"2 21","230 251",19,"84.21%","84.21%"
