"","V1","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","V4.y","PCC.cor","p_value","adjusted_p_value"
"41","Cluster_10061","Porites_evermani_scaffold_4062:21439-22439",168,-20.18,2,19,98,118,17,"82.35%","94.12%","Peve_00029179",-0.299379966368469,0.806440374640063,0.995934364227446
"42","Cluster_10061","Porites_evermani_scaffold_4365:5718-6718",178,-20.8,2,21,294,318,22,"86.36%","86.36%","Peve_00030728",-0.446077406355246,0.705641205133228,0.978262075707395
"43","Cluster_10061","Porites_evermani_scaffold_4394:1389-2389",176,-22.39,2,21,436,457,19,"78.95%","89.47%","Peve_00030853",0.792067036948188,0.418009988238844,0.978262075707395
"44","Cluster_10061","Porites_evermani_scaffold_481:100451-101451",149,-20.16,2,19,372,398,22,"63.64%","72.73%","Peve_00032812",NA,NA,NA
"45","Cluster_10061","Porites_evermani_scaffold_524:52331-53331",162,-22.62,2,20,44,71,24,"70.83%","75.00%","Peve_00034519",-0.349259760330053,0.772866161774938,0.991709304989928
"46","Cluster_10061","Porites_evermani_scaffold_726:80822-81822",172,-23.27,2,17,196,217,15,"86.67%","100.00%","Peve_00040157",0.306937330982347,0.801391595416986,0.995934364227446
"47","Cluster_10061","Porites_evermani_scaffold_82:329243-330243",187,-24.72,2,20,413,434,18,"94.44%","94.44%","Peve_00042163",NA,NA,NA
"48","Cluster_10061","Porites_evermani_scaffold_862:109847-110847",164,-20.28,2,18,618,640,17,"82.35%","88.24%","Peve_00043022",-0.24368758668536,0.843285695037324,0.995934364227446
"49","Cluster_10934","Porites_evermani_scaffold_1028:14295-15295",143,-20.27,2,21,965,987,20,"60.00%","70.00%","Peve_00000655",-0.260525256164665,0.832208541543335,0.995934364227446
"50","Cluster_10934","Porites_evermani_scaffold_1055:72877-73877",162,-25.65,2,21,180,200,19,"78.95%","78.95%","Peve_00001078",-0.882764149204873,0.311359775758119,0.978262075707395
"51","Cluster_10934","Porites_evermani_scaffold_1155:39935-40935",170,-22.73,2,21,401,421,19,"78.95%","89.47%","Peve_00002622",-0.580143564805749,0.605992879379821,0.978262075707395
"52","Cluster_10934","Porites_evermani_scaffold_1179:28510-29510",168,-22.19,2,21,698,719,19,"78.95%","78.95%","Peve_00002995",NA,NA,NA
"53","Cluster_10934","Porites_evermani_scaffold_1203:79183-80183",164,-22.15,2,20,405,424,18,"77.78%","88.89%","Peve_00003442",NA,NA,NA
"54","Cluster_10934","Porites_evermani_scaffold_1262:90852-91852",159,-21.25,2,21,755,780,23,"69.57%","73.91%","Peve_00004260",0.334282353105803,0.783012176396057,0.994255504697718
"55","Cluster_10934","Porites_evermani_scaffold_133:369248-370248",155,-21.82,2,21,250,275,23,"65.22%","73.91%","Peve_00005192",0.776427357148343,0.4340597609641,0.978262075707395
"56","Cluster_10934","Porites_evermani_scaffold_1359:17020-18020",159,-20.77,2,20,924,945,18,"72.22%","77.78%","Peve_00005615",NA,NA,NA
"57","Cluster_10934","Porites_evermani_scaffold_1371:73774-74774",163,-23.93,2,18,67,87,16,"87.50%","87.50%","Peve_00005803",-0.407469079995713,0.732822830955942,0.985284813434432
"58","Cluster_10934","Porites_evermani_scaffold_14:940131-941131",161,-26.39,2,21,672,691,19,"73.68%","84.21%","Peve_00006203",-0.396959973956809,0.740130346577029,0.986697151420032
"59","Cluster_10934","Porites_evermani_scaffold_150:99705-100705",154,-21.47,2,21,206,226,19,"68.42%","78.95%","Peve_00007541",NA,NA,NA
"60","Cluster_10934","Porites_evermani_scaffold_1533:28519-29519",152,-26.79,2,21,720,738,19,"68.42%","78.95%","Peve_00007922",0.439541803816799,0.710281665819416,0.978785040024827
"61","Cluster_10934","Porites_evermani_scaffold_1556:112511-113511",149,-23.29,2,20,530,550,18,"61.11%","83.33%","Peve_00008188",0.978221707375421,0.133106230295136,0.978262075707395
"62","Cluster_10934","Porites_evermani_scaffold_1556:86789-87789",146,-23.41,2,21,504,521,19,"68.42%","78.95%","Peve_00008185",0.99960187302587,0.0179647150151243,0.782669382293497
"63","Cluster_10934","Porites_evermani_scaffold_1574:73966-74966",161,-26.17,2,21,330,355,23,"73.91%","82.61%","Peve_00008421",NA,NA,NA
"64","Cluster_10934","Porites_evermani_scaffold_15:874027-875027",164,-22.37,2,18,429,451,17,"82.35%","88.24%","Peve_00007468",-0.404347620474823,0.734997198400733,0.98584285229152
"65","Cluster_10934","Porites_evermani_scaffold_1594:57421-58421",173,-22.6,2,20,284,304,18,"88.89%","88.89%","Peve_00008683",0.613293099668174,0.579688907721827,0.978262075707395
"66","Cluster_10934","Porites_evermani_scaffold_1594:67902-68902",173,-22.6,2,20,160,180,18,"88.89%","88.89%","Peve_00008684",-0.021850717441934,0.986088294053319,0.999448381576871
"67","Cluster_10934","Porites_evermani_scaffold_1642:74991-75991",164,-26.65,2,21,709,727,19,"78.95%","84.21%","Peve_00009319",NA,NA,NA
"68","Cluster_10934","Porites_evermani_scaffold_165:252591-252781",155,-23.23,2,21,51,75,22,"63.64%","77.27%","Peve_00009398",0.998758250045998,0.0317290557481573,0.903929377050813
"69","Cluster_10934","Porites_evermani_scaffold_165:252591-253591",155,-23.23,2,21,51,75,22,"63.64%","77.27%","Peve_00009399",NA,NA,NA
"70","Cluster_10934","Porites_evermani_scaffold_1709:57475-58475",160,-21.1,2,21,674,695,19,"68.42%","78.95%","Peve_00010127",NA,NA,NA
"71","Cluster_10934","Porites_evermani_scaffold_173:319937-320937",176,-21.26,2,21,153,174,19,"84.21%","84.21%","Peve_00010377",0.879156733705841,0.316213250722529,0.978262075707395
"72","Cluster_10934","Porites_evermani_scaffold_1765:79516-80516",156,-23.4,2,21,326,347,21,"76.19%","76.19%","Peve_00010720",-0.456234386365879,0.698395722414825,0.978262075707395
"73","Cluster_10934","Porites_evermani_scaffold_1771:63860-64860",149,-22.11,2,19,306,328,18,"66.67%","77.78%","Peve_00010791",-0.142614701257427,0.908898043128191,0.999448381576871
"74","Cluster_10934","Porites_evermani_scaffold_178:251916-252916",156,-21.34,2,21,498,519,19,"68.42%","73.68%","Peve_00010861",NA,NA,NA
"75","Cluster_10934","Porites_evermani_scaffold_178:253868-254868",156,-21.34,2,21,498,519,19,"68.42%","73.68%","Peve_00010862",NA,NA,NA
"76","Cluster_10934","Porites_evermani_scaffold_186:96034-97034",156,-20.44,2,21,539,558,19,"73.68%","84.21%","Peve_00011797",NA,NA,NA
"77","Cluster_10934","Porites_evermani_scaffold_1879:55579-56579",160,-21.18,2,21,882,903,19,"68.42%","78.95%","Peve_00012001",NA,NA,NA
"78","Cluster_10934","Porites_evermani_scaffold_1894:53605-54605",160,-20.21,2,18,73,97,19,"78.95%","78.95%","Peve_00012174",0.356153247307574,0.768176213289814,0.990527675986719
"79","Cluster_10934","Porites_evermani_scaffold_1955:27564-28564",163,-20.34,2,20,329,350,18,"72.22%","83.33%","Peve_00012875",NA,NA,NA
"80","Cluster_10934","Porites_evermani_scaffold_2138:37715-38715",172,-25.71,2,21,482,503,19,"78.95%","84.21%","Peve_00014945",-0.804068199036874,0.405329312481883,0.978262075707395
"81","Cluster_10934","Porites_evermani_scaffold_2174:23969-24969",166,-21.95,2,20,801,825,21,"76.19%","80.95%","Peve_00015272",NA,NA,NA
"82","Cluster_10934","Porites_evermani_scaffold_2198:716-1716",152,-22.79,2,19,586,606,17,"70.59%","82.35%","Peve_00015485",0.719894660067005,0.488380177076864,0.978262075707395
"83","Cluster_10934","Porites_evermani_scaffold_2248:21440-22440",159,-20.26,2,21,168,193,23,"69.57%","73.91%","Peve_00016024",NA,NA,NA
"84","Cluster_10934","Porites_evermani_scaffold_2539:23918-24918",160,-21.52,2,19,17,37,17,"82.35%","82.35%","Peve_00018762",0.585385932164402,0.601886010785523,0.978262075707395
"85","Cluster_10934","Porites_evermani_scaffold_254:44147-45147",164,-24.96,2,21,323,344,19,"68.42%","84.21%","Peve_00018766",0.829541059534191,0.377204193909978,0.978262075707395
"86","Cluster_10934","Porites_evermani_scaffold_261:196205-197205",162,-20.21,2,15,80,101,13,"84.62%","100.00%","Peve_00019357",-0.456234386365879,0.698395722414825,0.978262075707395
"87","Cluster_10934","Porites_evermani_scaffold_2614:64308-65308",162,-21.88,2,20,405,427,19,"73.68%","84.21%","Peve_00019390",0.998758250045999,0.0317290557481559,0.903929377050813
"88","Cluster_10934","Porites_evermani_scaffold_265:149776-150313",159,-23.81,2,21,106,124,19,"78.95%","84.21%","Peve_00019651",NA,NA,NA
"89","Cluster_10934","Porites_evermani_scaffold_271:120661-121288",162,-27.04,2,21,123,143,19,"68.42%","89.47%","Peve_00020176",0.652936066388067,0.547074041945439,0.978262075707395
"90","Cluster_10934","Porites_evermani_scaffold_277:161132-162132",158,-22.84,2,21,140,160,19,"73.68%","78.95%","Peve_00020636",-0.0997418665077322,0.936396597753985,0.999448381576871
"91","Cluster_10934","Porites_evermani_scaffold_280:20910-21910",152,-25.43,2,21,801,822,19,"63.16%","73.68%","Peve_00020938",-0.0597397520423788,0.961945834865431,0.999448381576871
"92","Cluster_10934","Porites_evermani_scaffold_293:235963-236963",171,-25.58,2,21,785,807,20,"80.00%","85.00%","Peve_00021926",0.00207880825850537,0.998676588606499,0.999727833677456
"93","Cluster_10934","Porites_evermani_scaffold_2951:35792-36792",168,-28.1,2,21,581,600,19,"84.21%","89.47%","Peve_00022068",-0.725742959620026,0.48299235056871,0.978262075707395
"94","Cluster_10934","Porites_evermani_scaffold_2959:43155-44155",163,-21.06,2,20,44,65,18,"72.22%","83.33%","Peve_00022115",-0.456234386365879,0.698395722414825,0.978262075707395
"95","Cluster_10934","Porites_evermani_scaffold_2971:51810-52810",176,-24.3,2,17,459,480,15,"93.33%","100.00%","Peve_00022206",0.968742690131611,0.159591111198367,0.978262075707395
"96","Cluster_10934","Porites_evermani_scaffold_316:293162-294162",177,-28.7,2,21,224,243,19,"89.47%","89.47%","Peve_00023782",-0.146823538108318,0.906190105153662,0.999448381576871
"97","Cluster_10934","Porites_evermani_scaffold_3201:15161-16161",170,-24.32,2,20,711,734,20,"75.00%","90.00%","Peve_00024048",0.955274704842824,0.191118984586129,0.978262075707395
"98","Cluster_10934","Porites_evermani_scaffold_3233:38841-39841",155,-21,2,21,844,866,20,"70.00%","75.00%","Peve_00024223",0.641387907622702,0.55671788557703,0.978262075707395
"99","Cluster_10934","Porites_evermani_scaffold_3352:40343-41343",163,-21.06,2,20,395,416,18,"72.22%","83.33%","Peve_00025003",NA,NA,NA
"100","Cluster_10934","Porites_evermani_scaffold_3423:11033-12033",147,-20.08,2,17,882,904,16,"75.00%","75.00%","Peve_00025441",0.999999242056246,0.00078381512101461,0.239778920002343
"101","Cluster_10934","Porites_evermani_scaffold_3423:7309-8309",147,-20.08,2,17,882,904,16,"75.00%","75.00%","Peve_00025440",0.999990991243872,0.00270226453852998,0.439065053827702
"102","Cluster_10934","Porites_evermani_scaffold_3685:9304-10304",154,-21.89,2,21,230,247,19,"78.95%","78.95%","Peve_00026994",0.965266193074061,0.168281530961036,0.978262075707395
"103","Cluster_10934","Porites_evermani_scaffold_369:269432-270432",154,-22.25,2,20,40,62,19,"63.16%","84.21%","Peve_00027019",0.259676393993308,0.832768206868798,0.995934364227446
"104","Cluster_10934","Porites_evermani_scaffold_3706:17807-18807",164,-21.21,2,19,61,81,17,"82.35%","88.24%","Peve_00027153",0.318477872666164,0.793656688591821,0.995934364227446
"105","Cluster_10934","Porites_evermani_scaffold_388:370-1370",151,-20.63,2,19,30,49,17,"76.47%","76.47%","Peve_00028026",-0.988592600037905,0.0962503170939759,0.978262075707395
"106","Cluster_10934","Porites_evermani_scaffold_3916:25367-26367",160,-22.47,2,17,784,805,15,"80.00%","86.67%","Peve_00028287",-0.456234386365879,0.698395722414825,0.978262075707395
"107","Cluster_10934","Porites_evermani_scaffold_4129:8936-9936",160,-22.04,2,21,752,773,19,"68.42%","78.95%","Peve_00029512",-0.298373082118559,0.807112079527598,0.995934364227446
"108","Cluster_10934","Porites_evermani_scaffold_4189:16706-17706",161,-23.82,2,21,322,341,19,"78.95%","78.95%","Peve_00029762",-0.994490928196904,0.0668550039584052,0.978262075707395
"109","Cluster_10934","Porites_evermani_scaffold_435:146090-147090",170,-21.8,2,15,140,161,13,"100.00%","100.00%","Peve_00030666",NA,NA,NA
"110","Cluster_10934","Porites_evermani_scaffold_4504:16216-17216",165,-22.15,2,20,302,322,18,"83.33%","83.33%","Peve_00031501",NA,NA,NA
"111","Cluster_10934","Porites_evermani_scaffold_460:128725-129725",155,-24.02,2,21,883,901,19,"78.95%","78.95%","Peve_00031921",-0.241116146854525,0.844973048802971,0.995934364227446
"112","Cluster_10934","Porites_evermani_scaffold_5205:0-689",154,-20.01,2,20,195,217,19,"73.68%","73.68%","Peve_00034418",NA,NA,NA
"113","Cluster_10934","Porites_evermani_scaffold_5440:9197-10197",158,-20.62,2,21,450,473,21,"76.19%","76.19%","Peve_00035277",NA,NA,NA
"114","Cluster_10934","Porites_evermani_scaffold_634:163425-164425",162,-22.04,2,21,538,563,23,"73.91%","78.26%","Peve_00037972",-0.672440822133068,0.530491896805832,0.978262075707395
"115","Cluster_10934","Porites_evermani_scaffold_686:53999-54999",160,-23.13,2,21,40,61,19,"68.42%","78.95%","Peve_00039182",-0.456234386365879,0.698395722414825,0.978262075707395
"116","Cluster_10934","Porites_evermani_scaffold_706:4904-5904",158,-20.1,2,20,323,345,19,"68.42%","84.21%","Peve_00039731",0.611769438717012,0.580916053750474,0.978262075707395
"117","Cluster_10934","Porites_evermani_scaffold_724:23743-24743",160,-20.06,2,20,942,961,18,"77.78%","83.33%","Peve_00040130",0.998758250045998,0.0317290557481573,0.903929377050813
"118","Cluster_10934","Porites_evermani_scaffold_781:76082-77082",160,-27.41,2,21,488,507,19,"73.68%","89.47%","Peve_00041309",-0.173093623709525,0.889247357337725,0.999448381576871
"119","Cluster_10934","Porites_evermani_scaffold_820:153374-153585",155,-22.16,2,21,131,158,25,"64.00%","72.00%","Peve_00042221",NA,NA,NA
"120","Cluster_10934","Porites_evermani_scaffold_846:97271-98271",146,-20.45,2,20,814,841,24,"62.50%","66.67%","Peve_00042685",NA,NA,NA
"121","Cluster_10934","Porites_evermani_scaffold_866:177875-178805",164,-20.03,2,17,785,806,15,"86.67%","86.67%","Peve_00043066",0.126658887442541,0.919149282879606,0.999448381576871
"122","Cluster_10934","Porites_evermani_scaffold_902:93750-94750",151,-20.02,2,21,736,761,23,"60.87%","73.91%","Peve_00043802",0.686936593099254,0.517909997858687,0.978262075707395
"123","Cluster_10934","Porites_evermani_scaffold_92:460575-461575",159,-21.06,2,21,794,816,20,"70.00%","80.00%","Peve_00044084",0.198744611650536,0.872627145119793,0.997476741937264
"124","Cluster_10934","Porites_evermani_scaffold_99:506249-507249",143,-22.03,2,21,674,692,19,"68.42%","73.68%","Peve_00045202",NA,NA,NA
"125","Cluster_10965","Porites_evermani_scaffold_1022:149295-150189",175,-20.57,2,21,177,199,20,"80.00%","90.00%","Peve_00000582",0.95516544776331,0.191354050842816,0.978262075707395
"126","Cluster_10965","Porites_evermani_scaffold_110:397656-398656",173,-21.24,2,19,868,891,19,"84.21%","89.47%","Peve_00001869",0.979922861657745,0.127783662576102,0.978262075707395
"127","Cluster_10965","Porites_evermani_scaffold_119:63066-64066",159,-20.53,2,21,485,502,19,"78.95%","78.95%","Peve_00003185",-0.772907524361777,0.437603280036322,0.978262075707395
"128","Cluster_10965","Porites_evermani_scaffold_122:390582-391582",170,-20.51,2,21,300,320,19,"78.95%","89.47%","Peve_00003648",NA,NA,NA
"129","Cluster_10965","Porites_evermani_scaffold_124:422073-423073",168,-20.19,2,21,199,220,19,"73.68%","84.21%","Peve_00003951",0.889595915128825,0.301972071014213,0.978262075707395
"130","Cluster_10965","Porites_evermani_scaffold_1437:121873-122873",154,-21.15,2,21,330,354,22,"72.73%","72.73%","Peve_00006687",NA,NA,NA
"131","Cluster_10965","Porites_evermani_scaffold_1595:29158-30158",165,-20.02,2,20,4,24,18,"77.78%","88.89%","Peve_00008708",NA,NA,NA
"132","Cluster_10965","Porites_evermani_scaffold_1635:84592-85592",143,-20.05,2,20,327,348,18,"50.00%","77.78%","Peve_00009244",NA,NA,NA
"133","Cluster_10965","Porites_evermani_scaffold_187:225369-226369",171,-20.87,2,20,650,671,18,"83.33%","83.33%","Peve_00011904",-0.56648049002244,0.616609305968153,0.978262075707395
"134","Cluster_10965","Porites_evermani_scaffold_1963:18198-19198",159,-20.2,2,20,690,711,18,"72.22%","77.78%","Peve_00012973",-0.231283764160379,0.851414843454204,0.995934364227446
"135","Cluster_10965","Porites_evermani_scaffold_200:292418-293418",149,-20.96,2,20,359,379,18,"66.67%","77.78%","Peve_00013573",-0.861501692342471,0.33904874167394,0.978262075707395
"136","Cluster_10965","Porites_evermani_scaffold_200:29742-30742",170,-22.19,2,20,370,392,19,"84.21%","84.21%","Peve_00013565",NA,NA,NA
"137","Cluster_10965","Porites_evermani_scaffold_207:354765-355765",171,-20.28,2,16,330,351,14,"92.86%","100.00%","Peve_00014247",-0.823646148137295,0.383872548980192,0.978262075707395
"138","Cluster_10965","Porites_evermani_scaffold_2135:78046-78805",178,-21.59,2,21,106,129,21,"85.71%","90.48%","Peve_00014927",NA,NA,NA
"139","Cluster_10965","Porites_evermani_scaffold_231:117592-118592",170,-21.03,2,21,367,387,19,"84.21%","84.21%","Peve_00016651",-0.605439487521153,0.585994736675805,0.978262075707395
"140","Cluster_10965","Porites_evermani_scaffold_2459:7071-8071",143,-21.13,2,20,326,347,18,"50.00%","77.78%","Peve_00018007",NA,NA,NA
"141","Cluster_10965","Porites_evermani_scaffold_2564:23537-24537",159,-21.6,2,21,262,284,20,"70.00%","80.00%","Peve_00018938",NA,NA,NA
"142","Cluster_10965","Porites_evermani_scaffold_2619:37353-38353",168,-20.19,2,21,374,395,19,"73.68%","84.21%","Peve_00019412",-0.899645286460304,0.287650213040785,0.978262075707395
"143","Cluster_10965","Porites_evermani_scaffold_2726:28871-29871",155,-20.36,2,20,186,204,18,"77.78%","77.78%","Peve_00020313",0.532173255053656,0.642750990513826,0.978262075707395
"144","Cluster_10965","Porites_evermani_scaffold_31:207774-208774",167,-20.74,2,20,362,383,18,"77.78%","83.33%","Peve_00023370",0.204093609767863,0.869150611355107,0.997306721212908
"145","Cluster_10965","Porites_evermani_scaffold_3170:36869-37458",168,-20.19,2,21,257,278,19,"73.68%","84.21%","Peve_00023854",-0.690316686109988,0.51494241614662,0.978262075707395
"146","Cluster_10965","Porites_evermani_scaffold_3808:416-1416",159,-21.01,2,20,331,352,18,"72.22%","77.78%","Peve_00027671",-0.879471278527915,0.315792781084436,0.978262075707395
"147","Cluster_10965","Porites_evermani_scaffold_4347:6663-7663",168,-20.19,2,21,739,760,19,"73.68%","84.21%","Peve_00030651",NA,NA,NA
"148","Cluster_10965","Porites_evermani_scaffold_4679:13116-14116",151,-22.93,2,20,66,84,18,"72.22%","77.78%","Peve_00032219",0.174592020451243,0.88827869888136,0.999448381576871
"149","Cluster_10965","Porites_evermani_scaffold_5375:5388-6388",151,-20.76,2,21,278,295,19,"68.42%","78.95%","Peve_00035000",-0.0654063022535891,0.958331308989383,0.999448381576871
"150","Cluster_10965","Porites_evermani_scaffold_5714:5163-6163",151,-22.14,2,20,788,806,18,"72.22%","77.78%","Peve_00036167",-0.904462534507429,0.28054452778154,0.978262075707395
"151","Cluster_10965","Porites_evermani_scaffold_5960:3027-4027",150,-20.57,2,20,300,323,20,"65.00%","75.00%","Peve_00036863",0.870479314169719,0.327617924992727,0.978262075707395
"152","Cluster_10965","Porites_evermani_scaffold_617:25586-26586",159,-20.59,2,20,588,609,18,"72.22%","77.78%","Peve_00037517",-0.00897762182724763,0.994284591659394,0.999448381576871
"153","Cluster_10965","Porites_evermani_scaffold_632:110109-111109",168,-20.19,2,21,506,527,19,"73.68%","84.21%","Peve_00037942",0.33735209685042,0.78093742919351,0.993788708292501
"154","Cluster_10965","Porites_evermani_scaffold_72:597934-598934",163,-21.19,2,21,101,123,20,"70.00%","85.00%","Peve_00040015",-0.478569964078516,0.682310603328033,0.978262075707395
"155","Cluster_10965","Porites_evermani_scaffold_758:51594-52594",169,-20.1,2,19,390,414,20,"80.00%","85.00%","Peve_00040823",NA,NA,NA
"156","Cluster_10965","Porites_evermani_scaffold_855:72015-73015",158,-20.3,2,21,537,563,24,"70.83%","75.00%","Peve_00042869",0.870479314169719,0.327617924992727,0.978262075707395
"157","Cluster_10965","Porites_evermani_scaffold_859:62420-63420",171,-21.07,2,21,298,320,20,"75.00%","90.00%","Peve_00042921",0.854263270849532,0.348017342390147,0.978262075707395
