"","V1","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","V4.y","PCC.cor","p_value","adjusted_p_value"
"21","Cluster_1140","Porites_evermani_scaffold_230:188564-194878",174,-23.86,2,20,3440,3463,20,"80.00%","90.00%","Peve_00016563",0.0111109339109468,0.992926414235341,0.999448381576871
"22","Cluster_1140","Porites_evermani_scaffold_23:169588-171828",157,-20.37,2,21,1362,1386,23,"69.57%","78.26%","Peve_00016535",-0.992158552440725,0.0797769525338785,0.978262075707395
"23","Cluster_1140","Porites_evermani_scaffold_2350:17668-34514",180,-22.69,2,21,6190,6211,19,"84.21%","89.47%","Peve_00017014",-0.816230648246231,0.3921196893404,0.978262075707395
"24","Cluster_1140","Porites_evermani_scaffold_2389:26772-36293",162,-20.45,2,21,1497,1522,23,"73.91%","78.26%","Peve_00017307",0.220317019594114,0.858581624930994,0.995934364227446
"25","Cluster_1140","Porites_evermani_scaffold_239:235294-258744",173,-21.7,2,18,1926,1947,16,"87.50%","93.75%","Peve_00017311",-0.999023311227815,0.0281389943499374,0.902057778093395
"26","Cluster_1140","Porites_evermani_scaffold_25:151878-171191",175,-22.49,2,21,144,166,20,"80.00%","90.00%","Peve_00018403",NA,NA,NA
"27","Cluster_1140","Porites_evermani_scaffold_2596:66660-68994",183,-21.81,2,20,325,346,18,"83.33%","100.00%","Peve_00019195",0.255969863279213,0.835210425573922,0.995934364227446
"28","Cluster_1140","Porites_evermani_scaffold_2646:13852-37346",180,-22.69,2,21,5386,5407,19,"84.21%","89.47%","Peve_00019606",-0.98413332039789,0.113557038757452,0.978262075707395
"29","Cluster_1140","Porites_evermani_scaffold_28:195173-198979",183,-21.81,2,20,496,517,18,"83.33%","100.00%","Peve_00020912",NA,NA,NA
"30","Cluster_1140","Porites_evermani_scaffold_325:201347-239027",188,-21.86,2,21,18151,18172,19,"89.47%","94.74%","Peve_00024327",-0.954301072364203,0.193203975476683,0.978262075707395
"31","Cluster_1140","Porites_evermani_scaffold_3560:24323-33048",169,-20.56,2,20,1147,1171,21,"80.95%","85.71%","Peve_00026310",-0.449772874023087,0.703009858684363,0.978262075707395
"32","Cluster_1140","Porites_evermani_scaffold_358:77535-88763",184,-23.79,2,21,3864,3885,19,"89.47%","89.47%","Peve_00026399",-0.725653974100255,0.483074689057467,0.978262075707395
"33","Cluster_1140","Porites_evermani_scaffold_3672:12878-36543",179,-21.34,2,21,15219,15242,21,"80.95%","90.48%","Peve_00026934",0.501493792441368,0.665568024218359,0.978262075707395
"34","Cluster_1140","Porites_evermani_scaffold_3672:14950-30846",179,-21.34,2,21,13147,13170,21,"80.95%","90.48%","Peve_00026935",-0.557853164223402,0.623250451290196,0.978262075707395
"35","Cluster_1140","Porites_evermani_scaffold_3672:24665-28294",179,-21.34,2,21,3432,3455,21,"80.95%","90.48%","Peve_00026933",-0.983381284630682,0.116224353188133,0.978262075707395
"36","Cluster_1140","Porites_evermani_scaffold_3718:24416-33536",178,-21.14,2,20,6357,6379,19,"84.21%","94.74%","Peve_00027198",-0.965158492987321,0.168543758907255,0.978262075707395
"37","Cluster_1140","Porites_evermani_scaffold_37:720772-728386",181,-20.17,2,20,2790,2810,18,"94.44%","94.44%","Peve_00027074",NA,NA,NA
"38","Cluster_1140","Porites_evermani_scaffold_38:230704-243749",188,-23.78,2,21,8847,8868,19,"84.21%","100.00%","Peve_00027621",-0.992098811128471,0.0800806724221554,0.978262075707395
"39","Cluster_1140","Porites_evermani_scaffold_3935:13813-30375",166,-20.77,2,20,8610,8636,23,"73.91%","78.26%","Peve_00028382",-0.983570554910889,0.1155587855375,0.978262075707395
"40","Cluster_1140","Porites_evermani_scaffold_41:207362-217397",175,-21.02,2,21,8988,9011,21,"76.19%","90.48%","Peve_00029370",-0.0597013160297401,0.961970347743201,0.999448381576871
"41","Cluster_1140","Porites_evermani_scaffold_4150:3469-22083",175,-20.39,2,21,15485,15507,20,"85.00%","85.00%","Peve_00029632",-0.863683759439865,0.336302822919185,0.978262075707395
"42","Cluster_1140","Porites_evermani_scaffold_430:166239-198633",173,-20.63,2,20,22927,22947,18,"83.33%","94.44%","Peve_00030448",-0.981230609395118,0.123538363369664,0.978262075707395
"43","Cluster_1140","Porites_evermani_scaffold_4396:12525-25018",180,-22.69,2,21,5071,5092,19,"84.21%","89.47%","Peve_00030858",-0.822876895551005,0.384735247975045,0.978262075707395
"44","Cluster_1140","Porites_evermani_scaffold_4591:273-10107",150,-20.66,2,21,3196,3225,27,"62.96%","70.37%","Peve_00031846",NA,NA,NA
"45","Cluster_1140","Porites_evermani_scaffold_466:188629-192439",183,-21.81,2,20,496,517,18,"83.33%","100.00%","Peve_00032160",NA,NA,NA
"46","Cluster_1140","Porites_evermani_scaffold_47:472593-482329",200,-33.95,2,21,3401,3422,19,"100.00%","100.00%","Peve_00032303",-0.560554750981063,0.621175876057599,0.978262075707395
"47","Cluster_1140","Porites_evermani_scaffold_476:106333-127412",166,-21.36,2,20,13453,13478,22,"72.73%","81.82%","Peve_00032573",-0.317941318824765,0.794016998132994,0.995934364227446
"48","Cluster_1140","Porites_evermani_scaffold_4892:8855-19089",179,-20.49,2,21,926,949,21,"80.95%","90.48%","Peve_00033070",-0.018662157072771,0.988118612077123,0.999448381576871
"49","Cluster_1140","Porites_evermani_scaffold_497:91021-93980",180,-21.32,2,21,485,506,19,"84.21%","89.47%","Peve_00033395",0.368509961359125,0.759736088263485,0.988221810829955
"50","Cluster_1140","Porites_evermani_scaffold_502:44702-87413",175,-20.41,2,21,16799,16822,21,"76.19%","90.48%","Peve_00033721",-0.999771409683522,0.0136123249702019,0.714231839928071
"51","Cluster_1140","Porites_evermani_scaffold_50:705697-709326",179,-21.34,2,21,3432,3455,21,"80.95%","90.48%","Peve_00033628",-0.983724861705868,0.115013348292059,0.978262075707395
"52","Cluster_1140","Porites_evermani_scaffold_533:195026-225841",183,-21.81,2,20,26462,26483,18,"83.33%","100.00%","Peve_00034862",-0.984444002990593,0.112436844588545,0.978262075707395
"53","Cluster_1140","Porites_evermani_scaffold_533:220444-222177",183,-21.81,2,20,1044,1065,18,"83.33%","100.00%","Peve_00034865",NA,NA,NA
"54","Cluster_1140","Porites_evermani_scaffold_557:162952-173496",150,-20.66,2,21,7659,7688,27,"62.96%","70.37%","Peve_00035715",0.722833220466823,0.485678949838539,0.978262075707395
"55","Cluster_1140","Porites_evermani_scaffold_5864:345-7620",180,-20.15,2,21,6628,6649,19,"78.95%","94.74%","Peve_00036572",-0.743032553444411,0.466773473824232,0.978262075707395
"56","Cluster_1140","Porites_evermani_scaffold_591:146058-175083",155,-20.93,2,21,22355,22384,27,"62.96%","70.37%","Peve_00036747",0.83615828978006,0.369592882526547,0.978262075707395
"57","Cluster_1140","Porites_evermani_scaffold_5914:109-8780",175,-22.02,2,21,4074,4097,21,"80.95%","85.71%","Peve_00036754",-0.991476757924865,0.0831776185635427,0.978262075707395
"58","Cluster_1140","Porites_evermani_scaffold_629:126524-214810",178,-20.07,2,21,59793,59813,19,"84.21%","94.74%","Peve_00037822",-0.92249705556453,0.25228990622996,0.978262075707395
"59","Cluster_1140","Porites_evermani_scaffold_7:694435-734941",184,-21.35,2,21,19667,19688,19,"89.47%","89.47%","Peve_00039548",-0.858337128603152,0.342995718212076,0.978262075707395
"60","Cluster_1140","Porites_evermani_scaffold_798:64771-68365",183,-21.81,2,20,1135,1156,18,"83.33%","100.00%","Peve_00041631",NA,NA,NA
"61","Cluster_1140","Porites_evermani_scaffold_805:83177-119600",150,-20.66,2,21,22602,22631,27,"62.96%","70.37%","Peve_00041884",0.715933971137733,0.492002290448781,0.978262075707395
"62","Cluster_1140","Porites_evermani_scaffold_817:70298-99290",178,-21.14,2,20,7544,7566,19,"84.21%","94.74%","Peve_00042122",-0.78315801697065,0.427215146120181,0.978262075707395
"63","Cluster_1140","Porites_evermani_scaffold_817:75491-78975",178,-21.14,2,20,2351,2373,19,"84.21%","94.74%","Peve_00042124",NA,NA,NA
"64","Cluster_1140","Porites_evermani_scaffold_88:237501-258771",183,-23.08,2,20,10679,10700,18,"88.89%","94.44%","Peve_00043311",-0.930982082775072,0.237906390635301,0.978262075707395
"65","Cluster_1140","Porites_evermani_scaffold_88:373053-417755",155,-21.08,2,21,11898,11924,24,"62.50%","75.00%","Peve_00043326",-0.507001944723959,0.661507374260553,0.978262075707395
"66","Cluster_1140","Porites_evermani_scaffold_932:121416-139970",175,-20.39,2,21,16054,16076,20,"85.00%","85.00%","Peve_00044305",0.809550843100716,0.399421435989832,0.978262075707395
"67","Cluster_1140","Porites_evermani_scaffold_98:18424-19759",183,-21.91,2,20,496,517,18,"83.33%","100.00%","Peve_00045054",NA,NA,NA
"68","Cluster_1167","Porites_evermani_scaffold_100:248550-275221",147,-21.83,2,17,25698,25722,18,"72.22%","72.22%","Peve_00000226",0.999909726776791,0.00855416971793389,0.573710369894872
"69","Cluster_1167","Porites_evermani_scaffold_100:308293-328460",143,-21.79,2,21,19567,19592,23,"60.87%","65.22%","Peve_00000229",-0.967653951873478,0.162361622303078,0.978262075707395
"70","Cluster_1167","Porites_evermani_scaffold_100:377614-378658",162,-24.99,2,21,465,490,23,"73.91%","78.26%","Peve_00000196",0.852331610518889,0.350375765487056,0.978262075707395
"71","Cluster_1167","Porites_evermani_scaffold_100:385267-412680",152,-22.09,2,18,21077,21099,17,"76.47%","76.47%","Peve_00000197",0.971807346147604,0.151526552234591,0.978262075707395
"72","Cluster_1167","Porites_evermani_scaffold_100:493524-527357",146,-20.36,2,21,19728,19748,19,"68.42%","68.42%","Peve_00000205",0.727830353692885,0.481057644462099,0.978262075707395
"73","Cluster_1167","Porites_evermani_scaffold_1010:201-5109",143,-21.66,2,21,997,1020,21,"57.14%","71.43%","Peve_00000408",0.711656203828931,0.495890790154428,0.978262075707395
"74","Cluster_1167","Porites_evermani_scaffold_1018:46758-58026",163,-26.23,2,19,5444,5465,18,"83.33%","88.89%","Peve_00000506",0.584936451909643,0.60223888047156,0.978262075707395
"75","Cluster_1167","Porites_evermani_scaffold_1020:114630-158015",151,-24.56,2,19,8662,8681,17,"76.47%","76.47%","Peve_00000559",-0.685849192293052,0.518861911591698,0.978262075707395
"76","Cluster_1167","Porites_evermani_scaffold_1020:35957-50334",140,-25.01,2,9,8960,8981,7,"100.00%","100.00%","Peve_00000556",NA,NA,NA
"77","Cluster_1167","Porites_evermani_scaffold_102:155709-177573",155,-24.9,2,21,16316,16341,23,"65.22%","73.91%","Peve_00000536",0.999910457964593,0.0085194555748794,0.573710369894872
"78","Cluster_1167","Porites_evermani_scaffold_1022:49896-72383",160,-21.94,2,21,2773,2795,21,"80.95%","80.95%","Peve_00000580",0.886287459862066,0.306551385476389,0.978262075707395
"79","Cluster_1167","Porites_evermani_scaffold_1026:108280-145231",148,-20.99,2,19,31156,31176,17,"70.59%","76.47%","Peve_00000626",0.996487072057571,0.0533773440861025,0.969371249321957
"80","Cluster_1167","Porites_evermani_scaffold_1026:139119-140200",148,-20.99,2,19,317,337,17,"70.59%","76.47%","Peve_00000628",0.85742499847277,0.344125780885745,0.978262075707395
"81","Cluster_1167","Porites_evermani_scaffold_102:67398-76240",166,-26.73,2,20,4337,4359,19,"78.95%","84.21%","Peve_00000550",0.746688103670953,0.463285556981211,0.978262075707395
"82","Cluster_1167","Porites_evermani_scaffold_103:129354-220005",159,-25.12,2,20,9932,9953,18,"72.22%","77.78%","Peve_00000682",0.996466284776661,0.0535351306493839,0.970184669477257
"83","Cluster_1167","Porites_evermani_scaffold_10:330174-339383",145,-21.94,2,10,4470,4491,8,"100.00%","100.00%","Peve_00000184",0.757046529599293,0.453283180601619,0.978262075707395
"84","Cluster_1167","Porites_evermani_scaffold_10:352044-409006",152,-21.58,2,21,23145,23165,20,"75.00%","75.00%","Peve_00000186",0.595358330202779,0.594020212631051,0.978262075707395
"85","Cluster_1167","Porites_evermani_scaffold_1037:147857-154039",145,-20.33,2,16,309,333,17,"76.47%","76.47%","Peve_00000776",0.998287142619543,0.0372664249833469,0.909359886114279
"86","Cluster_1167","Porites_evermani_scaffold_1037:147857-154039",145,-20.33,2,16,4189,4213,17,"76.47%","76.47%","Peve_00000776",0.998287142619543,0.0372664249833469,0.909359886114279
"87","Cluster_1167","Porites_evermani_scaffold_1039:84256-88687",145,-20.42,2,19,2920,2942,18,"66.67%","72.22%","Peve_00000793",-0.511096882580613,0.658478664509669,0.978262075707395
"88","Cluster_1167","Porites_evermani_scaffold_1042:98466-128085",162,-27.1,2,21,7301,7321,19,"78.95%","78.95%","Peve_00000883",0.886832925918408,0.305800748277674,0.978262075707395
"89","Cluster_1167","Porites_evermani_scaffold_1042:98466-128085",162,-27.1,2,21,9565,9585,19,"78.95%","78.95%","Peve_00000883",0.886832925918408,0.305800748277674,0.978262075707395
"90","Cluster_1167","Porites_evermani_scaffold_105:347962-368233",140,-22.21,2,9,14153,14174,7,"100.00%","100.00%","Peve_00000988",-0.243950597356715,0.843113046846809,0.995934364227446
"91","Cluster_1167","Porites_evermani_scaffold_105:347962-368233",146,-24.36,2,21,13443,13468,23,"60.87%","73.91%","Peve_00000988",-0.243950597356715,0.843113046846809,0.995934364227446
"92","Cluster_1167","Porites_evermani_scaffold_105:347962-368233",160,-23.06,2,18,14901,14924,18,"77.78%","83.33%","Peve_00000988",-0.243950597356715,0.843113046846809,0.995934364227446
"93","Cluster_1167","Porites_evermani_scaffold_1055:101230-132084",145,-20.41,2,10,11343,11364,8,"100.00%","100.00%","Peve_00001083",0.691017370540032,0.514325593223447,0.978262075707395
"94","Cluster_1167","Porites_evermani_scaffold_1057:119-32491",149,-23.12,2,17,12681,12706,19,"78.95%","78.95%","Peve_00001096",0.921910420963206,0.253255666815903,0.978262075707395
"95","Cluster_1167","Porites_evermani_scaffold_1060:129661-134630",146,-21.62,2,21,3595,3618,21,"61.90%","76.19%","Peve_00001175",0.52259543069239,0.649927672955946,0.978262075707395
"96","Cluster_1167","Porites_evermani_scaffold_10:635405-691379",156,-24.94,2,21,50965,50986,19,"63.16%","78.95%","Peve_00000137",0.347324094298604,0.774180757281391,0.99206844988861
"97","Cluster_1167","Porites_evermani_scaffold_1063:5927-24217",147,-21.39,2,21,6728,6751,21,"61.90%","71.43%","Peve_00001201",0.407699136436694,0.732662445865215,0.98526089765136
"98","Cluster_1167","Porites_evermani_scaffold_1068:3599-19603",150,-22.05,2,21,10481,10506,23,"65.22%","73.91%","Peve_00001250",-0.488318552853167,0.675220836384603,0.978262075707395
"99","Cluster_1167","Porites_evermani_scaffold_1068:41766-66861",151,-22.12,2,16,4379,4400,14,"71.43%","85.71%","Peve_00001254",0.112646373025486,0.928134555725813,0.999448381576871
"100","Cluster_1167","Porites_evermani_scaffold_1072:64223-69484",149,-21.36,2,21,2644,2663,19,"68.42%","73.68%","Peve_00001332",NA,NA,NA
"101","Cluster_1167","Porites_evermani_scaffold_1077:66950-99747",141,-20.03,2,11,4945,4967,10,"90.00%","90.00%","Peve_00001405",0.971676821256994,0.151878581385087,0.978262075707395
"102","Cluster_1167","Porites_evermani_scaffold_1079:71209-85781",163,-23.75,2,21,9755,9778,21,"76.19%","76.19%","Peve_00001430",0.967127209427706,0.163685552583309,0.978262075707395
"103","Cluster_1167","Porites_evermani_scaffold_10:823853-858949",173,-31.83,2,18,3696,3717,16,"87.50%","93.75%","Peve_00000148",0.640977718585065,0.557058175501117,0.978262075707395
"104","Cluster_1167","Porites_evermani_scaffold_108:317457-331903",154,-20.3,2,21,4751,4771,19,"68.42%","78.95%","Peve_00001446",-0.428676334957003,0.717960151926697,0.981002131223961
"105","Cluster_1167","Porites_evermani_scaffold_108:65765-118569",146,-24.23,2,20,14100,14123,20,"65.00%","70.00%","Peve_00001435",0.545517506927046,0.632666274000021,0.978262075707395
"106","Cluster_1167","Porites_evermani_scaffold_108:65765-118569",156,-21.08,2,18,40002,40025,18,"77.78%","77.78%","Peve_00001435",0.545517506927046,0.632666274000021,0.978262075707395
"107","Cluster_1167","Porites_evermani_scaffold_1087:62454-66305",154,-23.08,2,21,3282,3302,19,"63.16%","84.21%","Peve_00001544",0.999909726776791,0.00855416971793915,0.573710369894872
"108","Cluster_1167","Porites_evermani_scaffold_1087:95725-126931",163,-24.15,2,21,22182,22204,20,"75.00%","80.00%","Peve_00001546",-0.158027398391261,0.898973134723837,0.999448381576871
"109","Cluster_1167","Porites_evermani_scaffold_1092:92343-97511",145,-23.57,2,21,3989,4014,23,"69.57%","69.57%","Peve_00001636",0.999909726776791,0.00855416971793915,0.573710369894872
"110","Cluster_1167","Porites_evermani_scaffold_1096:1079-41831",150,-20.23,2,19,38617,38638,17,"70.59%","70.59%","Peve_00001673",0.683033044192515,0.521320967914275,0.978262075707395
"111","Cluster_1167","Porites_evermani_scaffold_110:194724-220248",150,-20.48,2,19,14629,14648,17,"76.47%","82.35%","Peve_00001859",0.999909726776791,0.00855416971793915,0.573710369894872
"112","Cluster_1167","Porites_evermani_scaffold_110:222389-279645",148,-20.88,2,21,10596,10617,19,"57.89%","73.68%","Peve_00001860",0.869606709486324,0.328744791918708,0.978262075707395
"113","Cluster_1167","Porites_evermani_scaffold_1103:108492-111289",152,-20.13,2,16,83,102,14,"85.71%","85.71%","Peve_00001906",0.428656443612188,0.717974168245538,0.981004994773537
"114","Cluster_1167","Porites_evermani_scaffold_1103:36992-49580",152,-21.9,2,16,4055,4074,14,"85.71%","85.71%","Peve_00001912",-0.511591173923624,0.65811249694873,0.978262075707395
"115","Cluster_1167","Porites_evermani_scaffold_1:1057487-1064479",145,-21.23,2,20,5611,5639,25,"64.00%","68.00%","Peve_00000056",0.973480286643537,0.146941346381069,0.978262075707395
"116","Cluster_1167","Porites_evermani_scaffold_1108:123027-141948",154,-23.81,2,16,12403,12425,15,"80.00%","86.67%","Peve_00001964",0.983969773308708,0.114142352340322,0.978262075707395
"117","Cluster_1167","Porites_evermani_scaffold_1110:7011-42036",151,-20.15,2,16,25392,25413,14,"78.57%","78.57%","Peve_00002022",-0.978591993448048,0.13196570305411,0.978262075707395
"118","Cluster_1167","Porites_evermani_scaffold_111:118991-138742",143,-23.06,2,12,11496,11517,10,"80.00%","90.00%","Peve_00002016",0.993884089457771,0.0704445296520992,0.978262075707395
"119","Cluster_1167","Porites_evermani_scaffold_111:310532-339710",159,-21.05,2,21,10944,10966,20,"70.00%","80.00%","Peve_00001984",-0.111423659131168,0.928917891295402,0.999448381576871
"120","Cluster_1167","Porites_evermani_scaffold_1113:20133-30544",155,-20.51,2,21,6643,6667,22,"68.18%","72.73%","Peve_00002063",-0.0435476035320519,0.972267964694883,0.999448381576871
"121","Cluster_1167","Porites_evermani_scaffold_1117:100998-113772",143,-22.64,2,12,6428,6449,10,"80.00%","90.00%","Peve_00002111",0.999909726776791,0.00855416971793389,0.573710369894872
"122","Cluster_1167","Porites_evermani_scaffold_1119:63465-82833",156,-24.16,2,20,18683,18702,18,"72.22%","83.33%","Peve_00002130",0.999909726776791,0.00855416971793389,0.573710369894872
"123","Cluster_1167","Porites_evermani_scaffold_1120:15310-65261",147,-20.88,2,21,16764,16786,20,"65.00%","70.00%","Peve_00002171",0.983751505487268,0.114918909740432,0.978262075707395
"124","Cluster_1167","Porites_evermani_scaffold_1120:15310-65261",147,-20.88,2,21,8877,8899,20,"65.00%","70.00%","Peve_00002171",0.983751505487268,0.114918909740432,0.978262075707395
"125","Cluster_1167","Porites_evermani_scaffold_1120:31258-32525",147,-20.88,2,21,816,838,20,"65.00%","70.00%","Peve_00002166",NA,NA,NA
"126","Cluster_1167","Porites_evermani_scaffold_1125:101093-115507",146,-21.09,2,20,13392,13415,20,"65.00%","70.00%","Peve_00002216",0.977645348180447,0.1348625769614,0.978262075707395
"127","Cluster_1167","Porites_evermani_scaffold_1125:385-1358",152,-22.86,2,13,541,562,11,"90.91%","90.91%","Peve_00002213",NA,NA,NA
"128","Cluster_1167","Porites_evermani_scaffold_1126:136084-139146",154,-20.29,2,21,1805,1825,19,"73.68%","73.68%","Peve_00002239",0.0502740006550354,0.967981079637985,0.999448381576871
"129","Cluster_1167","Porites_evermani_scaffold_1126:140290-143370",154,-20.29,2,21,1805,1825,19,"73.68%","73.68%","Peve_00002240",0.556847217462464,0.624021766510159,0.978262075707395
"130","Cluster_1167","Porites_evermani_scaffold_1127:41922-108280",143,-20.46,2,21,33898,33921,21,"61.90%","66.67%","Peve_00002243",0.957425675052095,0.186432658216324,0.978262075707395
"131","Cluster_1167","Porites_evermani_scaffold_1127:41922-108280",145,-21.11,2,10,48949,48970,8,"100.00%","100.00%","Peve_00002243",0.957425675052095,0.186432658216324,0.978262075707395
"132","Cluster_1167","Porites_evermani_scaffold_1128:3358-23196",144,-20.32,2,21,15594,15618,23,"69.57%","69.57%","Peve_00002245",0.999909726776791,0.00855416971793915,0.573710369894872
"133","Cluster_1167","Porites_evermani_scaffold_11:320049-351807",147,-20.31,2,21,7929,7953,22,"63.64%","68.18%","Peve_00001842",0.931285605315116,0.237376529311474,0.978262075707395
"134","Cluster_1167","Porites_evermani_scaffold_1136:70075-82083",147,-26.88,2,19,6378,6400,19,"73.68%","73.68%","Peve_00002352",0.104091558834084,0.933613000970813,0.999448381576871
"135","Cluster_1167","Porites_evermani_scaffold_11:371284-415897",147,-22.24,2,21,2285,2308,21,"61.90%","71.43%","Peve_00001844",0.999712456515832,0.0152671261208546,0.747661024355386
"136","Cluster_1167","Porites_evermani_scaffold_1137:42459-43731",157,-24.22,2,20,1188,1212,21,"76.19%","76.19%","Peve_00002366",0.238348412422438,0.846787968789058,0.995934364227446
"137","Cluster_1167","Porites_evermani_scaffold_1139:81966-111745",145,-20.42,2,19,5552,5574,18,"66.67%","72.22%","Peve_00002381",0.991668130430427,0.0822372074093631,0.978262075707395
"138","Cluster_1167","Porites_evermani_scaffold_114:147086-199138",159,-20.79,2,21,43191,43214,21,"71.43%","76.19%","Peve_00002402",0.580618079904618,0.605621924033292,0.978262075707395
"139","Cluster_1167","Porites_evermani_scaffold_1141:9448-23714",143,-21.99,2,18,6413,6436,18,"72.22%","72.22%","Peve_00002451",0.972239327161551,0.150355721794813,0.978262075707395
"140","Cluster_1167","Porites_evermani_scaffold_1142:43-5705",146,-24.09,2,15,286,307,13,"76.92%","76.92%","Peve_00002452",-0.139042744916091,0.911194913134287,0.999448381576871
"141","Cluster_1167","Porites_evermani_scaffold_114:433209-446571",140,-20.25,2,9,9238,9259,7,"100.00%","100.00%","Peve_00002386",0.833411044750638,0.372769488522383,0.978262075707395
"142","Cluster_1167","Porites_evermani_scaffold_114:44221-61357",152,-20.64,2,21,12038,12056,19,"68.42%","78.95%","Peve_00002424",-0.164056061851227,0.895084404652574,0.999448381576871
"143","Cluster_1167","Porites_evermani_scaffold_1:1485980-1489082",140,-28.96,2,9,2253,2274,7,"100.00%","100.00%","Peve_00000081",NA,NA,NA
"144","Cluster_1167","Porites_evermani_scaffold_1:1491331-1511188",158,-23.88,2,17,8759,8779,15,"86.67%","86.67%","Peve_00000082",0.747870905936996,0.462152397276983,0.978262075707395
"145","Cluster_1167","Porites_evermani_scaffold_1150:27935-30437",154,-27.62,2,21,2053,2073,19,"68.42%","78.95%","Peve_00002565",0.831218970484738,0.37528710989522,0.978262075707395
"146","Cluster_1167","Porites_evermani_scaffold_1152:138164-149277",155,-24.94,2,20,4856,4877,18,"72.22%","72.22%","Peve_00002590",0.856992474340246,0.344660479930535,0.978262075707395
"147","Cluster_1167","Porites_evermani_scaffold_1156:6287-9676",157,-29.61,2,15,3233,3255,14,"85.71%","92.86%","Peve_00002639",-0.427774861415501,0.71859522306671,0.981190799025487
"148","Cluster_1167","Porites_evermani_scaffold_11:590075-597880",151,-23.13,2,21,2214,2237,21,"66.67%","71.43%","Peve_00001733",-0.387688950336877,0.746546940392709,0.98770260732815
"149","Cluster_1167","Porites_evermani_scaffold_1161:14026-82226",145,-21.17,2,10,43265,43286,8,"100.00%","100.00%","Peve_00002759",0.0624373786884049,0.960225258440182,0.999448381576871
