"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"13","Peve_00003777","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_589",0.350079320293352,0.772309258071798,0.991523858706312,167,-25.25,"2 20","22875 22896",18,"72.22%","88.89%","CDS"
"14","Peve_00004232","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.999909726776791,0.00855416971793915,0.573710369894872,146,-22.27,"2 20","1398 1421",20,"65.00%","70.00%","CDS"
"15","Peve_00004989","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.933447107689976,0.233570051777715,0.978262075707395,158,-20.68,"2 18","61 82",17,"82.35%","88.24%","3UTR"
"16","Peve_00006080","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.902160478754071,0.28396086773942,0.978262075707395,142,-22.14,"2 11","217 238",9,"88.89%","88.89%","5UTR"
"17","Peve_00006081","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.500238640454954,0.666491226869748,0.978262075707395,142,-22.14,"2 11","217 238",9,"88.89%","88.89%","5UTR"
"18","Peve_00006288","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_1167",0.555110777311863,0.62535172015887,0.978262075707395,150,-20.6,"2 21","541 561",19,"68.42%","73.68%","3UTR"
"19","Peve_00006288","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_29",0.55751824441836,0.623507322572965,0.978262075707395,171,-20.62,"2 21","4934 4958",22,"77.27%","81.82%","CDS"
"20","Peve_00006288","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_29",0.55751824441836,0.623507322572965,0.978262075707395,171,-20.62,"2 21","5490 5514",22,"77.27%","81.82%","CDS"
"21","Peve_00006776","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.0262265047902961,0.983301773861641,0.999448381576871,158,-23.29,"2 15","8411 8432",13,"84.62%","92.31%","CDS"
"22","Peve_00006776","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.530707798426618,0.643852328911614,0.978262075707395,151,-23.41,"2 21","10538 10562",22,"63.64%","72.73%","CDS"
"23","Peve_00006776","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_6904",0.270265079307212,0.82577731979662,0.995934364227446,160,-26.45,"2 21","440 459",19,"78.95%","84.21%","5UTR"
"24","Peve_00006776","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_6906",0.699763029158703,0.506577834579714,0.978262075707395,156,-23.95,"2 21","440 459",19,"73.68%","84.21%","5UTR"
"25","Peve_00006959","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.418290720167338,0.725258661594086,0.983142327494007,155,-21.23,"2 18","55177 55197",16,"81.25%","81.25%","CDS"
"26","Peve_00006959","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.35760483424648,0.767186962652159,0.990236992628662,159,-24.29,"2 18","40538 40561",18,"83.33%","83.33%","CDS"
"27","Peve_00007285","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_5563",0.793648159095157,0.416358258898947,0.978262075707395,156,-22.03,"2 22","904 932",26,"61.54%","73.08%","5UTR"
"28","Peve_00007389","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.990937095314284,0.0857743372085759,0.978262075707395,162,-22.86,"2 21","1707 1727",19,"68.42%","89.47%","CDS"
"29","Peve_00007890","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_29",0.94758940129574,0.207023657743997,0.978262075707395,166,-24.47,"2 20","17812 17836",21,"76.19%","80.95%","CDS"
"30","Peve_00009284","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_9149",0.00809972833720884,0.994843496406094,0.999448381576871,153,-21.22,"2 20","378 398",18,"72.22%","77.78%","5UTR"
"31","Peve_00009684","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.974675033254247,0.143578823104318,0.978262075707395,154,-25.84,"2 19","17077 17098",17,"70.59%","76.47%","CDS"
"32","Peve_00009684","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.953040906704025,0.195870621845709,0.978262075707395,168,-23.55,"2 21","455 476",19,"73.68%","84.21%","5UTR"
"33","Peve_00010097","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.780337086779239,0.430095009800917,0.978262075707395,154,-21.63,"2 21","871 895",22,"68.18%","77.27%","3UTR"
"34","Peve_00010097","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.780337086779239,0.430095009800917,0.978262075707395,176,-35.89,"2 21","6318 6339",19,"78.95%","89.47%","CDS"
"35","Peve_00010097","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.989880267700249,0.0906455648508898,0.978262075707395,150,-20.33,"2 21","16597 16621",22,"68.18%","72.73%","CDS"
"36","Peve_00010496","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.731638242442794,0.477512110187888,0.978262075707395,152,-23.72,"2 13","322 343",11,"90.91%","90.91%","3UTR"
"37","Peve_00010794","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_4629",0.968216292956042,0.160936461450943,0.978262075707395,158,-21.7,"2 21","797 817",19,"68.42%","84.21%","5UTR"
"38","Peve_00011116","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.804186164619296,0.405202980071339,0.978262075707395,156,-21.68,"2 21","1101 1122",19,"63.16%","78.95%","CDS"
"39","Peve_00011540","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.995482499235998,0.0605351840990838,0.978262075707395,163,-20.45,"2 21","2415 2437",20,"75.00%","80.00%","CDS"
"40","Peve_00012936","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_8988",0.758542187632656,0.45182390691845,0.978262075707395,158,-20.01,"2 21","408 428",19,"63.16%","89.47%","3UTR"
"41","Peve_00012990","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_8887",0.643605666571385,0.554875405945067,0.978262075707395,161,-20.09,"2 20","531 550",18,"77.78%","83.33%","5UTR"
"42","Peve_00012990","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_8888",0.991765863761421,0.081752793074337,0.978262075707395,161,-20.33,"2 20","531 550",18,"77.78%","83.33%","5UTR"
"43","Peve_00013209","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.124880429792547,0.920290546580939,0.999448381576871,163,-22.42,"2 21","21530 21555",23,"69.57%","78.26%","CDS"
"44","Peve_00013209","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.0593116650277494,0.962218847639012,0.999448381576871,154,-26.62,"2 20","19421 19449",25,"68.00%","68.00%","CDS"
"45","Peve_00013723","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.984545912816008,0.112066986356739,0.978262075707395,158,-20.98,"2 21","11844 11864",19,"73.68%","78.95%","CDS"
"46","Peve_00013781","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.606785357025747,0.584917505025364,0.978262075707395,158,-23.29,"2 15","9080 9101",13,"84.62%","92.31%","CDS"
"47","Peve_00013784","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_29",0.989342177720748,0.0930284603194349,0.978262075707395,154,-20.05,"2 21","1670 1695",23,"60.87%","82.61%","CDS"
"48","Peve_00014348","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.791029295043501,0.419091055430078,0.978262075707395,158,-22.16,"2 21","807 827",19,"68.42%","84.21%","3UTR"
"49","Peve_00014817","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.968414455917962,0.160431298488655,0.978262075707395,144,-27.75,"2 14","1818 1841",14,"78.57%","78.57%","CDS"
"50","Peve_00015296","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_796",0.398518020859362,0.739049272834198,0.986697151420032,158,-21.04,"2 21","14887 14910",21,"71.43%","80.95%","CDS"
"51","Peve_00015298","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_1167",0.89802004040682,0.290010903942382,0.978262075707395,160,-23.8,"2 19","960 983",19,"78.95%","84.21%","5UTR"
"52","Peve_00016544","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.153772734379426,0.901715268739892,0.999448381576871,154,-23.25,"2 19","3292 3312",18,"77.78%","83.33%","CDS"
"53","Peve_00017292","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.159680919674548,0.897906931664995,0.999448381576871,151,-21.54,"2 12","11555 11576",10,"90.00%","100.00%","CDS"
"54","Peve_00017490","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_4080",0.134339290564085,0.914217599895052,0.999448381576871,170,-24.82,"2 20","14068 14090",19,"78.95%","89.47%","CDS"
"55","Peve_00017897","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11134",0.951626992260969,0.198821378338647,0.978262075707395,161,-21.73,"2 19","314 336",18,"72.22%","88.89%","5UTR"
"56","Peve_00018980","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.994243777447002,0.0683396033850275,0.978262075707395,146,-22.27,"2 20","26644 26667",20,"65.00%","70.00%","CDS"
"57","Peve_00018980","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.994243777447002,0.0683396033850275,0.978262075707395,149,-22.32,"2 20","12691 12717",23,"69.57%","69.57%","CDS"
"58","Peve_00019228","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.990699021856074,0.0868953670040313,0.978262075707395,157,-21.31,"2 18","3335 3356",16,"75.00%","81.25%","CDS"
"59","Peve_00019228","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.990699021856074,0.0868953670040313,0.978262075707395,164,-21.69,"2 21","24527 24548",19,"68.42%","84.21%","CDS"
"60","Peve_00019228","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_796",0.979595844617212,0.128823668062104,0.978262075707395,146,-23.62,"2 21","28641 28664",21,"66.67%","71.43%","CDS"
"61","Peve_00019548","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.867933894665659,0.330895275232091,0.978262075707395,158,-20.61,"2 19","8680 8701",17,"70.59%","82.35%","CDS"
"62","Peve_00019549","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_1167",0.10442650121558,0.933398601588432,0.999448381576871,150,-23.27,"2 21","201 226",23,"69.57%","69.57%","5UTR"
"63","Peve_00019727","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.564228903294285,0.618347087798315,0.978262075707395,145,-20.95,"2 20","4569 4589",18,"61.11%","77.78%","CDS"
"64","Peve_00019753","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.950413624646263,0.201320237615395,0.978262075707395,161,-22.27,"2 18","895 916",16,"75.00%","87.50%","3UTR"
"65","Peve_00019754","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.93791149490326,0.225514154246386,0.978262075707395,161,-22.27,"2 18","782 803",16,"75.00%","87.50%","5UTR"
"66","Peve_00020522","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.159680919674548,0.897906931664995,0.999448381576871,162,-24.52,"2 20","2884 2906",19,"73.68%","84.21%","CDS"
"67","Peve_00020613","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.390719660259113,0.744452375834206,0.987197309954181,155,-21.82,"2 12","983 1004",10,"100.00%","100.00%","CDS"
"68","Peve_00020614","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.01163708878938,0.99259143196382,0.999448381576871,144,-20.89,"2 14","11771 11793",13,"76.92%","84.62%","CDS"
"69","Peve_00020618","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11134",0.355755499774518,0.768447174277424,0.990527675986719,146,-20.43,"2 17","858 878",15,"66.67%","86.67%","3UTR"
"70","Peve_00020798","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.898740270652305,0.288966974174018,0.978262075707395,140,-22.4,"2 9","19 40",7,"100.00%","100.00%","5UTR"
"71","Peve_00020842","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.893171883633561,0.296949211192335,0.978262075707395,168,-21.71,"2 21","2375 2396",19,"68.42%","89.47%","CDS"
"72","Peve_00021294","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.985796921174429,0.107424103938977,0.978262075707395,155,-23.55,"2 12","8480 8501",10,"100.00%","100.00%","CDS"
"73","Peve_00021295","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2882",0.631763288331544,0.564662945628536,0.978262075707395,165,-21.19,"2 19","3965 3987",18,"83.33%","83.33%","CDS"
"74","Peve_00021296","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_4115",0.992995400388632,0.0753946639386146,0.978262075707395,154,-20.2,"2 21","9757 9783",24,"66.67%","75.00%","CDS"
"75","Peve_00022649","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_1167",0.738080837069739,0.471464578521095,0.978262075707395,152,-26.87,"2 17","11151 11172",15,"73.33%","80.00%","CDS"
"76","Peve_00023967","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11134",0.976396191639558,0.138593905133486,0.978262075707395,161,-21.55,"2 19","329 351",18,"72.22%","88.89%","5UTR"
"77","Peve_00024382","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.854970030279758,0.347150844262704,0.978262075707395,150,-20.52,"2 21","48271 48296",23,"65.22%","73.91%","CDS"
"78","Peve_00024485","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.835596114846795,0.370244879351488,0.978262075707395,172,-22.78,"2 21","23888 23909",19,"78.95%","84.21%","CDS"
"79","Peve_00026881","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.610003052465797,0.582336403574132,0.978262075707395,158,-25.49,"2 19","16202 16223",17,"70.59%","82.35%","CDS"
"80","Peve_00028008","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.405729129997529,0.734035263900578,0.985606716506352,151,-20.9,"2 21","29342 29362",20,"75.00%","80.00%","CDS"
"81","Peve_00028037","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11134",0.51130025766007,0.658328020849251,0.978262075707395,156,-20.02,"2 21","892 913",19,"63.16%","78.95%","3UTR"
"82","Peve_00028040","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_4629",0.754643580906849,0.455619595583604,0.978262075707395,152,-24.79,"2 20","605 631",23,"69.57%","78.26%","3UTR"
"83","Peve_00028041","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.099676569431695,0.936438375357395,0.999448381576871,166,-22.5,"2 19","6881 6902",17,"76.47%","88.24%","CDS"
"84","Peve_00028582","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11135",0.673714762256416,0.529395294771215,0.978262075707395,149,-20.36,"2 18","173 192",16,"75.00%","87.50%","3UTR"
"85","Peve_00028582","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11135",0.673714762256416,0.529395294771215,0.978262075707395,149,-20.36,"2 18","795 814",16,"75.00%","87.50%","3UTR"
"86","Peve_00028582","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.968199612786365,0.160978912248378,0.978262075707395,147,-20.62,"2 21","3469 3487",19,"68.42%","78.95%","CDS"
"87","Peve_00028816","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.989632436481122,0.0917507035380054,0.978262075707395,161,-20.99,"2 18","17004 17025",16,"75.00%","87.50%","CDS"
"88","Peve_00031071","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.898740270652305,0.288966974174018,0.978262075707395,151,-21.34,"2 21","5655 5681",24,"66.67%","66.67%","CDS"
"89","Peve_00031673","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_9149",0.999232747668771,0.0249397445505303,0.86745289293403,148,-20.42,"2 18","477 499",17,"64.71%","82.35%","3UTR"
"90","Peve_00031875","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.943576757893424,0.214875857383608,0.978262075707395,170,-26.31,"2 19","3167 3188",17,"76.47%","94.12%","CDS"
"91","Peve_00031922","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.980014032608687,0.127492221713655,0.978262075707395,150,-20.67,"2 11","12372 12393",9,"100.00%","100.00%","CDS"
"92","Peve_00031923","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11134",0.376793371831082,0.754053359862483,0.988219883885475,160,-21.12,"2 19","232 252",17,"76.47%","88.24%","3UTR"
"93","Peve_00033175","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_8988",0.78631946942776,0.423968019296909,0.978262075707395,168,-21.13,"2 21","499 520",19,"68.42%","89.47%","5UTR"
"94","Peve_00033486","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_4080",0.67685027884064,0.526688885251481,0.978262075707395,171,-22.7,"2 20","1042 1063",18,"77.78%","88.89%","CDS"
"95","Peve_00034167","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.876226123228336,0.320106436686503,0.978262075707395,158,-30.46,"2 20","11531 11559",25,"68.00%","72.00%","CDS"
"96","Peve_00034167","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_15726",0.983638207245604,0.115319964981836,0.978262075707395,163,-21.77,"2 20","350 371",18,"77.78%","77.78%","5UTR"
"97","Peve_00034338","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_1167",0.983901525054381,0.114385727659117,0.978262075707395,150,-21.08,"2 16","23049 23071",15,"73.33%","86.67%","CDS"
"98","Peve_00036534","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.910129286196023,0.271964177347118,0.978262075707395,158,-20.36,"2 21","12815 12838",21,"76.19%","76.19%","CDS"
"99","Peve_00037391","GO:0004177","aminopeptidase activity",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.727443010312866,0.481417125320239,0.978262075707395,163,-20.7,"2 21","4161 4184",21,"76.19%","76.19%","CDS"
"100","Peve_00037573","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11134",0.875640822838247,0.320878802775509,0.978262075707395,155,-20.6,"2 21","974 997",21,"66.67%","76.19%","5UTR"
"101","Peve_00038003","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.790070546371244,0.420087726111849,0.978262075707395,149,-21.56,"2 20","2823 2846",20,"70.00%","75.00%","CDS"
"102","Peve_00038573","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.867933894665659,0.330895275232091,0.978262075707395,146,-20.92,"2 21","8424 8448",22,"63.64%","72.73%","CDS"
"103","Peve_00040283","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_589",0.94702264951964,0.208150017105459,0.978262075707395,154,-27.76,"2 20","19573 19601",25,"64.00%","72.00%","CDS"
"104","Peve_00041157","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.826767995347781,0.380353884481737,0.978262075707395,153,-21.83,"2 21","768 789",20,"75.00%","75.00%","3UTR"
"105","Peve_00041223","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.760644964931867,0.449765671022451,0.978262075707395,163,-22.42,"2 21","17446 17471",23,"69.57%","78.26%","CDS"
"106","Peve_00041223","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.801719698721757,0.407837369964377,0.978262075707395,154,-26.62,"2 20","15080 15108",25,"68.00%","68.00%","CDS"
"107","Peve_00041445","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2787",0.876344286115713,0.319950301429646,0.978262075707395,154,-22.34,"2 21","9002 9022",19,"68.42%","78.95%","CDS"
"108","Peve_00041481","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_4115",0.0885895429072347,0.943528114208398,0.999448381576871,154,-22.19,"2 21","853 878",23,"60.87%","82.61%","3UTR"
"109","Peve_00041789","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_4735",0.959815676214547,0.181087555662038,0.978262075707395,154,-20.55,"2 17","218 238",15,"80.00%","86.67%","5UTR"
"110","Peve_00042882","GO:0000340","RNA 7-methylguanosine cap binding",2,2,0.43,0.047,"Molecular Functions","Cluster_2787",0.960166935278371,0.180289001397131,0.978262075707395,160,-20.45,"2 21","2209 2228",19,"78.95%","84.21%","CDS"
"111","Peve_00043013","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_796",0.421686150835438,0.722876810123783,0.982362820958635,161,-25.96,"2 21","768 789",20,"80.00%","80.00%","3UTR"
"112","Peve_00043996","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_11135",0.834681265554529,0.371303733779054,0.978262075707395,160,-22.25,"2 18","393 415",17,"76.47%","88.24%","5UTR"
"113","Peve_00044505","GO:0005506","iron ion binding",8,5,1.73,0.014,"Molecular Functions","Cluster_2882",0.0688372031480257,0.956142191637655,0.999448381576871,152,-20.12,"2 15","4342 4362",13,"84.62%","92.31%","CDS"
