"sample140" "sample145" "sample150" "sample173" "sample178"
"XM_029330373.2" 18 1 15 0 105
"XM_029331089.2" 127 81 0 118 346
"XM_044306794.1" 169 33 40 72 57
"XM_029340298.2" 0 114 12 0 0
"XM_044318273.1" 451 601 139 250 251
"XM_044324763.1" 2 5 0 11 0
"XM_029336641.2" 218 556 153 699 1306
"XM_044319320.1" 1008 702 639 767 794
"XM_029338314.2" 3504 2450 1691 2330 1833
"XM_029345720.2" 0 0 16 9 15
"XM_029352416.2" 32 0 0 0 0
"XM_044325060.1" 10 0 1 0 10
"XR_006397098.1" 9 0 0 0 28
"XM_029340639.2" 537 226 235 360 408
"XM_044318491.1" 41 1052 76 23 40
"XM_029353050.2" 1131 1111 460 652 696
"XM_044308809.1" 209 32 395 277 565
"XM_044320264.1" 0 0 53 0 143
"XM_044311574.1" 5 0 4 7 18
"XR_006395319.1" 219 264 106 184 286
"XM_044320645.1" 0 24 18 18 0
"XR_006393893.1" 41 2 25 5 151
"XM_029335884.2" 100 101 0 100 34
"XM_029350452.2" 46 0 0 0 279
"XM_029332793.2" 248 75 41 128 68
"XM_044309348.1" 1681 1066 1200 1170 4315
"XM_044316872.1" 92 0 0 0 0
"XM_044312521.1" 150 31 0 0 0
"XM_029329890.2" 1362 1365 833 1466 1108
"XM_029335562.2" 14 0 0 0 36
"XM_044316495.1" 0 21 14 0 20
"XM_044321891.1" 751 745 378 695 627
"XM_044328579.1" 98 0 55 110 0
"XM_044316520.1" 48 72 5 11 57
"XM_044321295.1" 0 6 0 102 100
"XR_003827564.2" 103 101 19 143 32
"XM_044323292.1" 0 51 0 0 0
"XM_044320426.1" 101 3 13 102 163
"XM_044321698.1" 1048 748 550 1379 1259
"XM_029343044.2" 261 400 293 236 245
"XM_029351436.2" 34 7 6 48 59
"XR_006395568.1" 117 25 10 21 21
"XM_044309925.1" 19 3 2 2 2
"XM_029346833.2" 514 522 404 953 776
"XM_044320526.1" 949 1664 687 1955 1314
"XM_029342620.2" 5 0 11 0 5
"XR_006391974.1" 283 23 198 529 202
"XR_003822847.2" 0 0 0 0 109
"XM_029349965.2" 4123 3174 2732 3378 3764
"XR_006391296.1" 2 0 13 2 51
"XM_044319598.1" 239 149 295 717 320
"XR_003826440.2" 19 33 42 24 66
"XM_029345836.2" 1867 1098 966 1848 1583
"XR_006393669.1" 102 7 48 109 73
"XM_029352917.2" 314 312 180 446 225
"XM_044319621.1" 4 17 22 12 4
"XM_044315616.1" 1188 1034 993 1641 1681
"XM_029350551.2" 1025 1047 353 971 699
"XM_044320801.1" 49 33 90 92 77
"XM_029324913.2" 1032 858 601 852 642
"XM_029328568.2" 3 0 0 43 77
"XR_006395542.1" 189 1 121 621 37
"XM_029334068.2" 920 673 209 614 328
"XM_044322586.1" 1258 979 902 2358 2736
"XM_029353111.2" 14 3 28 12 61
"XM_044325218.1" 40 0 0 0 0
"XM_029343588.2" 413 335 187 223 328
"XM_044318918.1" 36 0 20 3 5
"XR_006396398.1" 5 3 5 54 37
"XR_006394769.1" 0 0 10 0 8
"XM_044309953.1" 0 0 0 15 3
"XM_029349576.2" 48 64 46 88 92
"XM_044317766.1" 1640 985 759 1841 1315
"XM_044312416.1" 95 17 56 22 68
"XM_029336049.2" 731 571 447 553 621
"XM_044307806.1" 0 3 0 11 0
"XM_044323807.1" 17 31 96 75 14
"XR_006394164.1" 274 4 155 20 28
"XR_006396523.1" 54 32 31 69 83
"XM_029349355.2" 474 449 282 600 373
"XM_044322510.1" 91 83 38 158 115
"XM_029356281.2" 86 0 0 0 0
"XM_029355858.2" 23 29 7 44 96
"XM_044313287.1" 17 20 20 45 27
"XM_029327940.2" 247 58 269 63 47
"XM_029337133.2" 219 126 52 93 154
"XM_029349048.2" 4 9 16 35 17
"XM_044317080.1" 16 0 4 9 236
"XM_029343950.2" 12 0 0 2 14
"XM_029323586.2" 2 3 0 0 10
"XM_029341602.2" 519 447 218 642 433
"XM_029349077.2" 0 0 21 0 0
"XM_044307389.1" 247 194 267 540 504
"XM_029338743.2" 0 61 46 38 22
"XM_044315559.1" 0 54 0 0 0
"XM_029335879.2" 879 811 414 561 613
"XM_044325692.1" 204 151 12 100 24
"XM_044307273.1" 101 35 96 57 79
"XM_029333564.2" 577 439 202 493 402
"XM_029325697.2" 1720 2062 835 1280 1233
"XM_044317033.1" 63 7 2 10 31
"XM_044319732.1" 42 25 7 51 9
"XM_044320715.1" 51 10 42 15 8
"XM_044321453.1" 311 562 0 0 409
"XM_029332356.2" 0 0 0 0 8
"XM_029328232.2" 70 92 32 116 56
"XM_044310916.1" 232 6 68 61 58
"XM_029337681.2" 119 81 50 77 131
"XM_044312912.1" 170 206 58 116 301
"XR_006394335.1" 436 62 225 267 41
"XM_044319071.1" 786 914 459 1260 1602
"XM_029329116.2" 1351 1456 950 2075 1268
"XR_003824147.2" 732 1588 1069 1426 1141
"XM_044324719.1" 129 40 121 224 107
"XM_029344235.2" 14353 17673 9525 11387 4699
"XM_029353960.2" 92 48 92 74 82
"XM_029331427.2" 651 584 583 762 1128
"XR_006392405.1" 4 7 17 3 39
"XM_029329606.2" 130 161 119 180 244
"XM_044307748.1" 103 19 39 114 76
"XR_006396227.1" 121 0 53 0 223
"XM_044312285.1" 0 31 5 18 0
"XM_044308499.1" 10 2 10 0 4
"XM_029343893.2" 562 40 456 502 442
"XM_044328750.1" 242 87 176 366 772
"XM_044317253.1" 1650 1313 10 1608 8
"XM_029323469.2" 7887 5530 4448 6822 7111
"XM_044328090.1" 911 737 926 1014 1293
"XM_044314696.1" 0 0 0 2 11
"XM_029337083.2" 121 0 60 194 57
"XR_003825649.2" 51 25 45 30 94
"XM_029338374.2" 303 184 118 136 182
"XR_006394691.1" 54 70 52 42 26
"XM_044309120.1" 22 0 23 0 11
"XM_044307402.1" 374 98 39 187 17
"XM_044320788.1" 626 383 351 739 763
"XM_044317096.1" 2103 1819 1454 1792 2231
"XM_029351347.2" 547 288 386 885 755
"XR_006393293.1" 5 0 0 7 5
"XM_044309857.1" 401 403 386 220 253
"XM_029351332.2" 2095 1467 1345 1666 1695
"XM_029342030.2" 139 92 0 236 90
"XM_044315842.1" 54 89 67 51 25
"XM_029353128.2" 86 205 51 87 80
"XR_003824733.2" 29 0 52 1 167
"XR_006392458.1" 119 77 83 186 31
"XM_044312335.1" 24 0 9 0 18
"XM_029356109.2" 717 372 359 391 583
"XM_044320225.1" 0 285 0 0 0
"XM_029338520.2" 1574 903 734 1255 1389
"XM_044327933.1" 0 0 0 6 29
"XM_044323304.1" 116 4 0 15 8
"XM_044309289.1" 20 0 0 3 0
"XM_044313537.1" 44 77 200 312 212
"XM_029352474.2" 53 10 88 10 0
"XM_029330443.2" 419 378 173 387 452
"XM_044325987.1" 0 0 5 0 21
"XR_006391360.1" 352 361 226 381 585
"XR_006391857.1" 78 15 17 6 0
"XM_044325031.1" 15 33 15 10 13
"XM_029343825.2" 3775 348 1114 1236 4096
"XM_044317122.1" 11 66 1717 128 0
"XM_044315056.1" 379 131 202 441 220
"XR_006396800.1" 25 41 17 13 24
"XM_044316768.1" 455 240 327 1268 354
"XM_029344209.2" 26 0 0 53 13
"XR_003824994.2" 340 210 205 186 135
"XM_029333962.2" 89 0 91 33 115
"XM_029328404.2" 55 34 61 73 232
"XM_029355529.2" 410 233 135 371 348
"XM_029327288.2" 844 432 417 481 586
"XM_044321796.1" 3503 4505 2214 4337 3574
"XM_044328920.1" 34 399 62 54 30
"XM_029328064.2" 2 0 2 128 14
"XM_044323986.1" 136 152 0 0 0
"XM_044323708.1" 0 2 2 0 14
"XM_044321845.1" 551 504 117 482 625
"XM_029340173.2" 441 455 286 670 271
"XM_044318168.1" 0 25 75 0 0
"XM_044309113.1" 706 216 507 304 371
"XM_044320297.1" 0 0 0 0 16
"XM_029344251.2" 38 0 0 0 0
"XM_029343676.2" 1827 1170 952 1724 1367
"XM_029338316.2" 944 2366 578 1095 831
"XR_006394706.1" 125 40 13 142 37
"XM_029338132.2" 0 0 293 91 0
"XM_044313548.1" 98 33 98 58 71
"XM_029333030.2" 0 8 7 6 3
"XR_003826362.2" 303 206 265 220 235
"XM_044316981.1" 854 563 683 774 1079
"XM_044318239.1" 38 5 0 192 333
"XM_029338043.2" 0 12 0 50 37
"XM_044327834.1" 38 45 6 24 16
"XR_006393156.1" 559 925 409 670 387
"XM_029343961.2" 528 382 281 447 345
"XM_029358075.2" 292 733 399 268 619
"XM_044307897.1" 62 30 32 13 46
"XM_029333644.2" 1093 783 806 947 968
"XM_029328624.2" 235 94 131 137 147
"XM_044312182.1" 6 0 5 16 37
"XM_029323614.2" 2620 1560 1448 2702 1435
"XM_029342859.2" 29 3 14 0 48
"XM_029332184.2" 89 201 136 89 144
"XM_029336027.2" 1908 1389 1110 2031 1489
"XM_044319932.1" 7 0 0 1 3
"XR_003828511.2" 22 14 10 40 40
"XM_044328435.1" 3914 4077 2321 4833 5231
"XM_044310308.1" 0 3 0 31 3
"XR_006393480.1" 1 64 11 48 68
"XM_029352420.2" 318 119 123 356 512
"XM_044319605.1" 50 55 58 33 95
"XM_029339042.2" 965 516 676 791 2186
"XM_029327033.2" 101 9 70 29 0
"XM_044314107.1" 68 37 34 7 87
"XR_006393781.1" 2 1 12 2 23
"XM_044327919.1" 11 0 0 15 0
"XR_006394368.1" 14 0 4 0 17
"XM_029346166.2" 154 110 83 140 47
"XM_044327453.1" 0 6 0 5 23
"XM_029328052.2" 274 128 213 307 330
"XM_029343333.2" 13421 14409 10170 10122 8427
"XM_044320799.1" 34 38 23 75 76
"XM_044309143.1" 2360 1671 1151 2269 2151
"XM_029346377.2" 12 1 12 11 3
"XM_029356960.2" 371 141 177 252 197
"XM_044322056.1" 9 191 51 96 54
"XR_006396453.1" 0 11 0 0 0
"XM_044315363.1" 0 0 4 0 9
"XM_029355377.2" 23 0 0 35 0
"XM_029344849.2" 218 378 28 150 276
"XM_044323236.1" 891 641 445 888 924
"XM_044314564.1" 524 328 100 625 123
"XM_029349453.2" 14 0 0 0 6
"XM_029354732.2" 1385 1350 503 366 552
"XM_029338431.2" 5922 4242 3082 6399 5962
"XM_029346871.2" 959 640 381 1253 991
"XM_029351031.2" 3501 2465 2667 3659 3817
"XM_029325699.2" 21 1255 69 742 84
"XM_044311070.1" 18 28 3 149 151
"XM_044325049.1" 41 2 51 3 99
"XM_044327999.1" 1439 1249 845 1686 1339
"XM_029326920.2" 1473 1366 877 1420 1213
"XR_006398001.1" 54 76 93 68 193
"XM_044327028.1" 333 125 120 399 238
"XM_044309565.1" 27 32 63 38 127
"XM_044329315.1" 0 3 3 29 27
"XM_044326849.1" 48 28 44 47 5
"XM_044311280.1" 0 0 1 0 6
"XM_029339540.2" 1341 1194 803 1304 771
"XM_044322099.1" 1184 2605 1078 443 117
"XM_044314373.1" 31 0 26 0 263
"XM_044309551.1" 24 0 22 3 19
"XM_044313546.1" 13 415 232 84 36
"XM_029337989.2" 1915 1267 937 1173 809
"XM_044307763.1" 17 45 22 48 25
"XM_044317724.1" 87 0 118 0 0
"XM_044321149.1" 0 0 0 65 0
"XM_029331480.2" 0 0 41 44 13
"XR_006397404.1" 0 0 11 0 5
"XR_006396909.1" 215 0 169 123 49
"XM_029330995.2" 535 504 350 589 435
"XM_029343299.2" 452 140 236 303 219
"XM_044320992.1" 898 691 351 849 869
"XM_029329658.2" 128 155 66 146 157
"XM_029331482.2" 79 389 179 91 509
"XR_003825087.2" 0 0 0 0 6
"XM_044322932.1" 24 16 12 0 17
"XM_044323539.1" 1146 620 615 642 990
"XM_044322944.1" 0 0 0 0 124
"XM_044326754.1" 405 295 130 149 235
"XM_029348496.2" 61 0 33 74 49
"XM_044311907.1" 28 14 18 24 9
"XM_029326046.2" 45 12 18 27 12
"XR_006393019.1" 40 157 36 2 135
"XM_029345989.2" 3881 3655 1351 1048 735
"XM_044313452.1" 10 0 0 0 0
"XM_029333305.2" 229 121 76 213 204
"XM_044316659.1" 502 305 201 339 562
"XM_029355683.2" 404 704 402 211 297
"XM_029337825.2" 370 741 655 388 189
"XR_006394101.1" 144 77 98 324 283
"XM_029343792.2" 2929 2086 1209 2769 2919
"XM_044326897.1" 13 2 3 14 82
"XM_029327372.2" 1956 1454 680 1133 685
"XM_044328139.1" 77 51 0 88 69
"XR_006391356.1" 497 317 453 653 711
"XM_044312807.1" 0 25 0 0 0
"XM_029351962.2" 26165 11915 13168 20557 11170
"XM_029329998.2" 165 469 20 1199 143
"XM_029327174.2" 176 11 49 227 154
"XR_003827555.2" 17 0 0 23 28
"XR_003826937.2" 29 1 21 6 78
"XM_044316968.1" 77 60 89 477 281
"XM_044313513.1" 444 473 205 367 587
"XM_029336808.2" 1512 1138 743 1063 1060
"XM_044315041.1" 56 23 32 48 51
"XM_044320052.1" 48 22 20 23 42
"XM_044328595.1" 113 15 0 0 0
"XM_044310407.1" 95 31 96 104 360
"XR_006397314.1" 18 7 18 23 3
"XM_044317513.1" 3 7 2 8 74
"XM_044319274.1" 85 7 2 7 1
"XM_044314549.1" 32 20 22 47 21
"XM_029345837.2" 75 48 27 124 66
"XM_044314985.1" 0 4 0 15 0
"XR_006391816.1" 226 259 201 300 161
"XR_006395621.1" 9 9 12 16 14
"XM_029330056.2" 65 3 29 2 50
"XM_029345406.2" 27 10 8 0 0
"XM_044307711.1" 0 0 31 122 31
"XM_044326468.1" 8 0 14 112 51
"XM_029343575.2" 2 453 0 13 836
"XM_029326691.2" 931 3123 1431 4526 5321
"XM_029339567.2" 280 85 150 101 148
"XR_006391932.1" 6 0 2 0 4
"XM_029338610.2" 774 302 310 368 365
"XM_029323531.2" 45 3 25 11 22
"XM_029357706.2" 26 0 0 0 0
"XM_029325321.2" 58 130 91 109 155
"XM_044313590.1" 2 5 5 1 19
"XR_003827495.2" 13 0 7 0 13
"XM_029335759.2" 145 34 10 104 23
"XM_044317272.1" 10 1 25 20 11
"XR_006392094.1" 17 57 0 27 14
"XM_029327250.2" 138 124 58 127 109
"XM_029358686.2" 0 0 0 25 0
"XM_044311434.1" 17 0 13 0 29
"XM_029346407.2" 651 407 338 371 559
"XM_029345949.2" 526 176 232 402 684
"XM_029339490.2" 0 83 0 69 62
"XM_044318093.1" 15 0 13 1 34
"XM_029326882.2" 30 0 6 18 11
"XM_044313971.1" 0 2 0 6 38
"XM_044327142.1" 0 0 0 0 6
"XM_029343798.2" 263 0 52 259 0
"XM_029329452.2" 3416 5007 3558 3922 3187
"XR_003824522.2" 1 3 5 1 17
"XR_006393464.1" 31 7 9 12 84
"XM_029332707.2" 172 101 75 130 114
"XM_044311388.1" 21 2 0 11 0
"XR_006393442.1" 18 0 7 0 0
"XM_029336012.2" 2337 1848 1286 2815 3410
"XM_029336832.2" 1270 991 878 931 1012
"XR_003824637.2" 25 29 7 26 15
"XM_044315965.1" 187 182 123 264 183
"XM_044311233.1" 43 0 4 0 1
"XM_029350156.2" 4115 4042 3100 3474 2485
"XM_029336582.2" 24 61 26 47 45
"XM_029349761.2" 123 146 54 29 188
"XM_044328556.1" 1513 837 806 769 760
"XM_044314213.1" 45 24 18 8 58
"XM_044316072.1" 271 63 135 292 106
"XM_044319300.1" 0 0 10 0 11
"XM_029357976.2" 38 23 15 13 10
"XM_044314602.1" 0 6 13 0 52
"XM_044317389.1" 198 61 158 125 847
"XR_006398069.1" 140 59 22 38 14
"XM_044323980.1" 24 6 12 9 28
"XM_044327963.1" 120 56 102 64 52
"XM_029338724.2" 21 4 12 7 87
"XM_029325549.2" 1219 1259 823 1093 1878
"XR_006392564.1" 2 55 7 45 65
"XR_006392182.1" 50 18 34 79 25
"XM_029335452.2" 330 4 144 6 3
"XM_044325839.1" 0 0 0 0 9
"XM_029345764.2" 1257 1430 302 710 735
"XM_044311582.1" 45 0 36 44 5
"XM_044308369.1" 567 471 195 487 448
"XM_029340207.2" 2425 2295 1529 2105 1276
"XM_029347715.2" 731 117 195 202 351
"XM_044314475.1" 0 0 35 0 495
"XM_029357177.2" 83 62 135 181 68
"XR_006392235.1" 156 160 35 159 154
"XM_029358432.2" 89 192 28 60 16
"XM_029358190.2" 280 85 136 147 361
"XM_029346070.2" 1274 1047 584 598 579
"XM_029344628.2" 0 0 0 77 149
"XM_044317991.1" 244 74 253 173 273
"XM_029343467.2" 49 0 0 56 42
"XM_029339996.2" 271 247 132 224 403
"XM_044319002.1" 490 74 400 140 364
"XM_044312192.1" 19 13 74 6 116
"XM_029342756.2" 4 0 9 23 11
"XM_044313577.1" 58 9 91 88 516
"XM_029350640.2" 469 1062 304 1115 963
"XM_029343569.2" 37 5 9 11 32
"XM_029349896.2" 0 123 17 0 27
"XR_003826448.2" 4 1073 328 561 265
"XM_029347731.2" 0 0 13 1 5
"XM_044319990.1" 0 34 0 63 23
"XM_044315600.1" 0 0 6 36 5
"XM_044318601.1" 30 65 25 37 16
"XM_044309697.1" 1153 665 677 764 839
"XM_029342385.2" 68 22 0 19 62
"XM_044325174.1" 25 75 29 125 83
"XM_044325822.1" 9 4 18 27 27
"XM_044324264.1" 0 14 0 19 8
"XM_044319735.1" 39 33 15 0 0
"XM_044321132.1" 5 0 6 12 0
"XM_029330380.2" 421 172 125 197 258
"XM_029334401.2" 62 61 15 73 107
"XM_029330658.2" 356 191 142 172 264
"XM_029355746.2" 4775 4166 2689 4255 4094
"XR_006396636.1" 20 5 24 8 29
"XM_044316821.1" 335 213 185 350 300
"XM_029335672.1" 3813 3823 2372 3330 3757
"XM_044327776.1" 5 0 0 10 0
"XM_044310406.1" 3 26 40 2 22
"XM_044311800.1" 49 46 18 99 53
"XM_044324228.1" 19 48 123 261 315
"XM_029331604.2" 60 104 97 253 72
"XM_044312991.1" 159 83 63 32 217
"XR_006396931.1" 322 142 100 190 221
"XM_044327559.1" 646 324 363 687 526
"XM_044325825.1" 43 414 1 2 1
"XM_029350189.2" 52 36 14 60 60
"XM_044309647.1" 349 178 255 243 346
"XM_029333468.2" 329 328 51 6 14
"XM_044315677.1" 40 23 22 51 97
"XR_006395117.1" 19 9 237 15 0
"XM_029339289.2" 504 385 365 486 456
"XR_006397320.1" 211 91 79 74 211
"XM_029327029.2" 266 303 58 183 104
"XR_003824613.2" 6 20 7 7 27
"XM_029338864.2" 10273 13979 8373 15354 12574
"XM_044325258.1" 1 0 3 4 34
"XM_044308534.1" 0 0 12 0 0
"XM_044327056.1" 528 866 681 2786 1736
"XM_029350008.2" 13 0 9 1 30
"XM_044321277.1" 399 196 194 213 168
"XM_044327063.1" 0 62 187 0 0
"XM_044310761.1" 0 0 7 14 17
"XM_044307743.1" 0 0 11 0 25
"XM_044314786.1" 13 5 4 19 24
"XM_044324985.1" 0 5 1 0 26
"XM_044325958.1" 20 3 0 0 16
"XM_044317765.1" 309 154 303 253 592
"XM_029334874.2" 736 473 409 618 773
"XM_029325495.2" 76 8 44 17 33
"XR_003824298.2" 30 7 0 0 87
"XM_044309757.1" 32 12 87 103 109
"XM_044325166.1" 11 2 58 31 159
"XM_044319676.1" 766 279 285 615 306
"XM_044317090.1" 3 0 18 2 6
"XM_029344614.2" 155 30 314 327 330
"XM_029346093.2" 1637 425 0 1288 1560
"XM_029323470.2" 901 487 554 810 891
"XM_029351258.2" 29 0 9 4 51
"XM_044326931.1" 823 382 482 319 400
"XM_029351002.2" 154 158 173 106 123
"XM_044324996.1" 0 14 15 21 14
"XR_003827814.2" 11 12 8 17 25
"XM_044321031.1" 38 5 48 29 27
"XM_029352302.2" 3614 4303 2486 2680 1751
"XM_029335317.2" 945 173 187 1092 0
"XM_044325598.1" 0 0 4 22 0
"XM_044312427.1" 2365 3007 2433 15 1500
"XR_006392362.1" 88 33 34 40 55
"XM_044312791.1" 9 13 1 97 23
"XM_044329223.1" 4 0 7 0 25
"XM_029349470.2" 1336 949 713 1416 1367
"XM_029350666.2" 775 43 0 355 787
"XM_044312075.1" 0 0 0 8 0
"XM_029355289.2" 0 0 0 4 19
"XM_029349363.2" 479 318 269 430 482
"XM_044314939.1" 0 20 5 0 4
"XM_044310584.1" 0 0 0 10 0
"XM_029348289.2" 111 0 103 224 359
"XM_044312989.1" 138 159 184 168 188
"XM_044319106.1" 616 212 409 532 580
"XM_044314239.1" 25 132 77 21 87
"XM_029337049.2" 10 0 0 44 0
"XR_003824995.2" 80 0 43 16 140
"XM_044323544.1" 10 0 0 0 11
"XR_003827487.2" 65 183 70 23 45
"XR_006396951.1" 12 1 8 4 29
"XM_029348161.2" 4148 4306 3471 4734 4494
"XM_029345375.2" 171 262 179 89 79
"XM_029357031.2" 357 244 132 383 225
"XR_006395228.1" 20 200 110 117 63
"XR_003822947.2" 11 2 10 13 9
"XR_006395843.1" 60 33 8 7 9
"XM_029349461.2" 1784 1598 1055 1541 1247
"XR_006397094.1" 8 8 0 4 4
"XM_044315553.1" 0 0 0 0 18
"XM_029355086.2" 63 9 20 102 0
"XM_029354190.2" 17827 22517 8742 17090 13773
"XR_006397598.1" 2 0 0 0 10
"XM_044319127.1" 0 0 7 10 0
"XM_029350837.2" 528 464 160 314 308
"XM_029335576.2" 0 0 0 0 96
"XR_003824480.2" 75 211 68 296 249
"XR_006394880.1" 0 0 10 0 2
"XM_029338291.2" 218 61 125 220 134
"XM_029354479.2" 122 137 218 92 462
"XM_044326486.1" 220 137 153 117 196
"XM_044317357.1" 0 11 5 13 0
"XM_029335774.2" 1 1 0 14 4
"XM_029347365.2" 36 16 4 31 12
"XM_044322375.1" 11 0 13 0 59
"XM_044317004.1" 555 440 118 287 203
"XM_044322312.1" 24 3 7 6 4
"XR_006397254.1" 69 16 11 8 17
"XM_029336324.2" 20 41 0 116 0
"XM_044310061.1" 0 0 8 0 5
"XM_044309736.1" 0 0 0 6 1
"XM_044314569.1" 5 29 0 11 0
"XM_044318692.1" 591 0 0 245 0
"XM_044308714.1" 15 30 56 28 56
"XM_029342171.2" 869 625 344 886 643
"XM_044321627.1" 1 164 0 0 0
"XM_029330552.2" 10 1 0 0 2
"XR_003824773.2" 327 2368 1171 1081 540
"XM_044311744.1" 0 3 0 6 0
"XM_029355630.2" 472 360 338 509 79
"XM_044324359.1" 0 62 0 0 389
"XM_044325831.1" 3 8 47 11 51
"XR_006391637.1" 118 114 414 576 168
"XM_044319204.1" 7 0 0 0 5
"XM_044317138.1" 140 182 76 458 388
"XM_044314171.1" 166 103 97 71 111
"XM_044318311.1" 149 17 18 41 35
"XM_044317846.1" 0 0 77 228 0
"XM_044306925.1" 24 0 6 44 0
"XM_029331518.2" 998 1398 973 416 679
"XM_029329843.2" 1457 1348 1795 1494 848
"XR_006394560.1" 6 0 45 21 15
"XM_044329058.1" 494 360 158 313 278
"XR_006396998.1" 188 39 8 0 94
"XM_044328729.1" 36 57 0 160 123
"XM_044323410.1" 0 0 14 0 10
"XM_029344652.2" 129 60 69 114 87
"XM_029346361.2" 946 1297 508 1064 730
"XM_029339169.2" 0 191 32 0 233
"XM_044313460.1" 22 4 7 7 18
"XM_029350824.2" 640 294 658 510 360
"XM_029357572.2" 303 39 112 0 315
"XM_029344605.2" 580 433 312 660 607
"XM_044318696.1" 212 0 17 85 40
"XM_044308199.1" 35 18 74 88 26
"XM_029327790.2" 343 402 125 558 399
"XM_044322778.1" 80 64 31 58 170
"XM_044323500.1" 0 3 2 0 13
"XM_029328686.2" 309 327 200 288 375
"XM_044309751.1" 0 38 2 8 0
"XM_044328489.1" 179 326 431 772 665
"XM_044326051.1" 0 3 0 0 15
"XM_044326435.1" 9 0 0 1 5
"XM_044308483.1" 546 329 472 1012 1129
"XM_044322019.1" 190 0 0 254 0
"XR_006395733.1" 0 0 121 0 237
"XM_029348489.2" 82 35 37 44 103
"XM_044328558.1" 680 442 483 906 1004
"XM_044315327.1" 59 1005 76 216 75
"XM_044312245.1" 66 44 46 34 49
"XM_044318720.1" 153 957 136 54 28
"XM_044325312.1" 72 23 34 0 0
"XR_003826176.2" 2 9 6 0 8
"XM_044308797.1" 95 128 38 103 142
"XM_029355337.2" 1583 1439 995 1906 2091
"XM_044329155.1" 0 0 0 85 0
"XM_044321794.1" 23 0 5 0 0
"XM_029352556.2" 315 212 303 188 217
"XM_044319915.1" 12 21 60 101 80
"XM_029329992.2" 740 494 461 814 769
"XM_029340252.2" 249 140 170 213 295
"XM_029339750.2" 0 0 0 18 47
"XM_029357590.2" 1115 552 688 1595 1251
"XM_029357225.2" 69 13 0 42 83
"XM_044308310.1" 119 0 0 110 124
"XR_006397802.1" 141 189 101 164 162
"XM_044327370.1" 12 7 25 24 22
"XR_006393162.1" 0 0 0 0 50
"XM_044311585.1" 0 22 0 23 141
"XM_044325295.1" 333 218 256 336 213
"XR_006397197.1" 0 32 24 0 25
"XR_006391691.1" 0 4 0 5 17
"XM_029324712.2" 110 137 133 153 79
