,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value,interaction_support
50,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g27996.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27996.t1;2 21;2219 2238,-22.01,19,73.68%,78.95%,0.9758183867188,0.9758183867188,1,0.00449759328557457,predicted binding + coexpression
51,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g5860.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g5860.t1;2 18;536 561,-20.43,20,70.00%,75.00%,-0.973621379457586,0.973621379457586,-1,0.00512254841582783,predicted binding + coexpression
52,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g12993.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g12993.t1;2 19;844 865,-21.91,17,70.59%,82.35%,-0.97830496382573,0.97830496382573,-1,0.00382345565257782,predicted binding + coexpression
53,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1;2 21;10388 10411,-24.48,21,66.67%,85.71%,-0.97591802638565,0.97591802638565,-1,0.00446989096870158,predicted binding + coexpression
54,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g9701.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g9701.t1;2 19;3064 3085,-25.95,17,76.47%,88.24%,-0.999217266281196,0.999217266281196,-1,2.6284754473593e-05,predicted binding + coexpression
55,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g4434.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g4434.t2;2 20;6103 6124,-20.61,18,66.67%,72.22%,0.993431086106022,0.993431086106022,1,0.000638477830532951,predicted binding + coexpression
56,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g28745.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g28745.t1;2 21;847 867,-27.2,19,73.68%,94.74%,0.9917733863879,0.9917733863879,1,0.000894599941680801,predicted binding + coexpression
57,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g539.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g539.t1;2 21;2085 2103,-20.47,19,78.95%,84.21%,-0.971369042638391,0.971369042638391,-1,0.00579046833138061,predicted binding + coexpression
58,ptuh-mir-novel-5,Pocillopora_meandrina_HIv1___RNAseq.g17125.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g17125.t1;2 21;10572 10593,-20.73,19,68.42%,78.95%,0.964768718331666,0.964768718331666,1,0.00789619771820488,predicted binding + coexpression
59,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g27545.t1,CDS,Pocillopora_meandrina_HIv1___TS.g27545.t1;2 21;619 643,-23.31,22,68.18%,77.27%,-0.968679588228878,0.968679588228878,-1,0.00662253304455287,predicted binding + coexpression
60,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g19748.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g19748.t1;2 9;1005 1026,-21.11,7,100.00%,100.00%,0.989854497143396,0.989854497143396,1,0.00122484800466993,predicted binding + coexpression
61,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g15535.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15535.t1;2 21;260 281,-23.9,19,63.16%,73.68%,0.986150999435561,0.986150999435561,1,0.00195234815292938,predicted binding + coexpression
62,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g23590.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g23590.t1;2 17;1791 1813,-21.62,16,68.75%,75.00%,0.959056511548265,0.959056511548265,1,0.00988384161945378,predicted binding + coexpression
63,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g4177.t1,CDS,Pocillopora_meandrina_HIv1___TS.g4177.t1;2 17;948 969,-23.01,15,66.67%,86.67%,0.996381024003689,0.996381024003689,1,0.000261202010705328,predicted binding + coexpression
64,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g13326.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g13326.t1;2 16;2458 2479,-23.03,14,78.57%,92.86%,0.959194987668137,0.959194987668137,1,0.00983394845986057,predicted binding + coexpression
65,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g3707.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3707.t1;2 15;635 656,-20.81,13,84.62%,84.62%,0.961718444269857,0.961718444269857,1,0.00893940431521718,predicted binding + coexpression
66,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___RNAseq.g26156.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g26156.t1;2 18;4274 4295,-21.91,16,75.00%,87.50%,0.968373752645199,0.968373752645199,1,0.00671945891004931,predicted binding + coexpression
67,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g17333.t1a,CDS,Pocillopora_meandrina_HIv1___TS.g17333.t1a;2 13;3716 3737,-24.13,11,81.82%,90.91%,0.962790011433205,0.962790011433205,1,0.00856809356648295,predicted binding + coexpression
68,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g25657.t1,CDS,Pocillopora_meandrina_HIv1___TS.g25657.t1;2 21;32923 32943,-21.81,19,63.16%,78.95%,0.983300399040843,0.983300399040843,1,0.00258405718309754,predicted binding + coexpression
69,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g25657.t1,CDS,Pocillopora_meandrina_HIv1___TS.g25657.t1;2 21;25090 25113,-25.96,21,66.67%,71.43%,0.983300399040843,0.983300399040843,1,0.00258405718309754,predicted binding + coexpression
70,ptuh-mir-novel-7,Pocillopora_meandrina_HIv1___TS.g25657.t1,CDS,Pocillopora_meandrina_HIv1___TS.g25657.t1;2 15;34743 34764,-20.06,13,84.62%,84.62%,0.983300399040843,0.983300399040843,1,0.00258405718309754,predicted binding + coexpression
71,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g3549.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g3549.t1;2 21;452 472,-20.89,19,78.95%,84.21%,0.984268783372301,0.984268783372301,1,0.00236292463134707,predicted binding + coexpression
72,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2;2 21;1222 1250,-21.18,26,65.38%,69.23%,0.962949589407058,0.962949589407058,1,0.00851324157916819,predicted binding + coexpression
73,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2;2 21;1407 1435,-21.18,26,69.23%,73.08%,0.962949589407058,0.962949589407058,1,0.00851324157916819,predicted binding + coexpression
74,ptuh-mir-2036,Pocillopora_meandrina_HIv1___RNAseq.g397.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g397.t1;2 20;4776 4799,-20.32,20,85.00%,90.00%,0.978863924632645,0.978863924632645,1,0.00367695812450224,predicted binding + coexpression
75,ptuh-mir-novel-8,Pocillopora_meandrina_HIv1___RNAseq.g28744.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g28744.t1;2 22;10375 10399,-24.22,22,72.73%,81.82%,0.969015275555134,0.969015275555134,1,0.00651668143154164,predicted binding + coexpression
76,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g6602.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g6602.t1;2 21;2276 2301,-21.04,23,69.57%,69.57%,-0.97354803136777,0.97354803136777,-1,0.00514387172017058,predicted binding + coexpression
77,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g6876.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g6876.t2;2 10;12625 12646,-21.13,8,100.00%,100.00%,-0.987918207590229,0.987918207590229,-1,0.00159126417909422,predicted binding + coexpression
78,ptuh-mir-100,Pocillopora_meandrina_HIv1___TS.g740.t1,CDS,Pocillopora_meandrina_HIv1___TS.g740.t1;2 21;4844 4867,-21.52,21,61.90%,71.43%,0.966289868829599,0.966289868829599,1,0.00739207295323859,predicted binding + coexpression
79,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1;2 17;12252 12273,-25.51,15,80.00%,86.67%,-0.981612358153677,0.981612358153677,-1,0.00298484256736991,predicted binding + coexpression
80,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1;2 17;3220 3241,-25.51,15,80.00%,86.67%,-0.981612358153677,0.981612358153677,-1,0.00298484256736991,predicted binding + coexpression
81,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1;2 17;357 378,-25.51,15,80.00%,86.67%,-0.981612358153677,0.981612358153677,-1,0.00298484256736991,predicted binding + coexpression
82,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15451.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15451.t1;2 17;1609 1630,-25.51,15,80.00%,86.67%,-0.998407871971246,0.998407871971246,-1,7.62424940253382e-05,predicted binding + coexpression
83,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g15950.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g15950.t1;2 21;5468 5489,-21.98,19,68.42%,78.95%,-0.978302589943217,0.978302589943217,-1,0.00382408184513171,predicted binding + coexpression
84,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b,CDS,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b;2 17;188 209,-20.68,15,80.00%,80.00%,-0.971720120119096,0.971720120119096,-1,0.00568459217328927,predicted binding + coexpression
85,ptuh-mir-100,Pocillopora_meandrina_HIv1___RNAseq.g25670.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g25670.t1;2 18;4598 4617,-21.76,16,81.25%,81.25%,-0.993852328486166,0.993852328486166,-1,0.000578094647493207,predicted binding + coexpression
86,ptuh-mir-2023,Pocillopora_meandrina_HIv1___RNAseq.g5676.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g5676.t1;2 20;1764 1789,-21.42,23,69.57%,73.91%,-0.968794785326577,0.968794785326577,-1,0.00658614493504348,predicted binding + coexpression
87,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g22111.t2,CDS,Pocillopora_meandrina_HIv1___RNAseq.g22111.t2;2 22;1129 1151,-20.46,21,71.43%,80.95%,-0.96615807143104,0.96615807143104,-1,0.00743531813020654,predicted binding + coexpression
88,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g21176.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g21176.t1;2 20;1735 1762,-22.9,23,52.17%,73.91%,-0.994875459009406,0.994875459009406,-1,0.000440029911450572,predicted binding + coexpression
89,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g10502.t1,CDS,Pocillopora_meandrina_HIv1___TS.g10502.t1;2 21;7416 7439,-20.95,21,76.19%,80.95%,-0.98320630694496,0.98320630694496,-1,0.00260589032048138,predicted binding + coexpression
90,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g10596.t1a,CDS,Pocillopora_meandrina_HIv1___TS.g10596.t1a;2 22;2628 2651,-22.58,21,71.43%,80.95%,-0.968708449394313,0.968708449394313,-1,0.00661341027404702,predicted binding + coexpression
91,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g24997.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g24997.t1;2 20;7113 7134,-25.44,18,83.33%,94.44%,-0.981943907861641,0.981943907861641,-1,0.00290462283751766,predicted binding + coexpression
92,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g24271.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g24271.t1;2 18;404 428,-21.87,18,72.22%,83.33%,-0.961615798598843,0.961615798598843,-1,0.00897524275514706,predicted binding + coexpression
93,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g24403.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g24403.t1;2 20;5935 5956,-21.33,18,72.22%,88.89%,-0.967301958284939,0.967301958284939,-1,0.00706276661567095,predicted binding + coexpression
94,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g27222.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g27222.t1;2 20;71 94,-21.33,19,63.16%,84.21%,-0.964700459762795,0.964700459762795,-1,0.00791907443519872,predicted binding + coexpression
95,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.13437_t,CDS,Pocillopora_meandrina_HIv1___RNAseq.13437_t;2 22;4256 4279,-23.6,21,66.67%,80.95%,0.970746822986038,0.970746822986038,1,0.00597968794786627,predicted binding + coexpression
96,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___RNAseq.g14283.t1,CDS,Pocillopora_meandrina_HIv1___RNAseq.g14283.t1;2 22;8213 8237,-22.43,22,68.18%,72.73%,-0.970590575265036,0.970590575265036,-1,0.00602751748187205,predicted binding + coexpression
97,ptuh-mir-novel-6,Pocillopora_meandrina_HIv1___TS.g10020.t1b,CDS,Pocillopora_meandrina_HIv1___TS.g10020.t1b;2 20;1246 1271,-23.17,21,71.43%,80.95%,-0.982425568361351,0.982425568361351,-1,0.00278937946653472,predicted binding + coexpression
