,id,type,special_status,notes
123,lncRNA_5002,lncRNA,ceRNA,NA
124,lncRNA_5103,lncRNA,ceRNA,NA
125,lncRNA_5104,lncRNA,ceRNA,NA
126,lncRNA_5105,lncRNA,ceRNA,NA
127,lncRNA_5106,lncRNA,ceRNA,NA
128,lncRNA_5107,lncRNA,ceRNA,NA
129,lncRNA_5108,lncRNA,ceRNA,NA
130,lncRNA_5109,lncRNA,ceRNA,NA
131,lncRNA_5110,lncRNA,ceRNA,NA
132,lncRNA_5111,lncRNA,ceRNA,NA
133,lncRNA_11558,lncRNA,ceRNA,NA
134,lncRNA_14338,lncRNA,ceRNA,NA
135,lncRNA_17181,lncRNA,ceRNA,NA
136,lncRNA_17290,lncRNA,ceRNA,NA
137,lncRNA_17291,lncRNA,ceRNA,NA
138,lncRNA_1794,lncRNA,ceRNA,NA
139,lncRNA_20941,lncRNA,ceRNA,NA
140,lncRNA_2243,lncRNA,ceRNA,NA
141,lncRNA_2244,lncRNA,ceRNA,NA
142,lncRNA_25436,lncRNA,ceRNA,NA
143,lncRNA_3984,lncRNA,ceRNA,NA
144,lncRNA_5340,lncRNA,ceRNA,NA
145,lncRNA_7838,lncRNA,ceRNA,NA
146,lncRNA_20425,lncRNA,ceRNA,NA
147,lncRNA_20426,lncRNA,ceRNA,NA
148,lncRNA_20427,lncRNA,ceRNA,NA
149,lncRNA_1434,lncRNA,ceRNA,NA
150,lncRNA_27452,lncRNA,ceRNA,NA
151,FUN_025197,gene,NA,NA
152,FUN_043328,gene,NA,NA
153,FUN_013927,gene,NA,NA
154,FUN_041670,gene,NA,NA
155,FUN_035855,gene,NA,NA
156,FUN_032449,gene,NA,NA
157,FUN_000258,gene,NA,NA
158,FUN_030107,gene,NA,NA
159,FUN_041289,gene,NA,NA
160,FUN_016608,gene,NA,NA
161,FUN_013364,gene,NA,NA
162,FUN_026122,gene,NA,NA
163,FUN_024529,gene,NA,NA
164,FUN_003478,gene,NA,NA
165,FUN_041625,gene,NA,NA
166,FUN_006047,gene,NA,NA
167,FUN_004030,gene,NA,NA
168,FUN_037708,gene,NA,NA
169,FUN_026892,gene,NA,NA
170,FUN_008327,gene,NA,NA
171,FUN_003440,gene,NA,NA
172,FUN_028212,gene,NA,NA
173,FUN_012601,gene,NA,NA
174,FUN_016637,gene,NA,NA
175,FUN_039073,gene,NA,NA
176,FUN_031571,gene,NA,NA
177,FUN_012580,gene,NA,NA
178,FUN_040689,gene,NA,NA
179,FUN_003898,gene,NA,NA
180,FUN_014804,gene,NA,NA
181,FUN_022543,gene,NA,NA
182,FUN_031944,gene,NA,NA
183,FUN_036658,gene,NA,NA
184,FUN_013801,gene,NA,NA
185,FUN_013936,gene,NA,NA
186,FUN_034898,gene,NA,NA
187,FUN_002342,gene,NA,NA
188,FUN_037296,gene,NA,NA
189,FUN_002032,gene,NA,NA
190,FUN_041829,gene,NA,NA
191,FUN_027208,gene,NA,NA
192,FUN_040522,gene,NA,NA
193,FUN_013771,gene,NA,NA
194,FUN_013777,gene,NA,NA
195,FUN_018894,gene,NA,NA
196,FUN_008423,gene,NA,NA
197,FUN_037136,gene,NA,NA
198,FUN_002626,gene,NA,NA
199,FUN_022389,gene,NA,NA
200,FUN_029089,gene,NA,NA
201,FUN_040273,gene,NA,NA
202,FUN_028533,gene,NA,NA
203,FUN_021020,gene,NA,NA
204,FUN_034095,gene,NA,NA
205,FUN_018974,gene,NA,NA
206,FUN_006649,gene,NA,NA
207,FUN_012901,gene,NA,NA
208,FUN_025954,gene,NA,NA
209,FUN_031240,gene,NA,NA
210,FUN_016389,gene,NA,NA
211,FUN_013441,gene,NA,NA
212,FUN_007609,gene,NA,NA
213,FUN_004088,gene,NA,NA
214,FUN_043410,gene,NA,NA
215,FUN_006081,gene,NA,NA
216,FUN_019442,gene,NA,NA
217,FUN_028974,gene,NA,NA
218,FUN_032813,gene,NA,NA
219,FUN_022469,gene,NA,NA
220,FUN_000484,gene,NA,NA
221,FUN_017622,gene,NA,NA
222,FUN_018376,gene,NA,NA
223,FUN_038158,gene,NA,NA
224,FUN_026831,gene,NA,NA
225,FUN_006054,gene,NA,NA
226,FUN_001948,gene,NA,NA
227,FUN_000607,gene,NA,NA
228,FUN_000634,gene,NA,NA
229,FUN_003924,gene,NA,NA
230,FUN_006513,gene,NA,NA
231,FUN_007037,gene,NA,NA
232,FUN_007038,gene,NA,NA
233,FUN_008324,gene,NA,NA
234,FUN_008023,gene,NA,NA
235,FUN_008973,gene,NA,NA
236,FUN_009363,gene,NA,NA
237,FUN_014041,gene,NA,NA
238,FUN_014058,gene,NA,NA
239,FUN_012225,gene,NA,NA
240,FUN_012231,gene,NA,NA
241,FUN_016037,gene,NA,NA
242,FUN_019769,gene,NA,NA
243,FUN_020616,gene,NA,NA
244,FUN_020838,gene,NA,NA
245,FUN_022712,gene,NA,NA
246,FUN_022138,gene,NA,NA
247,FUN_022243,gene,NA,NA
248,FUN_022863,gene,epi-machinery,PAN2-201 (ncRNA biogenesis & silencing)
249,FUN_024838,gene,NA,NA
250,FUN_028143,gene,NA,NA
251,FUN_029262,gene,NA,NA
252,FUN_031641,gene,NA,NA
253,FUN_032182,gene,NA,NA
254,FUN_029557,gene,NA,NA
255,FUN_032682,gene,NA,NA
256,FUN_033843,gene,epi-machinery,DDB1-201 (Ubiquitin signaling)
257,FUN_033691,gene,NA,NA
258,FUN_035068,gene,NA,NA
259,FUN_035253,gene,NA,NA
260,FUN_037444,gene,NA,NA
261,FUN_036878,gene,NA,NA
262,FUN_038277,gene,NA,NA
263,FUN_041624,gene,NA,NA
264,FUN_001874,gene,NA,NA
265,FUN_002335,gene,NA,NA
266,FUN_016651,gene,NA,NA
267,FUN_017984,gene,NA,NA
268,FUN_023006,gene,NA,NA
269,FUN_023999,gene,NA,NA
270,FUN_024153,gene,NA,NA
271,FUN_029615,gene,NA,NA
272,FUN_037335,gene,NA,NA
273,FUN_043718,gene,NA,NA
274,FUN_004026,gene,NA,NA
275,FUN_012517,gene,NA,NA
276,FUN_027781,gene,NA,NA
277,FUN_029149,gene,NA,NA
278,FUN_035880,gene,NA,NA
279,FUN_034785,gene,NA,NA
280,FUN_037333,gene,NA,NA
281,FUN_002646,gene,NA,NA
282,FUN_006488,gene,NA,NA
283,FUN_031513,gene,NA,NA
284,FUN_032162,gene,epi-machinery,PPP1CB-203 (Chromatin signaling)
285,FUN_036560,gene,NA,NA
286,FUN_000420,gene,NA,NA
287,FUN_002566,gene,NA,NA
288,FUN_002376,gene,NA,NA
289,FUN_003209,gene,NA,NA
290,FUN_006021,gene,NA,NA
291,FUN_006026,gene,NA,NA
292,FUN_006036,gene,NA,NA
293,FUN_008126,gene,NA,NA
294,FUN_023589,gene,NA,NA
295,FUN_031078,gene,NA,NA
296,FUN_032607,gene,epi-machinery,PSMD14-201 (Ubiquitin signaling)
297,FUN_035430,gene,NA,NA
298,FUN_018764,gene,NA,NA
299,FUN_023565,gene,NA,NA
300,FUN_027244,gene,NA,NA
301,FUN_038834,gene,NA,NA
302,FUN_010074,gene,NA,NA
303,FUN_009350,gene,NA,NA
304,FUN_012767,gene,NA,NA
305,FUN_020835,gene,NA,NA
306,FUN_029040,gene,NA,NA
307,FUN_028524,gene,NA,NA
308,FUN_031199,gene,NA,NA
309,FUN_031590,gene,NA,NA
310,FUN_029285,gene,NA,NA
311,FUN_038659,gene,NA,NA
312,FUN_005720,gene,NA,NA
313,FUN_012027,gene,NA,NA
314,FUN_014965,gene,NA,NA
315,FUN_016752,gene,NA,NA
316,FUN_028645,gene,NA,NA
317,FUN_031305,gene,NA,NA
318,FUN_033292,gene,NA,NA
319,FUN_038708,gene,NA,NA
320,FUN_044292,gene,NA,NA
321,FUN_004759,gene,NA,NA
322,FUN_028064,gene,NA,NA
323,FUN_032276,gene,NA,NA
324,FUN_035606,gene,NA,NA
325,FUN_038455,gene,NA,NA
326,FUN_001882,gene,NA,NA
327,FUN_001214,gene,NA,NA
328,FUN_002340,gene,NA,NA
329,FUN_010781,gene,NA,NA
330,FUN_012666,gene,NA,NA
331,FUN_015036,gene,NA,NA
332,FUN_016489,gene,NA,NA
333,FUN_022599,gene,NA,NA
334,FUN_022013,gene,NA,NA
335,FUN_022258,gene,NA,NA
336,FUN_023186,gene,NA,NA
337,FUN_024778,gene,NA,NA
338,FUN_030196,gene,NA,NA
339,FUN_029362,gene,NA,NA
340,FUN_032958,gene,NA,NA
341,FUN_029891,gene,NA,NA
342,FUN_035058,gene,NA,NA
343,FUN_037232,gene,NA,NA
344,FUN_038163,gene,NA,NA
345,FUN_039323,gene,NA,NA
346,FUN_041870,gene,NA,NA
347,FUN_043600,gene,NA,NA
348,FUN_044025,gene,NA,NA
349,FUN_032699,gene,epi-machinery,AGO3; AGO4; AGO1; AGO2 (ncRNA biogenesis & silencing)
350,FUN_013793,gene,NA,NA
351,FUN_026712,gene,NA,NA
352,FUN_026981,gene,NA,NA
353,FUN_042010,gene,NA,NA
354,FUN_043283,gene,NA,NA
355,FUN_014620,gene,NA,NA
356,FUN_002424,gene,NA,NA
357,FUN_003163,gene,NA,NA
358,FUN_003378,gene,NA,NA
359,FUN_006744,gene,NA,NA
360,FUN_008098,gene,NA,NA
361,FUN_011975,gene,NA,NA
362,FUN_018032,gene,NA,NA
363,FUN_023801,gene,NA,NA
364,FUN_024932,gene,NA,NA
365,FUN_026673,gene,NA,NA
366,FUN_035409,gene,NA,NA
367,FUN_042846,gene,NA,NA
368,FUN_000222,gene,NA,NA
369,FUN_003881,gene,NA,NA
370,FUN_010016,gene,NA,NA
371,FUN_027835,gene,NA,NA
372,FUN_036077,gene,NA,NA
373,FUN_036755,gene,NA,NA
374,FUN_042257,gene,NA,NA
375,FUN_001035,gene,NA,NA
376,FUN_006872,gene,NA,NA
377,FUN_008978,gene,NA,NA
378,FUN_015359,gene,NA,NA
379,FUN_022828,gene,NA,NA
380,FUN_024765,gene,NA,NA
381,FUN_027805,gene,NA,NA
382,FUN_027808,gene,NA,NA
383,FUN_027993,gene,NA,NA
384,FUN_032651,gene,NA,NA
385,FUN_034998,gene,NA,NA
386,FUN_015460,gene,NA,NA
387,FUN_029637,gene,NA,NA
388,FUN_000586,gene,NA,NA
389,FUN_019432,gene,NA,NA
390,FUN_040665,gene,NA,NA
391,FUN_002572,gene,NA,NA
392,FUN_010161,gene,NA,NA
393,FUN_010991,gene,NA,NA
394,FUN_012812,gene,NA,NA
395,FUN_011684,gene,NA,NA
396,FUN_013573,gene,NA,NA
397,FUN_014202,gene,NA,NA
398,FUN_015746,gene,NA,NA
399,FUN_019017,gene,NA,NA
400,FUN_022186,gene,NA,NA
401,FUN_022857,gene,NA,NA
402,FUN_023547,gene,NA,NA
403,FUN_024247,gene,NA,NA
404,FUN_024599,gene,NA,NA
405,FUN_026478,gene,NA,NA
406,FUN_028169,gene,NA,NA
407,FUN_032553,gene,NA,NA
408,FUN_036317,gene,NA,NA
409,FUN_038734,gene,NA,NA
410,FUN_039010,gene,NA,NA
411,FUN_043573,gene,NA,NA
412,FUN_001923,gene,NA,NA
413,FUN_031832,gene,NA,NA
414,FUN_043432,gene,NA,NA
415,FUN_008677,gene,NA,NA
416,FUN_012361,gene,NA,NA
417,FUN_022198,gene,NA,NA
418,FUN_024776,gene,NA,NA
419,FUN_002508,gene,NA,NA
420,FUN_004760,gene,NA,NA
421,FUN_014090,gene,NA,NA
422,FUN_016425,gene,NA,NA
423,FUN_029385,gene,NA,NA
424,FUN_035913,gene,NA,NA
425,FUN_036045,gene,NA,NA
426,FUN_037125,gene,NA,NA
427,FUN_037144,gene,NA,NA
428,FUN_043367,gene,NA,NA
429,FUN_043474,gene,NA,NA
430,FUN_001425,gene,epi-machinery,Kdm3a-201; Kdm3b-201; Kdm3c-Jmjd1c-211 (Histone modification and variants)
431,FUN_002499,gene,NA,NA
432,FUN_005814,gene,NA,NA
433,FUN_008591,gene,NA,NA
434,FUN_007999,gene,NA,NA
435,FUN_009554,gene,NA,NA
436,FUN_013335,gene,NA,NA
437,FUN_016471,gene,NA,NA
438,FUN_016744,gene,NA,NA
439,FUN_018315,gene,NA,NA
440,FUN_023414,gene,NA,NA
441,FUN_025429,gene,NA,NA
442,FUN_025260,gene,NA,NA
443,FUN_025935,gene,NA,NA
444,FUN_025776,gene,NA,NA
445,FUN_029389,gene,NA,NA
446,FUN_029404,gene,NA,NA
447,FUN_031424,gene,NA,NA
448,FUN_031648,gene,NA,NA
449,FUN_032383,gene,NA,NA
450,FUN_032494,gene,NA,NA
451,FUN_040085,gene,NA,NA
452,FUN_040140,gene,NA,NA
453,FUN_009654,gene,NA,NA
454,FUN_016869,gene,NA,NA
455,FUN_002516,gene,NA,NA
456,FUN_029710,gene,NA,NA
457,FUN_037310,gene,NA,NA
458,FUN_039693,gene,NA,NA
459,FUN_009201,gene,NA,NA
460,FUN_010664,gene,NA,NA
461,FUN_013402,gene,NA,NA
462,FUN_022011,gene,NA,NA
463,FUN_034457,gene,NA,NA
464,FUN_037585,gene,NA,NA
465,FUN_041583,gene,NA,NA
466,FUN_041774,gene,NA,NA
467,FUN_001185,gene,NA,NA
468,FUN_004403,gene,NA,NA
469,FUN_002494,gene,NA,NA
470,FUN_002519,gene,NA,NA
471,FUN_002523,gene,NA,NA
472,FUN_006190,gene,NA,NA
473,FUN_008170,gene,NA,NA
474,FUN_017848,gene,NA,NA
475,FUN_020855,gene,NA,NA
476,FUN_026872,gene,NA,NA
477,FUN_026225,gene,NA,NA
478,FUN_026252,gene,NA,NA
479,FUN_031874,gene,NA,NA
480,FUN_039407,gene,NA,NA
481,FUN_040048,gene,NA,NA
482,FUN_041494,gene,NA,NA
483,FUN_042241,gene,NA,NA
484,FUN_000213,gene,epi-machinery,RDRP (ncRNA biogenesis & silencing)
485,FUN_000483,gene,NA,NA
486,FUN_004243,gene,NA,NA
487,FUN_015378,gene,NA,NA
488,FUN_023959,gene,NA,NA
489,FUN_028618,gene,NA,NA
490,FUN_038037,gene,NA,NA
491,FUN_040257,gene,NA,NA
492,FUN_040524,gene,NA,NA
493,FUN_016694,gene,NA,NA
494,FUN_018807,gene,NA,NA
495,FUN_018856,gene,NA,NA
496,FUN_023140,gene,NA,NA
497,FUN_024931,gene,NA,NA
498,FUN_024445,gene,NA,NA
499,FUN_031602,gene,NA,NA
500,FUN_029338,gene,NA,NA
501,FUN_037495,gene,NA,NA
502,FUN_041981,gene,NA,NA
503,FUN_007066,gene,NA,NA
504,FUN_009488,gene,NA,NA
505,FUN_015928,gene,NA,NA
506,FUN_023702,gene,NA,NA
507,FUN_032192,gene,NA,NA
508,FUN_033700,gene,NA,NA
509,FUN_001490,gene,NA,NA
510,FUN_012749,gene,NA,NA
511,FUN_026595,gene,NA,NA
512,FUN_043385,gene,NA,NA
513,FUN_001921,gene,NA,NA
514,FUN_003660,gene,NA,NA
515,FUN_006440,gene,NA,NA
516,FUN_007025,gene,NA,NA
517,FUN_009625,gene,NA,NA
518,FUN_014683,gene,NA,NA
519,FUN_014861,gene,NA,NA
520,FUN_016908,gene,NA,NA
521,FUN_018949,gene,NA,NA
522,FUN_022194,gene,NA,NA
523,FUN_027167,gene,NA,NA
524,FUN_028435,gene,NA,NA
525,FUN_028501,gene,NA,NA
526,FUN_030657,gene,NA,NA
527,FUN_031219,gene,NA,NA
528,FUN_032540,gene,NA,NA
529,FUN_030093,gene,NA,NA
530,FUN_041827,gene,epi-machinery,INTS6 (ncRNA biogenesis & silencing)
531,FUN_040269,gene,NA,NA
532,FUN_013828,gene,NA,NA
533,FUN_038731,gene,NA,NA
534,FUN_002384,gene,NA,NA
535,FUN_006276,gene,NA,NA
536,FUN_009587,gene,NA,NA
537,FUN_011179,gene,epi-machinery,Kmt5a—Setd8-202 (Histone modification and variants)
538,FUN_012619,gene,NA,NA
539,FUN_014214,gene,NA,NA
540,FUN_014266,gene,NA,NA
541,FUN_015854,gene,NA,NA
542,FUN_015940,gene,NA,NA
543,FUN_018778,gene,NA,NA
544,FUN_021013,gene,NA,NA
545,FUN_022839,gene,NA,NA
546,FUN_026571,gene,NA,NA
547,FUN_026627,gene,NA,NA
548,FUN_027788,gene,NA,NA
549,FUN_028690,gene,NA,NA
550,FUN_031417,gene,NA,NA
551,FUN_033183,gene,NA,NA
552,FUN_033672,gene,NA,NA
553,FUN_033678,gene,NA,NA
554,FUN_035796,gene,NA,NA
555,FUN_036038,gene,NA,NA
556,FUN_035079,gene,NA,NA
557,FUN_035095,gene,NA,NA
558,FUN_037741,gene,NA,NA
559,FUN_037112,gene,NA,NA
560,FUN_037145,gene,NA,NA
561,FUN_040039,gene,NA,NA
562,FUN_043337,gene,NA,NA
563,FUN_043338,gene,NA,NA
564,FUN_002872,gene,NA,NA
565,FUN_005888,gene,NA,NA
566,FUN_017308,gene,NA,NA
567,FUN_017738,gene,NA,NA
568,FUN_019112,gene,NA,NA
569,FUN_019740,gene,NA,NA
570,FUN_030640,gene,NA,NA
571,FUN_029532,gene,NA,NA
572,FUN_033563,gene,NA,NA
573,FUN_036244,gene,NA,NA
574,FUN_024362,gene,NA,NA
575,FUN_015320,gene,NA,NA
576,FUN_032116,gene,NA,NA
577,FUN_037990,gene,NA,NA
578,FUN_030683,gene,NA,NA
579,FUN_031815,gene,NA,NA
580,FUN_037980,gene,NA,NA
581,FUN_005028,gene,NA,NA
582,FUN_034871,gene,NA,NA
583,FUN_037391,gene,NA,NA
584,FUN_043408,gene,NA,NA
585,FUN_027930,gene,NA,NA
586,FUN_033863,gene,NA,NA
587,FUN_016068,gene,NA,NA
588,FUN_016821,gene,NA,NA
589,FUN_014227,gene,NA,NA
590,FUN_016167,gene,NA,NA
591,FUN_026315,gene,NA,NA
592,FUN_030737,gene,NA,NA
593,FUN_043836,gene,NA,NA
594,FUN_034722,gene,NA,NA
595,FUN_014246,gene,NA,NA
596,FUN_015195,gene,NA,NA
597,FUN_040185,gene,NA,NA
598,FUN_011780,gene,NA,NA
599,FUN_027876,gene,NA,NA
600,FUN_032232,gene,NA,NA
601,FUN_037320,gene,NA,NA
602,FUN_018083,gene,NA,NA
603,FUN_019437,gene,NA,NA
604,FUN_042379,gene,NA,NA
605,FUN_038633,gene,epi-machinery,JOSD1-210; JOSD2-204 (Ubiquitin signaling)
606,FUN_008007,gene,NA,NA
607,FUN_011318,gene,NA,NA
608,FUN_015710,gene,NA,NA
609,FUN_015899,gene,NA,NA
610,FUN_028935,gene,NA,NA
611,FUN_037928,gene,NA,NA
612,FUN_040142,gene,NA,NA
613,FUN_041165,gene,NA,NA
614,FUN_041333,gene,NA,NA
615,FUN_041568,gene,NA,NA
616,FUN_043365,gene,NA,NA
617,FUN_043381,gene,NA,NA
618,lncRNA_1046,lncRNA,NA,NA
619,lncRNA_17520,lncRNA,NA,NA
620,lncRNA_4601,lncRNA,NA,NA
621,lncRNA_8473,lncRNA,NA,NA
622,lncRNA_1380,lncRNA,NA,NA
623,lncRNA_17522,lncRNA,NA,NA
624,lncRNA_1846,lncRNA,NA,NA
625,lncRNA_29005,lncRNA,NA,NA
626,lncRNA_25171,lncRNA,NA,NA
627,lncRNA_26023,lncRNA,NA,NA
628,lncRNA_29576,lncRNA,NA,NA
629,lncRNA_21535,lncRNA,NA,NA
630,lncRNA_10734,lncRNA,NA,NA
631,lncRNA_11644,lncRNA,NA,NA
632,lncRNA_26019,lncRNA,NA,NA
633,lncRNA_6155,lncRNA,NA,NA
634,lncRNA_6986,lncRNA,NA,NA
635,lncRNA_9002,lncRNA,NA,NA
636,lncRNA_11498,lncRNA,NA,NA
637,lncRNA_16863,lncRNA,NA,NA
638,lncRNA_31475,lncRNA,NA,NA
639,lncRNA_15872,lncRNA,NA,NA
640,lncRNA_16132,lncRNA,NA,NA
641,lncRNA_23584,lncRNA,NA,NA
642,lncRNA_20404,lncRNA,NA,NA
643,lncRNA_20405,lncRNA,NA,NA
644,lncRNA_20406,lncRNA,NA,NA
645,lncRNA_13319,lncRNA,NA,NA
646,lncRNA_17470,lncRNA,NA,NA
647,lncRNA_18408,lncRNA,NA,NA
648,lncRNA_19926,lncRNA,NA,NA
649,lncRNA_21440,lncRNA,NA,NA
650,lncRNA_5339,lncRNA,NA,NA
651,lncRNA_7849,lncRNA,NA,NA
652,lncRNA_15871,lncRNA,NA,NA
653,lncRNA_25242,lncRNA,NA,NA
654,lncRNA_27226,lncRNA,NA,NA
655,lncRNA_21541,lncRNA,NA,NA
656,lncRNA_15085,lncRNA,NA,NA
657,lncRNA_15086,lncRNA,NA,NA
658,lncRNA_2110,lncRNA,NA,NA
659,lncRNA_2111,lncRNA,NA,NA
660,lncRNA_21203,lncRNA,NA,NA
661,lncRNA_30017,lncRNA,NA,NA
662,lncRNA_30534,lncRNA,NA,NA
663,lncRNA_12480,lncRNA,NA,NA
664,lncRNA_777,lncRNA,NA,NA
665,lncRNA_15259,lncRNA,NA,NA
666,lncRNA_14376,lncRNA,NA,NA
667,lncRNA_14377,lncRNA,NA,NA
668,lncRNA_14378,lncRNA,NA,NA
669,lncRNA_14379,lncRNA,NA,NA
670,lncRNA_14380,lncRNA,NA,NA
671,lncRNA_14381,lncRNA,NA,NA
672,lncRNA_14382,lncRNA,NA,NA
673,lncRNA_14383,lncRNA,NA,NA
674,lncRNA_14384,lncRNA,NA,NA
675,lncRNA_15654,lncRNA,NA,NA
676,lncRNA_16929,lncRNA,NA,NA
