,source,target,PCC.cor,PCC_magnitude,PCC_direction,p_value,interaction_support
26,peve-mir-100,Peve_00015043,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
27,peve-mir-novel-10,Peve_00011858,-0.999998482798634,0.999998482798634,-1,0.00110896231522268,predicted binding + coexpression
28,peve-mir-100,Peve_00029393,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
29,peve-mir-novel-39,Peve_00039724,-0.999918519895221,0.999918519895221,-1,0.0081268802250093,predicted binding + coexpression
30,peve-mir-novel-35,Peve_00007613,0.999883443510219,0.999883443510219,1,0.00972002918842882,predicted binding + coexpression
31,peve-mir-novel-3,Peve_00023049,0.9999733342158,0.9999733342158,1,0.00464914686852433,predicted binding + coexpression
32,peve-mir-novel-24,Peve_00021224,1,1,1,0,predicted binding + coexpression
33,peve-mir-novel-22,Peve_00025328,0.999964597582385,0.999964597582385,1,0.00535689165213977,predicted binding + coexpression
34,peve-mir-novel-24,Peve_00026910,1,1,1,0,predicted binding + coexpression
35,peve-mir-novel-24,Peve_00012722,1,1,1,0,predicted binding + coexpression
36,peve-mir-novel-38,Peve_00011733,0.99999477106698,0.99999477106698,1,0.00205874164373314,predicted binding + coexpression
37,peve-mir-novel-24,Peve_00004871,1,1,1,0,predicted binding + coexpression
38,peve-mir-novel-35,Peve_00014069,1,1,1,9.48637384723993e-09,predicted binding + coexpression
39,peve-mir-novel-40,Peve_00013531,-0.999994747981342,0.999994747981342,-1,0.00206328129499564,predicted binding + coexpression
40,peve-mir-2036,Peve_00029721,0.999970783906393,0.999970783906393,1,0.00486639381889994,predicted binding + coexpression
41,peve-mir-novel-36,Peve_00032829,-0.999967287119389,0.999967287119389,-1,0.00514938897746555,predicted binding + coexpression
42,peve-mir-100,Peve_00043521,0.999909606796706,0.999909606796706,1,0.00855985249202504,predicted binding + coexpression
43,peve-mir-novel-40,Peve_00001444,0.999962776498024,0.999962776498024,1,0.00549294287464855,predicted binding + coexpression
44,peve-mir-novel-24,Peve_00040370,1,1,1,0,predicted binding + coexpression
45,peve-mir-novel-24,Peve_00000334,1,1,1,0,predicted binding + coexpression
46,peve-mir-100,Peve_00008498,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
47,peve-mir-novel-11,Peve_00037304,0.99999940598563,0.99999940598563,1,0.000693894776259953,predicted binding + coexpression
48,peve-mir-2023,Peve_00007832,-0.999985569263183,0.999985569263183,-1,0.00342010859677409,predicted binding + coexpression
49,peve-mir-novel-30,Peve_00002105,0.999968584764073,0.999968584764073,1,0.00504622278903583,predicted binding + coexpression
50,peve-mir-100,Peve_00000213,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
51,peve-mir-novel-3,Peve_00038927,0.999994129428633,0.999994129428633,1,0.00218140105711895,predicted binding + coexpression
52,peve-mir-novel-24,Peve_00020364,1,1,1,0,predicted binding + coexpression
53,peve-mir-100,Peve_00006941,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
54,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00016785,-0.99999862897499,0.99999862897499,-1,0.0010541874922422,predicted binding + coexpression
55,peve-mir-novel-40,Peve_00038025,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
56,peve-mir-100,Peve_00028838,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
57,peve-mir-novel-7,Peve_00044680,0.999969908751759,0.999969908751759,1,0.00493874168584727,predicted binding + coexpression
58,peve-mir-novel-2,Peve_00026462,-0.999999797342096,0.999999797342096,-1,0.00040530027750834,predicted binding + coexpression
59,peve-mir-novel-24,Peve_00038441,1,1,1,0,predicted binding + coexpression
60,peve-mir-100,Peve_00042442,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
61,peve-mir-novel-24,Peve_00014601,1,1,1,0,predicted binding + coexpression
62,peve-mir-novel-35,Peve_00034555,0.999999835926399,0.999999835926399,1,0.000364682128698326,predicted binding + coexpression
63,peve-mir-novel-36,Peve_00027583,-0.999998513833777,0.999998513833777,-1,0.00109756150847525,predicted binding + coexpression
64,peve-mir-novel-24,Peve_00032177,1,1,1,9.48637384723993e-09,predicted binding + coexpression
65,peve-mir-novel-14a; peve-mir-novel-14b,Peve_00039844,0.999999795128444,0.999999795128444,1,0.000407507833291957,predicted binding + coexpression
66,peve-mir-novel-42,Peve_00010457,0.999924418203837,0.999924418203837,1,0.00782720053096207,predicted binding + coexpression
67,peve-mir-novel-21,Peve_00003756,-0.999888656727405,0.999888656727405,-1,0.00950016485251684,predicted binding + coexpression
68,peve-mir-novel-35,Peve_00033678,0.999904013014523,0.999904013014523,1,0.0088207349235263,predicted binding + coexpression
69,peve-mir-novel-24,Peve_00041933,1,1,1,0,predicted binding + coexpression
70,peve-mir-novel-11,Peve_00026202,0.99999940598563,0.99999940598563,1,0.000693894776195108,predicted binding + coexpression
71,peve-mir-100,Peve_00000226,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
72,peve-mir-100,Peve_00000536,0.999910457964593,0.999910457964593,1,0.0085194555748794,predicted binding + coexpression
73,peve-mir-100,Peve_00001544,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
74,peve-mir-100,Peve_00001636,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
75,peve-mir-100,Peve_00001859,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
76,peve-mir-100,Peve_00002111,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
77,peve-mir-100,Peve_00002130,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
78,peve-mir-100,Peve_00002245,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
79,peve-mir-100,Peve_00003793,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
80,peve-mir-100,Peve_00004232,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
81,peve-mir-100,Peve_00005112,0.999914846341146,0.999914846341146,1,0.00830806449585902,predicted binding + coexpression
82,peve-mir-100,Peve_00004764,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
83,peve-mir-100,Peve_00005214,0.999909726776791,0.999909726776791,1,0.00855416971792863,predicted binding + coexpression
84,peve-mir-100,Peve_00005941,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
85,peve-mir-100,Peve_00007688,0.99996576416501,0.99996576416501,1,0.0052678915078678,predicted binding + coexpression
86,peve-mir-100,Peve_00008195,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
87,peve-mir-100,Peve_00008266,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
88,peve-mir-100,Peve_00008387,0.999946883222669,0.999946883222669,1,0.0065616475953019,predicted binding + coexpression
89,peve-mir-100,Peve_00009220,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
90,peve-mir-100,Peve_00008801,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
91,peve-mir-100,Peve_00009822,0.999955273448146,0.999955273448146,1,0.00602115002709614,predicted binding + coexpression
92,peve-mir-100,Peve_00009873,0.999959878657719,0.999959878657719,1,0.00570274956330863,predicted binding + coexpression
93,peve-mir-100,Peve_00010154,0.999910964622944,0.999910964622944,1,0.00849531807985483,predicted binding + coexpression
94,peve-mir-100,Peve_00010305,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
95,peve-mir-100,Peve_00010307,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
96,peve-mir-100,Peve_00010322,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
97,peve-mir-100,Peve_00010717,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
98,peve-mir-100,Peve_00010778,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
99,peve-mir-100,Peve_00011363,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
100,peve-mir-100,Peve_00011528,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
101,peve-mir-100,Peve_00011946,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
102,peve-mir-100,Peve_00012115,0.999910871663019,0.999910871663019,1,0.00849975187831585,predicted binding + coexpression
103,peve-mir-100,Peve_00013085,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
104,peve-mir-100,Peve_00013573,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
105,peve-mir-100,Peve_00014007,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
106,peve-mir-100,Peve_00015040,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
107,peve-mir-100,Peve_00016327,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
108,peve-mir-100,Peve_00016655,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
109,peve-mir-100,Peve_00017013,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
110,peve-mir-100,Peve_00017537,0.99996273202871,0.99996273202871,1,0.00549622300675805,predicted binding + coexpression
111,peve-mir-100,Peve_00017626,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
112,peve-mir-100,Peve_00018050,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
113,peve-mir-100,Peve_00018512,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
114,peve-mir-100,Peve_00018567,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
115,peve-mir-100,Peve_00019043,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
116,peve-mir-100,Peve_00019304,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
117,peve-mir-100,Peve_00019614,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
118,peve-mir-100,Peve_00020003,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
119,peve-mir-100,Peve_00020149,0.99989178672184,0.99989178672184,1,0.00936567997820576,predicted binding + coexpression
120,peve-mir-100,Peve_00020151,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
121,peve-mir-100,Peve_00020080,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
122,peve-mir-100,Peve_00013358,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
123,peve-mir-100,Peve_00020314,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
124,peve-mir-100,Peve_00020723,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
125,peve-mir-100,Peve_00020864,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
126,peve-mir-100,Peve_00020874,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
127,peve-mir-100,Peve_00021597,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
128,peve-mir-100,Peve_00021762,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
129,peve-mir-100,Peve_00021789,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
130,peve-mir-100,Peve_00021681,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
131,peve-mir-100,Peve_00022627,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
132,peve-mir-100,Peve_00022730,0.999983602976637,0.999983602976637,1,0.00364567728204132,predicted binding + coexpression
133,peve-mir-100,Peve_00022785,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
134,peve-mir-100,Peve_00022766,0.999975210971309,0.999975210971309,1,0.00448255650740406,predicted binding + coexpression
135,peve-mir-100,Peve_00022891,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
136,peve-mir-100,Peve_00023166,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
137,peve-mir-100,Peve_00024385,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
138,peve-mir-100,Peve_00024625,0.999909726776791,0.999909726776791,1,0.00855416971792863,predicted binding + coexpression
139,peve-mir-100,Peve_00025704,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
140,peve-mir-100,Peve_00026246,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
141,peve-mir-100,Peve_00022430,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
142,peve-mir-100,Peve_00027017,0.999999471445474,0.999999471445474,1,0.000654545796278981,predicted binding + coexpression
143,peve-mir-100,Peve_00028079,0.999909726776791,0.999909726776791,1,0.00855416971794441,predicted binding + coexpression
144,peve-mir-100,Peve_00028300,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
145,peve-mir-100,Peve_00028477,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
146,peve-mir-100,Peve_00028884,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
147,peve-mir-100,Peve_00030753,0.999964126437774,0.999964126437774,1,0.00539241950765597,predicted binding + coexpression
148,peve-mir-100,Peve_00030801,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
149,peve-mir-100,Peve_00031172,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
150,peve-mir-100,Peve_00031233,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
151,peve-mir-100,Peve_00031679,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
152,peve-mir-100,Peve_00032175,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
153,peve-mir-100,Peve_00032218,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
154,peve-mir-100,Peve_00032614,0.999989663831242,0.999989663831242,1,0.00289451157471858,predicted binding + coexpression
155,peve-mir-100,Peve_00032739,0.999970447939082,0.999970447939082,1,0.00489429426099903,predicted binding + coexpression
156,peve-mir-100,Peve_00033774,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
157,peve-mir-100,Peve_00034349,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
158,peve-mir-100,Peve_00036241,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
159,peve-mir-100,Peve_00036499,0.999960220513847,0.999960220513847,1,0.00567840213011246,predicted binding + coexpression
160,peve-mir-100,Peve_00036508,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
161,peve-mir-100,Peve_00036708,0.999952936172769,0.999952936172769,1,0.00617647154077515,predicted binding + coexpression
162,peve-mir-100,Peve_00037063,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
163,peve-mir-100,Peve_00037070,0.999984983127836,0.999984983127836,1,0.00348887497095565,predicted binding + coexpression
164,peve-mir-100,Peve_00037343,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
165,peve-mir-100,Peve_00038067,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
166,peve-mir-100,Peve_00038130,0.999956604133176,0.999956604133176,1,0.00593090373786624,predicted binding + coexpression
167,peve-mir-100,Peve_00038230,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
168,peve-mir-100,Peve_00039250,0.99997853118278,0.99997853118278,1,0.00417157404869491,predicted binding + coexpression
169,peve-mir-100,Peve_00040359,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
170,peve-mir-100,Peve_00040588,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
171,peve-mir-100,Peve_00040932,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
172,peve-mir-100,Peve_00040948,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
173,peve-mir-100,Peve_00042755,0.999992038326394,0.999992038326394,1,0.00254037361647819,predicted binding + coexpression
174,peve-mir-100,Peve_00043814,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
175,peve-mir-100,Peve_00043809,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
176,peve-mir-100,Peve_00044041,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
177,peve-mir-100,Peve_00044798,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
178,peve-mir-100,Peve_00044993,0.999909726776791,0.999909726776791,1,0.00855416971793915,predicted binding + coexpression
179,peve-mir-100,Peve_00045011,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
180,peve-mir-100,Peve_00043653,0.999909726776791,0.999909726776791,1,0.00855416971793389,predicted binding + coexpression
181,peve-mir-novel-39,Peve_00000718,0.99999406092141,0.99999406092141,1,0.00219409219147524,predicted binding + coexpression
182,peve-mir-novel-39,Peve_00001522,0.999999453445442,0.999999453445442,1,0.000665597835339763,predicted binding + coexpression
183,peve-mir-novel-39,Peve_00002221,0.999980672456975,0.999980672456975,1,0.00395807614315678,predicted binding + coexpression
184,peve-mir-novel-39,Peve_00002287,-0.999983802832915,0.999983802832915,-1,0.00362339130752193,predicted binding + coexpression
185,peve-mir-novel-39,Peve_00003302,0.999980135670977,0.999980135670977,1,0.00401266394534835,predicted binding + coexpression
186,peve-mir-novel-39,Peve_00004523,0.999999085687885,0.999999085687885,1,0.000860879549426188,predicted binding + coexpression
187,peve-mir-novel-39,Peve_00006231,0.999963027291266,0.999963027291266,1,0.00547440714279664,predicted binding + coexpression
188,peve-mir-novel-39,Peve_00007030,0.999928416611485,0.999928416611485,1,0.00761734871801782,predicted binding + coexpression
189,peve-mir-novel-39,Peve_00009375,0.999957006613217,0.999957006613217,1,0.0059033360413808,predicted binding + coexpression
190,peve-mir-novel-39,Peve_00011328,0.999984105773436,0.999984105773436,1,0.00358934658638763,predicted binding + coexpression
191,peve-mir-novel-39,Peve_00012139,0.999990517292289,0.999990517292289,1,0.00277243674471523,predicted binding + coexpression
192,peve-mir-novel-39,Peve_00013818,0.999999565158952,0.999999565158952,1,0.000593690915329897,predicted binding + coexpression
193,peve-mir-novel-39,Peve_00015572,0.999927947314274,0.999927947314274,1,0.00764227770951619,predicted binding + coexpression
194,peve-mir-novel-39,Peve_00016980,-0.999963153550721,0.999963153550721,-1,0.00546505171493988,predicted binding + coexpression
195,peve-mir-novel-39,Peve_00018009,0.999938989744559,0.999938989744559,1,0.00703232203684336,predicted binding + coexpression
196,peve-mir-novel-39,Peve_00018683,-0.999977403674274,0.999977403674274,-1,0.00427971502873518,predicted binding + coexpression
197,peve-mir-novel-39,Peve_00021264,0.999955012057579,0.999955012057579,1,0.00603871890632299,predicted binding + coexpression
198,peve-mir-novel-39,Peve_00021477,0.999886728835656,0.999886728835656,1,0.0095820603692022,predicted binding + coexpression
199,peve-mir-novel-39,Peve_00021504,0.999979738168967,0.999979738168967,1,0.00405261361177111,predicted binding + coexpression
200,peve-mir-novel-39,Peve_00022001,0.999999203932145,0.999999203932145,1,0.000803285991715918,predicted binding + coexpression
201,peve-mir-novel-39,Peve_00022876,0.999985553864935,0.999985553864935,1,0.00342193281993488,predicted binding + coexpression
202,peve-mir-novel-39,Peve_00024262,0.999974516288872,0.999974516288872,1,0.00454493189547208,predicted binding + coexpression
203,peve-mir-novel-39,Peve_00027053,0.999963682861668,0.999963682861668,1,0.00542565587934728,predicted binding + coexpression
204,peve-mir-novel-39,Peve_00028650,0.999981475796067,0.999981475796067,1,0.00387494522615433,predicted binding + coexpression
205,peve-mir-novel-39,Peve_00031473,0.999991589178695,0.999991589178695,1,0.00261104663249684,predicted binding + coexpression
206,peve-mir-novel-39,Peve_00031638,0.999978115201414,0.999978115201414,1,0.00421179466202015,predicted binding + coexpression
207,peve-mir-novel-39,Peve_00032481,0.999978115201415,0.999978115201415,1,0.00421179466200947,predicted binding + coexpression
208,peve-mir-novel-39,Peve_00032828,0.999988003727036,0.999988003727036,1,0.00311830595838265,predicted binding + coexpression
209,peve-mir-novel-39,Peve_00036864,0.999926519877196,0.999926519877196,1,0.00771760802126556,predicted binding + coexpression
210,peve-mir-novel-39,Peve_00040141,0.999981133900363,0.999981133900363,1,0.00391054119681501,predicted binding + coexpression
211,peve-mir-novel-39,Peve_00041134,0.999935504551868,0.999935504551868,1,0.00723039439541066,predicted binding + coexpression
212,peve-mir-novel-39,Peve_00042855,0.999964675100817,0.999964675100817,1,0.00535102358037463,predicted binding + coexpression
213,peve-mir-novel-40,Peve_00000772,0.999952919799256,0.999952919799256,1,0.0061775458534996,predicted binding + coexpression
214,peve-mir-novel-40,Peve_00003572,-0.999998761813949,0.999998761813949,-1,0.00100181635887822,predicted binding + coexpression
215,peve-mir-novel-40,Peve_00004802,-0.999895927074034,0.999895927074034,-1,0.00918475909477155,predicted binding + coexpression
216,peve-mir-novel-40,Peve_00007756,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
217,peve-mir-novel-40,Peve_00010511,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
218,peve-mir-novel-40,Peve_00010711,0.999962448044095,0.999962448044095,1,0.00551712420277797,predicted binding + coexpression
219,peve-mir-novel-40,Peve_00011724,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
220,peve-mir-novel-40,Peve_00015124,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
221,peve-mir-novel-40,Peve_00017979,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
222,peve-mir-novel-40,Peve_00018147,-0.999981086743335,0.999981086743335,-1,0.00391542548647461,predicted binding + coexpression
223,peve-mir-novel-40,Peve_00022083,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
224,peve-mir-novel-40,Peve_00022183,-0.999945152530085,0.999945152530085,-1,0.00666769007808603,predicted binding + coexpression
225,peve-mir-novel-40,Peve_00022723,-0.999968633848047,0.999968633848047,-1,0.00504227905314111,predicted binding + coexpression
226,peve-mir-novel-40,Peve_00022773,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
227,peve-mir-novel-40,Peve_00026728,-0.9999999977338,0.9999999977338,-1,4.28592208061732e-05,predicted binding + coexpression
228,peve-mir-novel-40,Peve_00026871,-0.999966636237709,0.999966636237709,-1,0.00520036512853229,predicted binding + coexpression
229,peve-mir-novel-40,Peve_00030679,0.999962448044095,0.999962448044095,1,0.00551712420277797,predicted binding + coexpression
230,peve-mir-novel-40,Peve_00031287,0.999982172170468,0.999982172170468,1,0.00380141253449467,predicted binding + coexpression
231,peve-mir-novel-40,Peve_00032011,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
232,peve-mir-novel-40,Peve_00032523,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
233,peve-mir-novel-40,Peve_00035967,0.999999046646997,0.999999046646997,1,0.000879067096608153,predicted binding + coexpression
234,peve-mir-novel-40,Peve_00037537,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
235,peve-mir-novel-40,Peve_00037939,0.999962448044095,0.999962448044095,1,0.00551712420276981,predicted binding + coexpression
236,peve-mir-novel-40,Peve_00041797,0.999925407085804,0.999925407085804,1,0.0077758273230635,predicted binding + coexpression
237,peve-mir-novel-40,Peve_00041884,0.999999550681443,0.999999550681443,1,0.00060349310788746,predicted binding + coexpression
238,peve-mir-novel-40,Peve_00043346,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
239,peve-mir-novel-40,Peve_00043948,-0.999925689816771,0.999925689816771,-1,0.00776107671533052,predicted binding + coexpression
240,peve-mir-novel-40,Peve_00044389,0.999986498807432,0.999986498807432,1,0.00330812320175955,predicted binding + coexpression
241,peve-mir-novel-40,Peve_00044518,0.999901905632251,0.999901905632251,1,0.00891703984388479,predicted binding + coexpression
242,peve-mir-novel-40,Peve_00044684,0.999962448044095,0.999962448044095,1,0.00551712420276166,predicted binding + coexpression
243,peve-mir-novel-40,Peve_00045254,-0.999992320114512,0.999992320114512,-1,0.00249501275975525,predicted binding + coexpression
244,peve-mir-novel-6,Peve_00001600,-0.999968762882795,0.999968762882795,-1,0.00503189679255099,predicted binding + coexpression
245,peve-mir-novel-6,Peve_00008382,-0.999998674676404,0.999998674676404,-1,0.00103646856226412,predicted binding + coexpression
