"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"40",40,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:12151530-12152530",154,-22.84,2,17,27,47,15,"80.00%","86.67%","Pocillopora_meandrina_HIv1___RNAseq.g25027.t1",NA,NA,NA,NA,NA,NA,NA,NA
"41",41,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:12435950-12436950",163,-21.03,2,20,104,125,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___TS.g12966.t1",NA,NA,NA,NA,NA,NA,NA,NA
"42",42,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:12973091-12974091",163,-21.03,2,20,801,822,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g25049.t1",NA,NA,NA,NA,NA,NA,NA,NA
"43",43,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:13038281-13039281",165,-23.09,2,18,19,40,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g25050.t1",NA,NA,NA,NA,NA,NA,NA,NA
"44",44,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:14085901-14086901",155,-20.37,2,17,577,599,16,"75.00%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g25124.t1",0.902074662164159,0.03624033280485,0.757701026778115,NA,NA,NA,NA,NA
"45",45,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:3336335-3337335",153,-21.45,2,21,503,522,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g24425.t1",0.420009744915165,0.48139480755508,0.971570414467084,NA,NA,NA,NA,NA
"46",46,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:3506607-3507607",163,-21.29,2,20,737,758,18,"66.67%","88.89%","Pocillopora_meandrina_HIv1___TS.g12384.t1",0.500020029453494,0.390980133470286,0.967903306776112,NA,NA,NA,NA,NA
"47",47,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:6073382-6074382",149,-20.43,2,18,820,841,16,"62.50%","81.25%","Pocillopora_meandrina_HIv1___RNAseq.g24594.t1",0.123582740074674,0.843051018392366,0.994781650894073,NA,NA,NA,NA,NA
"48",48,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:6363535-6364535",149,-20.14,2,18,587,608,16,"62.50%","81.25%","Pocillopora_meandrina_HIv1___TS.g12556.t1",0.349615379547252,0.564098256760108,0.974694149822061,"Q5RBG1","Ras-related protein Rab-5B (EC 3.6.5.2)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","protein transport [GO:0015031]","GO:0003925; GO:0005525; GO:0005886; GO:0015031; GO:0019003; GO:0031901; GO:0042470"
"49",49,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:9933952-9934952",162,-23.1,2,19,76,97,17,"76.47%","82.35%","Pocillopora_meandrina_HIv1___TS.g12820.t1",0.00750562645129105,0.990443629321253,0.999610930147471,"Q09575","Uncharacterized protein K02A2.6","Caenorhabditis elegans","DNA integration [GO:0015074]","GO:0003676; GO:0003887; GO:0005737; GO:0008270; GO:0015074; GO:0019899; GO:0042575"
"50",50,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:10110752-10111752",159,-23.79,2,18,63,83,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g23679.t1",0.209526600465107,0.735187491311422,0.983628803736785,"P36396","Sex-determining region Y protein (Testis-determining factor)","Ursus arctos (Brown bear) (Grizzly bear)","cell differentiation [GO:0030154]; male sex determination [GO:0030238]; sex differentiation [GO:0007548]","GO:0003677; GO:0003700; GO:0005516; GO:0005634; GO:0005737; GO:0007548; GO:0016607; GO:0030154; GO:0030238"
"51",51,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:12783953-12784953",155,-25.16,2,21,293,317,22,"68.18%","72.73%","Pocillopora_meandrina_HIv1___RNAseq.g23950.t1",-0.40855454402561,0.494669413224813,0.973552982047016,NA,NA,NA,NA,NA
"52",52,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:1329604-1330604",152,-20.29,2,13,539,560,11,"90.91%","90.91%","Pocillopora_meandrina_HIv1___RNAseq.g22981.t1",0.467340511181921,0.427395304081068,0.97024921967979,"P12268","Inosine-5'-monophosphate dehydrogenase 2 (IMP dehydrogenase 2) (IMPD 2) (IMPDH 2) (EC 1.1.1.205) (Inosine-5'-monophosphate dehydrogenase type II) (IMP dehydrogenase II) (IMPDH-II)","Homo sapiens (Human)","'de novo' XMP biosynthetic process [GO:0097294]; cellular response to interleukin-4 [GO:0071353]; circadian rhythm [GO:0007623]; GMP biosynthetic process [GO:0006177]; GTP biosynthetic process [GO:0006183]; lymphocyte proliferation [GO:0046651]; retina development in camera-type eye [GO:0060041]","GO:0000166; GO:0003677; GO:0003723; GO:0003938; GO:0005576; GO:0005634; GO:0005737; GO:0005778; GO:0005829; GO:0006177; GO:0006183; GO:0007623; GO:0016020; GO:0034774; GO:0042802; GO:0046651; GO:0046872; GO:0060041; GO:0070062; GO:0071353; GO:0097294; GO:1904813"
"53",53,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:13541857-13542857",153,-20.28,2,19,274,296,18,"66.67%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g24031.t1",0.585739570260821,0.299378441386221,0.952219926110793,NA,NA,NA,NA,NA
"54",54,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:3943631-3944631",160,-25.91,2,18,474,497,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___TS.g16090.t1",NA,NA,NA,NA,NA,NA,NA,NA
"55",55,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:40700-41700",156,-20.93,2,21,980,1000,19,"63.16%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g22857.t1",-0.338775252943874,0.577056919365668,0.975565186108737,NA,NA,NA,NA,NA
