Entry	GeneID	Gene Ontology IDs
A0A0G2K2P5	FUN_000403	GO:0001825; GO:0005524; GO:0005634; GO:0005737; GO:0005886; GO:0005911; GO:0005912; GO:0005921; GO:0005923; GO:0007605; GO:0008013; GO:0008284; GO:0009410; GO:0009986; GO:0014704; GO:0016020; GO:0016301; GO:0016323; GO:0016324; GO:0016327; GO:0019904; GO:0030036; GO:0030054; GO:0030335; GO:0031032; GO:0031410; GO:0032496; GO:0032991; GO:0034334; GO:0036305; GO:0043066; GO:0043116; GO:0043296; GO:0044325; GO:0045177; GO:0045216; GO:0045471; GO:0046581; GO:0050839; GO:0051493; GO:0051497; GO:0070160; GO:0070830; GO:0071000; GO:0071253; GO:0071277; GO:0071333; GO:0071896; GO:0090557; GO:0098609; GO:0150105; GO:1901888; GO:1902396; GO:1903672; GO:1905605; GO:2000049; GO:2000810
A0A0G2L7I0	FUN_031242	GO:0000785; GO:0003690; GO:0003697; GO:0004222; GO:0005634; GO:0006508; GO:0006974; GO:0008270; GO:0016540; GO:0031593; GO:0106300
A0A0R4I9Y1	FUN_042883	GO:0001525; GO:0002376; GO:0005524; GO:0005811; GO:0005829; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042
A0A0R4I9Y1	FUN_042884	GO:0001525; GO:0002376; GO:0005524; GO:0005811; GO:0005829; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042
A0A0R4IBK5	FUN_042898	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_042887	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_004887	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_042882	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_042886	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_042902	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_042888	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_042904	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	FUN_042891	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IC37	FUN_036336	GO:0003676; GO:0005654
A0A0R4IC37	FUN_036335	GO:0003676; GO:0005654
A0A0R4ITC5	FUN_025910	GO:0000124; GO:0001964; GO:0005634; GO:0006355; GO:0035267; GO:0035675; GO:0042481; GO:0060536; GO:0140861
A0A0R4IVA4	FUN_038184	GO:0000226; GO:0000922; GO:0004722; GO:0004725; GO:0005730; GO:0005737; GO:0005813; GO:0007096; GO:0032467; GO:0051301; GO:0060091; GO:0060271; GO:0072686
A0A0R4IXF6	FUN_022104	GO:0000123; GO:0001819; GO:0003682; GO:0003713; GO:0004402; GO:0005634; GO:0005737; GO:0005813; GO:0006338; GO:0007507; GO:0007616; GO:0010484; GO:0018393; GO:0040029; GO:0043992; GO:0045589; GO:0045893; GO:0045944; GO:0048167; GO:0050863; GO:0060173; GO:0060349; GO:0061035; GO:0061733; GO:0106078; GO:0106227; GO:0106229; GO:0140672; GO:1903010
A0A0R4IZ84	FUN_015183	GO:0000184; GO:0000781; GO:0004519; GO:0005697; GO:0005730; GO:0005829; GO:0042162; GO:0043009; GO:0070034
A0A125YHX7	FUN_025672	GO:0005509; GO:0016174; GO:0016460
A0A1B0GTI8	FUN_024900	GO:0016020
A0A1B0GTI8	FUN_024873	GO:0016020
A0A1B4XBH3	FUN_003453	GO:0004312; GO:0006633; GO:0016491; GO:0017000; GO:0031177; GO:0044550
A0A1B4XBH3	FUN_041158	GO:0004312; GO:0006633; GO:0016491; GO:0017000; GO:0031177; GO:0044550
A0A1C9U5X5	FUN_025116	GO:0032259; GO:0102964
A0A1D5NSM8	FUN_000432	GO:0001945; GO:0005509; GO:0005576; GO:0005634; GO:0005737; GO:0008544; GO:0009913; GO:0016020; GO:0016477; GO:0036303; GO:0090136
A0A1D6NER6	FUN_034953	GO:0000234; GO:0006656; GO:0008170; GO:0032259
A0A1L4BJ98	FUN_005742	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0031640; GO:0046872; GO:0090729
A0A1L4BJ98	FUN_005741	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0031640; GO:0046872; GO:0090729
A0A1L4BJ98	FUN_005740	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0031640; GO:0046872; GO:0090729
A0A1L4BJ98	FUN_005739	GO:0005576; GO:0008081; GO:0016042; GO:0016829; GO:0031640; GO:0046872; GO:0090729
A0A1L8EYB2	FUN_041727	GO:0005879; GO:0036158; GO:0070840; GO:0120293
A0A1L8F5J9	FUN_025838	GO:0004972; GO:0005886; GO:0007268; GO:0010043; GO:0015280; GO:0017146; GO:0022849; GO:0035235; GO:0035725; GO:0038023; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0046872; GO:0048167; GO:0070588; GO:0098839
A0A1L8F5J9	FUN_026310	GO:0004972; GO:0005886; GO:0007268; GO:0010043; GO:0015280; GO:0017146; GO:0022849; GO:0035235; GO:0035725; GO:0038023; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0046872; GO:0048167; GO:0070588; GO:0098839
A0A1L8F5J9	FUN_001369	GO:0004972; GO:0005886; GO:0007268; GO:0010043; GO:0015280; GO:0017146; GO:0022849; GO:0035235; GO:0035725; GO:0038023; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0046872; GO:0048167; GO:0070588; GO:0098839
A0A1L8FDW4	FUN_025670	GO:0000425; GO:0005052; GO:0005778; GO:0005782; GO:0005829; GO:0016560; GO:0016561; GO:0016562; GO:0044721; GO:0140597
A0A1L8GWK2	FUN_041917	GO:0000978; GO:0000981; GO:0005634; GO:0006357
A0A1L8GXM0	FUN_039974	GO:0000722; GO:0000729; GO:0000781; GO:0000794; GO:0003691; GO:0005524; GO:0006302; GO:0007004; GO:0016887; GO:0030870; GO:0035861; GO:0043047; GO:0043539; GO:0046872; GO:0051310; GO:0051880; GO:0062176; GO:0070192; GO:0110025
A0A1L8H814	FUN_017776	GO:0004842; GO:0005778; GO:0006513; GO:0008270; GO:0016558; GO:1990429
A0A1L8HCK2	FUN_012741	GO:0003352; GO:0005737; GO:0005856; GO:0005929
A0A1L8HFX9	FUN_042816	GO:0001578; GO:0001725; GO:0005737; GO:0005884; GO:0008017; GO:0008093; GO:0031110; GO:0035371; GO:0042995; GO:0051015; GO:0051764; GO:0060296; GO:1904825
A0A1S4F2V5	FUN_017856	GO:0006508; GO:0008234
A0A1S4F2V5	FUN_017857	GO:0006508; GO:0008234
A0A1Y9G8H0	FUN_010791	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A1Y9G8H0	FUN_010792	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A1Y9G8H0	FUN_010787	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A2B4RNI3	FUN_013627	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	FUN_037987	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	FUN_015478	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	FUN_043444	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	FUN_033704	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	FUN_023384	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	FUN_035030	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RP11	FUN_042118	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_024760	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_042111	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_024758	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_018933	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_037827	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_007853	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_036216	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_026530	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	FUN_036218	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4SES9	FUN_023294	GO:0000045; GO:0002218; GO:0005776; GO:0005789; GO:0016239; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709; GO:0140703; GO:0180001
A0A2B4SII1	FUN_023296	GO:0000045; GO:0002218; GO:0005776; GO:0005789; GO:0016239; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709; GO:0140703
A0A2B4SJA1	FUN_023277	GO:0000045; GO:0002218; GO:0005776; GO:0005789; GO:0016239; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709
A0A2B4SJA1	FUN_023295	GO:0000045; GO:0002218; GO:0005776; GO:0005789; GO:0016239; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709
A0A2P1BRQ0	FUN_010932	GO:0005576; GO:0031640; GO:0090729
A0A2P1BRQ0	FUN_009639	GO:0005576; GO:0031640; GO:0090729
A0A2R8QF68	FUN_015403	GO:0005886; GO:0015277; GO:0022849; GO:0032983; GO:0035249; GO:0042734; GO:0050804; GO:0098839; GO:1904315
A0A386CAB9	FUN_025999	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_024284	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031334	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_035139	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025864	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039573	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025870	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_011821	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039406	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031459	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_026060	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_007777	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_024286	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031357	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039374	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_024249	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_026001	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039338	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_011827	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031365	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_011817	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025990	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_035633	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031387	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031374	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025860	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025903	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031401	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039409	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031392	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039415	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039378	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_007830	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031413	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_024274	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039428	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025887	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_038750	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_007673	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_039360	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_027262	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_024319	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031419	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031422	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_024321	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_026046	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_031444	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_011838	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025886	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	FUN_025992	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A3G2FQK2	FUN_038625	GO:0004867; GO:0005615; GO:0042151; GO:0090729; GO:0099106
A0A3G2FQK2	FUN_038626	GO:0004867; GO:0005615; GO:0042151; GO:0090729; GO:0099106
A0A3G2LGI8	FUN_000330	GO:0001726; GO:0005178; GO:0005200; GO:0005856; GO:0005886; GO:0005925; GO:0005938; GO:0030036; GO:0051015; GO:0098609
A0A3G9HPE6	FUN_024415	GO:0004022; GO:0005739; GO:0046872
A0A3M6TIF0	FUN_031786	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	FUN_035309	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	FUN_035282	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
