"","X.1","X","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"110",110,30612,"Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1",-0.945332798083424,0.0152170504007,0.674410729954476,155,-20.66,"2 20","548 566",18,"77.78%","83.33%",NA,NA,NA,NA,NA
"131",131,37169,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g14977.t1",-0.893222380847292,0.0412072014052566,0.765459130560602,162,-22.12,"2 20","88 110",19,"73.68%","84.21%","P62321","Small nuclear ribonucleoprotein F (snRNP-F) (Sm protein F) (Sm-F) (SmF)","Xenopus laevis (African clawed frog)","mRNA splicing, via spliceosome [GO:0000398]; spliceosomal snRNP assembly [GO:0000387]","GO:0000387; GO:0000398; GO:0003723; GO:0005634; GO:0005685; GO:0005687; GO:0005829; GO:0034709; GO:0034715; GO:0034719; GO:0046540; GO:0071005; GO:0071007"
"149",149,42986,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g18208.t1",-0.987781180181153,0.00161837872676055,0.667107103030161,150,-22.2,"2 11","94 115",9,"100.00%","100.00%",NA,NA,NA,NA,NA
"160",160,46618,"Cluster_5612","Pocillopora_meandrina_HIv1___RNAseq.g20733.t1",0.965837666525896,0.00754079408094521,0.667107103030161,162,-20.42,"2 19","249 269",17,"76.47%","82.35%","Q9H2W6","39S ribosomal protein L46, mitochondrial (L46mt) (MRP-L46) (Mitochondrial large ribosomal subunit protein mL46) (P2ECSL)","Homo sapiens (Human)","mitochondrial translation [GO:0032543]","GO:0003735; GO:0005654; GO:0005739; GO:0005743; GO:0005762; GO:0030054; GO:0032543"
"177",177,51851,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g627.t1b",-0.981986205789269,0.00289444080290838,0.667107103030161,160,-20.15,"2 17","49 71",15,"73.33%","93.33%",NA,NA,NA,NA,NA
"194",194,55854,"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g5059.t2",-0.948228376602944,0.0140303943154318,0.674410729954476,165,-23.5,"2 20","500 520",18,"77.78%","88.89%","Q7TNG5","Echinoderm microtubule-associated protein-like 2 (EMAP-2)","Mus musculus (Mouse)","microtubule cytoskeleton organization [GO:0000226]; negative regulation of microtubule polymerization [GO:0031115]; regulation of microtubule nucleation [GO:0010968]","GO:0000226; GO:0005102; GO:0005737; GO:0005874; GO:0008017; GO:0008022; GO:0010968; GO:0015631; GO:0031115; GO:0043621; GO:0072686"
"196",196,56717,"Cluster_4823","Pocillopora_meandrina_HIv1___RNAseq.g15252.t1",-0.906915771266696,0.033611610723924,0.745895262324215,154,-21.45,"2 17","233 253",15,"80.00%","86.67%","Q498F0","WD repeat-containing protein 44","Xenopus laevis (African clawed frog)","","GO:0005794; GO:0005829; GO:0010008; GO:0048471"
"236",236,72329,"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g22666.t1",0.944276647979206,0.0156576285678092,0.674410729954476,163,-20.93,"2 21","950 972",20,"70.00%","85.00%",NA,NA,NA,NA,NA
"258",258,77455,"Cluster_1938","Pocillopora_meandrina_HIv1___TS.g23997.t1",-0.97347675856656,0.00516461966995338,0.667107103030161,154,-21.64,"2 22","372 394",21,"61.90%","85.71%","Q63HM1","Kynurenine formamidase (KFA) (KFase) (EC 3.5.1.9) (Arylformamidase) (N-formylkynurenine formamidase) (FKF)","Homo sapiens (Human)","'de novo' NAD biosynthetic process from tryptophan [GO:0034354]; tryptophan catabolic process to kynurenine [GO:0019441]","GO:0004061; GO:0005634; GO:0005737; GO:0005829; GO:0019441; GO:0034354"
"260",260,78278,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g29298.t1",-0.93643215358513,0.0190548323623484,0.682865205121081,161,-21.45,"2 21","774 793",19,"73.68%","84.21%","Q9Z0Y2","Phospholipase A2 (EC 3.1.1.4) (Group IB phospholipase A2) (PLA2-Ib) (Phosphatidylcholine 2-acylhydrolase 1B)","Mus musculus (Mouse)","antibacterial humoral response [GO:0019731]; antimicrobial humoral immune response mediated by antimicrobial peptide [GO:0061844]; arachidonic acid secretion [GO:0050482]; defense response to Gram-positive bacterium [GO:0050830]; fatty acid biosynthetic process [GO:0006633]; innate immune response in mucosa [GO:0002227]; lipid catabolic process [GO:0016042]; phosphatidylcholine metabolic process [GO:0046470]; phosphatidylglycerol metabolic process [GO:0046471]; phospholipid catabolic process [GO:0009395]; phospholipid metabolic process [GO:0006644]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of fibroblast proliferation [GO:0048146]; positive regulation of podocyte apoptotic process [GO:1904635]","GO:0002227; GO:0004623; GO:0005102; GO:0005509; GO:0005576; GO:0005615; GO:0006633; GO:0006644; GO:0008284; GO:0009395; GO:0009986; GO:0016042; GO:0019731; GO:0030141; GO:0032052; GO:0046470; GO:0046471; GO:0047498; GO:0048146; GO:0050482; GO:0050830; GO:0061844; GO:1904635"
"270",270,82746,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1869.t1",-0.941039814196232,0.0170330917830084,0.674410729954476,147,-21.76,"2 12","160 182",10,"80.00%","100.00%",NA,NA,NA,NA,NA
"293",293,88722,"Cluster_4823","Pocillopora_meandrina_HIv1___TS.g20484.t1",0.911291572874932,0.031290776284695,0.736910690193209,154,-23.39,"2 20","61 85",21,"66.67%","76.19%","Q709C8","Intermembrane lipid transfer protein VPS13C (Vacuolar protein sorting-associated protein 13C)","Homo sapiens (Human)","Golgi to endosome transport [GO:0006895]; lipid transport [GO:0006869]; mitochondrion organization [GO:0007005]; negative regulation of parkin-mediated stimulation of mitophagy in response to mitochondrial depolarization [GO:1905090]; protein retention in Golgi apparatus [GO:0045053]; protein targeting to vacuole [GO:0006623]; response to insulin [GO:0032868]","GO:0005737; GO:0005741; GO:0005764; GO:0005765; GO:0005770; GO:0005789; GO:0005811; GO:0005829; GO:0006623; GO:0006869; GO:0006895; GO:0007005; GO:0019898; GO:0031902; GO:0032127; GO:0032868; GO:0045053; GO:0070062; GO:1905090"
"325",325,97779,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g21083.t1",0.95644813963139,0.0108389263729232,0.669023010123196,153,-20.38,"2 18","755 776",16,"68.75%","81.25%",NA,NA,NA,NA,NA
"328",328,98913,"Cluster_1296","Pocillopora_meandrina_HIv1___TS.g29797.t1a",-0.932325817028199,0.0209175111668761,0.687095063784671,151,-22.51,"2 21","755 777",20,"70.00%","70.00%",NA,NA,NA,NA,NA
"344",344,102567,"Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g13929.t1",-0.907972271074224,0.0330464043737508,0.74397647549143,154,-20.96,"2 20","747 769",19,"68.42%","78.95%",NA,NA,NA,NA,NA
"396",396,114419,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g10343.t1",0.906723839752342,0.0337146192139061,0.746402549010381,150,-20.76,"2 20","229 252",20,"65.00%","75.00%","W8W138","Beta-secretase (EC 3.4.23.-)","Strongylocentrotus purpuratus (Purple sea urchin)","amyloid-beta metabolic process [GO:0050435]; membrane protein ectodomain proteolysis [GO:0006509]; proteolysis [GO:0006508]","GO:0004190; GO:0005768; GO:0005802; GO:0005886; GO:0006508; GO:0006509; GO:0050435"
"410",410,118610,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g14845.t1",0.950813862951001,0.0129977311084384,0.674410729954476,158,-23.77,"2 17","492 512",15,"80.00%","93.33%",NA,NA,NA,NA,NA
"445",445,126515,"Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g15866.t1",-0.941449087059812,0.0168571020246151,0.674410729954476,155,-20.37,"2 20","95 116",18,"72.22%","72.22%",NA,NA,NA,NA,NA
"451",451,127673,"Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g13578.t1",-0.888771752750385,0.0437798916917374,0.774412092014671,152,-24,"2 21","563 587",23,"69.57%","78.26%",NA,NA,NA,NA,NA
"462",462,132368,"Cluster_2839","Pocillopora_meandrina_HIv1___RNAseq.g28481.t1",-0.968528512591817,0.00667035424164904,0.667107103030161,160,-21.43,"2 17","447 468",15,"80.00%","86.67%","Q3UR85","Myelin regulatory factor (EC 3.4.-.-) (Myelin gene regulatory factor) [Cleaved into: Myelin regulatory factor, N-terminal; Myelin regulatory factor, C-terminal]","Mus musculus (Mouse)","central nervous system myelin maintenance [GO:0032286]; central nervous system myelination [GO:0022010]; oligodendrocyte development [GO:0014003]; oligodendrocyte differentiation [GO:0048709]; positive regulation of DNA-templated transcription [GO:0045893]; positive regulation of myelination [GO:0031643]; protein autoprocessing [GO:0016540]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000981; GO:0003677; GO:0003700; GO:0005634; GO:0005654; GO:0005737; GO:0005789; GO:0005794; GO:0005829; GO:0006357; GO:0008233; GO:0014003; GO:0016540; GO:0022010; GO:0031643; GO:0032286; GO:0042802; GO:0043565; GO:0045893; GO:0048709"
"493",493,141990,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g549.t1b",0.93082688656806,0.0216113335862707,0.691602866826245,157,-21.47,"2 20","777 797",18,"66.67%","88.89%",NA,NA,NA,NA,NA
"505",505,146023,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g7360.t1",0.983640847512444,0.00250556964960435,0.667107103030161,168,-21.01,"2 21","40 61",19,"73.68%","84.21%","Q26626","Kinesin-associated protein 3 (SpKAP115)","Strongylocentrotus purpuratus (Purple sea urchin)","cilium organization [GO:0044782]; microtubule-based movement [GO:0007018]; microtubule-based process [GO:0007017]","GO:0005930; GO:0007017; GO:0007018; GO:0016939; GO:0019894; GO:0035869; GO:0044782"
"564",564,161305,"Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g2388.t1",0.925501651855862,0.0241346074574253,0.70016346591969,160,-20.29,"2 18","188 211",18,"72.22%","88.89%",NA,NA,NA,NA,NA
"578",578,165338,"Cluster_3392","Pocillopora_meandrina_HIv1___TS.g5141.t1",0.967616283342236,0.0069615023574331,0.667107103030161,159,-21.84,"2 21","240 266",24,"62.50%","79.17%",NA,NA,NA,NA,NA
"592",592,168603,"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g28898.t1",0.885183202030469,0.045889928057982,0.781067345867765,162,-20.67,"2 20","592 615",20,"75.00%","80.00%","Q99755","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)","Homo sapiens (Human)","actin cytoskeleton reorganization [GO:0031532]; activation of GTPase activity [GO:0090630]; cell chemotaxis [GO:0060326]; cell migration [GO:0016477]; fibroblast migration [GO:0010761]; focal adhesion assembly [GO:0048041]; glycerophospholipid metabolic process [GO:0006650]; keratinocyte differentiation [GO:0030216]; phagocytosis [GO:0006909]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; phospholipid biosynthetic process [GO:0008654]; phosphorylation [GO:0016310]; protein localization to plasma membrane [GO:0072659]; regulation of phosphatidylinositol 3-kinase signaling [GO:0014066]; ruffle assembly [GO:0097178]; signal transduction [GO:0007165]","GO:0000285; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0005925; GO:0006650; GO:0006661; GO:0006909; GO:0007165; GO:0008654; GO:0010761; GO:0014066; GO:0016308; GO:0016310; GO:0016477; GO:0016607; GO:0019900; GO:0030027; GO:0030216; GO:0031532; GO:0032587; GO:0046854; GO:0048041; GO:0052810; GO:0052812; GO:0060326; GO:0072659; GO:0090630; GO:0097178"
"607",607,174892,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1",-0.896641214423057,0.0392649064343619,0.760878962620332,157,-28.78,"2 20","416 436",18,"77.78%","77.78%","Q16611","Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7)","Homo sapiens (Human)","activation of cysteine-type endopeptidase activity [GO:0097202]; activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c [GO:0008635]; aging [GO:0007568]; animal organ regeneration [GO:0031100]; apoptotic process [GO:0006915]; apoptotic process involved in blood vessel morphogenesis [GO:1902262]; apoptotic signaling pathway [GO:0097190]; B cell apoptotic process [GO:0001783]; B cell homeostasis [GO:0001782]; B cell negative selection [GO:0002352]; blood vessel remodeling [GO:0001974]; brain development [GO:0007420]; calcium ion transport into cytosol [GO:0060402]; cellular response to mechanical stimulus [GO:0071260]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; endocrine pancreas development [GO:0031018]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial cell proliferation [GO:0050673]; establishment or maintenance of transmembrane electrochemical gradient [GO:0010248]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; fibroblast apoptotic process [GO:0044346]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; limb morphogenesis [GO:0035108]; mitochondrial fusion [GO:0008053]; myeloid cell homeostasis [GO:0002262]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endoplasmic reticulum calcium ion concentration [GO:0032471]; negative regulation of gene expression [GO:0010629]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of IRE1-mediated unfolded protein response [GO:1903896]; positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901030]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of proteolysis [GO:0045862]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; post-embryonic camera-type eye morphogenesis [GO:0048597]; regulation of cell cycle [GO:0051726]; regulation of mitochondrial membrane permeability [GO:0046902]; regulation of mitochondrial membrane potential [GO:0051881]; release of cytochrome c from mitochondria [GO:0001836]; response to ethanol [GO:0045471]; response to fungus [GO:0009620]; response to gamma radiation [GO:0010332]; response to hydrogen peroxide [GO:0042542]; response to mycotoxin [GO:0010046]; response to organic cyclic compound [GO:0014070]; response to UV-C [GO:0010225]; response to xenobiotic stimulus [GO:0009410]; thymocyte apoptotic process [GO:0070242]; vagina development [GO:0060068]","GO:0001782; GO:0001783; GO:0001836; GO:0001974; GO:0002262; GO:0002352; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0006915; GO:0007420; GO:0007568; GO:0008053; GO:0008285; GO:0008630; GO:0008635; GO:0009410; GO:0009620; GO:0010046; GO:0010225; GO:0010248; GO:0010332; GO:0010524; GO:0010629; GO:0014070; GO:0018105; GO:0031018; GO:0031072; GO:0031100; GO:0031334; GO:0032469; GO:0032471; GO:0033137; GO:0034620; GO:0034644; GO:0035108; GO:0042542; GO:0042802; GO:0042803; GO:0043065; GO:0044325; GO:0044346; GO:0044877; GO:0045471; GO:0045862; GO:0046872; GO:0046902; GO:0046930; GO:0046982; GO:0048597; GO:0050673; GO:0051087; GO:0051400; GO:0051726; GO:0051881; GO:0060068; GO:0060402; GO:0070059; GO:0070242; GO:0071260; GO:0090200; GO:0090201; GO:0097136; GO:0097145; GO:0097190; GO:0097192; GO:0097202; GO:1900103; GO:1901029; GO:1901030; GO:1902262; GO:1903896"
"611",611,176548,"Cluster_2973","Pocillopora_meandrina_HIv1___TS.g16575.t1",0.982768196936009,0.00270834633033426,0.667107103030161,158,-20.2,"2 20","921 943",19,"73.68%","78.95%",NA,NA,NA,NA,NA
"614",614,177510,"Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21663.t3",0.98901770010242,0.00137929473649854,0.667107103030161,163,-21.44,"2 21","134 157",21,"71.43%","80.95%","Q5RF77","E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING-type E3 ubiquitin transferase CHFR)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","cell division [GO:0051301]; mitotic G2/M transition checkpoint [GO:0044818]; modification-dependent protein catabolic process [GO:0019941]; protein polyubiquitination [GO:0000209]","GO:0000166; GO:0000209; GO:0004842; GO:0005634; GO:0016605; GO:0019941; GO:0044818; GO:0046872; GO:0051301"
"664",664,193243,"Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g1558.t1",0.954332450874319,0.0116345041667617,0.674410729954476,158,-21.36,"2 19","270 291",17,"70.59%","82.35%",NA,NA,NA,NA,NA
"667",667,194301,"Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18290.t1",-0.906573477308051,0.0337953882872726,0.746661191610352,168,-22.53,"2 22","149 172",21,"76.19%","80.95%","Q28HL3","CDAN1-interacting nuclease 1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005634; GO:0005737"
"668",668,194339,"Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g5133.t1",-0.903756010587007,0.0353201981475969,0.753759205726548,153,-20.32,"2 18","390 411",16,"75.00%","75.00%","O04486","Ras-related protein RABA2a (AtRABA2a) (Ras-related protein Rab11C) (AtRab11C)","Arabidopsis thaliana (Mouse-ear cress)","cytokinesis by cell plate formation [GO:0000911]; protein transport [GO:0015031]","GO:0000911; GO:0003924; GO:0005525; GO:0005576; GO:0005768; GO:0005794; GO:0005886; GO:0009504; GO:0010008; GO:0015031"
"686",686,199345,"Cluster_4118","Pocillopora_meandrina_HIv1___TS.g12427.t1",0.974320381559136,0.00492081150775928,0.667107103030161,179,-24.35,"2 21","426 448",20,"80.00%","95.00%",NA,NA,NA,NA,NA
"691",691,200343,"Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1",0.926132370246854,0.0238310751427333,0.698759485874756,145,-22.5,"2 10","168 189",8,"100.00%","100.00%","Q9HC77","Centromere protein J (CENP-J) (Centrosomal P4.1-associated protein) (LAG-3-associated protein) (LYST-interacting protein 1)","Homo sapiens (Human)","astral microtubule nucleation [GO:0030954]; cell division [GO:0051301]; centriole elongation [GO:0061511]; centriole replication [GO:0007099]; cilium assembly [GO:0060271]; microtubule nucleation [GO:0007020]; microtubule polymerization [GO:0046785]; motile cilium assembly [GO:0044458]; non-motile cilium assembly [GO:1905515]; positive regulation of centriole elongation [GO:1903724]; positive regulation of centriole replication [GO:0046601]; positive regulation of establishment of protein localization [GO:1904951]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of non-motile cilium assembly [GO:1902857]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of spindle assembly [GO:1905832]; regulation of centriole replication [GO:0046599]; regulation of mitotic spindle organization [GO:0060236]; smoothened signaling pathway [GO:0007224]","GO:0003713; GO:0005634; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0005874; GO:0007020; GO:0007099; GO:0007224; GO:0008275; GO:0015631; GO:0019901; GO:0019904; GO:0030954; GO:0036064; GO:0042802; GO:0043015; GO:0044458; GO:0046427; GO:0046599; GO:0046601; GO:0046785; GO:0051301; GO:0060236; GO:0060271; GO:0061511; GO:0120099; GO:1900087; GO:1902857; GO:1903724; GO:1904951; GO:1905515; GO:1905832"
"696",696,201166,"Cluster_5253","Pocillopora_meandrina_HIv1___TS.g6076.t1",0.984428566503814,0.00232707166309416,0.667107103030161,170,-21.49,"2 20","480 503",20,"80.00%","85.00%","Q24JV9","Galectin-3-binding protein A (Lectin galactoside-binding soluble 3-binding protein A)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell adhesion [GO:0007155]","GO:0005044; GO:0005576; GO:0007155; GO:0016020"
"721",721,208041,"Cluster_4435","Pocillopora_meandrina_HIv1___TS.g2276.t1",-0.907316772879209,0.0333967215434546,0.745127957735035,163,-23.7,"2 21","47 69",20,"70.00%","85.00%",NA,NA,NA,NA,NA
"723",723,208043,"Cluster_4438","Pocillopora_meandrina_HIv1___TS.g2276.t1",0.883078363299869,0.0471421082291262,0.785151576401264,155,-20.24,"2 21","47 69",20,"70.00%","75.00%",NA,NA,NA,NA,NA
"747",747,213827,"Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g22816.t2",-0.892591265912176,0.0415689975375243,0.766756712202982,167,-23.5,"2 21","818 841",21,"71.43%","85.71%",NA,NA,NA,NA,NA
"750",750,214038,"Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g22088.t1",-0.920794623606383,0.0264385525938862,0.714140878917821,163,-21.91,"2 16","144 165",14,"85.71%","92.86%",NA,NA,NA,NA,NA
"766",766,219470,"Cluster_3661","Pocillopora_meandrina_HIv1___TS.g9480.t1",-0.9816904077195,0.00296589315169402,0.667107103030161,161,-20.5,"2 18","838 859",16,"68.75%","93.75%",NA,NA,NA,NA,NA
"767",767,219552,"Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g5368.t1",0.997797300050035,0.000124057585767372,0.660096122950751,156,-20.5,"2 20","459 480",19,"73.68%","84.21%","Q80TC5","Pogo transposable element with KRAB domain","Mus musculus (Mouse)","regulation of DNA-templated transcription [GO:0006355]","GO:0003677; GO:0005634; GO:0005654; GO:0006355"
"773",773,220552,"Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g16818.t2",0.949246788610651,0.0136205603286036,0.674410729954476,180,-21.06,"2 21","154 175",19,"84.21%","89.47%",NA,NA,NA,NA,NA
"787",787,223843,"Cluster_4439","Pocillopora_meandrina_HIv1___TS.g18078.t3",-0.952837587820548,0.0122076324666849,0.674410729954476,142,-20.52,"2 16","90 112",15,"73.33%","73.33%",NA,NA,NA,NA,NA
"794",794,225442,"Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g18023.t1",-0.960310243284543,0.00943515284188613,0.667107103030161,161,-21.45,"2 20","866 886",18,"77.78%","83.33%",NA,NA,NA,NA,NA
