"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"17","Pocillopora_meandrina_HIv1___RNAseq.g5603.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",1676,"Cluster_1068","Pocillopora_meandrina_HIv1___Sc0000007:5380718-5392326",164,-24.53,2,17,9411,9432,15,"80.00%","93.33%",-0.518328808525165,0.37091732351157,0.967463396814164
"18","Pocillopora_meandrina_HIv1___TS.g24763.t1c","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",559,"Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000007:12262585-12269886",160,-20.55,2,18,2128,2150,17,"82.35%","82.35%",-0.395141690822487,0.510307473338687,0.973552982047016
"19","Pocillopora_meandrina_HIv1___RNAseq.g27047.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",4420,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000006:3574373-3583121",159,-22.7,2,21,963,982,19,"78.95%","84.21%",-0.294865692479256,0.630079003996304,0.977982859683049
"20","Pocillopora_meandrina_HIv1___RNAseq.g19677.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",7427,"Cluster_360","Pocillopora_meandrina_HIv1___Sc0000001:11597210-11612939",169,-20.31,2,19,6334,6357,19,"84.21%","84.21%",-0.106502657249068,0.864653397173815,0.996087148068407
"21","Pocillopora_meandrina_HIv1___RNAseq.g102.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",5388,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000020:177365-203637",159,-20.22,2,20,24053,24073,18,"77.78%","88.89%",-0.575052866031414,0.310458751017296,0.953573189685904
"22","Pocillopora_meandrina_HIv1___RNAseq.g8668.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",4805,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000011:5655742-5666133",152,-25.24,2,18,2381,2407,20,"65.00%","80.00%",-0.120745183367722,0.846636845777433,0.995305911377835
"23","Pocillopora_meandrina_HIv1___TS.g25542.t1b","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",6175,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000041:803746-817468",151,-22.84,2,21,11173,11196,20,"60.00%","80.00%",-0.634628718738944,0.250074656811577,0.936074921579745
"24","Pocillopora_meandrina_HIv1___RNAseq.g330.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",2743,"Cluster_1296","Pocillopora_meandrina_HIv1___Sc0000020:3144877-3177836",158,-31.5,2,21,8647,8667,19,"73.68%","78.95%",-0.541920706972992,0.345448538645493,0.964150767696539
"25","Pocillopora_meandrina_HIv1___RNAseq.g28500.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",5288,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000018:4647638-4662618",151,-20.31,2,22,5220,5246,24,"66.67%","70.83%",-0.00820264202672046,0.98955618891851,0.999610930147471
"26","Pocillopora_meandrina_HIv1___RNAseq.g28500.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",5289,"Cluster_1938","Pocillopora_meandrina_HIv1___Sc0000018:4647638-4662618",164,-21.18,2,22,2252,2275,21,"71.43%","80.95%",-0.00820264202672046,0.98955618891851,0.999610930147471
"27","Pocillopora_meandrina_HIv1___RNAseq.g11714.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",6990,"Cluster_21","Pocillopora_meandrina_HIv1___Sc0000016:7762393-7783632",168,-24.84,2,20,15987,16006,18,"83.33%","88.89%",-0.660682421485509,0.224801468191587,0.926947473179405
"28","Pocillopora_meandrina_HIv1___RNAseq.g11718.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",2234,"Cluster_1116","Pocillopora_meandrina_HIv1___Sc0000016:7850950-7866341",160,-20.78,2,21,14693,14712,19,"78.95%","84.21%",-0.792221802938858,0.110081041365893,0.86186377950889
"29","Pocillopora_meandrina_HIv1___RNAseq.g11718.t1","GO:0004725","protein tyrosine phosphatase activity",2,2,0.25,0.015,"Molecular Functions",7818,"Cluster_360","Pocillopora_meandrina_HIv1___Sc0000016:7850950-7866341",160,-20.76,2,21,3777,3798,19,"68.42%","78.95%",-0.917260394274778,0.0282123533424902,0.722687662524178
