"target","protein_name","gene_name","std_gene_name","species","accession","pident","length","mismatch","gapopen","qstart","qend","sstart","send","evalue","bitscore"
"FUN_008428-T1","Exosome complex component RRP46","NEMVEDRAFT_v1g99151","EXOSC5","Nematostella vectensis","A7RZV7",48.039,204,59,1,18,221,1,157,1.73e-64,197
"FUN_004375-T1","Exosome complex component RRP40","NEMVEDRAFT_v1g120763","EXOSC3","Nematostella vectensis","A7SJP6",64.655,232,81,1,8,239,10,240,3.44e-114,327
"FUN_004375-T1","Exosome complex component RRP40","EXOSC3","EXOSC3","Hydra vulgaris","T2M4E6",52.361,233,106,3,11,240,10,240,2.99e-80,241
"FUN_039874-T1","Exosome complex component RRP4","EXOSC2","EXOSC2","Hydra vulgaris","T2ME10",62.29,297,103,2,1,289,1,296,1.65e-135,385
"FUN_023943-T2","Exosome complex component RRP45","EXOSC9","EXOSC9","Hydra vulgaris","T2ME23",43.256,430,204,5,1,397,1,423,6.76e-117,350
"FUN_007011-T1","Exosome complex exonuclease RRP44 isoform X2","LOC100215214","DIS3","Hydra vulgaris","A0ABM4D387",54.044,544,232,6,1,527,1,543,0,574
"FUN_008428-T1","Exosome complex exonuclease RRP46","PLOB_00045787","EXOSC5","Porites lobata","A0ABN8N0P1",63.084,214,32,1,20,233,1,167,8.77e-92,267
"FUN_007011-T1","Exosome complex exonuclease RRP44","PLOB_00046581","DIS3","Porites lobata","A0ABN8PS90",76.449,552,113,4,1,544,1,543,0,846
"FUN_022663-T1","Exosome complex exonuclease RRP41","PLOB_00014067","EXOSC4","Porites lobata","A0ABN8R256",90.612,245,23,0,1,245,1,245,6.14e-171,471
"FUN_007011-T1","Exosome complex exonuclease RRP44","PEVE_00021642","DIS3","Porites evermanni","A0ABN8SLK5",75.725,552,117,4,1,544,1,543,0,842
"FUN_022663-T1","Exosome component 4","PEVE_00027941","EXOSC4","Porites evermanni","A0ABN8M8W7",92.653,245,18,0,1,245,1,245,3.78e-174,479
"FUN_035679-T1","Exosome component 7","PMEA_00028419","EXOSC7","Pocillopora meandrina","A0AAU9VXB3",82.818,291,50,0,1,291,1,291,0,507
"FUN_038116-T1","C3H1-type domain-containing protein","pdam_00023615","ZFC3H1","Pocillopora damicornis","A0A3M6TF63",42.062,2803,1329,63,466,3184,4,2595,0,2010
"FUN_032815-T1","C3H1-type domain-containing protein","pdam_00013354","ZFC3H1","Pocillopora damicornis","A0A3M6U709",66.34,612,178,10,1,586,1,610,0,791
"FUN_038104-T1","C3H1-type domain-containing protein","pdam_00003006","ZFC3H1","Pocillopora damicornis","A0A3M6U800",46.765,3524,1553,68,7,3403,11,3338,0,2830
"FUN_041498-T1","C3H1-type domain-containing protein","pdam_00006329","ZFC3H1","Pocillopora damicornis","A0A3M6UU55",65.761,368,60,6,34,336,1,367,2.25e-137,394
"FUN_016708-T1","C3H1-type domain-containing protein","pdam_00020642","ZFC3H1","Pocillopora damicornis","A0A3M6UXL4",78.404,426,86,6,1,424,1,422,0,537
"FUN_000895-T1","C3H1-type domain-containing protein","pdam_00006425","ZFC3H1","Pocillopora damicornis","A0A3M6UXZ5",66.429,280,79,7,19,294,22,290,9.1e-122,350
"FUN_011876-T1","C3H1-type domain-containing protein","pdam_00007335","ZFC3H1","Pocillopora damicornis","A0A3M6V1Q8",55.049,812,314,19,2,793,1,781,0,777
"FUN_041549-T2","C3H1-type domain-containing protein","pdam_00014534","ZFC3H1","Pocillopora damicornis","A0A3M6V413",96.429,140,5,0,1,140,1,140,5.23e-99,287
"FUN_016708-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Clytia hemisphaerica OX=252671","ZFC3H1","Clytia hemisphaerica","A0A7M5UU27",47.653,426,195,10,1,402,1,422,3.03e-96,295
"FUN_032815-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Clytia hemisphaerica OX=252671","ZFC3H1","Clytia hemisphaerica","A0A7M5UY71",54.018,224,98,3,212,434,341,560,6.97e-85,281
"FUN_011876-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Clytia hemisphaerica OX=252671","ZFC3H1","Clytia hemisphaerica","A0A7M5WRS8",35.867,513,246,17,5,497,3,452,8.27e-81,275
"FUN_016708-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913WR49",69.412,425,107,9,1,405,1,422,1.42e-159,457
"FUN_000895-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913WTR0",52.249,289,110,8,23,300,19,290,5.31e-84,254
"FUN_032815-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913XAL5",44.538,595,242,16,1,528,1,574,1.11e-149,446
"FUN_041498-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913XEY4",62.807,285,89,7,1,276,1,277,5.84e-118,347
"FUN_041498-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913XEZ4",59.667,300,89,7,1,291,1,277,1.64e-115,340
"FUN_041498-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913XF03",59.667,300,89,7,1,291,1,277,9.7e-116,341
"FUN_011876-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913Y3U2",45.988,648,246,20,257,842,175,780,1.83e-153,469
"FUN_003878-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913Y7Z7",58.613,447,169,6,606,1041,15,456,1.26e-180,533
"FUN_011876-T1","C3H1-type domain-containing protein","ZFC3H1 OS=Exaiptasia diaphana OX=2652724","ZFC3H1","Exaiptasia diaphana","A0A913YXN3",46.345,643,251,20,118,703,175,780,4.78e-155,468
"FUN_038803-T1","C3H1-type domain-containing protein","OS493_013117","ZFC3H1","Desmophyllum pertusum","A0A9W9YT36",85.273,713,97,3,1,706,1,712,0,1214
"FUN_000895-T1","C3H1-type domain-containing protein","OS493_017776","ZFC3H1","Desmophyllum pertusum","A0A9W9ZCL1",70.833,120,33,2,1,120,3,120,2.78e-49,158
"FUN_011876-T1","C3H1-type domain-containing protein","OS493_000086","ZFC3H1","Desmophyllum pertusum","A0A9X0AA07",58.951,553,155,14,1,494,1,540,0,562
"FUN_032815-T1","C3H1-type domain-containing protein","OS493_007929","ZFC3H1","Desmophyllum pertusum","A0A9X0CI06",68.69,626,156,14,40,641,1,610,0,826
"FUN_011876-T1","C3H1-type domain-containing protein","PMEA_00016502","ZFC3H1","Pocillopora meandrina","A0AAU9VPY1",54.668,814,316,19,2,795,1,781,0,771
"FUN_038104-T1","C3H1-type domain-containing protein","PMEA_00025418","ZFC3H1","Pocillopora meandrina","A0AAU9VUI3",55.653,2052,829,25,580,2610,512,2503,0,2221
"FUN_003878-T1","C3H1-type domain-containing protein","PMEA_00006800","ZFC3H1","Pocillopora meandrina","A0AAU9WJL5",76.535,456,100,5,619,1069,4,457,0,729
"FUN_041498-T1","C3H1-type domain-containing protein","PMEA_00008538","ZFC3H1","Pocillopora meandrina","A0AAU9WNB9",83.214,280,40,3,34,306,1,280,1.67e-158,450
"FUN_016708-T1","C3H1-type domain-containing protein","PMEA_00026845","ZFC3H1","Pocillopora meandrina","A0AAU9XMA9",78.638,426,85,6,1,424,1,422,0,538
"FUN_032815-T1","C3H1-type domain-containing protein","PMEA_00034110","ZFC3H1","Pocillopora meandrina","A0AAU9XYX6",66.395,613,176,11,1,586,1,610,0,791
"FUN_032815-T1","C3H1-type domain-containing protein","PEVE_00014570","ZFC3H1","Porites evermanni","A0ABN8LDS2",71.799,617,159,8,1,609,1,610,0,889
"FUN_011876-T1","C3H1-type domain-containing protein","PEVE_00018839","ZFC3H1","Porites evermanni","A0ABN8M174",55.91,753,272,17,72,791,56,781,0,759
"FUN_016708-T1","C3H1-type domain-containing protein","PEVE_00024196","ZFC3H1","Porites evermanni","A0ABN8M8L2",77.551,343,72,4,1,340,82,422,1.03e-154,442
"FUN_016708-T1","C3H1-type domain-containing protein","PEVE_00024197","ZFC3H1","Porites evermanni","A0ABN8MAN4",82.857,175,29,1,1,175,82,255,2.19e-90,271
"FUN_004415-T1","C3H1-type domain-containing protein","PLOB_00030861","ZFC3H1","Porites lobata","A0ABN8MV42",59.653,461,179,4,3,461,2,457,0,543
"FUN_038105-T1","C3H1-type domain-containing protein","PLOB_00035750","ZFC3H1","Porites lobata","A0ABN8MVQ5",43.6,2922,1409,69,460,3274,901,3690,0,2201
"FUN_000895-T1","C3H1-type domain-containing protein","PLOB_00002629","ZFC3H1","Porites lobata","A0ABN8N7E6",70.447,291,72,6,1,278,1,290,2.71e-132,376
"FUN_016708-T1","C3H1-type domain-containing protein","PLOB_00022053","ZFC3H1","Porites lobata","A0ABN8NLF5",79.245,424,83,4,1,421,1,422,0,549
"FUN_011876-T1","C3H1-type domain-containing protein","PLOB_00049275","ZFC3H1","Porites lobata","A0ABN8PWR5",57.303,801,294,14,1,773,1,781,0,844
"FUN_032815-T1","C3H1-type domain-containing protein","PLOB_00027635","ZFC3H1","Porites lobata","A0ABN8RUA0",70.016,617,163,9,1,602,1,610,0,857
"FUN_015450-T1","C3H1-type domain-containing protein","PEVE_00028906","ZFC3H1","Porites evermanni","A0ABN8STI4",34.911,338,172,4,161,452,64,399,2.16e-69,231
"FUN_004415-T1","C3H1-type domain-containing protein","PEVE_00028020","ZFC3H1","Porites evermanni","A0ABN8SXS4",55.965,461,185,6,3,450,2,457,6.43e-173,493
"FUN_004415-T1","C3H1-type domain-containing protein","PEVE_00033986","ZFC3H1","Porites evermanni","A0ABN8T119",57.353,408,167,4,18,423,55,457,1.74e-161,463
"FUN_000895-T1","C3H1-type domain-containing protein","NEMVEDRAFT_v1g242949","ZFC3H1","Nematostella vectensis","A7S573",50.69,290,104,10,34,309,26,290,7.43e-79,241
"FUN_041498-T1","C3H1-type domain-containing protein","NEMVEDRAFT_v1g210446","ZFC3H1","Nematostella vectensis","A7SD65",71.179,229,56,4,1,221,6,232,3.62e-110,323
"FUN_041731-T1","Integrator complex subunit 10","INTS10","INTS10","Stylophora pistillata","A0A2B4RL22",68.961,741,221,3,12,749,9,743,0,1051
"FUN_041731-T1","Integrator complex subunit 10","pdam_00020400","INTS10","Pocillopora damicornis","A0A3M6UR45",68.344,755,205,6,12,752,9,743,0,1047
"FUN_041731-T1","Integrator complex subunit 10","LOC116301585","INTS10","Actinia tenebrosa","A0A6P8IIL6",51.187,758,332,12,17,760,10,743,0,743
"FUN_041731-T1","Integrator complex subunit 10","PACLA_8A028259","INTS10","Paramuricea clavata","A0A7D9DCJ8",38.663,688,370,12,1,653,72,742,6.23e-151,454
"FUN_041731-T1","Integrator complex subunit 10","INTS10 OS=Exaiptasia diaphana OX=2652724","INTS10","Exaiptasia diaphana","A0A913XFC5",46.759,432,207,10,262,690,330,741,3.78e-115,363
"FUN_041731-T1","Integrator complex subunit 10","INTS10","INTS10","Desmophyllum pertusum","A0A9W9Y953",73.504,351,91,1,301,651,395,743,0,532
"FUN_041731-T1","Integrator complex subunit 10","P5673_001020","INTS10","Acropora cervicornis","A0AAD9R5R9",87.798,754,54,5,1,727,1,743,0,1330
"FUN_041731-T1","Integrator complex subunit 10","PMEA_00008300","INTS10","Pocillopora meandrina","A0AAU9WMN8",70.292,754,210,5,1,751,1,743,0,1085
"FUN_041731-T1","Integrator complex subunit 10","LOC100204300","INTS10","Hydra vulgaris","A0ABM4B4R9",30.697,746,432,18,6,677,8,742,2.14e-107,342
"FUN_041731-T1","Integrator complex subunit 10","PLOB_00012379","INTS10","Porites lobata","A0ABN8NDJ1",70.588,748,212,5,3,748,2,743,0,1063
"FUN_041731-T1","Integrator complex subunit 10","PEVE_00006447","INTS10","Porites evermanni","A0ABN8QUE3",71.294,742,204,4,12,751,9,743,0,1067
"FUN_041731-T1","Integrator complex subunit 10","PEVE_00023310","INTS10","Porites evermanni","A0ABN8SKW7",73.442,738,191,3,12,747,9,743,0,1096
"FUN_032825-T1","Integrator complex subunit 10","NEMVEDRAFT_v1g244303","INTS10","Nematostella vectensis","A7SCI1",35.845,438,229,14,718,1140,16,416,2.49e-62,219
"FUN_041731-T2","Integrator complex subunit 10","NEMVEDRAFT_v1g139223","INTS10","Nematostella vectensis","A7SZL1",58.108,148,62,0,5,152,7,154,5.51e-59,194
"FUN_044804-T1","Integrator complex subunit 11","pdam_00006394","INTS11","Pocillopora damicornis","A0A3M6TQM9",82.594,293,49,2,338,630,282,572,5.69e-168,492
"FUN_044804-T1","Integrator complex subunit 11","INTS11 OS=Clytia hemisphaerica OX=252671","INTS11","Clytia hemisphaerica","A0A7M5XBL5",67.759,580,185,2,30,608,1,579,0,849
"FUN_044804-T1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913YHP1",79.216,587,119,2,1,587,1,584,0,1001
"FUN_044804-T1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913YME0",91.404,349,30,0,1,349,1,349,0,697
"FUN_044804-T1","Integrator complex subunit 11","PMEA_00016861","INTS11","Pocillopora meandrina","A0AAU9VQD5",90.592,574,52,2,26,599,1,572,0,1094
"FUN_044804-T1","Integrator complex subunit 11","LOC100202570","INTS11","Hydra vulgaris","A0ABM4DI96",70.833,576,159,3,30,602,1,570,0,870
"FUN_044804-T1","Integrator complex subunit 11","NEMVEDRAFT_v1g179209","INTS11","Nematostella vectensis","A7RL47",83.969,524,75,1,1,515,1,524,0,943
"FUN_044804-T1","Integrator complex subunit 11","CPSF3L","INTS11","Stylophora pistillata","A0A2B4STP1",89.373,574,59,2,30,603,1,572,0,1088
"FUN_044804-T1","Integrator complex subunit 11","LOC116291394","INTS11","Actinia tenebrosa","A0A6P8HHK7",81.076,576,105,2,30,605,1,572,0,1009
"FUN_044804-T1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913X120",79.216,587,119,2,30,616,1,584,0,1001
"FUN_044804-T1","Integrator complex subunit 11","INTS11 OS=Exaiptasia diaphana OX=2652724","INTS11","Exaiptasia diaphana","A0A913XJX1",91.404,349,30,0,30,378,1,349,0,697
"FUN_044804-T1","Integrator complex subunit 11","CPSF3L","INTS11","Desmophyllum pertusum","A0A9X0A702",90.576,573,53,1,30,602,1,572,0,1098
"FUN_037569-T1","Integrator complex subunit 12","INTS12","INTS12","Stylophora pistillata","A0A2B4S4P7",70.112,358,95,7,1,350,1,354,5.14e-167,469
"FUN_037569-T1","Integrator complex subunit 12","LOC116301812","INTS12","Actinia tenebrosa","A0A6P8IJ32",45.706,361,181,7,1,353,1,354,5.74e-93,281
"FUN_037569-T1","Integrator complex subunit 12","PACLA_8A067057","INTS12","Paramuricea clavata","A0A6S7HK16",36.885,366,177,18,22,364,9,343,2.34e-49,169
"FUN_037569-T1","Integrator complex subunit 12","INTS12 OS=Exaiptasia diaphana OX=2652724","INTS12","Exaiptasia diaphana","A0A913YKG6",44.875,361,169,10,17,361,8,354,2.41e-88,270
"FUN_037569-T1","Integrator complex subunit 12","INTS12","INTS12","Desmophyllum pertusum","A0A9X0CZE9",63.102,374,111,5,1,367,1,354,9.89e-157,444
"FUN_037569-T1","Integrator complex subunit 12","P5673_007265","INTS12","Acropora cervicornis","A0AAD9VBW7",94.751,362,11,1,1,362,1,354,0,699
"FUN_037569-T1","Integrator complex subunit 12","PMEA_00007650","INTS12","Pocillopora meandrina","A0AAU9WL65",69.832,358,96,7,18,367,1,354,7.66e-165,465
"FUN_037569-T1","Integrator complex subunit 12","PEVE_00035301","INTS12","Porites evermanni","A0ABN8MNQ2",74.79,357,83,6,1,353,1,354,3.27e-180,503
"FUN_037569-T1","Integrator complex subunit 12","PLOB_00038393","INTS12","Porites lobata","A0ABN8P772",74.23,357,85,6,1,353,1,354,2.12e-178,498
"FUN_024863-T1","Integrator complex subunit 13","P5673_029862","INTS13","Acropora cervicornis","A0AAD9PVE8",85.928,668,21,3,1,595,1,668,0,1161
"FUN_024863-T1","Integrator complex subunit 13 isoform X2","LOC100197579","INTS13","Hydra vulgaris","A0ABM4D3E2",38.981,726,360,15,10,685,11,703,2.46e-159,476
