,source,target,region,Alignment,energy,total_bp_shared,query_similar,subject_similar,PCC.cor,PCC_magnitude,PCC_direction,p_value
72,peve-mir-100,Peve_00000226,CDS,Peve_00000226;2 17;25698 25722,-21.83,18,72.22%,72.22%,0.999909726776791,0.999909726776791,1,0.00855416971793389
73,peve-mir-100,Peve_00000536,CDS,Peve_00000536;2 21;16316 16341,-24.9,23,65.22%,73.91%,0.999910457964593,0.999910457964593,1,0.0085194555748794
74,peve-mir-100,Peve_00001544,CDS,Peve_00001544;2 21;3282 3302,-23.08,19,63.16%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793915
75,peve-mir-100,Peve_00001636,CDS,Peve_00001636;2 21;3989 4014,-23.57,23,69.57%,69.57%,0.999909726776791,0.999909726776791,1,0.00855416971793915
76,peve-mir-100,Peve_00001859,CDS,Peve_00001859;2 19;14629 14648,-20.48,17,76.47%,82.35%,0.999909726776791,0.999909726776791,1,0.00855416971793915
77,peve-mir-100,Peve_00002111,CDS,Peve_00002111;2 12;6428 6449,-22.64,10,80.00%,90.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
78,peve-mir-100,Peve_00002130,CDS,Peve_00002130;2 20;18683 18702,-24.16,18,72.22%,83.33%,0.999909726776791,0.999909726776791,1,0.00855416971793389
79,peve-mir-100,Peve_00002245,CDS,Peve_00002245;2 21;15594 15618,-20.32,23,69.57%,69.57%,0.999909726776791,0.999909726776791,1,0.00855416971793915
80,peve-mir-100,Peve_00003793,CDS,Peve_00003793;2 20;1942 1962,-25.62,18,77.78%,88.89%,0.999909726776791,0.999909726776791,1,0.00855416971793915
81,peve-mir-100,Peve_00004232,CDS,Peve_00004232;2 20;1398 1421,-22.27,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
82,peve-mir-100,Peve_00005112,CDS,Peve_00005112;2 14;7167 7188,-22.16,12,75.00%,75.00%,0.999914846341146,0.999914846341146,1,0.00830806449585902
83,peve-mir-100,Peve_00004764,CDS,Peve_00004764;2 21;8716 8738,-25.08,20,70.00%,80.00%,0.999909726776791,0.999909726776791,1,0.00855416971794441
84,peve-mir-100,Peve_00005214,CDS,Peve_00005214;2 19;1775 1795,-22.04,17,76.47%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971792863
85,peve-mir-100,Peve_00005214,CDS,Peve_00005214;2 19;2214 2241,-25.71,23,73.91%,73.91%,0.999909726776791,0.999909726776791,1,0.00855416971792863
86,peve-mir-100,Peve_00005941,CDS,Peve_00005941;2 13;41063 41084,-23.21,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793915
87,peve-mir-100,Peve_00007688,CDS,Peve_00007688;2 19;212 233,-25.62,17,64.71%,76.47%,0.99996576416501,0.99996576416501,1,0.0052678915078678
88,peve-mir-100,Peve_00008195,CDS,Peve_00008195;2 16;8765 8788,-20.57,16,75.00%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
89,peve-mir-100,Peve_00008266,CDS,Peve_00008266;2 21;1551 1571,-25.93,19,68.42%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793915
90,peve-mir-100,Peve_00008387,CDS,Peve_00008387;2 20;493 511,-22.99,18,72.22%,72.22%,0.999946883222669,0.999946883222669,1,0.0065616475953019
91,peve-mir-100,Peve_00009220,CDS,Peve_00009220;2 21;2547 2569,-20.44,20,60.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
92,peve-mir-100,Peve_00008801,CDS,Peve_00008801;2 19;934 957,-24.83,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915
93,peve-mir-100,Peve_00009822,CDS,Peve_00009822;2 21;136 156,-25.12,19,68.42%,73.68%,0.999955273448146,0.999955273448146,1,0.00602115002709614
94,peve-mir-100,Peve_00009873,CDS,Peve_00009873;2 15;5838 5858,-23.48,13,76.92%,84.62%,0.999959878657719,0.999959878657719,1,0.00570274956330863
95,peve-mir-100,Peve_00010154,CDS,Peve_00010154;2 11;20439 20460,-20.58,9,88.89%,88.89%,0.999910964622944,0.999910964622944,1,0.00849531807985483
96,peve-mir-100,Peve_00010305,CDS,Peve_00010305;2 21;1565 1586,-27.48,19,78.95%,89.47%,0.999909726776791,0.999909726776791,1,0.00855416971793389
97,peve-mir-100,Peve_00010307,CDS,Peve_00010307;2 21;1565 1586,-27.48,19,78.95%,89.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915
98,peve-mir-100,Peve_00010322,CDS,Peve_00010322;2 20;257 277,-20.84,18,72.22%,72.22%,0.999909726776791,0.999909726776791,1,0.00855416971794441
99,peve-mir-100,Peve_00010717,CDS,Peve_00010717;2 11;5807 5828,-21.85,9,88.89%,88.89%,0.999909726776791,0.999909726776791,1,0.00855416971793915
100,peve-mir-100,Peve_00010778,CDS,Peve_00010778;2 21;10393 10411,-20.65,19,73.68%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915
101,peve-mir-100,Peve_00011363,CDS,Peve_00011363;2 10;6629 6650,-20.49,8,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
102,peve-mir-100,Peve_00011528,CDS,Peve_00011528;2 21;11134 11153,-21.52,19,73.68%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793389
103,peve-mir-100,Peve_00011528,CDS,Peve_00011528;2 21;7917 7941,-22.48,22,72.73%,72.73%,0.999909726776791,0.999909726776791,1,0.00855416971793389
104,peve-mir-100,Peve_00011946,CDS,Peve_00011946;2 21;6951 6976,-24.37,23,65.22%,65.22%,0.999909726776791,0.999909726776791,1,0.00855416971793915
105,peve-mir-100,Peve_00012115,CDS,Peve_00012115;2 20;2452 2474,-20.65,19,63.16%,78.95%,0.999910871663019,0.999910871663019,1,0.00849975187831585
106,peve-mir-100,Peve_00013085,CDS,Peve_00013085;2 21;8369 8388,-22.38,19,73.68%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793915
107,peve-mir-100,Peve_00013573,CDS,Peve_00013573;2 21;7606 7627,-20.7,19,57.89%,68.42%,0.999909726776791,0.999909726776791,1,0.00855416971793915
108,peve-mir-100,Peve_00014007,CDS,Peve_00014007;2 12;3520 3541,-24.38,10,90.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
109,peve-mir-100,Peve_00015040,CDS,Peve_00015040;2 21;3322 3348,-25.18,24,75.00%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
110,peve-mir-100,Peve_00016327,CDS,Peve_00016327;2 20;3532 3554,-23.86,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915
111,peve-mir-100,Peve_00016327,CDS,Peve_00016327;2 20;825 847,-23.86,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915
112,peve-mir-100,Peve_00016655,CDS,Peve_00016655;2 20;10152 10173,-20.36,18,66.67%,66.67%,0.999909726776791,0.999909726776791,1,0.00855416971793915
113,peve-mir-100,Peve_00017013,CDS,Peve_00017013;2 13;3299 3320,-22.28,11,81.82%,81.82%,0.999909726776791,0.999909726776791,1,0.00855416971793389
114,peve-mir-100,Peve_00017537,CDS,Peve_00017537;2 16;6556 6577,-21.34,14,78.57%,85.71%,0.99996273202871,0.99996273202871,1,0.00549622300675805
115,peve-mir-100,Peve_00017537,CDS,Peve_00017537;2 16;7507 7528,-21.34,14,78.57%,85.71%,0.99996273202871,0.99996273202871,1,0.00549622300675805
116,peve-mir-100,Peve_00017626,CDS,Peve_00017626;2 19;7281 7302,-22.16,17,70.59%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915
117,peve-mir-100,Peve_00018050,CDS,Peve_00018050;2 21;5382 5402,-26.85,19,84.21%,89.47%,0.999909726776791,0.999909726776791,1,0.00855416971793389
118,peve-mir-100,Peve_00018512,CDS,Peve_00018512;2 21;3123 3145,-24.92,20,65.00%,70.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
119,peve-mir-100,Peve_00018567,CDS,Peve_00018567;2 14;1584 1605,-21.88,12,75.00%,91.67%,0.999909726776791,0.999909726776791,1,0.00855416971793915
120,peve-mir-100,Peve_00019043,CDS,Peve_00019043;2 21;1411 1429,-21.04,19,68.42%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793915
121,peve-mir-100,Peve_00019304,CDS,Peve_00019304;2 13;19920 19941,-23.69,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793915
122,peve-mir-100,Peve_00019304,CDS,Peve_00019304;2 19;18500 18521,-21.17,17,70.59%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971793915
123,peve-mir-100,Peve_00019304,CDS,Peve_00019304;2 20;16534 16554,-24.7,19,78.95%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793915
124,peve-mir-100,Peve_00019614,CDS,Peve_00019614;2 19;21890 21911,-22.16,17,70.59%,76.47%,0.999909726776791,0.999909726776791,1,0.00855416971794441
125,peve-mir-100,Peve_00020003,CDS,Peve_00020003;2 18;4141 4165,-23.86,19,73.68%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971794441
126,peve-mir-100,Peve_00020149,CDS,Peve_00020149;2 11;1212 1233,-20.6,9,88.89%,88.89%,0.99989178672184,0.99989178672184,1,0.00936567997820576
127,peve-mir-100,Peve_00020151,CDS,Peve_00020151;2 21;2151 2179,-23.56,26,65.38%,69.23%,0.999909726776791,0.999909726776791,1,0.00855416971793915
128,peve-mir-100,Peve_00020080,CDS,Peve_00020080;2 21;6446 6471,-23.49,23,60.87%,73.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389
129,peve-mir-100,Peve_00013358,CDS,Peve_00013358;2 17;2104 2126,-20.85,16,75.00%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
130,peve-mir-100,Peve_00020314,CDS,Peve_00020314;2 9;781 802,-23,7,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
131,peve-mir-100,Peve_00020723,CDS,Peve_00020723;2 19;4394 4416,-20.42,18,66.67%,72.22%,0.999909726776791,0.999909726776791,1,0.00855416971794441
132,peve-mir-100,Peve_00020864,CDS,Peve_00020864;2 16;1489 1512,-20.1,16,75.00%,81.25%,0.999909726776791,0.999909726776791,1,0.00855416971793915
133,peve-mir-100,Peve_00020874,CDS,Peve_00020874;2 10;27661 27682,-21.21,8,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
134,peve-mir-100,Peve_00021597,CDS,Peve_00021597;2 21;6330 6349,-27.14,19,84.21%,84.21%,0.999909726776791,0.999909726776791,1,0.00855416971793915
135,peve-mir-100,Peve_00021762,CDS,Peve_00021762;2 21;8046 8065,-20.91,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915
136,peve-mir-100,Peve_00021789,CDS,Peve_00021789;2 12;7110 7130,-21.54,10,90.00%,90.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
137,peve-mir-100,Peve_00021789,CDS,Peve_00021789;2 16;7658 7683,-24.06,18,66.67%,77.78%,0.999909726776791,0.999909726776791,1,0.00855416971793389
138,peve-mir-100,Peve_00021681,CDS,Peve_00021681;2 18;217 236,-21.33,16,75.00%,81.25%,0.999909726776791,0.999909726776791,1,0.00855416971794441
139,peve-mir-100,Peve_00022627,CDS,Peve_00022627;2 21;8324 8341,-22.89,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793389
140,peve-mir-100,Peve_00022730,CDS,Peve_00022730;2 11;113 134,-20.73,9,88.89%,100.00%,0.999983602976637,0.999983602976637,1,0.00364567728204132
141,peve-mir-100,Peve_00022785,CDS,Peve_00022785;2 20;7079 7100,-23.63,18,72.22%,72.22%,0.999909726776791,0.999909726776791,1,0.00855416971793915
142,peve-mir-100,Peve_00022766,CDS,Peve_00022766;2 10;6290 6311,-20.14,8,100.00%,100.00%,0.999975210971309,0.999975210971309,1,0.00448255650740406
143,peve-mir-100,Peve_00022891,CDS,Peve_00022891;2 13;2238 2259,-20.8,11,90.91%,90.91%,0.999909726776791,0.999909726776791,1,0.00855416971793389
144,peve-mir-100,Peve_00023166,CDS,Peve_00023166;2 21;1356 1381,-21.38,24,62.50%,66.67%,0.999909726776791,0.999909726776791,1,0.00855416971793915
145,peve-mir-100,Peve_00024385,CDS,Peve_00024385;2 11;1576 1597,-21.4,9,100.00%,100.00%,0.999909726776791,0.999909726776791,1,0.00855416971793389
146,peve-mir-100,Peve_00024625,CDS,Peve_00024625;2 18;6312 6334,-22.04,17,76.47%,82.35%,0.999909726776791,0.999909726776791,1,0.00855416971792863
147,peve-mir-100,Peve_00025704,CDS,Peve_00025704;2 20;532 554,-24.01,19,73.68%,73.68%,0.999909726776791,0.999909726776791,1,0.00855416971793389
148,peve-mir-100,Peve_00026246,CDS,Peve_00026246;2 20;174 194,-20.67,18,72.22%,77.78%,0.999909726776791,0.999909726776791,1,0.00855416971794441
149,peve-mir-100,Peve_00022430,CDS,Peve_00022430;2 21;6500 6525,-24.37,23,65.22%,65.22%,0.999909726776791,0.999909726776791,1,0.00855416971793915
150,peve-mir-100,Peve_00022430,CDS,Peve_00022430;2 21;6779 6804,-24.37,23,65.22%,65.22%,0.999909726776791,0.999909726776791,1,0.00855416971793915
151,peve-mir-100,Peve_00022430,CDS,Peve_00022430;2 21;29922 29945,-21.27,21,61.90%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915
152,peve-mir-100,Peve_00027017,CDS,Peve_00027017;2 21;3165 3185,-21.38,20,75.00%,75.00%,0.999999471445474,0.999999471445474,1,0.000654545796278981
153,peve-mir-100,Peve_00027965,CDS,Peve_00027965;2 21;2690 2716,-26.06,24,66.67%,70.83%,0.999909726776791,0.999909726776791,1,0.00855416971793389
154,peve-mir-100,Peve_00028079,CDS,Peve_00028079;2 19;1550 1572,-20.42,18,66.67%,72.22%,0.999909726776791,0.999909726776791,1,0.00855416971794441
155,peve-mir-100,Peve_00028300,CDS,Peve_00028300;2 17;3185 3207,-29.83,16,87.50%,93.75%,0.999909726776791,0.999909726776791,1,0.00855416971793915
156,peve-mir-100,Peve_00028477,CDS,Peve_00028477;2 20;1158 1183,-23.25,22,63.64%,68.18%,0.999909726776791,0.999909726776791,1,0.00855416971793915
157,peve-mir-100,Peve_00028884,CDS,Peve_00028884;2 21;6460 6482,-21.11,20,70.00%,75.00%,0.999909726776791,0.999909726776791,1,0.00855416971793915
158,peve-mir-100,Peve_00030753,CDS,Peve_00030753;2 9;1553 1574,-20.96,7,100.00%,100.00%,0.999964126437774,0.999964126437774,1,0.00539241950765597
159,peve-mir-100,Peve_00030801,CDS,Peve_00030801;2 17;13675 13699,-27.26,18,83.33%,83.33%,0.999909726776791,0.999909726776791,1,0.00855416971793915
160,peve-mir-100,Peve_00031172,CDS,Peve_00031172;2 21;15880 15901,-20.83,19,68.42%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915
161,peve-mir-100,Peve_00031172,CDS,Peve_00031172;2 21;10289 10310,-24.22,19,73.68%,78.95%,0.999909726776791,0.999909726776791,1,0.00855416971793915
162,peve-mir-100,Peve_00031233,CDS,Peve_00031233;2 21;8891 8914,-23.49,21,66.67%,71.43%,0.999909726776791,0.999909726776791,1,0.00855416971793915
163,peve-mir-100,Peve_00031679,CDS,Peve_00031679;2 20;8133 8160,-23.52,24,62.50%,66.67%,0.999909726776791,0.999909726776791,1,0.00855416971793389
164,peve-mir-100,Peve_00032175,CDS,Peve_00032175;2 20;1133 1155,-24.4,19,63.16%,68.42%,0.999909726776791,0.999909726776791,1,0.00855416971793915
165,peve-mir-100,Peve_00032218,CDS,Peve_00032218;2 21;622 648,-28.79,24,66.67%,70.83%,0.999909726776791,0.999909726776791,1,0.00855416971793389
166,peve-mir-100,Peve_00032614,CDS,Peve_00032614;2 15;17228 17250,-25.3,14,78.57%,78.57%,0.999989663831242,0.999989663831242,1,0.00289451157471858
167,peve-mir-100,Peve_00032739,CDS,Peve_00032739;2 20;2375 2398,-24.29,20,65.00%,70.00%,0.999970447939082,0.999970447939082,1,0.00489429426099903
