"","V1","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","V4.y","PCC.cor","p_value","adjusted_p_value"
"18","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000001:8864632-8864831",159,-20.43,2,20,93,114,18,"72.22%","77.78%","Pocillopora_meandrina_HIv1___TS.g28780.t1",NA,NA,NA
"19","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:10958353-10959353",162,-22.28,2,21,24,44,19,"68.42%","89.47%","Pocillopora_meandrina_HIv1___TS.g1030.t3",0.0413713807270643,0.947339352435572,0.999610930147471
"20","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:15013273-15014273",149,-20.8,2,21,484,510,24,"70.83%","70.83%","Pocillopora_meandrina_HIv1___RNAseq.g7669.t1a",-0.204304159496662,0.741693000496165,0.984861897367748
"21","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:4862537-4863090",159,-20.38,2,21,458,481,21,"71.43%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g6838.t1",0.166141349931606,0.789439510430903,0.99019648649664
"22","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:4862537-4863090",159,-20.38,2,21,458,481,21,"71.43%","76.19%","Pocillopora_meandrina_HIv1___TS.g580.t1",0.298933675497424,0.625133042529134,0.977982859683049
"23","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:6137470-6138470",144,-20.3,2,19,289,309,17,"70.59%","70.59%","Pocillopora_meandrina_HIv1___TS.g664.t1",-0.741009632836905,0.151922838186248,0.884628771942152
"24","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:9804337-9805337",152,-22.64,2,21,320,341,19,"57.89%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g7188.t1",-0.741009632836905,0.151922838186248,0.884628771942152
"25","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:9836558-9837558",159,-21.31,2,21,349,371,20,"70.00%","80.00%","Pocillopora_meandrina_HIv1___TS.g933.t1",-0.985707447203347,0.00204675233781541,0.667107103030161
"26","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000002:9836566-9837566",159,-21.31,2,21,341,363,20,"70.00%","80.00%","Pocillopora_meandrina_HIv1___TS.g934.t1",-0.831943392519504,0.0805850853536322,0.825560640900936
"27","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:11378241-11379241",152,-21.06,2,20,176,199,21,"71.43%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g16066.t1",NA,NA,NA
"28","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:11382067-11383067",163,-21.03,2,20,692,713,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g16067.t1",0.181660849258904,0.76998075913896,0.987293955905966
"29","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:12350587-12351587",156,-20.22,2,13,678,699,11,"90.91%","100.00%","Pocillopora_meandrina_HIv1___TS.g11157.t1",NA,NA,NA
"30","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:14159940-14160334",156,-22.63,2,21,45,64,19,"73.68%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g16262.t1",0.274601261699513,0.654811969821886,0.977982859683049
"31","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:14159940-14160334",156,-22.63,2,21,45,64,19,"73.68%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g16263.t1",NA,NA,NA
"32","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:14159940-14160334",156,-22.63,2,21,45,64,19,"73.68%","84.21%","Pocillopora_meandrina_HIv1___TS.g11289.t1",-0.311746641402588,0.609598297770533,0.976732732570472
"33","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:1839701-1840701",145,-20.86,2,10,745,766,8,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g15280.t1",-0.346159484868921,0.568223584284576,0.975202448828972
"34","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:3813049-3814049",160,-24.18,2,13,660,681,11,"100.00%","100.00%","Pocillopora_meandrina_HIv1___RNAseq.g15488.t1",NA,NA,NA
"35","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:5087396-5088396",158,-22.7,2,19,327,348,17,"70.59%","82.35%","Pocillopora_meandrina_HIv1___RNAseq.g15546.t1",-0.451599742978902,0.445195971784437,0.97024921967979
"36","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:5940971-5941708",151,-22.59,2,20,96,116,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g15623.t1b",0.580662465079295,0.304629617250351,0.953095941815672
"37","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000003:6112830-6113830",159,-24.41,2,18,810,830,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g15638.t2",-0.479348846094933,0.413927276585973,0.969384112656508
"38","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:11568902-11569902",165,-23.09,2,18,19,40,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g25007.t1",NA,NA,NA
"39","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:11808266-11809266",165,-23.09,2,18,19,40,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g25014.t1",NA,NA,NA
"40","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:12151530-12152530",154,-22.84,2,17,27,47,15,"80.00%","86.67%","Pocillopora_meandrina_HIv1___RNAseq.g25027.t1",NA,NA,NA
"41","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:12435950-12436950",163,-21.03,2,20,104,125,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___TS.g12966.t1",NA,NA,NA
"42","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:12973091-12974091",163,-21.03,2,20,801,822,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g25049.t1",NA,NA,NA
"43","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:13038281-13039281",165,-23.09,2,18,19,40,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g25050.t1",NA,NA,NA
"44","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:14085901-14086901",155,-20.37,2,17,577,599,16,"75.00%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g25124.t1",0.902074662164159,0.03624033280485,0.757701026778115
"45","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:3336335-3337335",153,-21.45,2,21,503,522,19,"68.42%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g24425.t1",0.420009744915165,0.48139480755508,0.971570414467084
"46","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:3506607-3507607",163,-21.29,2,20,737,758,18,"66.67%","88.89%","Pocillopora_meandrina_HIv1___TS.g12384.t1",0.500020029453494,0.390980133470286,0.967903306776112
"47","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:6073382-6074382",149,-20.43,2,18,820,841,16,"62.50%","81.25%","Pocillopora_meandrina_HIv1___RNAseq.g24594.t1",0.123582740074674,0.843051018392366,0.994781650894073
"48","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:6363535-6364535",149,-20.14,2,18,587,608,16,"62.50%","81.25%","Pocillopora_meandrina_HIv1___TS.g12556.t1",0.349615379547252,0.564098256760108,0.974694149822061
"49","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000004:9933952-9934952",162,-23.1,2,19,76,97,17,"76.47%","82.35%","Pocillopora_meandrina_HIv1___TS.g12820.t1",0.00750562645129105,0.990443629321253,0.999610930147471
"50","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:10110752-10111752",159,-23.79,2,18,63,83,16,"81.25%","87.50%","Pocillopora_meandrina_HIv1___RNAseq.g23679.t1",0.209526600465107,0.735187491311422,0.983628803736785
"51","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:12783953-12784953",155,-25.16,2,21,293,317,22,"68.18%","72.73%","Pocillopora_meandrina_HIv1___RNAseq.g23950.t1",-0.40855454402561,0.494669413224813,0.973552982047016
"52","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:1329604-1330604",152,-20.29,2,13,539,560,11,"90.91%","90.91%","Pocillopora_meandrina_HIv1___RNAseq.g22981.t1",0.467340511181921,0.427395304081068,0.97024921967979
"53","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:13541857-13542857",153,-20.28,2,19,274,296,18,"66.67%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g24031.t1",0.585739570260821,0.299378441386221,0.952219926110793
"54","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:3943631-3944631",160,-25.91,2,18,474,497,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___TS.g16090.t1",NA,NA,NA
"55","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:40700-41700",156,-20.93,2,21,980,1000,19,"63.16%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g22857.t1",-0.338775252943874,0.577056919365668,0.975565186108737
"56","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:4276107-4277107",155,-21.67,2,20,335,354,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___TS.g16118.t1",0.13638036569806,0.826894924780911,0.994770429144229
"57","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:4276107-4277107",157,-21.67,2,20,520,543,20,"75.00%","80.00%","Pocillopora_meandrina_HIv1___TS.g16118.t1",0.13638036569806,0.826894924780911,0.994770429144229
"58","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:4871252-4872252",148,-21.54,2,13,639,660,11,"81.82%","90.91%","Pocillopora_meandrina_HIv1___TS.g16178.t1",NA,NA,NA
"59","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:4876966-4877505",155,-22.06,2,18,273,296,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g23300.t1",0.652391434545155,0.232764035067113,0.926947473179405
"60","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:500105-500841",154,-20.8,2,19,681,702,17,"70.59%","76.47%","Pocillopora_meandrina_HIv1___RNAseq.g22908.t1",0.510570441495798,0.379388095432878,0.967903306776112
"61","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:500105-500841",154,-20.8,2,19,681,702,17,"70.59%","76.47%","Pocillopora_meandrina_HIv1___RNAseq.g22909.t1",-0.111344508316679,0.858525247054058,0.996067076900065
"62","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000005:9202156-9203156",148,-21.18,2,21,260,279,19,"73.68%","73.68%","Pocillopora_meandrina_HIv1___RNAseq.g23590.t1",-0.0185859602409721,0.976336982943924,0.999610930147471
"63","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:10154697-10155697",163,-21.03,2,20,52,73,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___TS.g15059.t1",-0.395141690822487,0.510307473338687,0.973552982047016
"64","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:1645079-1646079",156,-24.68,2,18,752,775,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g26799.t1",-0.369647139024547,0.540299993259237,0.973552982047016
"65","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:2153089-2154089",154,-24.71,2,21,785,812,25,"64.00%","76.00%","Pocillopora_meandrina_HIv1___RNAseq.g26882.t1",-0.831359568480343,0.0809978648324878,0.825560640900936
"66","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:2460889-2461416",151,-20.5,2,18,306,329,18,"77.78%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g26920.t1",NA,NA,NA
"67","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:3814995-3815995",155,-20.18,2,21,307,329,20,"65.00%","80.00%","Pocillopora_meandrina_HIv1___TS.g14424.t1",-0.826993697565456,0.0841051344450194,0.830511011752535
"68","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:4530350-4530447",156,-24.09,2,19,74,97,19,"78.95%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g27152.t1",NA,NA,NA
"69","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:4530350-4530447",156,-24.09,2,19,74,97,19,"78.95%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g27153.t1",0.235251092922023,0.703255234784875,0.982185628634329
"70","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:4612548-4613548",162,-21.58,2,21,16,36,19,"73.68%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g27161.t1",-0.237297334769972,0.700723646201994,0.982185628634329
"71","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:6016625-6016803",154,-21.7,2,17,108,128,15,"73.33%","93.33%","Pocillopora_meandrina_HIv1___RNAseq.g27316.t1",NA,NA,NA
"72","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:6016625-6016803",154,-21.7,2,17,108,128,15,"73.33%","93.33%","Pocillopora_meandrina_HIv1___TS.g14662.t1",NA,NA,NA
"73","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:6854625-6855625",157,-20.93,2,19,48,70,18,"66.67%","88.89%","Pocillopora_meandrina_HIv1___RNAseq.g27408.t1",0.228895963088438,0.711125907660309,0.982185628634329
"74","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:7383765-7384765",167,-26.94,2,16,60,81,14,"92.86%","92.86%","Pocillopora_meandrina_HIv1___RNAseq.g27468.t1",0.674517969556152,0.211686369580685,0.917362767147855
"75","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000006:9857954-9858954",153,-20.03,2,21,254,273,19,"73.68%","73.68%","Pocillopora_meandrina_HIv1___RNAseq.g27687.t1",NA,NA,NA
"76","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000007:12846290-12847290",156,-21.42,2,18,269,292,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___TS.g24824.t1",-0.47393990148617,0.419981496222355,0.969520384042384
"77","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000007:12857510-12858510",146,-21.45,2,20,474,501,24,"62.50%","66.67%","Pocillopora_meandrina_HIv1___RNAseq.g6115.t1",-0.239048356857591,0.698558333904002,0.982185628634329
"78","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000007:12914235-12915235",164,-22.49,2,21,682,703,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g6121.t1",NA,NA,NA
"79","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000007:12914510-12915235",164,-22.49,2,21,407,428,19,"68.42%","84.21%","Pocillopora_meandrina_HIv1___RNAseq.g6122.t1",NA,NA,NA
"80","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000007:4326743-4327743",157,-21.03,2,21,666,688,21,"71.43%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g5470.t1",-0.454406692997683,0.442009792231534,0.97024921967979
"81","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000007:4953244-4954244",163,-21.03,2,20,52,73,18,"72.22%","83.33%","Pocillopora_meandrina_HIv1___TS.g24272.t1",NA,NA,NA
"82","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:10538462-10539462",161,-24.95,2,18,827,848,16,"75.00%","87.50%","Pocillopora_meandrina_HIv1___TS.g5141.t1",-0.826679632242563,0.0843300440062493,0.831003102964436
"83","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:10830371-10831371",158,-24.18,2,17,218,238,15,"80.00%","93.33%","Pocillopora_meandrina_HIv1___RNAseq.g2649.t1",0.274601261699513,0.654811969821886,0.977982859683049
"84","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:12220857-12221857",161,-23.61,2,21,277,298,20,"80.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g2747.t1",-0.940728314065524,0.0171674364095079,0.674410729954476
"85","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:1818637-1819637",154,-20.8,2,20,125,148,20,"65.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g1773.t1",0.415284905709849,0.486860858786505,0.972943220789498
"86","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:5699755-5700755",149,-20.6,2,20,134,160,23,"65.22%","73.91%","Pocillopora_meandrina_HIv1___RNAseq.g2153.t1",NA,NA,NA
"87","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:7561045-7562045",171,-30.7,2,21,436,460,22,"72.73%","86.36%","Pocillopora_meandrina_HIv1___RNAseq.g2316.t1",0.208338192177219,0.736667225029893,0.983845360912235
"88","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000008:9496961-9497961",160,-21.89,2,21,959,979,20,"75.00%","85.00%","Pocillopora_meandrina_HIv1___RNAseq.g2532.t1",-0.164422078409674,0.791598447390151,0.990537846273095
"89","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000009:10498410-10499410",162,-20.26,2,20,970,993,20,"75.00%","80.00%","Pocillopora_meandrina_HIv1___RNAseq.g14584.t1",0.501518716921605,0.389328442815864,0.967903306776112
"90","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000009:5116567-5117567",152,-20.99,2,19,353,373,17,"70.59%","82.35%","Pocillopora_meandrina_HIv1___RNAseq.g14436.t1",NA,NA,NA
"91","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000010:2421087-2422087",157,-22.25,2,14,12,33,12,"91.67%","91.67%","Pocillopora_meandrina_HIv1___RNAseq.g13130.t1a",-0.36121030089313,0.550299137719103,0.973839008969304
"92","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000010:6724384-6725384",164,-23.52,2,21,487,508,19,"73.68%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g13397.t1",-0.395141690822487,0.510307473338687,0.973552982047016
"93","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000010:919608-920608",159,-21.92,2,20,562,583,18,"72.22%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g12945.t1",NA,NA,NA
"94","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000011:3091036-3092036",164,-20.66,2,19,648,668,17,"82.35%","88.24%","Pocillopora_meandrina_HIv1___TS.g20174.t1",0.100304510048484,0.872502806714995,0.996087148068407
"95","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000011:3143760-3144760",164,-24.04,2,19,331,351,17,"82.35%","88.24%","Pocillopora_meandrina_HIv1___RNAseq.g8441.t1",-0.0540657233989036,0.931194934728998,0.999298432388642
"96","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000011:5453814-5454814",155,-20.08,2,21,617,640,21,"66.67%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g8651.t1",0.610319834476426,0.274296591172863,0.944044924257856
"97","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000011:9651875-9652875",158,-21.04,2,19,355,376,17,"70.59%","82.35%","Pocillopora_meandrina_HIv1___RNAseq.g9003.t1",0.750879201828843,0.143553734959313,0.879710553068766
"98","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000012:1847926-1848926",152,-21.12,2,18,37,59,17,"70.59%","82.35%","Pocillopora_meandrina_HIv1___RNAseq.g9667.t1",-0.819636630435827,0.0894217579853223,0.838945907296157
"99","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000012:4837724-4838724",168,-25.23,2,21,522,543,19,"78.95%","78.95%","Pocillopora_meandrina_HIv1___RNAseq.g9882.t1",0.209158627414724,0.735645627895485,0.983628803736785
"100","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000012:7603502-7604502",154,-22.69,2,17,15,35,15,"80.00%","86.67%","Pocillopora_meandrina_HIv1___RNAseq.g10051.t1",NA,NA,NA
"101","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000012:918144-919144",160,-21.19,2,21,837,858,19,"73.68%","73.68%","Pocillopora_meandrina_HIv1___TS.g23132.t1",0.157869399636264,0.799832522077028,0.991823933489209
"102","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000012:947919-948919",160,-21.19,2,21,837,858,19,"73.68%","73.68%","Pocillopora_meandrina_HIv1___RNAseq.g9600.t1",0.345406426310358,0.569123262683361,0.97542458317668
"103","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000013:3760046-3761046",172,-27.37,2,19,174,194,17,"88.24%","94.12%","Pocillopora_meandrina_HIv1___RNAseq.g3366.t1",NA,NA,NA
"104","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000013:6246362-6247045",155,-21.02,2,17,238,260,16,"75.00%","87.50%","Pocillopora_meandrina_HIv1___TS.g9711.t1",-0.463570066110191,0.43164424431759,0.97024921967979
"105","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000013:9318894-9319894",150,-21,2,21,622,642,19,"68.42%","73.68%","Pocillopora_meandrina_HIv1___RNAseq.g3835.t1",-0.623759536936821,0.260830905464527,0.94038270248135
"106","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000014:3217901-3218901",156,-20.53,2,19,674,694,17,"70.59%","88.24%","Pocillopora_meandrina_HIv1___RNAseq.g26130.t1",0.146010435981506,0.814756424983677,0.993614113248201
"107","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000014:489012-489616",153,-20.62,2,21,38,60,21,"66.67%","80.95%","Pocillopora_meandrina_HIv1___RNAseq.g25875.t1",-0.106557030606121,0.864584560820146,0.996087148068407
"108","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000014:5789508-5790508",166,-27.5,2,20,842,865,20,"75.00%","85.00%","Pocillopora_meandrina_HIv1___TS.g19082.t1",0.217669525486848,0.725058902003567,0.983091069733066
"109","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000014:6074265-6075265",155,-20.2,2,20,873,894,18,"66.67%","77.78%","Pocillopora_meandrina_HIv1___RNAseq.g26354.t1",-0.103609471601145,0.868316729655045,0.996087148068407
"110","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000014:8696201-8697201",167,-22.2,2,20,625,646,18,"77.78%","83.33%","Pocillopora_meandrina_HIv1___RNAseq.g26591.t1",0.753974161770061,0.140958145049383,0.878064874806117
"111","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000016:2827751-2828751",154,-22.61,2,20,754,778,21,"66.67%","76.19%","Pocillopora_meandrina_HIv1___RNAseq.g11417.t1",0.297729724452179,0.626596154871182,0.977982859683049
"112","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000016:7172094-7173094",154,-22.08,2,17,307,330,17,"76.47%","88.24%","Pocillopora_meandrina_HIv1___RNAseq.g11671.t1",-0.584790482871482,0.300358275493747,0.952219926110793
"113","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000016:8464301-8465301",152,-21.77,2,13,98,119,11,"90.91%","90.91%","Pocillopora_meandrina_HIv1___TS.g7851.t1",0.84811060251808,0.0694183550287935,0.812107438575402
"114","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000017:3690892-3691892",151,-20.04,2,13,519,541,12,"91.67%","91.67%","Pocillopora_meandrina_HIv1___RNAseq.g29205.t1",NA,NA,NA
"115","Cluster_1015","Pocillopora_meandrina_HIv1___Sc0000017:4530565-4531565",160,-21.48,2,17,24,45,15,"80.00%","86.67%","Pocillopora_meandrina_HIv1___RNAseq.g29265.t1",NA,NA,NA
