CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
24	24058	2107003	1.13	2131061
25	24028	2124256	1.12	2148284
26	23415	2095220	1.11	2118635
27	23090	2116365	1.08	2139455
28	22884	2127594	1.06	2150478
29	22151	2119863	1.03	2142014
30	21842	2116826	1.02	2138668
31	21556	2137164	1.00	2158720
32	21014	2134919	0.97	2155933
33	20913	2154601	0.96	2175514
34	20495	2143869	0.95	2164364
35	20514	2150779	0.94	2171293
36	20188	2163460	0.92	2183648
37	20023	2178098	0.91	2198121
38	19567	2149557	0.90	2169124
39	19164	2163576	0.88	2182740
40	18821	2169055	0.86	2187876
41	18869	2167659	0.86	2186528
42	18212	2163503	0.83	2181715
43	18807	2176730	0.86	2195537
44	18078	2164345	0.83	2182423
45	18117	2185429	0.82	2203546
46	18323	2180302	0.83	2198625
47	17944	2161600	0.82	2179544
48	17990	2172508	0.82	2190498
49	18030	2171978	0.82	2190008
50	18084	2151042	0.83	2169126
51	17854	2155761	0.82	2173615
52	17885	2162600	0.82	2180485
53	18028	2150188	0.83	2168216
54	17935	2138747	0.83	2156682
55	18080	2140317	0.84	2158397
56	18025	2125148	0.84	2143173
57	18184	2129340	0.85	2147524
58	18253	2116902	0.85	2135155
59	18114	2097189	0.86	2115303
60	18729	2095607	0.89	2114336
61	18981	2088148	0.90	2107129
62	18961	2059867	0.91	2078828
63	19549	2062654	0.94	2082203
64	19591	2051950	0.95	2071541
65	19234	2028130	0.94	2047364
66	19739	2017966	0.97	2037705
67	19832	2012779	0.98	2032611
68	19942	1989578	0.99	2009520
69	20223	1980143	1.01	2000366
70	19994	1954812	1.01	1974806
71	20583	1941161	1.05	1961744
72	20557	1929226	1.05	1949783
73	20851	1910382	1.08	1931233
74	20660	1878233	1.09	1898893
75	20957	1872999	1.11	1893956
76	20834	1854044	1.11	1874878
77	20908	1834001	1.13	1854909
78	21401	1812401	1.17	1833802
79	21632	1799789	1.19	1821421
80	21574	1765095	1.21	1786669
81	21803	1765485	1.22	1787288
82	21898	1732473	1.25	1754371
83	21686	1711255	1.25	1732941
84	21741	1694758	1.27	1716499
85	22227	1679172	1.31	1701399
86	22000	1651171	1.31	1673171
87	22365	1636689	1.35	1659054
88	22238	1608428	1.36	1630666
89	22553	1585296	1.40	1607849
90	22351	1566502	1.41	1588853
91	22642	1541396	1.45	1564038
92	22609	1517135	1.47	1539744
93	22524	1501390	1.48	1523914
94	22412	1472599	1.50	1495011
95	22440	1448742	1.53	1471182
96	22341	1432192	1.54	1454533
97	22420	1412174	1.56	1434594
98	22489	1383501	1.60	1405990
99	22516	1362239	1.63	1384755
100	22415	1336200	1.65	1358615
101	22212	1314378	1.66	1336590
102	21956	1291564	1.67	1313520
103	22262	1274951	1.72	1297213
104	22258	1246274	1.75	1268532
105	22195	1230848	1.77	1253043
106	22027	1205560	1.79	1227587
107	21625	1182273	1.80	1203898
108	21485	1164176	1.81	1185661
109	21635	1142792	1.86	1164427
110	20810	1116055	1.83	1136865
111	21376	1098892	1.91	1120268
112	21232	1075905	1.94	1097137
113	20934	1055545	1.94	1076479
114	20661	1034968	1.96	1055629
115	20946	1012042	2.03	1032988
116	20428	997243	2.01	1017671
117	20417	980870	2.04	1001287
118	20237	956466	2.07	976703
119	19961	934330	2.09	954291
120	19892	917915	2.12	937807
121	19377	902091	2.10	921468
122	19176	877446	2.14	896622
123	19291	863784	2.18	883075
124	19028	840732	2.21	859760
125	18992	822942	2.26	841934
126	18460	809788	2.23	828248
127	18395	792223	2.27	810618
128	18231	771343	2.31	789574
129	18015	757687	2.32	775702
130	17764	736613	2.35	754377
131	17488	719944	2.37	737432
132	17352	706293	2.40	723645
133	17037	692334	2.40	709371
134	17004	671043	2.47	688047
135	16675	657106	2.47	673781
136	16450	643702	2.49	660152
137	16114	626287	2.51	642401
138	15998	613217	2.54	629215
139	15717	600013	2.55	615730
140	15453	582001	2.59	597454
141	15163	571311	2.59	586474
142	14649	554959	2.57	569608
143	14387	541013	2.59	555400
144	14015	530798	2.57	544813
145	13796	517323	2.60	531119
146	13825	505252	2.66	519077
147	13546	497409	2.65	510955
148	13672	487245	2.73	500917
149	14388	475097	2.94	489485
150	15214	479709	3.07	494923
151	21150	436631	4.62	457781

CHH context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
1	1123812	3884182	22.44	5007994
2	1064988	5078626	17.33	6143614
3	774273	4724166	14.08	5498439
4	758985	4478650	14.49	5237635
5	401961	5409252	6.92	5811213
6	360749	6067136	5.61	6427885
7	318249	6990307	4.35	7308556
8	310881	6796058	4.37	7106939
9	259193	6609525	3.77	6868718
10	241861	6443362	3.62	6685223
11	265814	6325044	4.03	6590858
12	231152	6278326	3.55	6509478
13	214464	6304039	3.29	6518503
14	211739	6286031	3.26	6497770
15	229135	6304072	3.51	6533207
16	254303	6263030	3.90	6517333
17	202159	6260502	3.13	6462661
18	188622	6243620	2.93	6432242
19	190658	6250937	2.96	6441595
20	202886	6253431	3.14	6456317
21	186234	6305517	2.87	6491751
22	175247	6306996	2.70	6482243
23	173793	6371214	2.66	6545007
24	160635	6382529	2.46	6543164
25	161862	6412388	2.46	6574250
26	160550	6419066	2.44	6579616
27	158999	6461513	2.40	6620512
28	152845	6490496	2.30	6643341
29	154891	6521460	2.32	6676351
30	146997	6526132	2.20	6673129
31	148487	6528284	2.22	6676771
32	144868	6557230	2.16	6702098
33	141378	6569888	2.11	6711266
34	138819	6580403	2.07	6719222
35	139648	6591002	2.07	6730650
36	133368	6605478	1.98	6738846
37	133269	6625569	1.97	6758838
38	129935	6625791	1.92	6755726
39	130033	6622112	1.93	6752145
40	124113	6650581	1.83	6774694
41	125785	6659771	1.85	6785556
42	118721	6657964	1.75	6776685
43	121407	6649448	1.79	6770855
44	118085	6664270	1.74	6782355
45	114208	6647194	1.69	6761402
46	112613	6645447	1.67	6758060
47	112749	6635054	1.67	6747803
48	106133	6640378	1.57	6746511
49	107835	6632485	1.60	6740320
50	106470	6618425	1.58	6724895
51	106397	6611563	1.58	6717960
52	103190	6615770	1.54	6718960
53	103630	6593073	1.55	6696703
54	98226	6556322	1.48	6654548
55	101277	6550107	1.52	6651384
56	98171	6504740	1.49	6602911
57	99006	6495335	1.50	6594341
58	99470	6455016	1.52	6554486
59	101101	6421620	1.55	6522721
60	96031	6389125	1.48	6485156
61	97981	6360796	1.52	6458777
62	96470	6321181	1.50	6417651
63	97737	6291520	1.53	6389257
64	97252	6257954	1.53	6355206
65	99690	6215939	1.58	6315629
66	96128	6160473	1.54	6256601
67	98206	6107821	1.58	6206027
68	97843	6063585	1.59	6161428
69	97687	6000746	1.60	6098433
70	96515	5958587	1.59	6055102
71	99874	5920586	1.66	6020460
72	96555	5866748	1.62	5963303
73	99811	5804629	1.69	5904440
74	99753	5751520	1.70	5851273
75	98316	5698509	1.70	5796825
76	98833	5644243	1.72	5743076
77	100388	5588301	1.76	5688689
78	98108	5519748	1.75	5617856
79	100938	5453116	1.82	5554054
80	99150	5395196	1.80	5494346
81	99163	5336059	1.82	5435222
82	99183	5275421	1.85	5374604
83	101790	5205026	1.92	5306816
84	98340	5142625	1.88	5240965
85	100321	5085388	1.93	5185709
86	100782	5023741	1.97	5124523
87	100899	4952202	2.00	5053101
88	101167	4883050	2.03	4984217
89	102291	4817804	2.08	4920095
90	100835	4751821	2.08	4852656
91	101616	4685935	2.12	4787551
92	102131	4622454	2.16	4724585
93	100992	4542117	2.18	4643109
94	100059	4476276	2.19	4576335
95	102231	4404625	2.27	4506856
96	97212	4337933	2.19	4435145
97	98574	4274143	2.25	4372717
98	98291	4211334	2.28	4309625
99	98995	4133378	2.34	4232373
100	97454	4064218	2.34	4161672
101	98264	3996660	2.40	4094924
102	96747	3918064	2.41	4014811
103	95548	3853605	2.42	3949153
104	95010	3790447	2.45	3885457
105	94455	3716000	2.48	3810455
106	94595	3652735	2.52	3747330
107	95494	3589556	2.59	3685050
108	93217	3521686	2.58	3614903
109	92521	3451839	2.61	3544360
110	91837	3385059	2.64	3476896
111	91591	3323286	2.68	3414877
112	89419	3263378	2.67	3352797
113	90799	3193337	2.76	3284136
114	88387	3129340	2.75	3217727
115	87713	3063829	2.78	3151542
116	87385	3009212	2.82	3096597
117	86232	2949562	2.84	3035794
118	85464	2887200	2.87	2972664
119	84665	2827895	2.91	2912560
120	83210	2772939	2.91	2856149
121	83884	2710692	3.00	2794576
122	82769	2659666	3.02	2742435
123	81825	2603209	3.05	2685034
124	80810	2542078	3.08	2622888
125	80086	2493291	3.11	2573377
126	77850	2437630	3.09	2515480
127	78082	2383494	3.17	2461576
128	76933	2336602	3.19	2413535
129	75638	2280651	3.21	2356289
130	75337	2225828	3.27	2301165
131	74000	2181445	3.28	2255445
132	72827	2131836	3.30	2204663
133	72100	2083810	3.34	2155910
134	71705	2037041	3.40	2108746
135	70697	1990221	3.43	2060918
136	70180	1941074	3.49	2011254
137	69060	1897440	3.51	1966500
138	66696	1851887	3.48	1918583
139	66584	1805671	3.56	1872255
140	65103	1764116	3.56	1829219
141	64207	1722899	3.59	1787106
142	63355	1682235	3.63	1745590
143	62675	1646171	3.67	1708846
144	61644	1606831	3.69	1668475
145	61787	1570194	3.79	1631981
146	60975	1539136	3.81	1600111
147	60369	1510691	3.84	1571060
148	59468	1479679	3.86	1539147
149	59453	1453386	3.93	1512839
150	58415	1450335	3.87	1508750
151	75119	1329715	5.35	1404834

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	53607	291644	15.53	345251
2	48326	489339	8.99	537665
3	38787	525775	6.87	564562
4	32205	402151	7.41	434356
5	17736	504749	3.39	522485
6	13899	308299	4.31	322198
7	13111	293250	4.28	306361
8	16947	285835	5.60	302782
9	13124	277609	4.51	290733
10	14382	266642	5.12	281024
11	21408	265418	7.46	286826
12	29698	260051	10.25	289749
13	20243	254749	7.36	274992
14	11302	252272	4.29	263574
15	11375	252654	4.31	264029
16	12108	239837	4.81	251945
17	10079	238519	4.05	248598
18	10247	239458	4.10	249705
19	10098	225696	4.28	235794
20	10014	223143	4.29	233157
21	9928	220641	4.31	230569
22	9302	215173	4.14	224475
23	8908	211025	4.05	219933
24	8043	206606	3.75	214649
25	8077	200992	3.86	209069
26	7911	197161	3.86	205072
27	7604	194215	3.77	201819
28	7527	185954	3.89	193481
29	7168	182690	3.78	189858
30	6633	178507	3.58	185140
31	6479	173755	3.59	180234
32	6331	170082	3.59	176413
33	6099	167378	3.52	173477
34	5817	160998	3.49	166815
35	5659	158628	3.44	164287
36	5359	156595	3.31	161954
37	5171	151830	3.29	157001
38	4970	148492	3.24	153462
39	4914	144611	3.29	149525
40	4720	140335	3.25	145055
41	4526	137022	3.20	141548
42	4171	135855	2.98	140026
43	4058	130692	3.01	134750
44	4160	128700	3.13	132860
45	3998	126166	3.07	130164
46	3726	121698	2.97	125424
47	3719	119996	3.01	123715
48	3521	117172	2.92	120693
49	3340	113442	2.86	116782
50	3339	111590	2.91	114929
51	3147	110202	2.78	113349
52	2979	105920	2.74	108899
53	2895	103995	2.71	106890
54	2790	101610	2.67	104400
55	2740	99406	2.68	102146
56	2765	97975	2.74	100740
57	2501	95368	2.56	97869
58	2484	91094	2.65	93578
59	2562	90866	2.74	93428
60	2384	88316	2.63	90700
61	2283	85910	2.59	88193
62	2238	83902	2.60	86140
63	2201	82042	2.61	84243
64	2092	79592	2.56	81684
65	2090	77248	2.63	79338
66	1998	76414	2.55	78412
67	1941	74135	2.55	76076
68	1966	71628	2.67	73594
69	1798	69954	2.51	71752
70	1759	67761	2.53	69520
71	1789	67379	2.59	69168
72	1606	64780	2.42	66386
73	1731	62362	2.70	64093
74	1623	61286	2.58	62909
75	1679	59609	2.74	61288
76	1582	57833	2.66	59415
77	1555	56719	2.67	58274
78	1516	55203	2.67	56719
79	1462	53544	2.66	55006
80	1377	52353	2.56	53730
81	1332	51185	2.54	52517
82	1348	49701	2.64	51049
83	1308	48232	2.64	49540
84	1343	48072	2.72	49415
85	1240	45590	2.65	46830
86	1317	44833	2.85	46150
87	1111	43911	2.47	45022
88	1189	42861	2.70	44050
89	1143	41627	2.67	42770
90	1179	40464	2.83	41643
91	1107	39516	2.73	40623
92	1008	38041	2.58	39049
93	1001	37594	2.59	38595
94	969	36491	2.59	37460
95	976	36084	2.63	37060
96	964	35405	2.65	36369
97	916	33732	2.64	34648
98	947	32270	2.85	33217
99	890	31767	2.73	32657
100	902	30234	2.90	31136
101	752	30108	2.44	30860
102	802	29727	2.63	30529
103	772	28496	2.64	29268
104	780	27887	2.72	28667
105	737	27205	2.64	27942
106	760	26537	2.78	27297
107	742	25940	2.78	26682
108	672	25292	2.59	25964
109	690	24158	2.78	24848
110	687	23769	2.81	24456
111	667	23422	2.77	24089
112	660	22620	2.84	23280
113	617	22719	2.64	23336
114	590	21890	2.62	22480
115	573	20803	2.68	21376
116	627	20650	2.95	21277
117	550	20094	2.66	20644
118	581	19537	2.89	20118
119	553	18909	2.84	19462
120	535	19362	2.69	19897
121	551	18303	2.92	18854
122	524	18141	2.81	18665
123	525	17532	2.91	18057
124	514	16811	2.97	17325
125	495	16357	2.94	16852
126	473	15987	2.87	16460
127	485	15483	3.04	15968
128	471	15284	2.99	15755
129	403	14883	2.64	15286
130	391	14254	2.67	14645
131	377	13968	2.63	14345
132	422	13738	2.98	14160
133	391	13692	2.78	14083
134	407	13149	3.00	13556
135	376	12809	2.85	13185
136	340	12327	2.68	12667
137	373	11859	3.05	12232
138	386	11981	3.12	12367
139	359	11160	3.12	11519
140	384	11106	3.34	11490
141	353	10804	3.16	11157
142	322	10683	2.93	11005
143	300	10207	2.86	10507
144	313	10366	2.93	10679
145	308	9806	3.05	10114
146	295	9691	2.95	9986
147	310	9547	3.14	9857
148	267	9181	2.83	9448
149	267	9074	2.86	9341
150	210	8409	2.44	8619
151	175	7216	2.37	7391

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	91885	848820	9.77	940705
2	48052	298700	13.86	346752
3	42364	392310	9.75	434674
4	32135	342162	8.59	374297
5	18033	453159	3.83	471192
6	11871	573355	2.03	585226
7	10704	337461	3.07	348165
8	11034	320300	3.33	331334
9	10136	313263	3.13	323399
10	16376	297001	5.23	313377
11	24210	292934	7.63	317144
12	9468	294075	3.12	303543
13	9020	294796	2.97	303816
14	7108	287000	2.42	294108
15	8129	276141	2.86	284270
16	9879	267507	3.56	277386
17	6528	269405	2.37	275933
18	6714	264278	2.48	270992
19	6417	254715	2.46	261132
20	6250	243912	2.50	250162
21	5973	241128	2.42	247101
22	5261	238528	2.16	243789
23	5061	234026	2.12	239087
24	4864	226933	2.10	231797
25	4635	223991	2.03	228626
26	4102	215261	1.87	219363
27	4222	211213	1.96	215435
28	3996	207604	1.89	211600
29	3584	200585	1.76	204169
30	3361	195342	1.69	198703
31	3332	192449	1.70	195781
32	3121	187830	1.63	190951
33	2952	184585	1.57	187537
34	2854	178516	1.57	181370
35	2725	174231	1.54	176956
36	2560	172328	1.46	174888
37	2307	168225	1.35	170532
38	2215	162660	1.34	164875
39	2137	160137	1.32	162274
40	1944	156312	1.23	158256
41	1875	152103	1.22	153978
42	1776	148427	1.18	150203
43	1763	146308	1.19	148071
44	1631	141877	1.14	143508
45	1545	140022	1.09	141567
46	1520	137466	1.09	138986
47	1465	132170	1.10	133635
48	1283	130083	0.98	131366
49	1280	128110	0.99	129390
50	1185	123188	0.95	124373
51	1111	120898	0.91	122009
52	1058	118740	0.88	119798
53	1018	116272	0.87	117290
54	920	112626	0.81	113546
55	933	110340	0.84	111273
56	860	106592	0.80	107452
57	823	105025	0.78	105848
58	841	102586	0.81	103427
59	787	99439	0.79	100226
60	782	97088	0.80	97870
61	741	95337	0.77	96078
62	720	91831	0.78	92551
63	660	90575	0.72	91235
64	658	88550	0.74	89208
65	648	85601	0.75	86249
66	601	83504	0.71	84105
67	607	82231	0.73	82838
68	563	80166	0.70	80729
69	573	77854	0.73	78427
70	614	75444	0.81	76058
71	533	73512	0.72	74045
72	597	71291	0.83	71888
73	534	69483	0.76	70017
74	545	67037	0.81	67582
75	507	66375	0.76	66882
76	487	64727	0.75	65214
77	461	62744	0.73	63205
78	485	60644	0.79	61129
79	482	59428	0.80	59910
80	465	58071	0.79	58536
81	463	57868	0.79	58331
82	477	55068	0.86	55545
83	441	53539	0.82	53980
84	400	51829	0.77	52229
85	408	51966	0.78	52374
86	425	49512	0.85	49937
87	400	48256	0.82	48656
88	355	47538	0.74	47893
89	395	45414	0.86	45809
90	346	44216	0.78	44562
91	339	43294	0.78	43633
92	354	41780	0.84	42134
93	346	41028	0.84	41374
94	313	39961	0.78	40274
95	339	38486	0.87	38825
96	315	37974	0.82	38289
97	310	37221	0.83	37531
98	306	35440	0.86	35746
99	295	34829	0.84	35124
100	257	34128	0.75	34385
101	309	33379	0.92	33688
102	271	31986	0.84	32257
103	289	31988	0.90	32277
104	280	30465	0.91	30745
105	267	30093	0.88	30360
106	263	29244	0.89	29507
107	241	27929	0.86	28170
108	288	27824	1.02	28112
109	240	27156	0.88	27396
110	227	25788	0.87	26015
111	220	25382	0.86	25602
112	205	24975	0.81	25180
113	220	24343	0.90	24563
114	221	23821	0.92	24042
115	223	22967	0.96	23190
116	213	22598	0.93	22811
117	221	22173	0.99	22394
118	210	21562	0.96	21772
119	174	20702	0.83	20876
120	184	20145	0.91	20329
121	208	20348	1.01	20556
122	191	18895	1.00	19086
123	201	18945	1.05	19146
124	195	18393	1.05	18588
125	203	17823	1.13	18026
126	196	17607	1.10	17803
127	179	16999	1.04	17178
128	150	16477	0.90	16627
129	168	16012	1.04	16180
130	163	15343	1.05	15506
131	168	14850	1.12	15018
132	149	14714	1.00	14863
133	123	14254	0.86	14377
134	132	13758	0.95	13890
135	127	13553	0.93	13680
136	136	13230	1.02	13366
137	135	12867	1.04	13002
138	105	12890	0.81	12995
139	152	12424	1.21	12576
140	124	12005	1.02	12129
141	134	11944	1.11	12078
142	129	11507	1.11	11636
143	124	11049	1.11	11173
144	154	10752	1.41	10906
145	127	10658	1.18	10785
146	127	10228	1.23	10355
147	107	9930	1.07	10037
148	115	9840	1.16	9955
149	93	9594	0.96	9687
150	94	9378	0.99	9472
151	85	7588	1.11	7673

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	222055	779332	22.17	1001387
2	208759	1034278	16.79	1243037
3	157340	894811	14.95	1052151
4	149958	813930	15.56	963888
5	85805	990968	7.97	1076773
6	76382	1096044	6.51	1172426
7	61362	1249993	4.68	1311355
8	72400	1170093	5.83	1242493
9	50103	1116950	4.29	1167053
10	49771	1049576	4.53	1099347
11	54167	991247	5.18	1045414
12	47613	956466	4.74	1004079
13	40819	940257	4.16	981076
14	39345	918819	4.11	958164
15	45966	902383	4.85	948349
16	53195	871564	5.75	924759
17	37303	854388	4.18	891691
18	36663	823391	4.26	860054
19	36544	805155	4.34	841699
20	36062	785295	4.39	821357
21	34814	765207	4.35	800021
22	31451	751318	4.02	782769
23	31975	740929	4.14	772904
24	27451	722027	3.66	749478
25	27274	706474	3.72	733748
26	26022	691068	3.63	717090
27	26265	677396	3.73	703661
28	24416	662837	3.55	687253
29	24421	649589	3.62	674010
30	21974	634018	3.35	655992
31	21829	616825	3.42	638654
32	21711	607770	3.45	629481
33	21055	593012	3.43	614067
34	19879	578556	3.32	598435
35	19992	565961	3.41	585953
36	18081	553362	3.16	571443
37	17836	543067	3.18	560903
38	16921	530382	3.09	547303
39	17287	515641	3.24	532928
40	16272	506175	3.11	522447
41	16114	493887	3.16	510001
42	14205	482656	2.86	496861
43	15262	469894	3.15	485156
44	14840	462458	3.11	477298
45	14013	449449	3.02	463462
46	13660	440834	3.01	454494
47	13653	429864	3.08	443517
48	11825	421143	2.73	432968
49	11761	410425	2.79	422186
50	11869	402154	2.87	414023
51	12296	392628	3.04	404924
52	11685	384770	2.95	396455
53	11404	375315	2.95	386719
54	9680	365453	2.58	375133
55	10384	357304	2.82	367688
56	9911	348842	2.76	358753
57	10050	340906	2.86	350956
58	10305	332301	3.01	342606
59	10104	323731	3.03	333835
60	8687	314916	2.68	323603
61	8696	306728	2.76	315424
62	8570	299734	2.78	308304
63	8660	292560	2.87	301220
64	8603	285484	2.93	294087
65	8980	279175	3.12	288155
66	7595	270226	2.73	277821
67	7868	263428	2.90	271296
68	7551	257348	2.85	264899
69	7581	249340	2.95	256921
70	7514	242726	3.00	250240
71	8161	238106	3.31	246267
72	6960	231783	2.92	238743
73	6973	225562	3.00	232535
74	7385	218236	3.27	225621
75	6897	213237	3.13	220134
76	6803	208600	3.16	215403
77	7156	203839	3.39	210995
78	6338	197635	3.11	203973
79	6748	191133	3.41	197881
80	6373	188131	3.28	194504
81	6282	183332	3.31	189614
82	6072	178200	3.30	184272
83	6776	173512	3.76	180288
84	5633	169056	3.22	174689
85	5852	164245	3.44	170097
86	6065	161106	3.63	167171
87	5855	156755	3.60	162610
88	5720	152983	3.60	158703
89	5850	149137	3.77	154987
90	5363	144731	3.57	150094
91	5310	142185	3.60	147495
92	5312	138476	3.69	143788
93	5235	134020	3.76	139255
94	5171	129955	3.83	135126
95	5513	127127	4.16	132640
96	4522	123493	3.53	128015
97	4735	121352	3.76	126087
98	4687	118963	3.79	123650
99	4829	114382	4.05	119211
100	4675	112167	4.00	116842
101	4724	109217	4.15	113941
102	4310	106297	3.90	110607
103	4202	103385	3.91	107587
104	4200	100670	4.00	104870
105	4121	97858	4.04	101979
106	4274	96217	4.25	100491
107	4625	93169	4.73	97794
108	3822	90725	4.04	94547
109	3780	87843	4.13	91623
110	3721	85867	4.15	89588
111	3792	83795	4.33	87587
112	3567	81830	4.18	85397
113	3769	79275	4.54	83044
114	3479	76979	4.32	80458
115	3511	74956	4.47	78467
116	3481	73198	4.54	76679
117	3276	72217	4.34	75493
118	3275	70128	4.46	73403
119	3427	67635	4.82	71062
120	3055	65870	4.43	68925
121	3104	63730	4.64	66834
