CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
138	105979	3411862	3.01	3517841
139	105950	3350631	3.07	3456581
140	103483	3289759	3.05	3393242
141	102726	3223722	3.09	3326448
142	102380	3171262	3.13	3273642
143	102068	3119824	3.17	3221892
144	102463	3057416	3.24	3159879
145	102146	3005623	3.29	3107769
146	101234	2970014	3.30	3071248
147	103220	2936448	3.40	3039668
148	104025	2891609	3.47	2995634
149	106282	2845635	3.60	2951917
150	108761	2833912	3.70	2942673
151	131233	2597717	4.81	2728950

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	96464	404064	19.27	500528
2	97957	779611	11.16	877568
3	87054	826294	9.53	913348
4	68270	603855	10.16	672125
5	34559	863386	3.85	897945
6	27905	489237	5.40	517142
7	27854	469465	5.60	497319
8	28336	459050	5.81	487386
9	27677	446194	5.84	473871
10	27677	431846	6.02	459523
11	28282	436724	6.08	465006
12	27253	430928	5.95	458181
13	25714	420560	5.76	446274
14	24987	419558	5.62	444545
15	24502	421711	5.49	446213
16	23691	407486	5.49	431177
17	23172	405492	5.41	428664
18	21764	408244	5.06	430008
19	21422	390786	5.20	412208
20	20857	387255	5.11	408112
21	20091	387402	4.93	407493
22	19380	376918	4.89	396298
23	19099	373937	4.86	393036
24	17891	368289	4.63	386180
25	17708	361330	4.67	379038
26	17253	357454	4.60	374707
27	16317	355389	4.39	371706
28	16263	344953	4.50	361216
29	15580	342680	4.35	358260
30	14833	335516	4.23	350349
31	14399	328049	4.20	342448
32	14280	325218	4.21	339498
33	13709	321143	4.09	334852
34	13069	311102	4.03	324171
35	12956	310189	4.01	323145
36	12231	305597	3.85	317828
37	12087	299671	3.88	311758
38	11762	296761	3.81	308523
39	11227	291787	3.71	303014
40	10633	283262	3.62	293895
41	10363	277810	3.60	288173
42	9961	276459	3.48	286420
43	9916	269754	3.55	279670
44	9575	267147	3.46	276722
45	9209	264496	3.36	273705
46	9011	255752	3.40	264763
47	8677	254890	3.29	263567
48	8490	249828	3.29	258318
49	7975	244551	3.16	252526
50	7882	241201	3.16	249083
51	7597	239259	3.08	246856
52	7506	233418	3.12	240924
53	7455	229434	3.15	236889
54	7019	224773	3.03	231792
55	6967	219837	3.07	226804
56	6598	218719	2.93	225317
57	6541	215892	2.94	222433
58	6379	209786	2.95	216165
59	6337	207940	2.96	214277
60	5987	206367	2.82	212354
61	5974	200548	2.89	206522
62	5872	196997	2.89	202869
63	5616	193106	2.83	198722
64	5556	188481	2.86	194037
65	5446	185732	2.85	191178
66	5310	184073	2.80	189383
67	5347	178934	2.90	184281
68	5255	176271	2.89	181526
69	4984	172383	2.81	177367
70	5000	168917	2.87	173917
71	4782	168522	2.76	173304
72	4805	164252	2.84	169057
73	4832	159410	2.94	164242
74	4645	157032	2.87	161677
75	4803	155023	3.01	159826
76	4395	150988	2.83	155383
77	4355	147153	2.87	151508
78	4377	146256	2.91	150633
79	4228	141786	2.90	146014
80	4234	140846	2.92	145080
81	4246	138537	2.97	142783
82	4094	134273	2.96	138367
83	3989	132663	2.92	136652
84	3953	130456	2.94	134409
85	3797	127241	2.90	131038
86	3756	125715	2.90	129471
87	3698	123466	2.91	127164
88	3585	120300	2.89	123885
89	3714	118299	3.04	122013
90	3512	115346	2.95	118858
91	3458	114466	2.93	117924
92	3389	110825	2.97	114214
93	3259	108969	2.90	112228
94	3148	107481	2.85	110629
95	3228	105605	2.97	108833
96	3259	105417	3.00	108676
97	3111	100921	2.99	104032
98	3087	99144	3.02	102231
99	3095	97381	3.08	100476
100	2953	94586	3.03	97539
101	2957	94040	3.05	96997
102	2802	92469	2.94	95271
103	2855	89959	3.08	92814
104	2661	88018	2.93	90679
105	2649	87364	2.94	90013
106	2567	84511	2.95	87078
107	2546	83671	2.95	86217
108	2502	81756	2.97	84258
109	2451	79628	2.99	82079
110	2447	79304	2.99	81751
111	2440	78364	3.02	80804
112	2466	75820	3.15	78286
113	2398	75327	3.09	77725
114	2327	73187	3.08	75514
115	2232	71832	3.01	74064
116	2231	71137	3.04	73368
117	2176	69571	3.03	71747
118	2125	67865	3.04	69990
119	2075	67533	2.98	69608
120	2077	66500	3.03	68577
121	2068	64654	3.10	66722
122	2009	63737	3.06	65746
123	1961	62889	3.02	64850
124	1984	61982	3.10	63966
125	1884	60680	3.01	62564
126	1901	59236	3.11	61137
127	1982	57517	3.33	59499
128	1862	56640	3.18	58502
129	1835	55735	3.19	57570
130	1716	54794	3.04	56510
131	1773	53473	3.21	55246
132	1742	52472	3.21	54214
133	1669	51389	3.15	53058
134	1674	50550	3.21	52224
135	1652	50059	3.19	51711
136	1629	48959	3.22	50588
137	1563	47824	3.16	49387
138	1656	47468	3.37	49124
139	1541	45746	3.26	47287
140	1497	44953	3.22	46450
141	1455	44524	3.16	45979
142	1392	43470	3.10	44862
143	1346	42738	3.05	44084
144	1359	42275	3.11	43634
145	1293	40785	3.07	42078
146	1371	40140	3.30	41511
147	1292	39934	3.13	41226
148	1291	38741	3.22	40032
149	1176	37957	3.01	39133
150	1000	35807	2.72	36807
151	819	29323	2.72	30142

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	179041	1735453	9.35	1914494
2	95978	426838	18.36	522816
3	69661	627556	9.99	697217
4	61817	566814	9.83	628631
5	25405	833544	2.96	858949
6	24352	1056115	2.25	1080467
7	22380	578374	3.73	600754
8	21583	562666	3.69	584249
9	20990	548061	3.69	569051
10	21205	519579	3.92	540784
11	20920	519329	3.87	540249
12	18571	523471	3.43	542042
13	18031	525105	3.32	543136
14	17617	506730	3.36	524347
15	16033	500154	3.11	516187
16	15681	495719	3.07	511400
17	14520	492580	2.86	507100
18	13779	482381	2.78	496160
19	13473	482082	2.72	495555
20	12946	463857	2.72	476803
21	12316	462050	2.60	474366
22	11581	458069	2.47	469650
23	11366	447556	2.48	458922
24	10629	441707	2.35	452336
25	10059	441316	2.23	451375
26	9620	426111	2.21	435731
27	9020	422456	2.09	431476
28	8645	420565	2.01	429210
29	8283	407685	1.99	415968
30	7803	399256	1.92	407059
31	7703	395882	1.91	403585
32	7116	388298	1.80	395414
33	6810	385758	1.73	392568
34	6329	375118	1.66	381447
35	6184	369655	1.65	375839
36	5748	363860	1.56	369608
37	5573	362786	1.51	368359
38	5132	351130	1.44	356262
39	4809	345965	1.37	350774
40	4509	343790	1.29	348299
41	4404	336996	1.29	341400
42	4055	329275	1.22	333330
43	3882	326853	1.17	330735
44	3778	319837	1.17	323615
45	3539	317210	1.10	320749
46	3280	313080	1.04	316360
47	3061	303359	1.00	306420
48	2825	300926	0.93	303751
49	2706	298625	0.90	301331
50	2551	289894	0.87	292445
51	2463	286219	0.85	288682
52	2483	285099	0.86	287582
53	2259	279792	0.80	282051
54	2032	271496	0.74	273528
55	1997	268478	0.74	270475
56	1907	263185	0.72	265092
57	1748	260313	0.67	262061
58	1794	255496	0.70	257290
59	1667	250997	0.66	252664
60	1692	245908	0.68	247600
61	1536	242403	0.63	243939
62	1461	237075	0.61	238536
63	1406	234570	0.60	235976
64	1376	230674	0.59	232050
65	1391	225555	0.61	226946
66	1312	219884	0.59	221196
67	1338	218894	0.61	220232
68	1319	215175	0.61	216494
69	1280	209103	0.61	210383
70	1254	204242	0.61	205496
71	1244	201489	0.61	202733
72	1154	197243	0.58	198397
73	1164	194663	0.59	195827
74	1179	189399	0.62	190578
75	1106	186472	0.59	187578
76	1126	183511	0.61	184637
77	1027	179353	0.57	180380
78	1056	175390	0.60	176446
79	1005	174033	0.57	175038
80	1101	168560	0.65	169661
81	1063	168177	0.63	169240
82	1042	163145	0.63	164187
83	972	159393	0.61	160365
84	997	156171	0.63	157168
85	901	154832	0.58	155733
86	961	151819	0.63	152780
87	878	148280	0.59	149158
88	916	145733	0.62	146649
89	920	141710	0.65	142630
90	885	139900	0.63	140785
91	849	137598	0.61	138447
92	772	134527	0.57	135299
93	845	131690	0.64	132535
94	809	129528	0.62	130337
95	787	126408	0.62	127195
96	862	124110	0.69	124972
97	790	123108	0.64	123898
98	747	119530	0.62	120277
99	780	116762	0.66	117542
100	751	114717	0.65	115468
101	724	112778	0.64	113502
102	675	110744	0.61	111419
103	742	109182	0.68	109924
104	707	106494	0.66	107201
105	698	103869	0.67	104567
106	690	102849	0.67	103539
107	641	99960	0.64	100601
108	671	98679	0.68	99350
109	706	97198	0.72	97904
110	651	95002	0.68	95653
111	642	93086	0.68	93728
112	634	92258	0.68	92892
113	614	89818	0.68	90432
114	659	88096	0.74	88755
115	566	86968	0.65	87534
116	626	85893	0.72	86519
117	630	85526	0.73	86156
118	601	82444	0.72	83045
119	616	80138	0.76	80754
120	637	78912	0.80	79549
121	576	78693	0.73	79269
122	565	75689	0.74	76254
123	481	75062	0.64	75543
124	540	73224	0.73	73764
125	524	72071	0.72	72595
126	527	70845	0.74	71372
127	556	69371	0.80	69927
128	508	68177	0.74	68685
129	533	67438	0.78	67971
130	504	65152	0.77	65656
131	495	63714	0.77	64209
132	501	62805	0.79	63306
133	436	62033	0.70	62469
134	440	60485	0.72	60925
135	450	59600	0.75	60050
136	424	58552	0.72	58976
137	459	57635	0.79	58094
138	464	56027	0.82	56491
139	438	55741	0.78	56179
140	458	53937	0.84	54395
141	409	53581	0.76	53990
142	414	52104	0.79	52518
143	399	51016	0.78	51415
144	415	50270	0.82	50685
145	388	48924	0.79	49312
146	394	48150	0.81	48544
147	345	47121	0.73	47466
148	374	46217	0.80	46591
149	325	45029	0.72	45354
150	305	43439	0.70	43744
151	230	34699	0.66	34929

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	493283	1316566	27.26	1809849
2	483857	1911172	20.20	2395029
3	375169	1650841	18.52	2026010
4	345047	1478606	18.92	1823653
5	147099	1975560	6.93	2122659
6	134720	2148390	5.90	2283110
7	131974	2429602	5.15	2561576
8	126736	2340164	5.14	2466900
9	122097	2228105	5.20	2350202
10	118496	2136209	5.26	2254705
11	115868	2078147	5.28	2194015
12	104787	2018864	4.93	2123651
13	98879	1995161	4.72	2094040
14	95156	1952279	4.65	2047435
15	91047	1911929	4.55	2002976
16	86320	1882019	4.39	1968339
17	81218	1837882	4.23	1919100
18	75575	1794387	4.04	1869962
19	73852	1763995	4.02	1837847
20	70934	1736745	3.92	1807679
21	65686	1696056	3.73	1761742
22	64109	1664105	3.71	1728214
23	63620	1649820	3.71	1713440
24	57216	1613204	3.43	1670420
25	54620	1581459	3.34	1636079
26	52574	1556749	3.27	1609323
27	51020	1534535	3.22	1585555
28	47768	1512640	3.06	1560408
29	47082	1488431	3.07	1535513
30	43508	1456227	2.90	1499735
31	42665	1428729	2.90	1471394
32	40231	1416383	2.76	1456614
33	38578	1388913	2.70	1427491
34	37427	1365953	2.67	1403380
35	37020	1347901	2.67	1384921
36	33709	1321738	2.49	1355447
37	32466	1306852	2.42	1339318
38	31199	1290010	2.36	1321209
39	30413	1266489	2.35	1296902
40	28588	1251772	2.23	1280360
41	27876	1231946	2.21	1259822
42	25577	1212266	2.07	1237843
43	26058	1188565	2.15	1214623
44	24718	1176545	2.06	1201263
45	23031	1152842	1.96	1175873
46	22695	1139037	1.95	1161732
47	22223	1120326	1.95	1142549
48	19891	1108733	1.76	1128624
49	19341	1089804	1.74	1109145
50	18751	1076078	1.71	1094829
51	18536	1061386	1.72	1079922
52	17372	1045013	1.64	1062385
53	16385	1032718	1.56	1049103
54	14963	1014245	1.45	1029208
55	15201	999708	1.50	1014909
56	13942	979251	1.40	993193
57	13899	962997	1.42	976896
58	13749	945642	1.43	959391
59	13709	931948	1.45	945657
60	12038	912753	1.30	924791
61	11718	901893	1.28	913611
62	11214	883699	1.25	894913
63	11140	868896	1.27	880036
64	10731	857245	1.24	867976
65	10937	841136	1.28	852073
66	9753	822801	1.17	832554
67	9786	804579	1.20	814365
68	9323	790313	1.17	799636
69	9164	772496	1.17	781660
70	8929	761584	1.16	770513
71	9851	748531	1.30	758382
72	8676	732070	1.17	740746
73	8598	715790	1.19	724388
74	8871	703149	1.25	712020
75	8355	692811	1.19	701166
76	8274	679737	1.20	688011
77	8522	667691	1.26	676213
78	7881	650650	1.20	658531
79	8167	638339	1.26	646506
80	7745	627831	1.22	635576
81	7401	617731	1.18	625132
82	7459	605916	1.22	613375
83	8004	595060	1.33	603064
84	6922	582380	1.17	589302
85	7172	572133	1.24	579305
86	7156	563739	1.25	570895
87	7002	553551	1.25	560553
88	6974	541755	1.27	548729
89	6916	533914	1.28	540830
90	6637	523489	1.25	530126
91	6455	514955	1.24	521410
92	6561	505636	1.28	512197
93	6196	493850	1.24	500046
94	6249	485691	1.27	491940
95	6540	475316	1.36	481856
96	5721	467218	1.21	472939
97	5935	459671	1.27	465606
98	5850	452552	1.28	458402
99	5888	442833	1.31	448721
100	5726	434738	1.30	440464
101	5716	428271	1.32	433987
102	5423	419133	1.28	424556
103	5281	411353	1.27	416634
