CpG context (R1)
================
position	count methylated	count unmethylated	% methylation	coverage
72	123488	6319337	1.92	6442825
73	125933	6204697	1.99	6330630
74	125636	6091186	2.02	6216822
75	122471	5997451	2.00	6119922
76	122898	5887742	2.04	6010640
77	123254	5780689	2.09	5903943
78	119789	5667419	2.07	5787208
79	121787	5550474	2.15	5672261
80	119184	5441285	2.14	5560469
81	118175	5344384	2.16	5462559
82	117335	5236226	2.19	5353561
83	118689	5127378	2.26	5246067
84	114079	5017248	2.22	5131327
85	115896	4915975	2.30	5031871
86	114919	4807680	2.33	4922599
87	113416	4703885	2.35	4817301
88	112691	4597471	2.39	4710162
89	112071	4494077	2.43	4606148
90	110238	4397634	2.45	4507872
91	109839	4293190	2.49	4403029
92	109325	4193255	2.54	4302580
93	107362	4087961	2.56	4195323
94	105322	3987187	2.57	4092509
95	105358	3887556	2.64	3992914
96	101574	3795610	2.61	3897184
97	101209	3703408	2.66	3804617
98	99950	3615472	2.69	3715422
99	99035	3518310	2.74	3617345
100	97540	3427633	2.77	3525173
101	96337	3336470	2.81	3432807
102	93287	3243609	2.80	3336896
103	92537	3162248	2.84	3254785
104	91545	3079738	2.89	3171283
105	89623	2994986	2.91	3084609
106	88673	2915596	2.95	3004269
107	88785	2837820	3.03	2926605
108	85331	2756293	3.00	2841624
109	83625	2678405	3.03	2762030
110	82225	2601540	3.06	2683765
111	82200	2530388	3.15	2612588
112	80046	2463032	3.15	2543078
113	79071	2388193	3.20	2467264
114	77000	2313039	3.22	2390039
115	75101	2246367	3.24	2321468
116	74423	2186010	3.29	2260433
117	72112	2123319	3.28	2195431
118	71018	2063377	3.33	2134395
119	70230	1998742	3.39	2068972
120	68444	1939721	3.41	2008165
121	67855	1882004	3.48	1949859
122	66241	1829106	3.49	1895347
123	65063	1773828	3.54	1838891
124	63683	1715891	3.58	1779574
125	62279	1667232	3.60	1729511
126	60658	1614356	3.62	1675014
127	59351	1567753	3.65	1627104
128	58604	1516831	3.72	1575435
129	56573	1469511	3.71	1526084
130	55937	1422719	3.78	1478656
131	54990	1380571	3.83	1435561
132	53500	1336126	3.85	1389626
133	52244	1292295	3.89	1344539
134	51794	1252179	3.97	1303973
135	50521	1211970	4.00	1262491
136	49556	1173001	4.05	1222557
137	48804	1135487	4.12	1184291
138	46858	1097247	4.10	1144105
139	45973	1060945	4.15	1106918
140	44902	1026817	4.19	1071719
141	43506	992605	4.20	1036111
142	42975	961883	4.28	1004858
143	42037	930753	4.32	972790
144	41391	901206	4.39	942597
145	41216	872114	4.51	913330
146	40020	848955	4.50	888975
147	39451	828626	4.54	868077
148	38878	805170	4.61	844048
149	38879	780178	4.75	819057
150	38295	780639	4.68	818934
151	49902	710760	6.56	760662

CpG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	29115	148135	16.43	177250
2	25987	241437	9.72	267424
3	20178	267242	7.02	287420
4	16416	202704	7.49	219120
5	8459	257075	3.19	265534
6	6787	155736	4.18	162523
7	6322	146613	4.13	152935
8	7471	142865	4.97	150336
9	6081	136611	4.26	142692
10	6643	130335	4.85	136978
11	8789	127597	6.44	136386
12	11700	124941	8.56	136641
13	7487	120872	5.83	128359
14	5253	118355	4.25	123608
15	5231	117878	4.25	123109
16	5195	110845	4.48	116040
17	4501	107979	4.00	112480
18	4487	107823	4.00	112310
19	4440	100203	4.24	104643
20	4226	97831	4.14	102057
21	4180	95528	4.19	99708
22	3832	92660	3.97	96492
23	3819	89406	4.10	93225
24	3421	87322	3.77	90743
25	3356	84178	3.83	87534
26	3209	81816	3.77	85025
27	3130	79945	3.77	83075
28	2960	75862	3.76	78822
29	2821	74223	3.66	77044
30	2584	71381	3.49	73965
31	2583	68690	3.62	71273
32	2469	67281	3.54	69750
33	2330	64905	3.47	67235
34	2191	61688	3.43	63879
35	2159	60741	3.43	62900
36	2012	59114	3.29	61126
37	2015	57308	3.40	59323
38	1929	55300	3.37	57229
39	1772	53479	3.21	55251
40	1696	51382	3.20	53078
41	1647	49359	3.23	51006
42	1562	48703	3.11	50265
43	1499	46244	3.14	47743
44	1462	45470	3.12	46932
45	1336	43945	2.95	45281
46	1312	42286	3.01	43598
47	1227	41339	2.88	42566
48	1249	40396	3.00	41645
49	1133	38366	2.87	39499
50	1086	37849	2.79	38935
51	1039	36765	2.75	37804
52	1007	35327	2.77	36334
53	1006	34012	2.87	35018
54	890	33365	2.60	34255
55	938	31755	2.87	32693
56	882	31325	2.74	32207
57	816	30434	2.61	31250
58	820	29054	2.74	29874
59	818	28118	2.83	28936
60	756	27701	2.66	28457
61	737	26587	2.70	27324
62	700	25633	2.66	26333
63	653	24920	2.55	25573
64	626	23936	2.55	24562
65	666	23341	2.77	24007
66	629	22604	2.71	23233
67	596	22237	2.61	22833
68	572	21266	2.62	21838
69	569	20359	2.72	20928
70	553	19620	2.74	20173
71	561	19488	2.80	20049
72	559	18828	2.88	19387
73	538	17525	2.98	18063
74	538	17417	3.00	17955
75	473	17175	2.68	17648
76	464	15968	2.82	16432
77	405	15336	2.57	15741
78	420	15458	2.65	15878
79	404	14621	2.69	15025
80	430	14328	2.91	14758
81	378	13864	2.65	14242
82	382	13229	2.81	13611
83	353	12873	2.67	13226
84	382	12700	2.92	13082
85	327	11938	2.67	12265
86	357	11726	2.95	12083
87	378	11360	3.22	11738
88	312	11059	2.74	11371
89	305	10493	2.82	10798
90	268	10211	2.56	10479
91	301	10081	2.90	10382
92	285	9560	2.89	9845
93	243	9297	2.55	9540
94	289	9155	3.06	9444
95	295	8842	3.23	9137
96	246	8977	2.67	9223
97	259	8207	3.06	8466
98	242	7805	3.01	8047
99	226	7703	2.85	7929
100	212	7223	2.85	7435
101	233	7210	3.13	7443
102	209	6766	3.00	6975
103	219	6690	3.17	6909
104	206	6385	3.13	6591
105	187	6378	2.85	6565
106	177	6193	2.78	6370
107	197	6155	3.10	6352
108	161	5814	2.69	5975
109	158	5514	2.79	5672
110	200	5380	3.58	5580
111	173	5509	3.04	5682
112	149	5059	2.86	5208
113	175	4954	3.41	5129
114	161	4963	3.14	5124
115	167	4578	3.52	4745
116	130	4579	2.76	4709
117	156	4425	3.41	4581
118	129	4403	2.85	4532
119	146	4216	3.35	4362
120	117	4407	2.59	4524
121	133	3985	3.23	4118
122	125	3873	3.13	3998
123	110	3839	2.79	3949
124	123	3682	3.23	3805
125	110	3571	2.99	3681
126	110	3415	3.12	3525
127	106	3348	3.07	3454
128	115	3150	3.52	3265
129	103	3133	3.18	3236
130	104	3094	3.25	3198
131	91	2979	2.96	3070
132	89	2850	3.03	2939
133	95	2682	3.42	2777
134	85	2685	3.07	2770
135	106	2627	3.88	2733
136	80	2533	3.06	2613
137	91	2386	3.67	2477
138	80	2491	3.11	2571
139	77	2226	3.34	2303
140	82	2227	3.55	2309
141	75	2171	3.34	2246
142	81	2045	3.81	2126
143	68	2061	3.19	2129
144	70	2009	3.37	2079
145	68	1980	3.32	2048
146	69	1935	3.44	2004
147	73	1965	3.58	2038
148	71	1876	3.65	1947
149	69	1847	3.60	1916
150	59	1727	3.30	1786
151	37	1499	2.41	1536

CHG context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	51082	448558	10.22	499640
2	25342	156943	13.90	182285
3	20726	205627	9.16	226353
4	15677	175701	8.19	191378
5	7142	237509	2.92	244651
6	5748	295638	1.91	301386
7	5108	172502	2.88	177610
8	5129	163764	3.04	168893
9	4710	157230	2.91	161940
10	6759	147580	4.38	154339
11	9902	144554	6.41	154456
12	4201	143736	2.84	147937
13	3692	142927	2.52	146619
14	3318	135865	2.38	139183
15	3389	130525	2.53	133914
16	3923	126476	3.01	130399
17	2805	124373	2.21	127178
18	2767	119655	2.26	122422
19	2682	115678	2.27	118360
20	2629	109572	2.34	112201
21	2506	108181	2.26	110687
22	2255	104793	2.11	107048
23	2138	101245	2.07	103383
24	2004	98139	2.00	100143
25	1813	96193	1.85	98006
26	1730	91605	1.85	93335
27	1619	88683	1.79	90302
28	1637	87041	1.85	88678
29	1438	82826	1.71	84264
30	1358	79692	1.68	81050
31	1314	78448	1.65	79762
32	1245	75800	1.62	77045
33	1214	73737	1.62	74951
34	1088	70818	1.51	71906
35	983	68408	1.42	69391
36	1015	66752	1.50	67767
37	909	65106	1.38	66015
38	835	62571	1.32	63406
39	859	61126	1.39	61985
40	797	58412	1.35	59209
41	710	57774	1.21	58484
42	667	55120	1.20	55787
43	660	53739	1.21	54399
44	652	51842	1.24	52494
45	512	50679	1.00	51191
46	544	49598	1.08	50142
47	507	46656	1.07	47163
48	490	45777	1.06	46267
49	453	45153	0.99	45606
50	466	42699	1.08	43165
51	402	42268	0.94	42670
52	399	40539	0.97	40938
53	403	39545	1.01	39948
54	349	37885	0.91	38234
55	327	36658	0.88	36985
56	303	35633	0.84	35936
57	297	34603	0.85	34900
58	290	33146	0.87	33436
59	272	32887	0.82	33159
60	283	31428	0.89	31711
61	251	30439	0.82	30690
62	253	28774	0.87	29027
63	265	28870	0.91	29135
64	246	27435	0.89	27681
65	217	26838	0.80	27055
66	258	25923	0.99	26181
67	243	25387	0.95	25630
68	205	24684	0.82	24889
69	179	23508	0.76	23687
70	205	22414	0.91	22619
71	215	21900	0.97	22115
72	202	21601	0.93	21803
73	189	20886	0.90	21075
74	192	19772	0.96	19964
75	193	19513	0.98	19706
76	172	18973	0.90	19145
77	169	17983	0.93	18152
78	174	17303	1.00	17477
79	178	17015	1.04	17193
80	150	16422	0.91	16572
81	165	16680	0.98	16845
82	142	15422	0.91	15564
83	145	14911	0.96	15056
84	156	14273	1.08	14429
85	158	14198	1.10	14356
86	146	13479	1.07	13625
87	152	13165	1.14	13317
88	140	12663	1.09	12803
89	125	12324	1.00	12449
90	117	11795	0.98	11912
91	133	11558	1.14	11691
92	123	10993	1.11	11116
93	126	10986	1.13	11112
94	92	10288	0.89	10380
95	125	10235	1.21	10360
96	102	10065	1.00	10167
97	103	9526	1.07	9629
98	104	9102	1.13	9206
99	108	8743	1.22	8851
100	112	8631	1.28	8743
101	98	8510	1.14	8608
102	92	8058	1.13	8150
103	98	7941	1.22	8039
104	93	7345	1.25	7438
105	80	7341	1.08	7421
106	76	7089	1.06	7165
107	104	6854	1.49	6958
108	99	6689	1.46	6788
109	71	6422	1.09	6493
110	72	6270	1.14	6342
111	75	6123	1.21	6198
112	72	5970	1.19	6042
113	81	5670	1.41	5751
114	84	5464	1.51	5548
115	73	5370	1.34	5443
116	62	5412	1.13	5474
117	75	5303	1.39	5378
118	73	5015	1.43	5088
119	75	4733	1.56	4808
120	80	4454	1.76	4534
121	69	4610	1.47	4679
122	74	4508	1.62	4582
123	58	4368	1.31	4426
124	61	4118	1.46	4179
125	77	4051	1.87	4128
126	47	4055	1.15	4102
127	57	3822	1.47	3879
128	56	3577	1.54	3633
129	48	3612	1.31	3660
130	59	3349	1.73	3408
131	57	3389	1.65	3446
132	53	3269	1.60	3322
133	54	3072	1.73	3126
134	36	3037	1.17	3073
135	45	2957	1.50	3002
136	59	2887	2.00	2946
137	59	2801	2.06	2860
138	54	2709	1.95	2763
139	55	2809	1.92	2864
140	40	2566	1.53	2606
141	39	2497	1.54	2536
142	38	2511	1.49	2549
143	46	2329	1.94	2375
144	31	2311	1.32	2342
145	47	2330	1.98	2377
146	38	2184	1.71	2222
147	36	2218	1.60	2254
148	30	2194	1.35	2224
149	31	2061	1.48	2092
150	30	1974	1.50	2004
151	26	1680	1.52	1706

CHH context (R2)
================
position	count methylated	count unmethylated	% methylation	coverage
1	128346	437213	22.69	565559
2	117811	558771	17.41	676582
3	90261	481041	15.80	571302
4	83302	428217	16.29	511519
5	45343	520085	8.02	565428
6	40535	566198	6.68	606733
7	34527	639014	5.13	673541
8	38579	597133	6.07	635712
9	29514	562111	4.99	591625
10	28688	525568	5.18	554256
11	30880	494328	5.88	525208
12	26597	473583	5.32	500180
13	23902	462201	4.92	486103
14	23462	446121	5.00	469583
15	26355	434036	5.72	460391
16	27687	417835	6.21	445522
17	22110	405463	5.17	427573
18	20420	387129	5.01	407549
19	20992	374570	5.31	395562
20	20631	363799	5.37	384430
21	19676	352623	5.28	372299
22	18677	341758	5.18	360435
23	19713	334032	5.57	353745
24	16354	324249	4.80	340603
25	16203	313653	4.91	329856
26	15517	304194	4.85	319711
27	16184	296309	5.18	312493
28	14942	287941	4.93	302883
29	15643	279171	5.31	294814
30	13473	270797	4.74	284270
31	13895	262703	5.02	276598
32	13614	256009	5.05	269623
33	12978	248413	4.96	261391
34	12706	239574	5.04	252280
35	13219	234523	5.34	247742
36	11647	226724	4.89	238371
37	11683	220531	5.03	232214
38	11140	213102	4.97	224242
39	11789	205332	5.43	217121
40	11133	200811	5.25	211944
41	11407	193945	5.55	205352
42	9537	190039	4.78	199576
43	10666	183123	5.50	193789
44	10426	177888	5.54	188314
45	9767	172514	5.36	182281
46	9901	168130	5.56	178031
47	10090	162456	5.85	172546
48	8710	159199	5.19	167909
49	8568	153676	5.28	162244
50	8782	149260	5.56	158042
51	9041	144355	5.89	153396
52	8682	140853	5.81	149535
53	8825	136046	6.09	144871
54	7520	132707	5.36	140227
55	8173	128735	5.97	136908
56	7606	123934	5.78	131540
57	7722	121263	5.99	128985
58	7848	116522	6.31	124370
59	7986	112413	6.63	120399
60	6996	109369	6.01	116365
61	7095	106438	6.25	113533
62	6975	102750	6.36	109725
63	6699	99958	6.28	106657
64	6881	96873	6.63	103754
65	7094	94802	6.96	101896
66	6019	90358	6.25	96377
67	6296	87800	6.69	94096
68	6119	84577	6.75	90696
69	6007	81437	6.87	87444
70	5999	79621	7.01	85620
71	6559	77151	7.84	83710
72	5429	74899	6.76	80328
73	5507	72039	7.10	77546
74	5793	69587	7.69	75380
75	5323	67495	7.31	72818
76	5452	65778	7.65	71230
77	5683	64546	8.09	70229
78	4975	61514	7.48	66489
79	5337	59203	8.27	64540
80	4933	57769	7.87	62702
81	4744	56406	7.76	61150
82	4702	54176	7.99	58878
83	5156	52381	8.96	57537
84	4296	51126	7.75	55422
85	4559	49466	8.44	54025
86	4553	48694	8.55	53247
87	4345	46641	8.52	50986
88	4348	45369	8.75	49717
89	4374	44073	9.03	48447
90	3888	43042	8.28	46930
91	3940	41351	8.70	45291
92	3999	40152	9.06	44151
93	3811	38624	8.98	42435
94	3773	37267	9.19	41040
95	3906	36226	9.73	40132
96	3349	35410	8.64	38759
97	3459	34847	9.03	38306
98	3460	33643	9.33	37103
99	3476	31784	9.86	35260
100	3375	31472	9.69	34847
101	3316	30574	9.78	33890
102	3055	29590	9.36	32645
103	3003	28653	9.49	31656
104	3006	27656	9.80	30662
105	2889	26508	9.83	29397
106	2916	26068	10.06	28984
107	3118	25538	10.88	28656
108	2717	24565	9.96	27282
109	2674	23348	10.28	26022
110	2548	22424	10.20	24972
111	2576	22235	10.38	24811
112	2485	21916	10.18	24401
113	2592	21039	10.97	23631
114	2388	20436	10.46	22824
115	2307	19403	10.63	21710
116	2335	18905	10.99	21240
117	2186	18722	10.46	20908
118	2232	18204	10.92	20436
119	2235	17309	11.44	19544
120	2030	16652	10.87	18682
121	2112	16114	11.59	18226
122	1951	15911	10.92	17862
123	1948	15424	11.21	17372
124	1915	14876	11.40	16791
125	1963	14497	11.93	16460
126	1760	14205	11.02	15965
127	1832	13986	11.58	15818
128	1736	13617	11.31	15353
129	1643	13059	11.18	14702
130	1669	12657	11.65	14326
