"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"189",189,"Cluster_11134","Porites_evermani_scaffold_128:242650-243650",150,-20.56,2,17,909,929,15,"73.33%","86.67%","Peve_00004498",-0.997520581789295,0.0448393995312029,0.929559323183572,"S8FGV1","Laccase-2 (EC 1.10.3.2) (FpLCC2)","Fomitopsis pinicola (strain FP-58527) (Brown rot fungus)","","GO:0005507; GO:0005576; GO:0016682"
"552",552,"Cluster_11135","Porites_evermani_scaffold_225:51551-52551",162,-23.61,2,20,111,133,19,"73.68%","84.21%","Peve_00016052",0.999263211767585,0.024439545782064,0.861227763182295,"A4FUY7","Molybdopterin synthase catalytic subunit (EC 2.8.1.12) (Molybdenum cofactor synthesis protein 2 large subunit) (Molybdenum cofactor synthesis protein 2B) (MOCS2B)","Bos taurus (Bovine)","Mo-molybdopterin cofactor biosynthetic process [GO:0006777]","GO:0005829; GO:0006777; GO:0016607; GO:0019008; GO:0030366"
"553",553,"Cluster_11135","Porites_evermani_scaffold_2294:26753-27753",170,-20.86,2,21,918,938,19,"78.95%","89.47%","Peve_00016434",0.99900571383746,0.0283914000687859,0.903496866948401,"Q5EBP3","Armadillo repeat-containing protein 5","Mus musculus (Mouse)","adrenal cortex development [GO:0035801]; anatomical structure morphogenesis [GO:0009653]; CD4-positive, alpha-beta T cell differentiation [GO:0043367]; defense response to virus [GO:0051607]; gastrulation [GO:0007369]; hemopoiesis [GO:0030097]; in utero embryonic development [GO:0001701]; mesoderm formation [GO:0001707]; regulation of steroid biosynthetic process [GO:0050810]; T cell proliferation [GO:0042098]","GO:0001701; GO:0001707; GO:0005654; GO:0005737; GO:0005829; GO:0005925; GO:0007369; GO:0009653; GO:0016020; GO:0030097; GO:0035801; GO:0042098; GO:0043367; GO:0050810; GO:0051607"
"561",561,"Cluster_11135","Porites_evermani_scaffold_2787:28268-29268",146,-20.94,2,21,264,290,24,"62.50%","70.83%","Peve_00020772",0.998797404481802,0.0312247122096777,0.903929377050813,NA,NA,NA,NA,NA
"573",573,"Cluster_11135","Porites_evermani_scaffold_32:442334-443334",160,-22.38,2,18,538,560,17,"82.35%","82.35%","Peve_00023991",0.999999420671888,0.000685263252555419,0.239778920002343,"P34152","Focal adhesion kinase 1 (FADK 1) (EC 2.7.10.2) (Focal adhesion kinase-related nonkinase) (FRNK) (Protein-tyrosine kinase 2) (p125FAK) (pp125FAK)","Mus musculus (Mouse)","angiogenesis [GO:0001525]; axonogenesis [GO:0007409]; blood vessel development [GO:0001568]; cell differentiation [GO:0030154]; cell migration [GO:0016477]; cellular chloride ion homeostasis [GO:0030644]; cellular response to transforming growth factor beta stimulus [GO:0071560]; central nervous system neuron axonogenesis [GO:0021955]; endothelial cell migration [GO:0043542]; ephrin receptor signaling pathway [GO:0048013]; epidermal growth factor receptor signaling pathway [GO:0007173]; extracellular matrix organization [GO:0030198]; growth hormone receptor signaling pathway [GO:0060396]; innate immune response [GO:0045087]; integrin-mediated signaling pathway [GO:0007229]; JNK cascade [GO:0007254]; MAPK cascade [GO:0000165]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of anoikis [GO:2000811]; negative regulation of apoptotic process [GO:0043066]; negative regulation of autophagy [GO:0010507]; negative regulation of axonogenesis [GO:0050771]; negative regulation of cell migration [GO:0030336]; negative regulation of cell-cell adhesion [GO:0022408]; negative regulation of organ growth [GO:0046621]; negative regulation of synapse assembly [GO:0051964]; neuron migration [GO:0001764]; nuclear migration [GO:0007097]; organ growth [GO:0035265]; peptidyl-tyrosine autophosphorylation [GO:0038083]; peptidyl-tyrosine phosphorylation [GO:0018108]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; positive regulation of cell adhesion [GO:0045785]; positive regulation of cell growth [GO:0030307]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of epithelial cell migration [GO:0010634]; positive regulation of epithelial to mesenchymal transition [GO:0010718]; positive regulation of fibroblast migration [GO:0010763]; positive regulation of glial cell proliferation [GO:0060252]; positive regulation of macrophage chemotaxis [GO:0010759]; positive regulation of macrophage proliferation [GO:0120041]; positive regulation of phagocytosis [GO:0050766]; positive regulation of phosphatidylinositol 3-kinase signaling [GO:0014068]; positive regulation of protein kinase activity [GO:0045860]; positive regulation of protein kinase B signaling [GO:0051897]; positive regulation of protein phosphorylation [GO:0001934]; positive regulation of smooth muscle cell migration [GO:0014911]; positive regulation of smooth muscle cell proliferation [GO:0048661]; positive regulation of synaptic transmission [GO:0050806]; positive regulation of ubiquitin-dependent protein catabolic process [GO:2000060]; positive regulation of wound healing [GO:0090303]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of cell adhesion [GO:0030155]; regulation of cell adhesion mediated by integrin [GO:0033628]; regulation of cell population proliferation [GO:0042127]; regulation of cell shape [GO:0008360]; regulation of epithelial cell migration [GO:0010632]; regulation of focal adhesion assembly [GO:0051893]; regulation of modification of postsynaptic actin cytoskeleton [GO:1905274]; regulation of osteoblast differentiation [GO:0045667]; regulation of protein phosphorylation [GO:0001932]; regulation of substrate adhesion-dependent cell spreading [GO:1900024]; signal complex assembly [GO:0007172]; transforming growth factor beta receptor signaling pathway [GO:0007179]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; vasculogenesis [GO:0001570]; vasodilation [GO:0042311]","GO:0000165; GO:0000226; GO:0001525; GO:0001568; GO:0001570; GO:0001725; GO:0001764; GO:0001932; GO:0001934; GO:0003779; GO:0004713; GO:0004715; GO:0004725; GO:0005102; GO:0005178; GO:0005524; GO:0005634; GO:0005730; GO:0005737; GO:0005829; GO:0005886; GO:0005925; GO:0005938; GO:0006468; GO:0007097; GO:0007169; GO:0007172; GO:0007173; GO:0007179; GO:0007229; GO:0007254; GO:0007409; GO:0008284; GO:0008360; GO:0008432; GO:0010507; GO:0010613; GO:0010632; GO:0010634; GO:0010718; GO:0010759; GO:0010763; GO:0014068; GO:0014704; GO:0014911; GO:0016323; GO:0016324; GO:0016477; GO:0016604; GO:0018108; GO:0019901; GO:0019902; GO:0019903; GO:0021955; GO:0022408; GO:0030027; GO:0030154; GO:0030155; GO:0030198; GO:0030307; GO:0030335; GO:0030336; GO:0030644; GO:0031234; GO:0033628; GO:0035265; GO:0036064; GO:0038083; GO:0042127; GO:0042169; GO:0042311; GO:0042383; GO:0042802; GO:0043066; GO:0043197; GO:0043231; GO:0043542; GO:0043548; GO:0044877; GO:0045087; GO:0045202; GO:0045667; GO:0045785; GO:0045860; GO:0046621; GO:0046777; GO:0048013; GO:0048471; GO:0048661; GO:0050766; GO:0050771; GO:0050806; GO:0051893; GO:0051897; GO:0051964; GO:0060252; GO:0060396; GO:0071560; GO:0090303; GO:0098794; GO:0098978; GO:0120041; GO:0140677; GO:1900024; GO:1905274; GO:2000060; GO:2000811"
"596",596,"Cluster_11135","Porites_evermani_scaffold_439:231901-232901",151,-22.1,2,21,619,643,22,"63.64%","72.73%","Peve_00030840",0.999931466060162,0.00745333172287407,0.573710369894872,NA,NA,NA,NA,NA
"638",638,"Cluster_1167","Porites_evermani_scaffold_1082:86413-87413",155,-21.98,2,16,285,306,14,"78.57%","85.71%","Peve_00001485",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"639",639,"Cluster_1167","Porites_evermani_scaffold_1087:61454-62454",154,-23.08,2,21,464,484,19,"63.16%","84.21%","Peve_00001544",0.999909726776791,0.00855416971793915,0.573710369894872,"O35474","EGF-like repeat and discoidin I-like domain-containing protein 3 (Developmentally-regulated endothelial cell locus 1 protein) (Integrin-binding protein DEL1)","Mus musculus (Mouse)","cell adhesion [GO:0007155]; positive regulation of cell-substrate adhesion [GO:0010811]","GO:0005509; GO:0005576; GO:0007155; GO:0010811"
"645",645,"Cluster_1167","Porites_evermani_scaffold_1196:15249-16249",150,-21.09,2,21,46,69,21,"66.67%","76.19%","Peve_00003269",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"656",656,"Cluster_1167","Porites_evermani_scaffold_1331:79978-80978",150,-25.11,2,19,455,476,17,"64.71%","76.47%","Peve_00005255",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"658",658,"Cluster_1167","Porites_evermani_scaffold_1342:37224-38224",147,-20.88,2,21,126,148,20,"65.00%","70.00%","Peve_00005406",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"670",670,"Cluster_1167","Porites_evermani_scaffold_1473:2847-3847",156,-22.04,2,18,665,687,17,"76.47%","82.35%","Peve_00007142",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"674",674,"Cluster_1167","Porites_evermani_scaffold_1511:100291-101291",150,-25.62,2,19,312,333,17,"64.71%","76.47%","Peve_00007689",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"691",691,"Cluster_1167","Porites_evermani_scaffold_1720:64731-65731",153,-20.95,2,16,104,124,14,"85.71%","85.71%","Peve_00010286",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"701",701,"Cluster_1167","Porites_evermani_scaffold_2071:77434-78434",159,-23.98,2,21,696,718,20,"75.00%","75.00%","Peve_00014260",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"709",709,"Cluster_1167","Porites_evermani_scaffold_220:245626-246626",152,-23.21,2,13,745,766,11,"90.91%","90.91%","Peve_00015576",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"711",711,"Cluster_1167","Porites_evermani_scaffold_2239:8003-9003",140,-24.8,2,9,385,406,7,"100.00%","100.00%","Peve_00015940",0.998461753312847,0.0353153733346753,0.909359886114279,NA,NA,NA,NA,NA
"713",713,"Cluster_1167","Porites_evermani_scaffold_2295:68739-69739",143,-23.75,2,17,332,359,21,"61.90%","71.43%","Peve_00016445",0.999909726776791,0.00855416971793915,0.573710369894872,"Q9UHC3","Acid-sensing ion channel 3 (ASIC3) (hASIC3) (Amiloride-sensitive cation channel 3) (Neuronal amiloride-sensitive cation channel 3) (Testis sodium channel 1) (hTNaC1)","Homo sapiens (Human)","detection of chemical stimulus involved in sensory perception of pain [GO:0050968]; detection of mechanical stimulus involved in sensory perception of pain [GO:0050966]; detection of temperature stimulus involved in sensory perception of pain [GO:0050965]; response to acidic pH [GO:0010447]; response to heat [GO:0009408]; sensory perception [GO:0007600]; sensory perception of sour taste [GO:0050915]; signal transduction [GO:0007165]; sodium ion transmembrane transport [GO:0035725]","GO:0005261; GO:0005272; GO:0005886; GO:0007165; GO:0007600; GO:0009408; GO:0010447; GO:0015280; GO:0035725; GO:0042931; GO:0044736; GO:0048471; GO:0050915; GO:0050965; GO:0050966; GO:0050968"
"717",717,"Cluster_1167","Porites_evermani_scaffold_2414:47059-48059",144,-21.59,2,13,859,880,11,"81.82%","81.82%","Peve_00017626",0.999909726776791,0.00855416971793915,0.573710369894872,"Q7TQP6","Serine/threonine-protein kinase TNNI3K (EC 2.7.11.1) (Cardiac ankyrin repeat kinase) (TNNI3-interacting kinase)","Rattus norvegicus (Rat)","bundle of His cell to Purkinje myocyte communication [GO:0086069]; protein phosphorylation [GO:0006468]; regulation of cardiac conduction [GO:1903779]; regulation of cardiac muscle contraction [GO:0055117]; regulation of heart rate [GO:0002027]; regulation of transcription by RNA polymerase II [GO:0006357]","GO:0002027; GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0006357; GO:0006468; GO:0008022; GO:0031013; GO:0046872; GO:0055117; GO:0061629; GO:0086069; GO:0106310; GO:1903779"
"723",723,"Cluster_1167","Porites_evermani_scaffold_248:239409-240409",151,-24.56,2,19,16,35,17,"76.47%","76.47%","Peve_00018177",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"724",724,"Cluster_1167","Porites_evermani_scaffold_248:239409-240409",151,-24.56,2,19,246,265,17,"76.47%","76.47%","Peve_00018177",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"733",733,"Cluster_1167","Porites_evermani_scaffold_2634:29181-30181",160,-27.23,2,21,579,600,19,"68.42%","78.95%","Peve_00019541",0.998816193083452,0.0309797857569469,0.903929377050813,"O18638","Out at first protein","Drosophila virilis (Fruit fly)","",""
"745",745,"Cluster_1167","Porites_evermani_scaffold_2858:16088-17088",160,-25.15,2,21,389,410,19,"68.42%","78.95%","Peve_00021333",0.999909726776791,0.00855416971793915,0.573710369894872,"Q924H0","Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor)","Mus musculus (Mouse)","G protein-coupled receptor signaling pathway [GO:0007186]; regulation of adenylate cyclase activity [GO:0045761]; regulation of cAMP-dependent protein kinase activity [GO:2000479]; regulation of MAPK cascade [GO:0043408]","GO:0004930; GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0042277; GO:0043408; GO:0045761; GO:2000479"
"746",746,"Cluster_1167","Porites_evermani_scaffold_2858:6867-7867",156,-24.35,2,21,392,413,19,"63.16%","78.95%","Peve_00021330",0.999909726776791,0.00855416971793915,0.573710369894872,"Q924H0","Neuropeptide FF receptor 2 (G-protein coupled receptor 74) (Neuropeptide NPFF receptor)","Mus musculus (Mouse)","G protein-coupled receptor signaling pathway [GO:0007186]; regulation of adenylate cyclase activity [GO:0045761]; regulation of cAMP-dependent protein kinase activity [GO:2000479]; regulation of MAPK cascade [GO:0043408]","GO:0004930; GO:0005886; GO:0007186; GO:0008188; GO:0015629; GO:0031628; GO:0042277; GO:0043408; GO:0045761; GO:2000479"
"748",748,"Cluster_1167","Porites_evermani_scaffold_290:129145-130145",144,-22.08,2,21,817,838,19,"57.89%","68.42%","Peve_00021718",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"749",749,"Cluster_1167","Porites_evermani_scaffold_290:129145-130145",146,-24.73,2,21,693,718,23,"60.87%","73.91%","Peve_00021718",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"775",775,"Cluster_1167","Porites_evermani_scaffold_3595:33413-34413",147,-23.25,2,21,781,803,20,"65.00%","70.00%","Peve_00026489",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"787",787,"Cluster_1167","Porites_evermani_scaffold_4147:30376-31314",153,-25.03,2,21,120,145,23,"73.91%","73.91%","Peve_00029605",0.999850651123434,0.011002756609976,0.648044327003451,"Q9Y2W6","Tudor and KH domain-containing protein (Tudor domain-containing protein 2)","Homo sapiens (Human)","fertilization [GO:0009566]; male meiotic nuclear division [GO:0007140]; P granule organization [GO:0030719]; piRNA processing [GO:0034587]; spermatogenesis [GO:0007283]","GO:0003723; GO:0005739; GO:0007140; GO:0007283; GO:0009566; GO:0030719; GO:0034587; GO:0043186; GO:0071546; GO:0071547"
"788",788,"Cluster_1167","Porites_evermani_scaffold_4157:26015-27015",155,-21.97,2,16,869,890,14,"78.57%","85.71%","Peve_00029642",0.999990221588804,0.00281533203902639,0.450074017033431,NA,NA,NA,NA,NA
"810",810,"Cluster_1167","Porites_evermani_scaffold_5247:3724-4724",146,-22.61,2,13,211,231,11,"90.91%","90.91%","Peve_00034549",0.998849404223647,0.0305420482403264,0.903929377050813,"P49285","Melatonin receptor type 1A (Mel-1A-R) (Mel1a receptor) (CKA)","Gallus gallus (Chicken)","adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway [GO:0007193]; circadian rhythm [GO:0007623]; G protein-coupled receptor signaling pathway [GO:0007186]; negative regulation of glucose import [GO:0046325]; negative regulation of glycolytic process [GO:0045820]","GO:0004930; GO:0005886; GO:0007186; GO:0007193; GO:0007623; GO:0008502; GO:0042562; GO:0043235; GO:0045820; GO:0046325; GO:1904408"
"815",815,"Cluster_1167","Porites_evermani_scaffold_540:220328-221328",146,-22.6,2,21,673,697,22,"68.18%","68.18%","Peve_00035161",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"821",821,"Cluster_1167","Porites_evermani_scaffold_590:154196-155196",142,-20.46,2,16,658,680,15,"73.33%","73.33%","Peve_00036721",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"823",823,"Cluster_1167","Porites_evermani_scaffold_590:158279-159279",142,-20.46,2,16,658,680,15,"73.33%","73.33%","Peve_00036723",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"827",827,"Cluster_1167","Porites_evermani_scaffold_61:99144-100144",153,-26.24,2,20,219,242,20,"70.00%","80.00%","Peve_00037343",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"839",839,"Cluster_1167","Porites_evermani_scaffold_742:140467-141467",152,-23.21,2,13,59,80,11,"90.91%","90.91%","Peve_00040549",0.999909726776791,0.00855416971793389,0.573710369894872,NA,NA,NA,NA,NA
"844",844,"Cluster_1167","Porites_evermani_scaffold_792:122223-123223",152,-20.28,2,21,91,112,19,"63.16%","73.68%","Peve_00041552",0.999909726776791,0.00855416971793915,0.573710369894872,NA,NA,NA,NA,NA
"847",847,"Cluster_1167","Porites_evermani_scaffold_818:169331-170331",142,-20.81,2,20,363,386,20,"65.00%","65.00%","Peve_00042134",0.999909726776791,0.00855416971793915,0.573710369894872,"Q91909","Mast/stem cell growth factor receptor-related protein Kit (EC 2.7.10.1) (Kit-related kinase 1) (xKrk1) (Tyrosine-protein kinase kit)","Xenopus laevis (African clawed frog)","Fc receptor signaling pathway [GO:0038093]; Kit signaling pathway [GO:0038109]","GO:0004714; GO:0005524; GO:0005886; GO:0019955; GO:0038093; GO:0038109; GO:0046872"
"848",848,"Cluster_1167","Porites_evermani_scaffold_821:111687-112687",146,-21.74,2,11,153,174,9,"88.89%","100.00%","Peve_00042228",0.999990792524351,0.00273190594675139,0.442041167784887,"Q5R481","Septin-7","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cell division [GO:0051301]; cilium assembly [GO:0060271]; regulation of embryonic cell shape [GO:0016476]; spermatogenesis [GO:0007283]","GO:0000776; GO:0005525; GO:0005819; GO:0005930; GO:0007049; GO:0007283; GO:0016476; GO:0030154; GO:0030496; GO:0031105; GO:0031514; GO:0032154; GO:0051301; GO:0060271"
"852",852,"Cluster_1167","Porites_evermani_scaffold_883:47432-48432",149,-21.78,2,14,403,424,12,"83.33%","83.33%","Peve_00043379",0.999909726776791,0.00855416971793389,0.573710369894872,"Q8L7C8","Protein REDUCED WALL ACETYLATION 1 (EC 2.3.1.-)","Arabidopsis thaliana (Mouse-ear cress)","carbohydrate metabolic process [GO:0005975]; plant-type secondary cell wall biogenesis [GO:0009834]; xylan acetylation [GO:1990937]; xylan biosynthetic process [GO:0045492]; xylan metabolic process [GO:0045491]; xyloglucan metabolic process [GO:0010411]","GO:0000139; GO:0005794; GO:0005975; GO:0009834; GO:0010411; GO:0016407; GO:0016491; GO:0045491; GO:0045492; GO:1990937"
"862",862,"Cluster_1167","Porites_evermani_scaffold_99:32693-33542",155,-26.85,2,17,756,778,16,"81.25%","81.25%","Peve_00045222",0.998907226375474,0.0297645814333626,0.903929377050813,NA,NA,NA,NA,NA
"880",880,"Cluster_13502","Porites_evermani_scaffold_1099:147131-148131",159,-22.48,2,18,500,520,16,"75.00%","93.75%","Peve_00001711",0.997844556977271,0.0418062711782376,0.909359886114279,NA,NA,NA,NA,NA
"883",883,"Cluster_13502","Porites_evermani_scaffold_1223:16711-17711",192,-35.54,2,21,283,304,19,"89.47%","100.00%","Peve_00003720",0.997844556977271,0.0418062711782387,0.909359886114279,NA,NA,NA,NA,NA
"892",892,"Cluster_13502","Porites_evermani_scaffold_2209:52957-53957",165,-20.12,2,20,920,943,20,"80.00%","85.00%","Peve_00015657",0.997844556977271,0.0418062711782397,0.909359886114279,"O08730","Glycogenin-1 (GN-1) (GN1) (EC 2.4.1.186)","Rattus norvegicus (Rat)","glycogen biosynthetic process [GO:0005978]","GO:0005536; GO:0005978; GO:0008466; GO:0016757; GO:0030145; GO:0042803; GO:0102751"
"915",915,"Cluster_13502","Porites_evermani_scaffold_504:92338-93338",154,-21.17,2,20,540,562,19,"68.42%","78.95%","Peve_00033788",0.997844556977271,0.0418062711782387,0.909359886114279,NA,NA,NA,NA,NA
"927",927,"Cluster_13502","Porites_evermani_scaffold_899:1146-2146",169,-20.45,2,19,198,220,18,"83.33%","88.89%","Peve_00043584",0.999808930883123,0.0124450682944078,0.68680754891219,NA,NA,NA,NA,NA
"968",968,"Cluster_14999","Porites_evermani_scaffold_110:482487-483487",162,-20.06,2,15,614,635,13,"92.31%","92.31%","Peve_00001876",0.999298315087297,0.0238501759994235,0.854711273077389,"Q6NUE2","Carbonyl reductase family member 4 (EC 1.-.-.-) (3-ketoacyl-[acyl-carrier-protein] reductase beta subunit) (KAR beta subunit) (3-oxoacyl-[acyl-carrier-protein] reductase) (EC 1.1.1.-) (Quinone reductase CBR4)","Xenopus laevis (African clawed frog)","fatty acid biosynthetic process [GO:0006633]; protein heterotetramerization [GO:0051290]","GO:0004316; GO:0005759; GO:0006633; GO:0051290; GO:1990204"
"980",980,"Cluster_14999","Porites_evermani_scaffold_1422:39321-40321",160,-20.25,2,17,644,665,15,"80.00%","86.67%","Peve_00006544",-0.999322492966855,0.0234356254044225,0.849930477652765,"Q9ZQ31","Serine/threonine-protein kinase STY13 (EC 2.7.11.1) (AtSTYPK) (Serine/threonine/tyrosine-protein kinase 13)","Arabidopsis thaliana (Mouse-ear cress)","protein phosphorylation [GO:0006468]; regulation of embryonic development [GO:0045995]; seed oilbody biogenesis [GO:0010344]; signal transduction [GO:0007165]","GO:0004672; GO:0004674; GO:0004712; GO:0004713; GO:0005524; GO:0005737; GO:0006468; GO:0007165; GO:0010344; GO:0045995; GO:0106310"
"1016",1016,"Cluster_14999","Porites_evermani_scaffold_2991:42132-43132",157,-21.9,2,19,173,197,20,"75.00%","75.00%","Peve_00022361",0.999976158554056,0.00439604651623863,0.54328949385489,"P98160","Basement membrane-specific heparan sulfate proteoglycan core protein (HSPG) (Perlecan) (PLC) [Cleaved into: Endorepellin; LG3 peptide]","Homo sapiens (Human)","angiogenesis [GO:0001525]; animal organ morphogenesis [GO:0009887]; brain development [GO:0007420]; cell differentiation [GO:0030154]; circulatory system development [GO:0072359]; inflammatory response [GO:0006954]; lipid metabolic process [GO:0006629]; negative regulation of amyloid fibril formation [GO:1905907]; negative regulation of angiogenesis [GO:0016525]; negative regulation of cell death [GO:0060548]; receptor-mediated endocytosis [GO:0006898]; tissue development [GO:0009888]","GO:0001525; GO:0001540; GO:0005178; GO:0005509; GO:0005576; GO:0005604; GO:0005615; GO:0005796; GO:0005886; GO:0005925; GO:0006629; GO:0006898; GO:0006954; GO:0007420; GO:0008022; GO:0009887; GO:0009888; GO:0016525; GO:0030021; GO:0030154; GO:0043202; GO:0050750; GO:0060548; GO:0062023; GO:0070062; GO:0072359; GO:0098797; GO:1905907"
"1049",1049,"Cluster_14999","Porites_evermani_scaffold_560:142359-143359",154,-20.38,2,21,30,58,26,"69.23%","69.23%","Peve_00035813",0.999446977031752,0.0211732108231167,0.821343827072112,NA,NA,NA,NA,NA
"1058",1058,"Cluster_14999","Porites_evermani_scaffold_694:27019-28019",174,-21.61,2,19,50,71,17,"82.35%","94.12%","Peve_00039396",0.998919516701524,0.0295966980402007,0.903929377050813,"Q6DGL2","NF-kappa-B inhibitor-interacting Ras-like protein 2 (I-kappa-B-interacting Ras-like protein 2) (Kappa B-Ras protein 2) (KappaB-Ras2)","Danio rerio (Zebrafish) (Brachydanio rerio)","I-kappaB kinase/NF-kappaB signaling [GO:0007249]; Ral protein signal transduction [GO:0032484]; surfactant homeostasis [GO:0043129]","GO:0003924; GO:0005525; GO:0005737; GO:0007249; GO:0032484; GO:0032794; GO:0043129"
"1067",1067,"Cluster_14999","Porites_evermani_scaffold_844:51243-52243",146,-22.06,2,21,305,333,26,"61.54%","69.23%","Peve_00042650",0.997296425206163,0.0468233205724549,0.939470798087631,"P07850","Sulfite oxidase (EC 1.8.3.1)","Gallus gallus (Chicken)","sulfur compound metabolic process [GO:0006790]","GO:0005739; GO:0005758; GO:0006790; GO:0008482; GO:0020037; GO:0030151; GO:0043546"
"1104",1104,"Cluster_15726","Porites_evermani_scaffold_1823:80909-81909",159,-21.33,2,19,411,430,17,"82.35%","82.35%","Peve_00011436",-0.999947726180961,0.00650937254330571,0.573710369894872,NA,NA,NA,NA,NA
"1108",1108,"Cluster_15726","Porites_evermani_scaffold_1918:41949-42949",147,-20.21,2,21,881,898,19,"68.42%","73.68%","Peve_00012489",1,0,0,NA,NA,NA,NA,NA
"1116",1116,"Cluster_15726","Porites_evermani_scaffold_201:332436-333436",147,-20.04,2,20,688,709,18,"61.11%","72.22%","Peve_00013682",0.999429765887112,0.0215001929584108,0.825175158091499,"B8VIU6","Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576"
