"","X","miRNA","V2","V3.x","V4.x","V5","V6","V7","V8","V9","V10","V11","mRNA","PCC.cor","p_value","adjusted_p_value","V3.y","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"16",16,"Cluster_10061","Porites_evermani_scaffold_1090:55420-56420",163,-20.97,2,17,698,721,17,"82.35%","88.24%","Peve_00001612",NA,NA,NA,"Q91X17","Uromodulin (Tamm-Horsfall urinary glycoprotein) (THP) [Cleaved into: Uromodulin, secreted form]","Mus musculus (Mouse)","antibacterial innate immune response [GO:0140367]; apoptotic process [GO:0006915]; apoptotic signaling pathway [GO:0097190]; autophagy [GO:0006914]; calcium ion homeostasis [GO:0055074]; cellular calcium ion homeostasis [GO:0006874]; cellular chloride ion homeostasis [GO:0030644]; cellular phosphate ion homeostasis [GO:0030643]; cellular response to unfolded protein [GO:0034620]; cellular sodium ion homeostasis [GO:0006883]; chaperone-mediated protein folding [GO:0061077]; chemical homeostasis [GO:0048878]; chloride ion homeostasis [GO:0055064]; citric acid secretion [GO:0046720]; collecting duct development [GO:0072044]; connective tissue replacement [GO:0097709]; creatinine homeostasis [GO:0097273]; defense response to Gram-negative bacterium [GO:0050829]; endoplasmic reticulum organization [GO:0007029]; gene expression [GO:0010467]; glomerular filtration [GO:0003094]; heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules [GO:0007157]; inflammatory response [GO:0006954]; ion homeostasis [GO:0050801]; juxtaglomerular apparatus development [GO:0072051]; kidney development [GO:0001822]; leukocyte cell-cell adhesion [GO:0007159]; lipid metabolic process [GO:0006629]; loop of Henle development [GO:0072070]; metanephric ascending thin limb development [GO:0072218]; metanephric distal convoluted tubule development [GO:0072221]; metanephric thick ascending limb development [GO:0072233]; micturition [GO:0060073]; multicellular organismal homeostasis [GO:0048871]; multicellular organismal response to stress [GO:0033555]; neutrophil migration [GO:1990266]; organ or tissue specific immune response [GO:0002251]; peptidyl-threonine phosphorylation [GO:0018107]; phosphate ion homeostasis [GO:0055062]; potassium ion homeostasis [GO:0055075]; protein localization to vacuole [GO:0072665]; protein phosphorylation [GO:0006468]; protein transport into plasma membrane raft [GO:0044861]; regulation of blood pressure [GO:0008217]; regulation of protein transport [GO:0051223]; regulation of urine volume [GO:0035809]; renal sodium ion absorption [GO:0070294]; renal urate salt excretion [GO:0097744]; renal water homeostasis [GO:0003091]; response to endoplasmic reticulum stress [GO:0034976]; response to lipopolysaccharide [GO:0032496]; response to unfolded protein [GO:0006986]; response to water deprivation [GO:0009414]; response to xenobiotic stimulus [GO:0009410]; RNA splicing [GO:0008380]; sodium ion homeostasis [GO:0055078]; tumor necrosis factor-mediated signaling pathway [GO:0033209]; ubiquitin-dependent ERAD pathway [GO:0030433]; urate transport [GO:0015747]; urea transmembrane transport [GO:0071918]; water homeostasis [GO:0030104]","GO:0000922; GO:0001822; GO:0002251; GO:0003091; GO:0003094; GO:0005201; GO:0005509; GO:0005615; GO:0005783; GO:0005794; GO:0005886; GO:0005929; GO:0006468; GO:0006629; GO:0006874; GO:0006883; GO:0006914; GO:0006915; GO:0006954; GO:0006986; GO:0007029; GO:0007157; GO:0007159; GO:0008217; GO:0008380; GO:0009410; GO:0009414; GO:0009986; GO:0010467; GO:0015747; GO:0016020; GO:0016323; GO:0016324; GO:0018107; GO:0019864; GO:0030104; GO:0030433; GO:0030643; GO:0030644; GO:0031410; GO:0032496; GO:0033209; GO:0033555; GO:0034620; GO:0034976; GO:0035809; GO:0044861; GO:0045121; GO:0045177; GO:0046720; GO:0048871; GO:0048878; GO:0050801; GO:0050829; GO:0051223; GO:0055062; GO:0055064; GO:0055074; GO:0055075; GO:0055078; GO:0060073; GO:0060170; GO:0061077; GO:0070294; GO:0071918; GO:0072044; GO:0072051; GO:0072070; GO:0072218; GO:0072221; GO:0072233; GO:0072665; GO:0097190; GO:0097273; GO:0097709; GO:0097744; GO:0140367; GO:1990266"
"17",17,"Cluster_10061","Porites_evermani_scaffold_1186:61087-62087",179,-23.24,2,20,725,746,18,"88.89%","88.89%","Peve_00003122",-0.265726517903424,0.828776365879978,0.995934364227446,NA,NA,NA,NA,NA
"18",18,"Cluster_10061","Porites_evermani_scaffold_1186:74639-75639",179,-21.05,2,20,721,742,18,"88.89%","88.89%","Peve_00003113",-0.696836398553476,0.509180714719917,0.978262075707395,NA,NA,NA,NA,NA
"19",19,"Cluster_10061","Porites_evermani_scaffold_1221:71064-72064",168,-21.39,2,19,369,389,17,"88.24%","88.24%","Peve_00003694",-0.446077406355246,0.705641205133228,0.978262075707395,NA,NA,NA,NA,NA
"20",20,"Cluster_10061","Porites_evermani_scaffold_1221:71135-72135",168,-21.39,2,19,298,318,17,"88.24%","88.24%","Peve_00003695",-0.99199485658194,0.0806064549183684,0.978262075707395,"A0JNH6","Coiled-coil domain-containing protein 102A","Bos taurus (Bovine)","","GO:0016459"
"21",21,"Cluster_10061","Porites_evermani_scaffold_1269:83151-84151",171,-22.04,2,20,181,202,18,"77.78%","88.89%","Peve_00004323",-0.172899716820532,0.889372692042876,0.999448381576871,"Q6RFZ7","Pleckstrin homology domain-containing family G member 5 (PH domain-containing family G member 5) (Neuronal RhoA GEF protein) (Transcript highly enriched in cortex and hippocampus)","Rattus norvegicus (Rat)","endothelial cell chemotaxis [GO:0035767]; endothelial cell migration [GO:0043542]; regulation of protein catabolic process at presynapse, modulating synaptic transmission [GO:0099575]; regulation protein catabolic process at presynapse [GO:0140251]; Rho protein signal transduction [GO:0007266]","GO:0005085; GO:0005737; GO:0005886; GO:0005911; GO:0007266; GO:0030027; GO:0030139; GO:0030424; GO:0035767; GO:0043542; GO:0045202; GO:0048471; GO:0098793; GO:0099575; GO:0140251"
"22",22,"Cluster_10061","Porites_evermani_scaffold_1329:31126-32126",182,-28.4,2,19,634,655,17,"88.24%","100.00%","Peve_00005180",-0.783545101783734,0.426818694653127,0.978262075707395,"Q5VTL8","Pre-mRNA-splicing factor 38B (Sarcoma antigen NY-SAR-27)","Homo sapiens (Human)","mRNA processing [GO:0006397]; RNA splicing [GO:0008380]","GO:0003723; GO:0006397; GO:0008380; GO:0071011"
"23",23,"Cluster_10061","Porites_evermani_scaffold_139:79341-80341",172,-21.82,2,18,208,230,17,"88.24%","94.12%","Peve_00006031",NA,NA,NA,"Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"24",24,"Cluster_10061","Porites_evermani_scaffold_139:79341-80341",172,-21.82,2,18,328,350,17,"88.24%","94.12%","Peve_00006031",NA,NA,NA,"Q96AY4","Tetratricopeptide repeat protein 28 (TPR repeat protein 28) (TPR repeat-containing big gene cloned at Keio)","Homo sapiens (Human)","cell cycle [GO:0007049]; cell division [GO:0051301]; regulation of mitotic cell cycle [GO:0007346]","GO:0000922; GO:0005737; GO:0005815; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301"
"25",25,"Cluster_10061","Porites_evermani_scaffold_1833:64421-65421",169,-22.25,2,18,352,373,16,"75.00%","100.00%","Peve_00011535",-0.990584526872304,0.0874294088582374,0.978262075707395,NA,NA,NA,NA,NA
"26",26,"Cluster_10061","Porites_evermani_scaffold_184:344967-345967",159,-21.63,2,21,61,85,22,"63.64%","81.82%","Peve_00011589",-0.448543039306733,0.703886164166127,0.978262075707395,"Q9CR50","RING finger and CHY zinc finger domain-containing protein 1 (EC 2.3.2.27) (Androgen receptor N-terminal-interacting protein) (CH-rich-interacting match with PLAG1) (E3 ubiquitin-protein ligase Pirh2) (RING-type E3 ubiquitin transferase RCHY1) (Zinc finger protein 363)","Mus musculus (Mouse)","positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; positive regulation of protein ubiquitination [GO:0031398]; protein autoubiquitination [GO:0051865]; protein ubiquitination [GO:0016567]; ubiquitin-dependent protein catabolic process [GO:0006511]","GO:0000151; GO:0002039; GO:0005102; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006511; GO:0008270; GO:0016567; GO:0016607; GO:0031398; GO:0032436; GO:0042803; GO:0043231; GO:0051865; GO:0061630"
"27",27,"Cluster_10061","Porites_evermani_scaffold_1854:80326-81326",159,-20.36,2,21,201,226,23,"69.57%","73.91%","Peve_00011752",-0.446077406355246,0.705641205133228,0.978262075707395,NA,NA,NA,NA,NA
"28",28,"Cluster_10061","Porites_evermani_scaffold_190:99320-100320",170,-20.02,2,21,916,936,19,"84.21%","84.21%","Peve_00012292",-0.634781973431444,0.562179825338467,0.978262075707395,"Q9Z2H5","Band 4.1-like protein 1 (Erythrocyte membrane protein band 4.1-like 1) (Neuronal protein 4.1) (4.1N)","Mus musculus (Mouse)","actomyosin structure organization [GO:0031032]; cortical actin cytoskeleton organization [GO:0030866]","GO:0003779; GO:0005102; GO:0005198; GO:0005829; GO:0005856; GO:0005886; GO:0014069; GO:0030866; GO:0031032; GO:0032991; GO:0097060"
"29",29,"Cluster_10061","Porites_evermani_scaffold_1939:46940-47940",160,-20.49,2,19,107,127,17,"70.59%","94.12%","Peve_00012696",NA,NA,NA,NA,NA,NA,NA,NA
"30",30,"Cluster_10061","Porites_evermani_scaffold_2161:1161-2161",158,-20.45,2,20,399,425,23,"69.57%","73.91%","Peve_00015166",-0.310086733470883,0.799283805240007,0.995934364227446,NA,NA,NA,NA,NA
"31",31,"Cluster_10061","Porites_evermani_scaffold_2229:13161-14161",174,-20.22,2,20,405,428,20,"85.00%","85.00%","Peve_00015845",-0.62367202905205,0.571280175998745,0.978262075707395,"O96952","Thioredoxin (Trx)","Geodia cydonium (Sponge)","","GO:0005737; GO:0015035"
"32",32,"Cluster_10061","Porites_evermani_scaffold_2351:48966-49966",165,-21.25,2,20,86,109,20,"80.00%","85.00%","Peve_00017023",NA,NA,NA,NA,NA,NA,NA,NA
"33",33,"Cluster_10061","Porites_evermani_scaffold_239:57853-58853",172,-20.49,2,21,639,660,19,"73.68%","89.47%","Peve_00017320",-0.750011420638398,0.46009592009726,0.978262075707395,"Q8N972","Zinc finger protein 709","Homo sapiens (Human)","regulation of transcription by RNA polymerase II [GO:0006357]","GO:0000977; GO:0000981; GO:0005634; GO:0006357; GO:0046872"
"34",34,"Cluster_10061","Porites_evermani_scaffold_29:239887-240887",169,-20.7,2,21,947,968,20,"80.00%","90.00%","Peve_00021693",-0.754899233417341,0.455371491238179,0.978262075707395,NA,NA,NA,NA,NA
"35",35,"Cluster_10061","Porites_evermani_scaffold_2951:35792-36792",165,-20.58,2,20,245,265,18,"77.78%","88.89%","Peve_00022068",-0.733525650668393,0.475746867850307,0.978262075707395,NA,NA,NA,NA,NA
"36",36,"Cluster_10061","Porites_evermani_scaffold_3268:22076-23076",174,-20.4,2,21,526,546,19,"84.21%","89.47%","Peve_00024420",NA,NA,NA,NA,NA,NA,NA,NA
"37",37,"Cluster_10061","Porites_evermani_scaffold_342:245853-246853",162,-20.08,2,15,30,51,13,"84.62%","100.00%","Peve_00025417",-0.128787782015985,0.9177827944628,0.999448381576871,"Q3SZI0","Mannose-6-phosphate isomerase (EC 5.3.1.8) (Phosphohexomutase) (Phosphomannose isomerase) (PMI)","Bos taurus (Bovine)","GDP-mannose biosynthetic process [GO:0009298]; mannose to fructose-6-phosphate metabolic process [GO:0061611]","GO:0004476; GO:0005829; GO:0008270; GO:0009298; GO:0061611"
"38",38,"Cluster_10061","Porites_evermani_scaffold_3726:7672-8672",143,-20.03,2,21,2,32,28,"53.57%","67.86%","Peve_00027231",NA,NA,NA,NA,NA,NA,NA,NA
"39",39,"Cluster_10061","Porites_evermani_scaffold_3775:27917-28917",175,-23.52,2,21,249,272,21,"80.95%","85.71%","Peve_00027461",-0.981320798954527,0.123240263698277,0.978262075707395,NA,NA,NA,NA,NA
"40",40,"Cluster_10061","Porites_evermani_scaffold_397:104724-105724",173,-23.25,2,18,604,625,16,"87.50%","93.75%","Peve_00028560",-0.286575280096669,0.814966292437932,0.995934364227446,NA,NA,NA,NA,NA
"41",41,"Cluster_10061","Porites_evermani_scaffold_4062:21439-22439",168,-20.18,2,19,98,118,17,"82.35%","94.12%","Peve_00029179",-0.299379966368469,0.806440374640063,0.995934364227446,"E2JA28","Dapdiamide synthesis protein DdaC (EC 1.-.-.-)","Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)","antibiotic biosynthetic process [GO:0017000]","GO:0016491; GO:0017000"
"42",42,"Cluster_10061","Porites_evermani_scaffold_4365:5718-6718",178,-20.8,2,21,294,318,22,"86.36%","86.36%","Peve_00030728",-0.446077406355246,0.705641205133228,0.978262075707395,NA,NA,NA,NA,NA
"43",43,"Cluster_10061","Porites_evermani_scaffold_4394:1389-2389",176,-22.39,2,21,436,457,19,"78.95%","89.47%","Peve_00030853",0.792067036948188,0.418009988238844,0.978262075707395,"B3EWZ3","Coadhesin","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0016020"
"44",44,"Cluster_10061","Porites_evermani_scaffold_481:100451-101451",149,-20.16,2,19,372,398,22,"63.64%","72.73%","Peve_00032812",NA,NA,NA,NA,NA,NA,NA,NA
"45",45,"Cluster_10061","Porites_evermani_scaffold_524:52331-53331",162,-22.62,2,20,44,71,24,"70.83%","75.00%","Peve_00034519",-0.349259760330053,0.772866161774938,0.991709304989928,"B8VIU6","Uncharacterized skeletal organic matrix protein 5 (Uncharacterized SOMP-5)","Acropora millepora (Staghorn coral) (Heteropora millepora)","","GO:0005576"
"46",46,"Cluster_10061","Porites_evermani_scaffold_726:80822-81822",172,-23.27,2,17,196,217,15,"86.67%","100.00%","Peve_00040157",0.306937330982347,0.801391595416986,0.995934364227446,NA,NA,NA,NA,NA
"47",47,"Cluster_10061","Porites_evermani_scaffold_82:329243-330243",187,-24.72,2,20,413,434,18,"94.44%","94.44%","Peve_00042163",NA,NA,NA,NA,NA,NA,NA,NA
"48",48,"Cluster_10061","Porites_evermani_scaffold_862:109847-110847",164,-20.28,2,18,618,640,17,"82.35%","88.24%","Peve_00043022",-0.24368758668536,0.843285695037324,0.995934364227446,NA,NA,NA,NA,NA
"49",49,"Cluster_10934","Porites_evermani_scaffold_1028:14295-15295",143,-20.27,2,21,965,987,20,"60.00%","70.00%","Peve_00000655",-0.260525256164665,0.832208541543335,0.995934364227446,"Q6P0F9","Insulinoma-associated protein 1a (Insulinoma-associated 1-like protein a) (Zinc finger protein IA-1a)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell dedifferentiation [GO:0043697]; negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of transcription by RNA polymerase II [GO:0000122]; neuron differentiation [GO:0030182]; pancreatic A cell differentiation [GO:0003310]; posterior lateral line neuromast hair cell development [GO:0035677]; posterior lateral line neuromast primordium migration [GO:0048920]; regulation of cell cycle process [GO:0010564]; retinal cone cell differentiation [GO:0042670]; retinal rod cell differentiation [GO:0060221]; sensory epithelium regeneration [GO:0070654]; spinal cord motor neuron differentiation [GO:0021522]; transdifferentiation [GO:0060290]; type B pancreatic cell differentiation [GO:0003309]","GO:0000122; GO:0000978; GO:0001227; GO:0003309; GO:0003310; GO:0003700; GO:0005634; GO:0010564; GO:0017053; GO:0021522; GO:0030182; GO:0031490; GO:0035677; GO:0042670; GO:0043565; GO:0043697; GO:0045892; GO:0046872; GO:0048920; GO:0060221; GO:0060290; GO:0070654"
"50",50,"Cluster_10934","Porites_evermani_scaffold_1055:72877-73877",162,-25.65,2,21,180,200,19,"78.95%","78.95%","Peve_00001078",-0.882764149204873,0.311359775758119,0.978262075707395,NA,NA,NA,NA,NA
"51",51,"Cluster_10934","Porites_evermani_scaffold_1155:39935-40935",170,-22.73,2,21,401,421,19,"78.95%","89.47%","Peve_00002622",-0.580143564805749,0.605992879379821,0.978262075707395,NA,NA,NA,NA,NA
"52",52,"Cluster_10934","Porites_evermani_scaffold_1179:28510-29510",168,-22.19,2,21,698,719,19,"78.95%","78.95%","Peve_00002995",NA,NA,NA,NA,NA,NA,NA,NA
"53",53,"Cluster_10934","Porites_evermani_scaffold_1203:79183-80183",164,-22.15,2,20,405,424,18,"77.78%","88.89%","Peve_00003442",NA,NA,NA,NA,NA,NA,NA,NA
"54",54,"Cluster_10934","Porites_evermani_scaffold_1262:90852-91852",159,-21.25,2,21,755,780,23,"69.57%","73.91%","Peve_00004260",0.334282353105803,0.783012176396057,0.994255504697718,"Q8WZ42","Titin (EC 2.7.11.1) (Connectin) (Rhabdomyosarcoma antigen MU-RMS-40.14)","Homo sapiens (Human)","cardiac muscle cell development [GO:0055013]; cardiac muscle contraction [GO:0060048]; cardiac muscle hypertrophy [GO:0003300]; cardiac muscle tissue morphogenesis [GO:0055008]; cardiac myofibril assembly [GO:0055003]; detection of muscle stretch [GO:0035995]; mitotic chromosome condensation [GO:0007076]; muscle contraction [GO:0006936]; positive regulation of gene expression [GO:0010628]; positive regulation of protein secretion [GO:0050714]; protein kinase A signaling [GO:0010737]; regulation of catalytic activity [GO:0050790]; regulation of protein kinase activity [GO:0045859]; response to calcium ion [GO:0051592]; sarcomere organization [GO:0045214]; sarcomerogenesis [GO:0048769]; skeletal muscle myosin thick filament assembly [GO:0030241]; skeletal muscle thin filament assembly [GO:0030240]; striated muscle contraction [GO:0006941]","GO:0000794; GO:0002020; GO:0003300; GO:0004674; GO:0004713; GO:0005509; GO:0005516; GO:0005524; GO:0005576; GO:0005829; GO:0005865; GO:0006936; GO:0006941; GO:0007076; GO:0008307; GO:0010628; GO:0010737; GO:0019899; GO:0019901; GO:0030018; GO:0030240; GO:0030241; GO:0031430; GO:0031433; GO:0031674; GO:0035995; GO:0042802; GO:0042805; GO:0043621; GO:0045214; GO:0045859; GO:0048769; GO:0050714; GO:0050790; GO:0051015; GO:0051371; GO:0051592; GO:0055003; GO:0055008; GO:0055013; GO:0060048; GO:0070062; GO:0097493; GO:0106310; GO:1990733"
"55",55,"Cluster_10934","Porites_evermani_scaffold_133:369248-370248",155,-21.82,2,21,250,275,23,"65.22%","73.91%","Peve_00005192",0.776427357148343,0.4340597609641,0.978262075707395,"P05099","Cartilage matrix protein (Matrilin-1)","Gallus gallus (Chicken)","extracellular matrix organization [GO:0030198]","GO:0005509; GO:0005576; GO:0030198"
"56",56,"Cluster_10934","Porites_evermani_scaffold_1359:17020-18020",159,-20.77,2,20,924,945,18,"72.22%","77.78%","Peve_00005615",NA,NA,NA,NA,NA,NA,NA,NA
"57",57,"Cluster_10934","Porites_evermani_scaffold_1371:73774-74774",163,-23.93,2,18,67,87,16,"87.50%","87.50%","Peve_00005803",-0.407469079995713,0.732822830955942,0.985284813434432,"O16118","Guanine nucleotide-binding protein G(s) subunit alpha (Adenylate cyclase-stimulating G alpha protein)","Homarus americanus (American lobster)","G protein-coupled receptor signaling pathway [GO:0007186]","GO:0003924; GO:0005525; GO:0007186; GO:0031683; GO:0046872"
"58",58,"Cluster_10934","Porites_evermani_scaffold_14:940131-941131",161,-26.39,2,21,672,691,19,"73.68%","84.21%","Peve_00006203",-0.396959973956809,0.740130346577029,0.986697151420032,NA,NA,NA,NA,NA
"59",59,"Cluster_10934","Porites_evermani_scaffold_150:99705-100705",154,-21.47,2,21,206,226,19,"68.42%","78.95%","Peve_00007541",NA,NA,NA,NA,NA,NA,NA,NA
"60",60,"Cluster_10934","Porites_evermani_scaffold_1533:28519-29519",152,-26.79,2,21,720,738,19,"68.42%","78.95%","Peve_00007922",0.439541803816799,0.710281665819416,0.978785040024827,"A0JNI4","Serine racemase (EC 4.3.1.17) (EC 4.3.1.18) (EC 5.1.1.18) (D-serine ammonia-lyase) (D-serine dehydratase) (L-serine ammonia-lyase) (L-serine dehydratase)","Bos taurus (Bovine)","D-serine biosynthetic process [GO:0070179]; D-serine metabolic process [GO:0070178]; L-serine metabolic process [GO:0006563]; pyruvate biosynthetic process [GO:0042866]; response to lipopolysaccharide [GO:0032496]","GO:0000287; GO:0003941; GO:0005509; GO:0005524; GO:0005737; GO:0006563; GO:0008721; GO:0016594; GO:0018114; GO:0030165; GO:0030170; GO:0030378; GO:0032496; GO:0042803; GO:0042866; GO:0043025; GO:0070178; GO:0070179"
"61",61,"Cluster_10934","Porites_evermani_scaffold_1556:112511-113511",149,-23.29,2,20,530,550,18,"61.11%","83.33%","Peve_00008188",0.978221707375421,0.133106230295136,0.978262075707395,NA,NA,NA,NA,NA
"62",62,"Cluster_10934","Porites_evermani_scaffold_1556:86789-87789",146,-23.41,2,21,504,521,19,"68.42%","78.95%","Peve_00008185",0.99960187302587,0.0179647150151243,0.782669382293497,NA,NA,NA,NA,NA
"63",63,"Cluster_10934","Porites_evermani_scaffold_1574:73966-74966",161,-26.17,2,21,330,355,23,"73.91%","82.61%","Peve_00008421",NA,NA,NA,NA,NA,NA,NA,NA
"64",64,"Cluster_10934","Porites_evermani_scaffold_15:874027-875027",164,-22.37,2,18,429,451,17,"82.35%","88.24%","Peve_00007468",-0.404347620474823,0.734997198400733,0.98584285229152,"Q6NW40","Repulsive guidance molecule B (DRG11-responsive axonal guidance and outgrowth of neurite) (DRAGON)","Homo sapiens (Human)","BMP signaling pathway [GO:0030509]; cell adhesion [GO:0007155]; positive regulation of DNA-templated transcription [GO:0045893]; signal transduction [GO:0007165]","GO:0005793; GO:0005886; GO:0007155; GO:0007165; GO:0015026; GO:0030509; GO:0042802; GO:0045121; GO:0045893"
"65",65,"Cluster_10934","Porites_evermani_scaffold_1594:57421-58421",173,-22.6,2,20,284,304,18,"88.89%","88.89%","Peve_00008683",0.613293099668174,0.579688907721827,0.978262075707395,NA,NA,NA,NA,NA
"66",66,"Cluster_10934","Porites_evermani_scaffold_1594:67902-68902",173,-22.6,2,20,160,180,18,"88.89%","88.89%","Peve_00008684",-0.021850717441934,0.986088294053319,0.999448381576871,NA,NA,NA,NA,NA
"67",67,"Cluster_10934","Porites_evermani_scaffold_1642:74991-75991",164,-26.65,2,21,709,727,19,"78.95%","84.21%","Peve_00009319",NA,NA,NA,NA,NA,NA,NA,NA
"68",68,"Cluster_10934","Porites_evermani_scaffold_165:252591-252781",155,-23.23,2,21,51,75,22,"63.64%","77.27%","Peve_00009398",0.998758250045998,0.0317290557481573,0.903929377050813,NA,NA,NA,NA,NA
"69",69,"Cluster_10934","Porites_evermani_scaffold_165:252591-253591",155,-23.23,2,21,51,75,22,"63.64%","77.27%","Peve_00009399",NA,NA,NA,NA,NA,NA,NA,NA
"70",70,"Cluster_10934","Porites_evermani_scaffold_1709:57475-58475",160,-21.1,2,21,674,695,19,"68.42%","78.95%","Peve_00010127",NA,NA,NA,NA,NA,NA,NA,NA
