species,lncRNA_id,nearest_gene_id,distance
Apul,lncRNA_28972,FUN_041503,5506
Apul,lncRNA_28973,FUN_041513,25338
Apul,lncRNA_28974,FUN_041517,196
Apul,lncRNA_28975,FUN_041522,2422
Apul,lncRNA_28976,FUN_041562,2067
Apul,lncRNA_28977,FUN_041562,2067
Apul,lncRNA_28978,FUN_041562,2069
Apul,lncRNA_28979,FUN_041562,2072
Apul,lncRNA_28980,FUN_041563,2503
Apul,lncRNA_28981,FUN_041563,2503
Apul,lncRNA_28982,FUN_041566,12759
Apul,lncRNA_28983,FUN_041566,3557
Apul,lncRNA_28984,FUN_041566,3610
Apul,lncRNA_28985,FUN_041566,4030
Apul,lncRNA_28986,FUN_041566,4030
Apul,lncRNA_28987,FUN_041566,4566
Apul,lncRNA_28988,FUN_041566,4621
Apul,lncRNA_28989,FUN_041566,4621
Apul,lncRNA_28990,FUN_041566,4627
Apul,lncRNA_28991,FUN_041566,7262
Apul,lncRNA_28992,FUN_041573,2983
Apul,lncRNA_28993,FUN_041573,3070
Apul,lncRNA_28994,FUN_041595,3507
Apul,lncRNA_28995,FUN_041604,4274
Apul,lncRNA_28996,FUN_041607,19393
Apul,lncRNA_28997,FUN_041622,30706
Apul,lncRNA_28998,FUN_041631,17698
Apul,lncRNA_28999,FUN_041664,1094
Apul,lncRNA_29000,FUN_041675,19326
Apul,lncRNA_29001,FUN_041682,0
Apul,lncRNA_29002,FUN_041699,23740
Apul,lncRNA_29003,FUN_041707,1066
Apul,lncRNA_29004,FUN_041707,1066
Apul,lncRNA_29005,FUN_041734,872
Apul,lncRNA_29006,FUN_041736,0
Apul,lncRNA_29007,FUN_041746,3762
Apul,lncRNA_29008,FUN_041769,531
Apul,lncRNA_29009,FUN_041777,59
Apul,lncRNA_29010,FUN_041782,1615
Apul,lncRNA_29011,FUN_041803,45477
Apul,lncRNA_29012,FUN_041803,45477
Apul,lncRNA_29013,FUN_041813,3192
Apul,lncRNA_29014,FUN_041823,0
Apul,lncRNA_29015,FUN_041864,3621
Apul,lncRNA_29016,FUN_041864,3621
Apul,lncRNA_29017,FUN_041864,3621
Apul,lncRNA_29018,FUN_041877,5694
Apul,lncRNA_29019,FUN_041884,5424
Apul,lncRNA_29020,FUN_041891,71
Apul,lncRNA_29021,FUN_041915,604
Apul,lncRNA_29022,FUN_041921,1472
Apul,lncRNA_29023,FUN_041929,14837
Apul,lncRNA_29024,FUN_041937,3944
Apul,lncRNA_29025,FUN_041937,3040
Apul,lncRNA_29026,FUN_041937,3060
Apul,lncRNA_29027,FUN_041945,0
Apul,lncRNA_29028,FUN_041955,5218
Apul,lncRNA_29029,FUN_041969,11322
Apul,lncRNA_29030,FUN_041978,0
Apul,lncRNA_29031,FUN_041982,8231
Apul,lncRNA_29032,FUN_041987,0
Apul,lncRNA_29033,FUN_041987,0
Apul,lncRNA_29034,FUN_041988,2251
Apul,lncRNA_29035,FUN_042002,2878
Apul,lncRNA_29036,FUN_042004,10035
Apul,lncRNA_29037,FUN_042004,20183
Apul,lncRNA_29038,FUN_042004,20900
Apul,lncRNA_29039,FUN_042012,22356
Apul,lncRNA_29040,FUN_042012,7572
Apul,lncRNA_29041,FUN_042012,5988
Apul,lncRNA_29042,FUN_042013,1370
Apul,lncRNA_29043,FUN_042029,2125
Apul,lncRNA_29044,FUN_042029,2208
Apul,lncRNA_29045,FUN_042055,5904
Apul,lncRNA_29046,FUN_042055,5904
Apul,lncRNA_29047,FUN_042057,11702
Apul,lncRNA_29048,FUN_041206,436
Apul,lncRNA_29049,FUN_041265,10350
Apul,lncRNA_29050,FUN_041286,29178
Apul,lncRNA_29051,FUN_041289,1379
Apul,lncRNA_29052,FUN_041333,1499
Apul,lncRNA_29053,FUN_041333,1499
Apul,lncRNA_29054,FUN_041331,1400
Apul,lncRNA_29055,FUN_041342,0
Apul,lncRNA_29056,FUN_041350,36610
Apul,lncRNA_29057,FUN_041362,15316
Apul,lncRNA_29058,FUN_041363,53944
Apul,lncRNA_29059,FUN_041369,50894
Apul,lncRNA_29060,FUN_041369,50894
Apul,lncRNA_29061,FUN_041369,50894
Apul,lncRNA_29062,FUN_041369,50537
Apul,lncRNA_29063,FUN_041373,5141
Apul,lncRNA_29064,FUN_041376,37228
Apul,lncRNA_29065,FUN_041376,37228
Apul,lncRNA_29066,FUN_041376,18097
Apul,lncRNA_29067,FUN_041402,0
Apul,lncRNA_29068,FUN_041409,0
Apul,lncRNA_29069,FUN_041413,51320
Apul,lncRNA_29070,FUN_041413,51320
Apul,lncRNA_29071,FUN_041422,47492
Apul,lncRNA_29072,FUN_041422,47492
Apul,lncRNA_29073,FUN_041425,19
Apul,lncRNA_29074,FUN_041425,721
Apul,lncRNA_29075,FUN_041431,248
Apul,lncRNA_29076,FUN_041467,0
Apul,lncRNA_29077,FUN_041472,3137
Apul,lncRNA_29078,FUN_041483,3304
Apul,lncRNA_29079,FUN_041490,2277
Apul,lncRNA_29080,FUN_041490,2523
Apul,lncRNA_29081,FUN_041498,598
Apul,lncRNA_29082,FUN_041521,7364
Apul,lncRNA_29083,FUN_041521,7364
Apul,lncRNA_29084,FUN_041521,7364
Apul,lncRNA_29085,FUN_041522,10070
Apul,lncRNA_29086,FUN_041522,7257
Apul,lncRNA_29087,FUN_041566,2072
Apul,lncRNA_29088,FUN_041566,2088
Apul,lncRNA_29089,FUN_041570,20
Apul,lncRNA_29090,FUN_041570,20
Apul,lncRNA_29091,FUN_041588,260
Apul,lncRNA_29092,FUN_041588,5789
Apul,lncRNA_29093,FUN_041614,1584
Apul,lncRNA_29094,FUN_041614,0
Apul,lncRNA_29095,FUN_041666,0
Apul,lncRNA_29096,FUN_041667,0
Apul,lncRNA_29097,FUN_041682,24853
Apul,lncRNA_29098,FUN_041697,6611
Apul,lncRNA_29099,FUN_041697,11858
Apul,lncRNA_29100,FUN_041731,97
Apul,lncRNA_29101,FUN_041731,97
Apul,lncRNA_29102,FUN_041734,13951
Apul,lncRNA_29103,FUN_041736,1421
Apul,lncRNA_29104,FUN_041746,17
Apul,lncRNA_29105,FUN_041776,488
Apul,lncRNA_29106,FUN_041776,1597
Apul,lncRNA_29107,FUN_041783,0
Apul,lncRNA_29108,FUN_041788,98594
Apul,lncRNA_29109,FUN_041788,99408
Apul,lncRNA_29110,FUN_041803,19683
Apul,lncRNA_29111,FUN_041803,19683
Apul,lncRNA_29112,FUN_041803,0
Apul,lncRNA_29113,FUN_041803,39
Apul,lncRNA_29114,FUN_041805,36227
Apul,lncRNA_29115,FUN_041805,38450
Apul,lncRNA_29116,FUN_041811,0
Apul,lncRNA_29117,FUN_041811,8665
Apul,lncRNA_29118,FUN_041811,8746
Apul,lncRNA_29119,FUN_041824,0
Apul,lncRNA_29120,FUN_041828,525
Apul,lncRNA_29121,FUN_041853,616
Apul,lncRNA_29122,FUN_041857,617
Apul,lncRNA_29123,FUN_041861,0
Apul,lncRNA_29124,FUN_041862,4780
Apul,lncRNA_29125,FUN_041867,0
Apul,lncRNA_29126,FUN_041884,0
Apul,lncRNA_29127,FUN_041884,746
Apul,lncRNA_29128,FUN_041888,0
Apul,lncRNA_29129,FUN_041890,0
Apul,lncRNA_29130,FUN_041891,0
Apul,lncRNA_29131,FUN_041891,0
Apul,lncRNA_29132,FUN_041923,257
Apul,lncRNA_29133,FUN_041937,2586
Apul,lncRNA_29134,FUN_041941,0
Apul,lncRNA_29135,FUN_041948,20
Apul,lncRNA_29136,FUN_041948,0
Apul,lncRNA_29137,FUN_041948,20
Apul,lncRNA_29138,FUN_041948,20
Apul,lncRNA_29139,FUN_041949,2320
Apul,lncRNA_29140,FUN_041949,3143
Apul,lncRNA_29141,FUN_041987,0
Apul,lncRNA_29142,FUN_041987,0
Apul,lncRNA_29143,FUN_041992,0
Apul,lncRNA_29144,FUN_042004,13821
Apul,lncRNA_29145,FUN_042004,17386
Apul,lncRNA_29146,FUN_042026,0
Apul,lncRNA_29147,FUN_042049,522
Apul,lncRNA_29148,FUN_042055,2967
Apul,lncRNA_29149,FUN_041201,24587
Apul,lncRNA_29150,FUN_041201,21235
Apul,lncRNA_29151,FUN_041201,6107
Apul,lncRNA_29152,FUN_041204,5018
Apul,lncRNA_29153,FUN_041205,2865
Apul,lncRNA_29154,FUN_041205,4515
Apul,lncRNA_29155,FUN_041205,12509
Apul,lncRNA_29156,FUN_041206,11231
Apul,lncRNA_29157,FUN_041206,4238
Apul,lncRNA_29158,FUN_041206,4415
Apul,lncRNA_29159,FUN_041206,15870
Apul,lncRNA_29160,FUN_041207,16936
Apul,lncRNA_29161,FUN_041207,6699
Apul,lncRNA_29162,FUN_041211,799
Apul,lncRNA_29163,FUN_041211,5659
Apul,lncRNA_29164,FUN_041213,5081
Apul,lncRNA_29165,FUN_041215,1347
Apul,lncRNA_29166,FUN_041216,8223
Apul,lncRNA_29167,FUN_041218,3103
Apul,lncRNA_29168,FUN_041218,18716
Apul,lncRNA_29169,FUN_041221,23750
Apul,lncRNA_29170,FUN_041221,10539
Apul,lncRNA_29171,FUN_041221,4984
Apul,lncRNA_29172,FUN_041221,2166
Apul,lncRNA_29173,FUN_041221,13926
Apul,lncRNA_29174,FUN_041221,15502
Apul,lncRNA_29175,FUN_041221,20037
Apul,lncRNA_29176,FUN_041221,25306
Apul,lncRNA_29177,FUN_041221,30829
Apul,lncRNA_29178,FUN_041223,33718
Apul,lncRNA_29179,FUN_041223,25962
Apul,lncRNA_29180,FUN_041223,19096
Apul,lncRNA_29181,FUN_041223,17503
Apul,lncRNA_29182,FUN_041223,12807
Apul,lncRNA_29183,FUN_041223,5797
Apul,lncRNA_29184,FUN_041223,4911
Apul,lncRNA_29185,FUN_041228,21500
Apul,lncRNA_29186,FUN_041228,18328
Apul,lncRNA_29187,FUN_041228,17256
Apul,lncRNA_29188,FUN_041228,10912
Apul,lncRNA_29189,FUN_041228,4094
Apul,lncRNA_29190,FUN_041228,13746
Apul,lncRNA_29191,FUN_041228,15089
Apul,lncRNA_29192,FUN_041232,13734
Apul,lncRNA_29193,FUN_041232,1042
Apul,lncRNA_29194,FUN_041232,4593
Apul,lncRNA_29195,FUN_041234,6144
Apul,lncRNA_29196,FUN_041235,11531
Apul,lncRNA_29197,FUN_041235,7946
Apul,lncRNA_29198,FUN_041235,10515
Apul,lncRNA_29199,FUN_041235,12839
Apul,lncRNA_29200,FUN_041237,20028
Apul,lncRNA_29201,FUN_041237,15227
Apul,lncRNA_29202,FUN_041237,14333
Apul,lncRNA_29203,FUN_041237,668
Apul,lncRNA_29204,FUN_041240,3306
Apul,lncRNA_29205,FUN_041240,1184
Apul,lncRNA_29206,FUN_041240,3641
Apul,lncRNA_29207,FUN_041240,4378
Apul,lncRNA_29208,FUN_041240,5138
Apul,lncRNA_29209,FUN_041240,10982
Apul,lncRNA_29210,FUN_041241,0
Apul,lncRNA_29211,FUN_041241,23502
Apul,lncRNA_29212,FUN_041241,24519
Apul,lncRNA_29213,FUN_041245,27276
Apul,lncRNA_29214,FUN_041245,23872
Apul,lncRNA_29215,FUN_041245,11481
Apul,lncRNA_29216,FUN_041245,23029
Apul,lncRNA_29217,FUN_041252,15605
Apul,lncRNA_29218,FUN_041255,46374
Apul,lncRNA_29219,FUN_041260,44884
Apul,lncRNA_29220,FUN_041260,42655
Apul,lncRNA_29221,FUN_041260,39129
Apul,lncRNA_29222,FUN_041260,33226
Apul,lncRNA_29223,FUN_041260,31404
Apul,lncRNA_29224,FUN_041260,9522
Apul,lncRNA_29225,FUN_041260,2301
Apul,lncRNA_29226,FUN_041260,10924
Apul,lncRNA_29227,FUN_041263,12443
Apul,lncRNA_29228,FUN_041278,37804
Apul,lncRNA_29229,FUN_041278,40146
Apul,lncRNA_29230,FUN_041286,27462
Apul,lncRNA_29231,FUN_041286,24937
Apul,lncRNA_29232,FUN_041286,20249
Apul,lncRNA_29233,FUN_041286,17267
Apul,lncRNA_29234,FUN_041286,8047
Apul,lncRNA_29235,FUN_041286,3387
Apul,lncRNA_29236,FUN_041286,1283
Apul,lncRNA_29237,FUN_041286,119
Apul,lncRNA_29238,FUN_041286,14161
Apul,lncRNA_29239,FUN_041286,24115
Apul,lncRNA_29240,FUN_041289,33907
Apul,lncRNA_29241,FUN_041289,27479
Apul,lncRNA_29242,FUN_041289,16359
Apul,lncRNA_29243,FUN_041289,8144
Apul,lncRNA_29244,FUN_041289,4346
Apul,lncRNA_29245,FUN_041289,16058
Apul,lncRNA_29246,FUN_041289,18426
Apul,lncRNA_29247,FUN_041289,30951
Apul,lncRNA_29248,FUN_041289,35751
Apul,lncRNA_29249,FUN_041293,40892
Apul,lncRNA_29250,FUN_041293,17245
Apul,lncRNA_29251,FUN_041293,20719
Apul,lncRNA_29252,FUN_041295,19788
Apul,lncRNA_29253,FUN_041299,12842
Apul,lncRNA_29254,FUN_041306,31273
Apul,lncRNA_29255,FUN_041312,1803
Apul,lncRNA_29256,FUN_041312,433
Apul,lncRNA_29257,FUN_041318,3104
Apul,lncRNA_29258,FUN_041320,7105
Apul,lncRNA_29259,FUN_041320,8408
Apul,lncRNA_29260,FUN_041320,13127
Apul,lncRNA_29261,FUN_041320,29803
Apul,lncRNA_29262,FUN_041320,37503
Apul,lncRNA_29263,FUN_041325,61091
Apul,lncRNA_29264,FUN_041325,58239
Apul,lncRNA_29265,FUN_041325,57396
Apul,lncRNA_29266,FUN_041325,33891
Apul,lncRNA_29267,FUN_041325,10981
Apul,lncRNA_29268,FUN_041325,4153
Apul,lncRNA_29269,FUN_041325,698
Apul,lncRNA_29270,FUN_041325,14470
Apul,lncRNA_29271,FUN_041325,24594
Apul,lncRNA_29272,FUN_041330,25734
Apul,lncRNA_29273,FUN_041330,10351
Apul,lncRNA_29274,FUN_041331,6205
Apul,lncRNA_29275,FUN_041331,4856
Apul,lncRNA_29276,FUN_041331,3702
Apul,lncRNA_29277,FUN_041334,2347
Apul,lncRNA_29278,FUN_041338,18513
Apul,lncRNA_29279,FUN_041342,18374
Apul,lncRNA_29280,FUN_041342,10502
Apul,lncRNA_29281,FUN_041342,2587
Apul,lncRNA_29282,FUN_041342,19603
Apul,lncRNA_29283,FUN_041342,22980
Apul,lncRNA_29284,FUN_041342,32188
Apul,lncRNA_29285,FUN_041342,34119
Apul,lncRNA_29286,FUN_041342,43501
Apul,lncRNA_29287,FUN_041342,51366
Apul,lncRNA_29288,FUN_041342,57203
Apul,lncRNA_29289,FUN_041350,56052
Apul,lncRNA_29290,FUN_041350,49381
Apul,lncRNA_29291,FUN_041350,45035
Apul,lncRNA_29292,FUN_041350,39527
Apul,lncRNA_29293,FUN_041350,12918
Apul,lncRNA_29294,FUN_041350,11730
Apul,lncRNA_29295,FUN_041350,3424
Apul,lncRNA_29296,FUN_041350,614
Apul,lncRNA_29297,FUN_041350,7589
Apul,lncRNA_29298,FUN_041353,6236
Apul,lncRNA_29299,FUN_041358,22245
Apul,lncRNA_29300,FUN_041358,22953
Apul,lncRNA_29301,FUN_041361,1163
Apul,lncRNA_29302,FUN_041363,22974
Apul,lncRNA_29303,FUN_041363,13168
Apul,lncRNA_29304,FUN_041363,0
Apul,lncRNA_29305,FUN_041363,10757
Apul,lncRNA_29306,FUN_041363,24078
Apul,lncRNA_29307,FUN_041363,32256
Apul,lncRNA_29308,FUN_041363,35011
Apul,lncRNA_29309,FUN_041363,43869
Apul,lncRNA_29310,FUN_041369,47685
Apul,lncRNA_29311,FUN_041369,45013
Apul,lncRNA_29312,FUN_041369,30832
Apul,lncRNA_29313,FUN_041369,27878
Apul,lncRNA_29314,FUN_041369,24057
Apul,lncRNA_29315,FUN_041369,22949
Apul,lncRNA_29316,FUN_041371,735
Apul,lncRNA_29317,FUN_041374,1290
Apul,lncRNA_29318,FUN_041375,4127
Apul,lncRNA_29319,FUN_041375,5275
Apul,lncRNA_29320,FUN_041375,7694
Apul,lncRNA_29321,FUN_041375,12205
Apul,lncRNA_29322,FUN_041375,32046
Apul,lncRNA_29323,FUN_041375,35020
Apul,lncRNA_29324,FUN_041376,32915
Apul,lncRNA_29325,FUN_041376,27741
Apul,lncRNA_29326,FUN_041376,25519
Apul,lncRNA_29327,FUN_041376,19421
Apul,lncRNA_29328,FUN_041376,10216
Apul,lncRNA_29329,FUN_041376,2671
Apul,lncRNA_29330,FUN_041382,3309
Apul,lncRNA_29331,FUN_041382,18049
Apul,lncRNA_29332,FUN_041389,26792
Apul,lncRNA_29333,FUN_041389,15725
Apul,lncRNA_29334,FUN_041389,758
Apul,lncRNA_29335,FUN_041390,951
Apul,lncRNA_29336,FUN_041394,0
Apul,lncRNA_29337,FUN_041400,3396
Apul,lncRNA_29338,FUN_041406,5169
Apul,lncRNA_29339,FUN_041412,6971
Apul,lncRNA_29340,FUN_041412,6300
Apul,lncRNA_29341,FUN_041412,2559
Apul,lncRNA_29342,FUN_041412,56677
Apul,lncRNA_29343,FUN_041413,53268
Apul,lncRNA_29344,FUN_041413,45741
Apul,lncRNA_29345,FUN_041413,29521
Apul,lncRNA_29346,FUN_041413,22421
Apul,lncRNA_29347,FUN_041415,8437
Apul,lncRNA_29348,FUN_041415,10513
Apul,lncRNA_29349,FUN_041415,14822
Apul,lncRNA_29350,FUN_041415,22750
Apul,lncRNA_29351,FUN_041415,33858
Apul,lncRNA_29352,FUN_041415,40058
Apul,lncRNA_29353,FUN_041422,7536
Apul,lncRNA_29354,FUN_041425,10246
Apul,lncRNA_29355,FUN_041425,10820
Apul,lncRNA_29356,FUN_041425,15374
Apul,lncRNA_29357,FUN_041425,17043
Apul,lncRNA_29358,FUN_041425,24207
Apul,lncRNA_29359,FUN_041425,26018
Apul,lncRNA_29360,FUN_041430,34779
Apul,lncRNA_29361,FUN_041430,23601
Apul,lncRNA_29362,FUN_041430,10343
Apul,lncRNA_29363,FUN_041430,4824
Apul,lncRNA_29364,FUN_041430,0
Apul,lncRNA_29365,FUN_041431,3058
Apul,lncRNA_29366,FUN_041431,4363
Apul,lncRNA_29367,FUN_041431,12328
Apul,lncRNA_29368,FUN_041431,13052
Apul,lncRNA_29369,FUN_041442,3160
Apul,lncRNA_29370,FUN_041463,750
Apul,lncRNA_29371,FUN_041463,2020
Apul,lncRNA_29372,FUN_041464,386
Apul,lncRNA_29373,FUN_041475,18612
Apul,lncRNA_29374,FUN_041482,2520
Apul,lncRNA_29375,FUN_041482,1289
Apul,lncRNA_29376,FUN_041483,22589
Apul,lncRNA_29377,FUN_041492,6112
Apul,lncRNA_29378,FUN_041494,2998
Apul,lncRNA_29379,FUN_041498,5043
Apul,lncRNA_29380,FUN_041498,2684
Apul,lncRNA_29381,FUN_041498,4133
Apul,lncRNA_29382,FUN_041498,5315
Apul,lncRNA_29383,FUN_041510,3356
Apul,lncRNA_29384,FUN_041510,16374
Apul,lncRNA_29385,FUN_041510,18818
Apul,lncRNA_29386,FUN_041513,21410
Apul,lncRNA_29387,FUN_041513,19085
Apul,lncRNA_29388,FUN_041513,16283
Apul,lncRNA_29389,FUN_041521,473
Apul,lncRNA_29390,FUN_041521,3721
Apul,lncRNA_29391,FUN_041521,14133
Apul,lncRNA_29392,FUN_041521,16742
Apul,lncRNA_29393,FUN_041521,26737
Apul,lncRNA_29394,FUN_041522,26021
Apul,lncRNA_29395,FUN_041522,23411
Apul,lncRNA_29396,FUN_041540,0
Apul,lncRNA_29397,FUN_041540,0
Apul,lncRNA_29398,FUN_041541,0
Apul,lncRNA_29399,FUN_041542,4824
Apul,lncRNA_29400,FUN_041542,7847
Apul,lncRNA_29401,FUN_041543,9065
Apul,lncRNA_29402,FUN_041551,15147
Apul,lncRNA_29403,FUN_041551,18500
Apul,lncRNA_29404,FUN_041558,610
Apul,lncRNA_29405,FUN_041563,1602
Apul,lncRNA_29406,FUN_041563,13312
Apul,lncRNA_29407,FUN_041563,20110
Apul,lncRNA_29408,FUN_041563,20797
Apul,lncRNA_29409,FUN_041563,21489
Apul,lncRNA_29410,FUN_041566,16979
Apul,lncRNA_29411,FUN_041588,866
Apul,lncRNA_29412,FUN_041588,6988
Apul,lncRNA_29413,FUN_041588,10423
Apul,lncRNA_29414,FUN_041595,14642
Apul,lncRNA_29415,FUN_041595,10442
Apul,lncRNA_29416,FUN_041595,12055
Apul,lncRNA_29417,FUN_041599,17288
Apul,lncRNA_29418,FUN_041604,18013
Apul,lncRNA_29419,FUN_041604,8721
Apul,lncRNA_29420,FUN_041604,5595
Apul,lncRNA_29421,FUN_041604,2576
Apul,lncRNA_29422,FUN_041604,8199
Apul,lncRNA_29423,FUN_041604,21102
Apul,lncRNA_29424,FUN_041604,21606
Apul,lncRNA_29425,FUN_041607,22132
Apul,lncRNA_29426,FUN_041607,11719
Apul,lncRNA_29427,FUN_041607,5034
Apul,lncRNA_29428,FUN_041610,9166
Apul,lncRNA_29429,FUN_041614,9679
Apul,lncRNA_29430,FUN_041616,3224
Apul,lncRNA_29431,FUN_041636,11478
Apul,lncRNA_29432,FUN_041636,8403
Apul,lncRNA_29433,FUN_041636,4154
Apul,lncRNA_29434,FUN_041638,0
Apul,lncRNA_29435,FUN_041641,1309
Apul,lncRNA_29436,FUN_041646,1715
Apul,lncRNA_29437,FUN_041651,29028
Apul,lncRNA_29438,FUN_041659,9587
Apul,lncRNA_29439,FUN_041668,0
Apul,lncRNA_29440,FUN_041668,0
Apul,lncRNA_29441,FUN_041672,1837
Apul,lncRNA_29442,FUN_041686,2209
Apul,lncRNA_29443,FUN_041691,1000
Apul,lncRNA_29444,FUN_041707,448
Apul,lncRNA_29445,FUN_041736,549
Apul,lncRNA_29446,FUN_041738,6686
Apul,lncRNA_29447,FUN_041741,0
Apul,lncRNA_29448,FUN_041741,0
Apul,lncRNA_29449,FUN_041749,3312
Apul,lncRNA_29450,FUN_041749,2054
Apul,lncRNA_29451,FUN_041751,3377
Apul,lncRNA_29452,FUN_041755,2380
Apul,lncRNA_29453,FUN_041755,4113
Apul,lncRNA_29454,FUN_041766,545
Apul,lncRNA_29455,FUN_041782,8684
Apul,lncRNA_29456,FUN_041782,10743
Apul,lncRNA_29457,FUN_041783,4165
Apul,lncRNA_29458,FUN_041788,52553
Apul,lncRNA_29459,FUN_041788,60469
Apul,lncRNA_29460,FUN_041803,90767
Apul,lncRNA_29461,FUN_041803,78990
Apul,lncRNA_29462,FUN_041803,73896
Apul,lncRNA_29463,FUN_041803,69194
Apul,lncRNA_29464,FUN_041805,7727
Apul,lncRNA_29465,FUN_041805,26308
Apul,lncRNA_29466,FUN_041811,48241
Apul,lncRNA_29467,FUN_041811,44372
Apul,lncRNA_29468,FUN_041811,42491
Apul,lncRNA_29469,FUN_041811,34234
Apul,lncRNA_29470,FUN_041811,4583
Apul,lncRNA_29471,FUN_041811,10631
Apul,lncRNA_29472,FUN_041820,0
Apul,lncRNA_29473,FUN_041821,1691
Apul,lncRNA_29474,FUN_041823,0
Apul,lncRNA_29475,FUN_041831,21324
Apul,lncRNA_29476,FUN_041835,28891
Apul,lncRNA_29477,FUN_041853,3195
Apul,lncRNA_29478,FUN_041856,9534
Apul,lncRNA_29479,FUN_041856,2527
Apul,lncRNA_29480,FUN_041857,7553
Apul,lncRNA_29481,FUN_041857,15081
Apul,lncRNA_29482,FUN_041861,15417
Apul,lncRNA_29483,FUN_041861,14220
Apul,lncRNA_29484,FUN_041861,246
Apul,lncRNA_29485,FUN_041862,3123
Apul,lncRNA_29486,FUN_041864,7183
Apul,lncRNA_29487,FUN_041870,8452
Apul,lncRNA_29488,FUN_041870,10821
Apul,lncRNA_29489,FUN_041871,15533
Apul,lncRNA_29490,FUN_041871,14581
Apul,lncRNA_29491,FUN_041871,1819
Apul,lncRNA_29492,FUN_041884,1365
Apul,lncRNA_29493,FUN_041884,0
Apul,lncRNA_29494,FUN_041892,3824
Apul,lncRNA_29495,FUN_041913,2295
Apul,lncRNA_29496,FUN_041915,0
Apul,lncRNA_29497,FUN_041920,1364
Apul,lncRNA_29498,FUN_041924,2926
Apul,lncRNA_29499,FUN_041925,2641
Apul,lncRNA_29500,FUN_041925,8464
Apul,lncRNA_29501,FUN_041925,17227
Apul,lncRNA_29502,FUN_041938,2648
Apul,lncRNA_29503,FUN_041945,2512
Apul,lncRNA_29504,FUN_041948,5680
Apul,lncRNA_29505,FUN_041949,6249
Apul,lncRNA_29506,FUN_041949,5495
Apul,lncRNA_29507,FUN_041949,965
Apul,lncRNA_29508,FUN_041949,12520
Apul,lncRNA_29509,FUN_041965,2599
Apul,lncRNA_29510,FUN_041965,21371
Apul,lncRNA_29511,FUN_041971,10798
Apul,lncRNA_29512,FUN_041971,12568
Apul,lncRNA_29513,FUN_041978,25803
Apul,lncRNA_29514,FUN_041978,16971
Apul,lncRNA_29515,FUN_041978,524
Apul,lncRNA_29516,FUN_041992,1790
Apul,lncRNA_29517,FUN_042037,4902
Apul,lncRNA_29518,FUN_042042,934
Apul,lncRNA_29519,FUN_042057,7504
Apul,lncRNA_29520,FUN_042080,2418
Apul,lncRNA_29521,FUN_042112,5895
Apul,lncRNA_29522,FUN_042118,0
Apul,lncRNA_29523,FUN_042118,0
Apul,lncRNA_29524,FUN_042146,14601
Apul,lncRNA_29525,FUN_042158,3287
Apul,lncRNA_29526,FUN_042161,1523
Apul,lncRNA_29527,FUN_042161,9465
Apul,lncRNA_29528,FUN_042164,27
Apul,lncRNA_29529,FUN_042179,1156
Apul,lncRNA_29530,FUN_042194,10101
Apul,lncRNA_29531,FUN_042199,0
Apul,lncRNA_29532,FUN_042202,6326
Apul,lncRNA_29533,FUN_042202,6327
Apul,lncRNA_29534,FUN_042202,6425
Apul,lncRNA_29535,FUN_042202,6556
Apul,lncRNA_29536,FUN_042202,6687
Apul,lncRNA_29537,FUN_042202,6866
Apul,lncRNA_29538,FUN_042202,8110
Apul,lncRNA_29539,FUN_042209,574
Apul,lncRNA_29540,FUN_042209,574
Apul,lncRNA_29541,FUN_042211,3984
Apul,lncRNA_29542,FUN_042217,14520
Apul,lncRNA_29543,FUN_042217,0
Apul,lncRNA_29544,FUN_042235,48322
Apul,lncRNA_29545,FUN_042251,0
Apul,lncRNA_29546,FUN_042255,20242
Apul,lncRNA_29547,FUN_042257,8441
Apul,lncRNA_29548,FUN_042286,3565
Apul,lncRNA_29549,FUN_042308,0
Apul,lncRNA_29550,FUN_042308,0
Apul,lncRNA_29551,FUN_042309,5184
Apul,lncRNA_29552,FUN_042328,15423
Apul,lncRNA_29553,FUN_042328,31323
Apul,lncRNA_29554,FUN_042328,31323
Apul,lncRNA_29555,FUN_042328,32736
Apul,lncRNA_29556,FUN_042333,30879
Apul,lncRNA_29557,FUN_042333,426
Apul,lncRNA_29558,FUN_042334,535
Apul,lncRNA_29559,FUN_042370,0
Apul,lncRNA_29560,FUN_042375,7789
Apul,lncRNA_29561,FUN_042394,0
Apul,lncRNA_29562,FUN_042397,6398
Apul,lncRNA_29563,FUN_042414,5921
Apul,lncRNA_29564,FUN_042426,611
Apul,lncRNA_29565,FUN_042448,0
Apul,lncRNA_29566,FUN_042462,16051
Apul,lncRNA_29567,FUN_042467,25702
Apul,lncRNA_29568,FUN_042473,22678
Apul,lncRNA_29569,FUN_042473,45874
Apul,lncRNA_29570,FUN_042473,47615
Apul,lncRNA_29571,FUN_042478,58413
Apul,lncRNA_29572,FUN_042478,62079
Apul,lncRNA_29573,FUN_042478,58413
Apul,lncRNA_29574,FUN_042478,53196
Apul,lncRNA_29575,FUN_042478,53196
Apul,lncRNA_29576,FUN_042478,8814
Apul,lncRNA_29577,FUN_042478,11104
Apul,lncRNA_29578,FUN_042480,0
Apul,lncRNA_29579,FUN_042478,13046
Apul,lncRNA_29580,FUN_042480,14926
Apul,lncRNA_29581,FUN_042480,16934
Apul,lncRNA_29582,FUN_042480,35905
Apul,lncRNA_29583,FUN_042480,39369
