lncRNA_id,mean_meth_body,n_samples,species,genomic_context
lncRNA_10459,4.99477592124651,5,Apul,intron
lncRNA_1046,19.6671105648844,5,Apul,TE_intergenic
lncRNA_10460,1.62700104775995,5,Apul,intergenic
lncRNA_10461,2.78535377438001,5,Apul,intergenic
lncRNA_10462,1.1121953632596,5,Apul,intergenic
lncRNA_10463,9.84858403443063,5,Apul,intergenic
lncRNA_10464,46.3853019083897,5,Apul,intergenic
lncRNA_10465,46.9680399785605,5,Apul,intergenic
lncRNA_10466,9.03491977392006,5,Apul,intergenic
lncRNA_10467,1.88863157384642,5,Apul,intron
lncRNA_10468,1.73244919772491,5,Apul,intron
lncRNA_10469,1.29171613248379,5,Apul,intergenic
lncRNA_1047,51.8243929273341,5,Apul,TE_intergenic
lncRNA_10470,2.06534445260304,5,Apul,intergenic
lncRNA_10471,1.59880768416162,5,Apul,intron
lncRNA_10472,1.64583484364017,5,Apul,intron
lncRNA_10473,7.11224055151091,5,Apul,exon
lncRNA_10474,1.72494059888499,5,Apul,TE_intergenic
lncRNA_10475,2.23362102368116,5,Apul,intergenic
lncRNA_10476,1.73782156540777,5,Apul,intergenic
lncRNA_10477,1.8502659015522,5,Apul,intron
lncRNA_10478,1.71231689689517,5,Apul,TE_intergenic
lncRNA_10479,1.06636202527589,5,Apul,intergenic
lncRNA_1048,7.68127569884904,5,Apul,intergenic
lncRNA_10480,1.76955270034134,5,Apul,intergenic
lncRNA_10481,2.30864778786861,5,Apul,intergenic
lncRNA_10482,62.9227461318964,5,Apul,intergenic
lncRNA_10483,18.4320189614307,5,Apul,intergenic
lncRNA_10484,0,4,Apul,intergenic
lncRNA_10485,13.5865037218891,5,Apul,intron
lncRNA_10486,3.50698148107032,5,Apul,intron
lncRNA_10487,40.1408364395879,5,Apul,intron
lncRNA_10488,19.0415832519719,5,Apul,intergenic
lncRNA_10489,57.7251550621361,5,Apul,intergenic
lncRNA_1049,36.5602360794145,5,Apul,intron
lncRNA_10490,6.2991825421928,5,Apul,intron
lncRNA_10491,7.34244569134868,5,Apul,intron
lncRNA_10492,20.4028700903068,5,Apul,intron
lncRNA_10493,2.88304899736705,5,Apul,intergenic
lncRNA_10494,83.2242931646957,5,Apul,intergenic
lncRNA_10495,34.407350774775,5,Apul,intron
lncRNA_10497,14.3296950222975,5,Apul,intergenic
lncRNA_10498,60.3518223969659,5,Apul,TE_intergenic
lncRNA_10499,60.3518223969659,5,Apul,TE_intergenic
lncRNA_105,18.031167772555,5,Apul,exon
lncRNA_1050,32.1277078150372,5,Apul,intergenic
lncRNA_10500,52.702177106022,5,Apul,TE_intergenic
lncRNA_10501,24.4615890251711,5,Apul,intergenic
lncRNA_10503,31.9387347116921,5,Apul,intergenic
lncRNA_10504,31.9387347116921,5,Apul,intergenic
lncRNA_10505,31.9387347116921,5,Apul,intergenic
lncRNA_10506,1.8308906063776,5,Apul,intron
lncRNA_10507,2.32629738642125,5,Apul,intron
lncRNA_10510,14.7552447552447,4,Apul,intron
lncRNA_10511,3.60115761032923,5,Apul,intergenic
lncRNA_10512,0.99040758835645,5,Apul,intergenic
lncRNA_10513,1.36201691563281,5,Apul,intergenic
lncRNA_10514,3.36118512950297,5,Apul,intron
lncRNA_10515,4.26615737875085,5,Apul,intron
lncRNA_10516,4.26615737875085,5,Apul,intron
lncRNA_10517,4.26615737875085,5,Apul,intron
lncRNA_10518,4.26615737875085,5,Apul,intron
lncRNA_10519,2.66544680103782,5,Apul,intron
lncRNA_1052,30.382694714684,5,Apul,TE_intergenic
lncRNA_10520,1.23763092542766,5,Apul,intron
lncRNA_10521,1.52560191500976,5,Apul,intron
lncRNA_10522,2.48470286711468,5,Apul,intron
lncRNA_10523,3.64974561709878,5,Apul,intron
lncRNA_10524,15.8649509451932,5,Apul,intergenic
lncRNA_10525,5.84471671307878,5,Apul,intergenic
lncRNA_10526,5.88035482729513,5,Apul,intergenic
lncRNA_10527,18.482134168527,5,Apul,intergenic
lncRNA_10528,9.23001563243531,5,Apul,intergenic
lncRNA_10529,0.877861741896831,5,Apul,intergenic
lncRNA_1053,6.67310451357322,5,Apul,intron
lncRNA_10530,4.87502089862441,5,Apul,intergenic
lncRNA_10531,34.6730463090996,5,Apul,intergenic
lncRNA_10532,4.98163129781135,5,Apul,intergenic
lncRNA_10533,4.98188626698126,5,Apul,intergenic
lncRNA_10534,1.21760113990256,5,Apul,intron
lncRNA_10535,2.38114898421916,5,Apul,intergenic
lncRNA_10536,0.80850790217336,5,Apul,intron
lncRNA_10537,1.743768168144,5,Apul,intron
lncRNA_10538,8.39490807390445,5,Apul,intron
lncRNA_10539,14.6750115106673,5,Apul,exon
lncRNA_1054,28.7616111184651,5,Apul,intergenic
lncRNA_10540,3.47973252150881,5,Apul,intergenic
lncRNA_10541,53.3151257843584,5,Apul,intergenic
lncRNA_10542,53.3151257843584,5,Apul,intergenic
lncRNA_10543,2.49899111235144,4,Apul,intergenic
lncRNA_10544,12.498817435452,5,Apul,TE_intergenic
lncRNA_10545,0.603169465261117,5,Apul,intergenic
lncRNA_10546,72.1730200006569,5,Apul,intron
lncRNA_10547,1.75102656795673,5,Apul,intergenic
lncRNA_10548,1.98481723049795,5,Apul,intergenic
lncRNA_10549,1.55948775260349,5,Apul,intergenic
lncRNA_1055,18.609600196703,5,Apul,intron
lncRNA_10550,1.39371241074871,5,Apul,intergenic
lncRNA_10552,3.17698529761763,5,Apul,intergenic
lncRNA_10553,1.37725992137322,5,Apul,intergenic
lncRNA_10554,2.50014357824108,5,Apul,intron
lncRNA_10555,2.41872708124724,5,Apul,intergenic
lncRNA_10556,2.49478228383127,5,Apul,intergenic
lncRNA_10557,3.11161905947164,5,Apul,intergenic
lncRNA_10558,1.64344591522497,5,Apul,intron
lncRNA_10559,2.03647092466626,5,Apul,intergenic
lncRNA_10560,2.09194072882984,5,Apul,intergenic
lncRNA_10561,1.71720007817786,5,Apul,intergenic
lncRNA_10562,1.63555510965929,5,Apul,intergenic
lncRNA_10563,2.93482198399924,5,Apul,TE_intergenic
lncRNA_10564,17.3512174987005,5,Apul,intergenic
lncRNA_10565,27.496950317277,5,Apul,intergenic
lncRNA_10566,0,5,Apul,intergenic
lncRNA_10567,1.99782156742627,5,Apul,intergenic
lncRNA_10568,1.77164167821908,5,Apul,intergenic
lncRNA_10569,1.87810671261894,5,Apul,intergenic
lncRNA_10570,1.83853525019785,5,Apul,intron
lncRNA_10571,1.86734539969834,5,Apul,intergenic
lncRNA_10572,1.52220513539171,5,Apul,intergenic
lncRNA_10573,6.44110911336974,5,Apul,intron
lncRNA_10574,6.45354055763091,5,Apul,exon
lncRNA_10577,12.3057061985633,5,Apul,TE_intergenic
lncRNA_10586,18.7680427159956,5,Apul,TE_intergenic
lncRNA_10587,18.7680427159956,5,Apul,TE_intergenic
lncRNA_10588,9.85694638440635,4,Apul,intergenic
lncRNA_10590,2.13691400601522,5,Apul,TE_intergenic
lncRNA_10591,59.2814105972001,4,Apul,intron
lncRNA_10592,59.2814105972001,4,Apul,intron
lncRNA_10593,8.01827801827803,5,Apul,intergenic
lncRNA_10595,23.2376441153065,5,Apul,TE_intergenic
lncRNA_10598,24.2355391417025,5,Apul,intergenic
lncRNA_10599,11.025641025641,4,Apul,intergenic
lncRNA_106,3.32621197848728,5,Apul,exon
lncRNA_1060,12.9626182726055,5,Apul,intron
lncRNA_10600,14.7420751291719,5,Apul,TE_intergenic
lncRNA_10603,18.55002360711,5,Apul,intergenic
lncRNA_10604,9.87210509075835,5,Apul,intergenic
lncRNA_10606,3.37301587301587,4,Apul,intergenic
lncRNA_10608,0.77310463659148,4,Apul,intergenic
lncRNA_10609,0.77310463659148,4,Apul,intergenic
lncRNA_1061,8.82768608608945,4,Apul,intron
lncRNA_10610,0.77310463659148,4,Apul,intergenic
lncRNA_10611,0.77310463659148,4,Apul,intergenic
lncRNA_10614,41.1557147362762,5,Apul,intergenic
lncRNA_10615,38.7407265692761,5,Apul,intergenic
lncRNA_10616,33.9107502352759,5,Apul,intergenic
lncRNA_10618,7.76089485549146,5,Apul,intron
lncRNA_1062,34.7000885954869,5,Apul,TE_intergenic
lncRNA_10620,6.35721130453429,5,Apul,exon
lncRNA_10621,10.1161075925983,5,Apul,intergenic
lncRNA_10622,6.66709078910741,5,Apul,intergenic
lncRNA_10623,5.78792672595363,5,Apul,intergenic
lncRNA_10624,2.58212408682239,5,Apul,intergenic
lncRNA_10625,31.430748746667,5,Apul,TE_exonic
lncRNA_10626,31.430748746667,5,Apul,TE_exonic
lncRNA_10627,31.430748746667,5,Apul,TE_exonic
lncRNA_10628,31.0110910967579,5,Apul,TE_exonic
lncRNA_10630,2.11467549201864,5,Apul,intergenic
lncRNA_10631,31.3344968992883,5,Apul,intergenic
lncRNA_10632,1.8525445519429,5,Apul,intergenic
lncRNA_10633,1.98427563929904,5,Apul,intergenic
lncRNA_10634,5.10694018533849,5,Apul,intergenic
lncRNA_10635,57.6357916347205,5,Apul,intron
lncRNA_10636,17.4074003886382,5,Apul,exon
lncRNA_10637,59.4224048010813,5,Apul,intergenic
lncRNA_10638,66.8285036137118,5,Apul,intron
lncRNA_10639,9.3692060630425,5,Apul,intron
lncRNA_10640,9.11998272980688,5,Apul,intergenic
lncRNA_10641,3.1760704343075,5,Apul,intergenic
lncRNA_10642,1.30290681520179,5,Apul,intergenic
lncRNA_10643,8.04435272280808,5,Apul,intron
lncRNA_10644,15.1497516436017,4,Apul,intergenic
lncRNA_10645,1.90591081388008,5,Apul,intron
lncRNA_10646,2.47788221313738,5,Apul,intron
lncRNA_10647,1.67791570061339,5,Apul,intron
lncRNA_10648,17.4036912279719,5,Apul,exon
lncRNA_10649,2.75541795665634,5,Apul,intergenic
lncRNA_1065,25.2058730564828,4,Apul,intergenic
lncRNA_10650,3.52569739316151,5,Apul,intergenic
lncRNA_10651,43.822904926925,5,Apul,intergenic
lncRNA_10652,40.1991560576069,5,Apul,intergenic
lncRNA_10653,7.85178496706212,5,Apul,exon
lncRNA_10654,64.4873564535074,5,Apul,intron
lncRNA_10655,2.5213503824832,5,Apul,intergenic
lncRNA_10656,5.0128255950177,5,Apul,intergenic
