,id,type
107,Pocillopora_meandrina_HIv1___RNAseq.g16602.t1,other
108,Pocillopora_meandrina_HIv1___RNAseq.g293.t1,other
109,Pocillopora_meandrina_HIv1___RNAseq.g20424.t1,other
110,Pocillopora_meandrina_HIv1___RNAseq.g15523.t1,other
111,Pocillopora_meandrina_HIv1___RNAseq.g3258.t1,other
112,Pocillopora_meandrina_HIv1___RNAseq.g6185.t1,other
113,Pocillopora_meandrina_HIv1___RNAseq.g26465.t1,other
114,Pocillopora_meandrina_HIv1___RNAseq.g27884.t1,other
115,Pocillopora_meandrina_HIv1___RNAseq.g21320.t1,other
116,Pocillopora_meandrina_HIv1___RNAseq.g1987.t1,other
117,Pocillopora_meandrina_HIv1___RNAseq.g1040.t1,other
118,Pocillopora_meandrina_HIv1___TS.g2795.t1,other
119,Pocillopora_meandrina_HIv1___RNAseq.g13783.t1,other
120,Pocillopora_meandrina_HIv1___RNAseq.g22875.t1,other
121,Pocillopora_meandrina_HIv1___RNAseq.8567_t,other
122,Pocillopora_meandrina_HIv1___RNAseq.g4243.t1,other
123,Pocillopora_meandrina_HIv1___RNAseq.g11161.t1,other
124,Pocillopora_meandrina_HIv1___RNAseq.g2284.t1,other
125,Pocillopora_meandrina_HIv1___RNAseq.g16451.t1,other
126,Pocillopora_meandrina_HIv1___TS.g7132.t1,other
127,Pocillopora_meandrina_HIv1___RNAseq.g514.t1,other
128,Pocillopora_meandrina_HIv1___RNAseq.g14976.t1,other
129,Pocillopora_meandrina_HIv1___RNAseq.g6117.t1,other
130,Pocillopora_meandrina_HIv1___RNAseq.g8464.t2,other
131,Pocillopora_meandrina_HIv1___RNAseq.g23266.t1,other
132,Pocillopora_meandrina_HIv1___RNAseq.g21229.t1,other
133,Pocillopora_meandrina_HIv1___RNAseq.g18163.t1,other
134,Pocillopora_meandrina_HIv1___RNAseq.g13279.t1,other
135,Pocillopora_meandrina_HIv1___RNAseq.g17978.t1,other
136,Pocillopora_meandrina_HIv1___RNAseq.9756_t,other
137,Pocillopora_meandrina_HIv1___RNAseq.g23639.t1,other
138,Pocillopora_meandrina_HIv1___RNAseq.g1033.t1,other
139,Pocillopora_meandrina_HIv1___RNAseq.g26196.t1,other
140,Pocillopora_meandrina_HIv1___RNAseq.g26385.t1,other
141,Pocillopora_meandrina_HIv1___RNAseq.g12113.t1,other
142,Pocillopora_meandrina_HIv1___RNAseq.g24301.t1,other
143,Pocillopora_meandrina_HIv1___RNAseq.g12193.t1,other
144,Pocillopora_meandrina_HIv1___RNAseq.g9971.t1,other
145,Pocillopora_meandrina_HIv1___RNAseq.g28314.t1,other
146,Pocillopora_meandrina_HIv1___RNAseq.g8061.t1,other
147,Pocillopora_meandrina_HIv1___RNAseq.g9784.t1,other
148,Pocillopora_meandrina_HIv1___RNAseq.g23603.t1,other
149,Pocillopora_meandrina_HIv1___RNAseq.g8655.t1,other
150,Pocillopora_meandrina_HIv1___RNAseq.g21350.t1,other
151,Pocillopora_meandrina_HIv1___RNAseq.g29280.t1,other
152,Pocillopora_meandrina_HIv1___RNAseq.g24014.t1,other
153,Pocillopora_meandrina_HIv1___TS.g177.t1,other
154,Pocillopora_meandrina_HIv1___TS.g7248.t1,other
155,Pocillopora_meandrina_HIv1___RNAseq.g490.t1,other
156,Pocillopora_meandrina_HIv1___RNAseq.g26433.t2,other
157,Pocillopora_meandrina_HIv1___RNAseq.g27393.t1,other
158,Pocillopora_meandrina_HIv1___TS.g19078.t1,other
159,Pocillopora_meandrina_HIv1___RNAseq.g14695.t1,other
160,Pocillopora_meandrina_HIv1___RNAseq.g11538.t1,other
161,Pocillopora_meandrina_HIv1___RNAseq.g13302.t1,other
162,Pocillopora_meandrina_HIv1___RNAseq.g13379.t1,other
163,Pocillopora_meandrina_HIv1___RNAseq.g3681.t1,other
164,Pocillopora_meandrina_HIv1___RNAseq.g15954.t1,other
165,Pocillopora_meandrina_HIv1___RNAseq.g26877.t1,other
166,Pocillopora_meandrina_HIv1___RNAseq.g12008.t1,other
167,Pocillopora_meandrina_HIv1___RNAseq.g29818.t1,other
168,Pocillopora_meandrina_HIv1___RNAseq.g30359.t1,other
169,Pocillopora_meandrina_HIv1___RNAseq.g12090.t1,other
170,Pocillopora_meandrina_HIv1___RNAseq.g5747.t1,other
171,Pocillopora_meandrina_HIv1___TS.g27445.t1,other
172,Pocillopora_meandrina_HIv1___RNAseq.g17412.t1,other
173,Pocillopora_meandrina_HIv1___RNAseq.g22817.t1,other
174,Pocillopora_meandrina_HIv1___RNAseq.g19720.t1,other
175,Pocillopora_meandrina_HIv1___TS.g19282.t1,other
176,Pocillopora_meandrina_HIv1___RNAseq.g20993.t2,other
177,Pocillopora_meandrina_HIv1___RNAseq.g11445.t1,other
178,Pocillopora_meandrina_HIv1___RNAseq.g28515.t2b,other
179,Pocillopora_meandrina_HIv1___RNAseq.g297.t1,other
180,Pocillopora_meandrina_HIv1___RNAseq.g5338.t1,other
181,Pocillopora_meandrina_HIv1___RNAseq.g17919.t1,other
182,Pocillopora_meandrina_HIv1___RNAseq.g2373.t1,other
183,Pocillopora_meandrina_HIv1___RNAseq.g18093.t1,other
184,Pocillopora_meandrina_HIv1___RNAseq.g14438.t1,other
185,Pocillopora_meandrina_HIv1___RNAseq.g19428.t1,other
186,Pocillopora_meandrina_HIv1___RNAseq.g14394.t1,other
187,Pocillopora_meandrina_HIv1___TS.g20181.t1,other
188,Pocillopora_meandrina_HIv1___RNAseq.g11703.t1b,other
189,Pocillopora_meandrina_HIv1___RNAseq.g12751.t1,other
190,Pocillopora_meandrina_HIv1___RNAseq.g22695.t1,other
191,Pocillopora_meandrina_HIv1___RNAseq.g22032.t2,other
192,Pocillopora_meandrina_HIv1___RNAseq.g21904.t1,other
193,Pocillopora_meandrina_HIv1___RNAseq.g5.t1,other
194,Pocillopora_meandrina_HIv1___RNAseq.g9830.t1,other
195,Pocillopora_meandrina_HIv1___RNAseq.g28356.t1,other
196,Pocillopora_meandrina_HIv1___RNAseq.g4310.t1,other
197,Pocillopora_meandrina_HIv1___TS.g12426.t1,other
198,Pocillopora_meandrina_HIv1___RNAseq.g17631.t2,other
199,Pocillopora_meandrina_HIv1___RNAseq.g18289.t1,other
200,Pocillopora_meandrina_HIv1___TS.g25423.t1,other
201,Pocillopora_meandrina_HIv1___RNAseq.g26224.t1,other
202,Pocillopora_meandrina_HIv1___RNAseq.g808.t1,other
203,Pocillopora_meandrina_HIv1___RNAseq.g10673.t1,other
204,Pocillopora_meandrina_HIv1___RNAseq.g4165.t1,other
205,Pocillopora_meandrina_HIv1___RNAseq.g22070.t1,other
206,Pocillopora_meandrina_HIv1___RNAseq.g4778.t1,other
207,Pocillopora_meandrina_HIv1___RNAseq.g6162.t1a,other
208,Pocillopora_meandrina_HIv1___RNAseq.g14719.t1c,other
209,Pocillopora_meandrina_HIv1___RNAseq.g13574.t1,other
210,Pocillopora_meandrina_HIv1___RNAseq.g2495.t1,other
211,Pocillopora_meandrina_HIv1___RNAseq.g21284.t1,other
212,Pocillopora_meandrina_HIv1___RNAseq.g25934.t1,other
213,Pocillopora_meandrina_HIv1___TS.g9824.t1,other
214,Pocillopora_meandrina_HIv1___RNAseq.g8619.t1,other
215,Pocillopora_meandrina_HIv1___RNAseq.g19866.t1,other
216,Pocillopora_meandrina_HIv1___TS.g23557.t1,other
217,Pocillopora_meandrina_HIv1___TS.g26182.t1,other
218,Pocillopora_meandrina_HIv1___RNAseq.g26785.t1,other
219,Pocillopora_meandrina_HIv1___RNAseq.g5374.t1,other
220,Pocillopora_meandrina_HIv1___RNAseq.g20311.t2,other
221,Pocillopora_meandrina_HIv1___RNAseq.g7708.t1,other
222,Pocillopora_meandrina_HIv1___RNAseq.g17683.t1,other
223,Pocillopora_meandrina_HIv1___RNAseq.g24443.t1,other
224,Pocillopora_meandrina_HIv1___RNAseq.g14189.t1,other
225,Pocillopora_meandrina_HIv1___TS.g20446.t1,other
226,Pocillopora_meandrina_HIv1___RNAseq.g23519.t1a,other
227,Pocillopora_meandrina_HIv1___RNAseq.g25683.t1,other
228,Pocillopora_meandrina_HIv1___TS.g416.t1,other
229,Pocillopora_meandrina_HIv1___RNAseq.g22365.t1,other
230,Pocillopora_meandrina_HIv1___RNAseq.g21104.t1,other
231,Pocillopora_meandrina_HIv1___RNAseq.g22634.t1,other
232,Pocillopora_meandrina_HIv1___RNAseq.g21142.t1,other
233,Pocillopora_meandrina_HIv1___TS.g28963.t1,other
234,Pocillopora_meandrina_HIv1___RNAseq.3177_t,other
235,Pocillopora_meandrina_HIv1___TS.g29288.t1,other
236,Pocillopora_meandrina_HIv1___RNAseq.g19972.t1,other
237,Pocillopora_meandrina_HIv1___TS.g29722.t1,other
238,Pocillopora_meandrina_HIv1___RNAseq.g18923.t1,other
239,Pocillopora_meandrina_HIv1___RNAseq.g18965.t1,other
240,Pocillopora_meandrina_HIv1___RNAseq.g6552.t1,other
241,Pocillopora_meandrina_HIv1___TS.g1655.t1,other
242,Pocillopora_meandrina_HIv1___TS.g1697.t1,other
243,Pocillopora_meandrina_HIv1___RNAseq.g6750.t1,other
244,Pocillopora_meandrina_HIv1___TS.g505.t1,other
245,Pocillopora_meandrina_HIv1___RNAseq.g6772.t1,other
246,Pocillopora_meandrina_HIv1___RNAseq.g16130.t1,other
247,Pocillopora_meandrina_HIv1___RNAseq.g16481.t1,other
248,Pocillopora_meandrina_HIv1___RNAseq.g15519.t1,other
249,Pocillopora_meandrina_HIv1___RNAseq.8254_t,other
250,Pocillopora_meandrina_HIv1___RNAseq.g24763.t1,other
251,Pocillopora_meandrina_HIv1___RNAseq.g23824.t1,other
252,Pocillopora_meandrina_HIv1___RNAseq.g24080.t2,other
253,Pocillopora_meandrina_HIv1___RNAseq.g24083.t1,other
254,Pocillopora_meandrina_HIv1___RNAseq.g23314.t1,other
255,Pocillopora_meandrina_HIv1___RNAseq.g27742.t1,other
256,Pocillopora_meandrina_HIv1___RNAseq.g27760.t1,other
257,Pocillopora_meandrina_HIv1___RNAseq.g27772.t1,other
258,Pocillopora_meandrina_HIv1___TS.g15117.t1,other
259,Pocillopora_meandrina_HIv1___RNAseq.g27818.t1,other
260,Pocillopora_meandrina_HIv1___RNAseq.g27996.t1,other
261,Pocillopora_meandrina_HIv1___RNAseq.g26982.t1,other
262,Pocillopora_meandrina_HIv1___RNAseq.g27117.t1,other
263,Pocillopora_meandrina_HIv1___RNAseq.g5062.t1,other
264,Pocillopora_meandrina_HIv1___RNAseq.11406_t,other
265,Pocillopora_meandrina_HIv1___RNAseq.g5860.t1,other
266,Pocillopora_meandrina_HIv1___TS.g23876.t1,other
267,Pocillopora_meandrina_HIv1___RNAseq.g2576.t1,other
268,Pocillopora_meandrina_HIv1___RNAseq.g12993.t1,other
269,Pocillopora_meandrina_HIv1___RNAseq.g13548.t1,other
270,Pocillopora_meandrina_HIv1___TS.g2591.t1,other
271,Pocillopora_meandrina_HIv1___RNAseq.g8574.t1,other
272,Pocillopora_meandrina_HIv1___RNAseq.g8585.t1,other
273,Pocillopora_meandrina_HIv1___TS.g20707.t1,other
274,Pocillopora_meandrina_HIv1___RNAseq.g9701.t1,other
275,Pocillopora_meandrina_HIv1___RNAseq.g9702.t1,other
276,Pocillopora_meandrina_HIv1___RNAseq.g10033.t1,other
277,Pocillopora_meandrina_HIv1___RNAseq.g3779.t1,other
278,Pocillopora_meandrina_HIv1___RNAseq.g4267.t1,other
279,Pocillopora_meandrina_HIv1___TS.g21810.t1,other
280,Pocillopora_meandrina_HIv1___RNAseq.g4434.t2,other
281,Pocillopora_meandrina_HIv1___RNAseq.g29485.t1,other
282,Pocillopora_meandrina_HIv1___RNAseq.g28506.t1,other
283,Pocillopora_meandrina_HIv1___RNAseq.g28745.t1,other
284,Pocillopora_meandrina_HIv1___TS.g5522.t2,other
285,Pocillopora_meandrina_HIv1___RNAseq.g849.t1,other
286,Pocillopora_meandrina_HIv1___RNAseq.g30274.t1,other
287,Pocillopora_meandrina_HIv1___RNAseq.g539.t1,other
288,Pocillopora_meandrina_HIv1___RNAseq.g17125.t1,other
289,Pocillopora_meandrina_HIv1___RNAseq.g3896.t1,other
290,Pocillopora_meandrina_HIv1___RNAseq.29409_t,other
291,Pocillopora_meandrina_HIv1___RNAseq.g18.t1,other
292,Pocillopora_meandrina_HIv1___RNAseq.g22294.t1,other
293,Pocillopora_meandrina_HIv1___TS.g27545.t1,other
294,Pocillopora_meandrina_HIv1___RNAseq.g19748.t1,other
295,Pocillopora_meandrina_HIv1___RNAseq.g20083.t1,other
296,Pocillopora_meandrina_HIv1___RNAseq.g7336.t1,other
297,Pocillopora_meandrina_HIv1___RNAseq.g6566.t1,other
298,Pocillopora_meandrina_HIv1___TS.g11527.t1,other
299,Pocillopora_meandrina_HIv1___RNAseq.g16546.t1,other
300,Pocillopora_meandrina_HIv1___RNAseq.g15535.t1,other
301,Pocillopora_meandrina_HIv1___RNAseq.g24591.t1,other
302,Pocillopora_meandrina_HIv1___RNAseq.g22950.t1,other
303,Pocillopora_meandrina_HIv1___TS.g15934.t1,other
304,Pocillopora_meandrina_HIv1___RNAseq.g23590.t1,other
305,Pocillopora_meandrina_HIv1___TS.g4177.t1,other
306,Pocillopora_meandrina_HIv1___RNAseq.g13326.t1,other
307,Pocillopora_meandrina_HIv1___RNAseq.g8413.t1,other
308,Pocillopora_meandrina_HIv1___RNAseq.g3707.t1,other
309,Pocillopora_meandrina_HIv1___RNAseq.g26156.t1,other
310,Pocillopora_meandrina_HIv1___RNAseq.g4205.t1,other
311,Pocillopora_meandrina_HIv1___RNAseq.g11480.t1,other
312,Pocillopora_meandrina_HIv1___TS.g6717.t1,other
313,Pocillopora_meandrina_HIv1___RNAseq.g226.t1,other
314,Pocillopora_meandrina_HIv1___RNAseq.g3050.t1,other
315,Pocillopora_meandrina_HIv1___RNAseq.g17551.t1,other
316,Pocillopora_meandrina_HIv1___TS.g17333.t1a,other
317,Pocillopora_meandrina_HIv1___TS.g17458.t2,other
318,Pocillopora_meandrina_HIv1___TS.g17826.t3,other
319,Pocillopora_meandrina_HIv1___RNAseq.g14224.t1,other
320,Pocillopora_meandrina_HIv1___RNAseq.g12666.t1,other
321,Pocillopora_meandrina_HIv1___RNAseq.g20737.t1,other
322,Pocillopora_meandrina_HIv1___TS.g25657.t1,other
323,Pocillopora_meandrina_HIv1___RNAseq.g12583.t1,other
324,Pocillopora_meandrina_HIv1___RNAseq.g2384.t1,other
325,Pocillopora_meandrina_HIv1___RNAseq.g9314.t1,other
326,Pocillopora_meandrina_HIv1___TS.g3046.t1,other
327,Pocillopora_meandrina_HIv1___TS.g25934.t1,other
328,Pocillopora_meandrina_HIv1___RNAseq.g15187.t1,other
329,Pocillopora_meandrina_HIv1___RNAseq.g15759.t1,other
330,Pocillopora_meandrina_HIv1___RNAseq.g2156.t1,other
331,Pocillopora_meandrina_HIv1___RNAseq.g2488.t1,other
332,Pocillopora_meandrina_HIv1___RNAseq.g14376.t1,other
333,Pocillopora_meandrina_HIv1___RNAseq.g3549.t1,other
334,Pocillopora_meandrina_HIv1___RNAseq.g29244.t2,other
335,Pocillopora_meandrina_HIv1___RNAseq.g397.t1,other
336,Pocillopora_meandrina_HIv1___RNAseq.g17525.t1,other
337,Pocillopora_meandrina_HIv1___RNAseq.g1636.t1,other
338,Pocillopora_meandrina_HIv1___RNAseq.g15769.t1,other
339,Pocillopora_meandrina_HIv1___RNAseq.g13243.t1,other
340,Pocillopora_meandrina_HIv1___RNAseq.g11564.t1,other
341,Pocillopora_meandrina_HIv1___RNAseq.g28744.t1,other
342,Pocillopora_meandrina_HIv1___RNAseq.g3117.t1,other
343,Pocillopora_meandrina_HIv1___RNAseq.g25499.t1,other
344,Pocillopora_meandrina_HIv1___RNAseq.g22205.t2,other
345,Pocillopora_meandrina_HIv1___RNAseq.g22317.t1,other
346,Pocillopora_meandrina_HIv1___RNAseq.g22438.t2,other
347,Pocillopora_meandrina_HIv1___RNAseq.g19216.t1,other
348,Pocillopora_meandrina_HIv1___RNAseq.g6602.t1,other
349,Pocillopora_meandrina_HIv1___RNAseq.g6876.t2,other
350,Pocillopora_meandrina_HIv1___TS.g740.t1,other
351,Pocillopora_meandrina_HIv1___RNAseq.g15962.t2,other
352,Pocillopora_meandrina_HIv1___RNAseq.g15283.t1,other
353,Pocillopora_meandrina_HIv1___RNAseq.g15450.t1,other
354,Pocillopora_meandrina_HIv1___RNAseq.g15451.t1,other
355,Pocillopora_meandrina_HIv1___RNAseq.g15950.t1,other
356,Pocillopora_meandrina_HIv1___RNAseq.g22872.t1,other
357,Pocillopora_meandrina_HIv1___RNAseq.g23258.t1b,other
358,Pocillopora_meandrina_HIv1___RNAseq.g28083.t1,other
359,Pocillopora_meandrina_HIv1___RNAseq.g26678.t1,other
360,Pocillopora_meandrina_HIv1___RNAseq.g27234.t1,other
361,Pocillopora_meandrina_HIv1___RNAseq.g27405.t1,other
362,Pocillopora_meandrina_HIv1___RNAseq.g27558.t1,other
363,Pocillopora_meandrina_HIv1___RNAseq.g5197.t1,other
364,Pocillopora_meandrina_HIv1___RNAseq.g5206.t1,other
365,Pocillopora_meandrina_HIv1___RNAseq.g5445.t1a,other
366,Pocillopora_meandrina_HIv1___RNAseq.g13604.t1,other
367,Pocillopora_meandrina_HIv1___TS.g20136.t1,other
368,Pocillopora_meandrina_HIv1___TS.g20197.t1,other
369,Pocillopora_meandrina_HIv1___RNAseq.g8550.t1,other
370,Pocillopora_meandrina_HIv1___RNAseq.g29172.t1,other
371,Pocillopora_meandrina_HIv1___RNAseq.g29401.t1,other
372,Pocillopora_meandrina_HIv1___RNAseq.g29621.t1,other
373,Pocillopora_meandrina_HIv1___RNAseq.g28186.t1,other
374,Pocillopora_meandrina_HIv1___TS.g21014.t1,other
375,Pocillopora_meandrina_HIv1___RNAseq.g10585.t1,other
376,Pocillopora_meandrina_HIv1___RNAseq.g25494.t1,other
377,Pocillopora_meandrina_HIv1___RNAseq.g25496.t1,other
378,Pocillopora_meandrina_HIv1___RNAseq.g25670.t1,other
379,Pocillopora_meandrina_HIv1___RNAseq.g29988.t1,other
380,Pocillopora_meandrina_HIv1___RNAseq.g12742.t1,other
381,Pocillopora_meandrina_HIv1___RNAseq.g12743.t1,other
382,Pocillopora_meandrina_HIv1___TS.g3111.t1,other
383,Pocillopora_meandrina_HIv1___TS.g27680.t1,other
384,Pocillopora_meandrina_HIv1___TS.g27698.t1,other
385,Pocillopora_meandrina_HIv1___RNAseq.g29721.t1,other
386,Pocillopora_meandrina_HIv1___RNAseq.g3976.t1,other
387,Pocillopora_meandrina_HIv1___TS.g25576.t2,other
388,Pocillopora_meandrina_HIv1___RNAseq.g15012.t1,other
389,Pocillopora_meandrina_HIv1___RNAseq.g9502.t1,other
390,Pocillopora_meandrina_HIv1___TS.g26041.t1,other
391,Pocillopora_meandrina_HIv1___RNAseq.g7227.t1,other
392,Pocillopora_meandrina_HIv1___RNAseq.g27290.t1c,other
393,Pocillopora_meandrina_HIv1___RNAseq.g27437.t1,other
394,Pocillopora_meandrina_HIv1___RNAseq.g5676.t1,other
395,Pocillopora_meandrina_HIv1___TS.g6007.t1,other
396,Pocillopora_meandrina_HIv1___RNAseq.g26652.t1,other
397,Pocillopora_meandrina_HIv1___TS.g21693.t1,other
398,Pocillopora_meandrina_HIv1___RNAseq.g1037.t1,other
399,Pocillopora_meandrina_HIv1___RNAseq.g10481.t2,other
400,Pocillopora_meandrina_HIv1___RNAseq.g21033.t1,other
401,Pocillopora_meandrina_HIv1___RNAseq.g22111.t2,other
402,Pocillopora_meandrina_HIv1___TS.g26927.t1,other
403,Pocillopora_meandrina_HIv1___RNAseq.g21105.t1,other
404,Pocillopora_meandrina_HIv1___RNAseq.g22662.t1,other
405,Pocillopora_meandrina_HIv1___RNAseq.1964_t,other
406,Pocillopora_meandrina_HIv1___TS.g25926.t1b,other
407,Pocillopora_meandrina_HIv1___RNAseq.g21176.t1,other
408,Pocillopora_meandrina_HIv1___RNAseq.g21379.t1,other
409,Pocillopora_meandrina_HIv1___RNAseq.g21521.t1,other
410,Pocillopora_meandrina_HIv1___RNAseq.g21773.t1,other
411,Pocillopora_meandrina_HIv1___RNAseq.g21808.t1,other
412,Pocillopora_meandrina_HIv1___RNAseq.g21818.t1,other
413,Pocillopora_meandrina_HIv1___RNAseq.g21859.t1,other
414,Pocillopora_meandrina_HIv1___RNAseq.g19617.t1,other
415,Pocillopora_meandrina_HIv1___RNAseq.g19880.t1,other
416,Pocillopora_meandrina_HIv1___RNAseq.g18521.t1,other
417,Pocillopora_meandrina_HIv1___RNAseq.g19938.t1,other
418,Pocillopora_meandrina_HIv1___RNAseq.g19962.t1,other
419,Pocillopora_meandrina_HIv1___RNAseq.g20240.t1,other
420,Pocillopora_meandrina_HIv1___RNAseq.g20359.t1,other
421,Pocillopora_meandrina_HIv1___RNAseq.g20426.t1,other
422,Pocillopora_meandrina_HIv1___RNAseq.g18772.t1,other
423,Pocillopora_meandrina_HIv1___RNAseq.g18846.t1,other
424,Pocillopora_meandrina_HIv1___RNAseq.g19109.t1,other
425,Pocillopora_meandrina_HIv1___TS.g27963.t1b,other
426,Pocillopora_meandrina_HIv1___RNAseq.g19147.t1,other
427,Pocillopora_meandrina_HIv1___RNAseq.g19443.t1,other
428,Pocillopora_meandrina_HIv1___RNAseq.g7872.t2,other
429,Pocillopora_meandrina_HIv1___RNAseq.g7902.t1,other
430,Pocillopora_meandrina_HIv1___RNAseq.g6632.t2,other
431,Pocillopora_meandrina_HIv1___RNAseq.g6887.t1,other
432,Pocillopora_meandrina_HIv1___RNAseq.g16347.t1,other
433,Pocillopora_meandrina_HIv1___RNAseq.g16577.t1,other
