"lncRNA_id" "lncRNA_coord"
"88" "lncRNA_088" "Pocillopora_meandrina_HIv1___Sc0000000:7772315-7773700"
"89" "lncRNA_089" "Pocillopora_meandrina_HIv1___Sc0000000:8200223-8201005"
"90" "lncRNA_090" "Pocillopora_meandrina_HIv1___Sc0000000:8209963-8214545"
"91" "lncRNA_091" "Pocillopora_meandrina_HIv1___Sc0000000:8134203-8135450"
"92" "lncRNA_092" "Pocillopora_meandrina_HIv1___Sc0000000:8285609-8286466"
"93" "lncRNA_093" "Pocillopora_meandrina_HIv1___Sc0000000:8285617-8289662"
"94" "lncRNA_094" "Pocillopora_meandrina_HIv1___Sc0000000:8308881-8312289"
"95" "lncRNA_095" "Pocillopora_meandrina_HIv1___Sc0000000:8414779-8415385"
"96" "lncRNA_096" "Pocillopora_meandrina_HIv1___Sc0000000:8603364-8605920"
"97" "lncRNA_097" "Pocillopora_meandrina_HIv1___Sc0000000:8788920-8790694"
"98" "lncRNA_098" "Pocillopora_meandrina_HIv1___Sc0000000:8788937-8789734"
"99" "lncRNA_099" "Pocillopora_meandrina_HIv1___Sc0000000:8788961-8789734"
"100" "lncRNA_100" "Pocillopora_meandrina_HIv1___Sc0000000:8790203-8790829"
"101" "lncRNA_101" "Pocillopora_meandrina_HIv1___Sc0000000:8934276-8945136"
"102" "lncRNA_102" "Pocillopora_meandrina_HIv1___Sc0000000:9060946-9065445"
"103" "lncRNA_103" "Pocillopora_meandrina_HIv1___Sc0000000:9083766-9084358"
"104" "lncRNA_104" "Pocillopora_meandrina_HIv1___Sc0000000:9131228-9132057"
"105" "lncRNA_105" "Pocillopora_meandrina_HIv1___Sc0000000:9212037-9215281"
"106" "lncRNA_106" "Pocillopora_meandrina_HIv1___Sc0000000:9252610-9259584"
"107" "lncRNA_107" "Pocillopora_meandrina_HIv1___Sc0000000:9406473-9409610"
"108" "lncRNA_108" "Pocillopora_meandrina_HIv1___Sc0000000:9421432-9422169"
"109" "lncRNA_109" "Pocillopora_meandrina_HIv1___Sc0000000:9460120-9468105"
"110" "lncRNA_110" "Pocillopora_meandrina_HIv1___Sc0000000:9579558-9582249"
"111" "lncRNA_111" "Pocillopora_meandrina_HIv1___Sc0000000:9887778-9888045"
"112" "lncRNA_112" "Pocillopora_meandrina_HIv1___Sc0000000:9889784-9891175"
"113" "lncRNA_113" "Pocillopora_meandrina_HIv1___Sc0000000:10329622-10331775"
"114" "lncRNA_114" "Pocillopora_meandrina_HIv1___Sc0000000:10360246-10362419"
"115" "lncRNA_115" "Pocillopora_meandrina_HIv1___Sc0000000:10360339-10362419"
"116" "lncRNA_116" "Pocillopora_meandrina_HIv1___Sc0000000:10360388-10361766"
"117" "lncRNA_117" "Pocillopora_meandrina_HIv1___Sc0000000:10360400-10362419"
"118" "lncRNA_118" "Pocillopora_meandrina_HIv1___Sc0000000:11223476-11224394"
"119" "lncRNA_119" "Pocillopora_meandrina_HIv1___Sc0000000:11864487-11865244"
"120" "lncRNA_120" "Pocillopora_meandrina_HIv1___Sc0000000:11888733-11889138"
"121" "lncRNA_121" "Pocillopora_meandrina_HIv1___Sc0000000:12115439-12115882"
"122" "lncRNA_122" "Pocillopora_meandrina_HIv1___Sc0000000:12449387-12472620"
"123" "lncRNA_123" "Pocillopora_meandrina_HIv1___Sc0000000:12570299-12571194"
"124" "lncRNA_124" "Pocillopora_meandrina_HIv1___Sc0000000:12691109-12693819"
"125" "lncRNA_125" "Pocillopora_meandrina_HIv1___Sc0000000:12706150-12708458"
"126" "lncRNA_126" "Pocillopora_meandrina_HIv1___Sc0000000:12718310-12718796"
"127" "lncRNA_127" "Pocillopora_meandrina_HIv1___Sc0000000:13189376-13190820"
"128" "lncRNA_128" "Pocillopora_meandrina_HIv1___Sc0000000:13270171-13271825"
"129" "lncRNA_129" "Pocillopora_meandrina_HIv1___Sc0000000:13305001-13305592"
"130" "lncRNA_130" "Pocillopora_meandrina_HIv1___Sc0000000:13367951-13380740"
"131" "lncRNA_131" "Pocillopora_meandrina_HIv1___Sc0000000:13467624-13468774"
"132" "lncRNA_132" "Pocillopora_meandrina_HIv1___Sc0000000:13545781-13548900"
"133" "lncRNA_133" "Pocillopora_meandrina_HIv1___Sc0000000:13563201-13564908"
"134" "lncRNA_134" "Pocillopora_meandrina_HIv1___Sc0000000:13637792-13638344"
"135" "lncRNA_135" "Pocillopora_meandrina_HIv1___Sc0000000:13651135-13654120"
"136" "lncRNA_136" "Pocillopora_meandrina_HIv1___Sc0000000:13670738-13672111"
"137" "lncRNA_137" "Pocillopora_meandrina_HIv1___Sc0000000:13775134-13776062"
"138" "lncRNA_138" "Pocillopora_meandrina_HIv1___Sc0000000:13795532-13800913"
"139" "lncRNA_139" "Pocillopora_meandrina_HIv1___Sc0000000:13796548-13798819"
"140" "lncRNA_140" "Pocillopora_meandrina_HIv1___Sc0000000:13796578-13800913"
"141" "lncRNA_141" "Pocillopora_meandrina_HIv1___Sc0000000:13798657-13800913"
"142" "lncRNA_142" "Pocillopora_meandrina_HIv1___Sc0000000:13808182-13809880"
"143" "lncRNA_143" "Pocillopora_meandrina_HIv1___Sc0000000:13900288-13902208"
"144" "lncRNA_144" "Pocillopora_meandrina_HIv1___Sc0000000:13923752-13924397"
"145" "lncRNA_145" "Pocillopora_meandrina_HIv1___Sc0000000:14035025-14036553"
"146" "lncRNA_146" "Pocillopora_meandrina_HIv1___Sc0000000:14114319-14116418"
"147" "lncRNA_147" "Pocillopora_meandrina_HIv1___Sc0000000:14130935-14132750"
"148" "lncRNA_148" "Pocillopora_meandrina_HIv1___Sc0000000:14197857-14201074"
"149" "lncRNA_149" "Pocillopora_meandrina_HIv1___Sc0000000:14264604-14268767"
"150" "lncRNA_150" "Pocillopora_meandrina_HIv1___Sc0000000:14282541-14282791"
"151" "lncRNA_151" "Pocillopora_meandrina_HIv1___Sc0000000:14286225-14286463"
"152" "lncRNA_152" "Pocillopora_meandrina_HIv1___Sc0000000:14311522-14312472"
"153" "lncRNA_153" "Pocillopora_meandrina_HIv1___Sc0000000:14343529-14344341"
"154" "lncRNA_154" "Pocillopora_meandrina_HIv1___Sc0000000:14360477-14360770"
"155" "lncRNA_155" "Pocillopora_meandrina_HIv1___Sc0000000:14442006-14442610"
"156" "lncRNA_156" "Pocillopora_meandrina_HIv1___Sc0000000:14419578-14420297"
"157" "lncRNA_157" "Pocillopora_meandrina_HIv1___Sc0000000:14446074-14446590"
"158" "lncRNA_158" "Pocillopora_meandrina_HIv1___Sc0000000:14472312-14473475"
"159" "lncRNA_159" "Pocillopora_meandrina_HIv1___Sc0000000:14487026-14487875"
"160" "lncRNA_160" "Pocillopora_meandrina_HIv1___Sc0000000:14514871-14516980"
"161" "lncRNA_161" "Pocillopora_meandrina_HIv1___Sc0000000:14516088-14518328"
"162" "lncRNA_162" "Pocillopora_meandrina_HIv1___Sc0000000:14530775-14532537"
"163" "lncRNA_163" "Pocillopora_meandrina_HIv1___Sc0000000:14562745-14565939"
"164" "lncRNA_164" "Pocillopora_meandrina_HIv1___Sc0000000:14599136-14600432"
"165" "lncRNA_165" "Pocillopora_meandrina_HIv1___Sc0000000:14611607-14612633"
"166" "lncRNA_166" "Pocillopora_meandrina_HIv1___Sc0000000:14632848-14635002"
"167" "lncRNA_167" "Pocillopora_meandrina_HIv1___Sc0000000:14647532-14648090"
"168" "lncRNA_168" "Pocillopora_meandrina_HIv1___Sc0000000:14649013-14649822"
"169" "lncRNA_169" "Pocillopora_meandrina_HIv1___Sc0000000:14710164-14711291"
"170" "lncRNA_170" "Pocillopora_meandrina_HIv1___Sc0000000:14786025-14789004"
"171" "lncRNA_171" "Pocillopora_meandrina_HIv1___Sc0000000:14846057-14847993"
"172" "lncRNA_172" "Pocillopora_meandrina_HIv1___Sc0000000:14943335-14944516"
"173" "lncRNA_173" "Pocillopora_meandrina_HIv1___Sc0000000:15370976-15372042"
"174" "lncRNA_174" "Pocillopora_meandrina_HIv1___Sc0000000:15386327-15392287"
"175" "lncRNA_175" "Pocillopora_meandrina_HIv1___Sc0000000:15389160-15392287"
"176" "lncRNA_176" "Pocillopora_meandrina_HIv1___Sc0000000:15411326-15418397"
"177" "lncRNA_177" "Pocillopora_meandrina_HIv1___Sc0000000:15415027-15418397"
"178" "lncRNA_178" "Pocillopora_meandrina_HIv1___Sc0000000:15433241-15433826"
"179" "lncRNA_179" "Pocillopora_meandrina_HIv1___Sc0000000:15479083-15479418"
"180" "lncRNA_180" "Pocillopora_meandrina_HIv1___Sc0000000:15695107-15695427"
"181" "lncRNA_181" "Pocillopora_meandrina_HIv1___Sc0000000:16097459-16097673"
"182" "lncRNA_182" "Pocillopora_meandrina_HIv1___Sc0000000:16099064-16099374"
"183" "lncRNA_183" "Pocillopora_meandrina_HIv1___Sc0000000:16255298-16255623"
"184" "lncRNA_184" "Pocillopora_meandrina_HIv1___Sc0000000:16313102-16313991"
"185" "lncRNA_185" "Pocillopora_meandrina_HIv1___Sc0000000:16329070-16349049"
"186" "lncRNA_186" "Pocillopora_meandrina_HIv1___Sc0000000:16329092-16343128"
"187" "lncRNA_187" "Pocillopora_meandrina_HIv1___Sc0000000:16329094-16350465"
"188" "lncRNA_188" "Pocillopora_meandrina_HIv1___Sc0000000:16341557-16349983"
"189" "lncRNA_189" "Pocillopora_meandrina_HIv1___Sc0000000:16341557-16350465"
"190" "lncRNA_190" "Pocillopora_meandrina_HIv1___Sc0000000:16346389-16349636"
"191" "lncRNA_191" "Pocillopora_meandrina_HIv1___Sc0000000:16524406-16524917"
"192" "lncRNA_192" "Pocillopora_meandrina_HIv1___Sc0000000:16811030-16817926"
"193" "lncRNA_193" "Pocillopora_meandrina_HIv1___Sc0000000:16890244-16893298"
"194" "lncRNA_194" "Pocillopora_meandrina_HIv1___Sc0000000:17405133-17409115"
"195" "lncRNA_195" "Pocillopora_meandrina_HIv1___Sc0000000:17407395-17409115"
"196" "lncRNA_196" "Pocillopora_meandrina_HIv1___Sc0000000:17554339-17573143"
"197" "lncRNA_197" "Pocillopora_meandrina_HIv1___Sc0000000:17663470-17664151"
"198" "lncRNA_198" "Pocillopora_meandrina_HIv1___Sc0000000:17709116-17712468"
"199" "lncRNA_199" "Pocillopora_meandrina_HIv1___Sc0000000:17710753-17712468"
"200" "lncRNA_200" "Pocillopora_meandrina_HIv1___Sc0000000:17902835-17904172"
"201" "lncRNA_201" "Pocillopora_meandrina_HIv1___Sc0000000:18039710-18040963"
"202" "lncRNA_202" "Pocillopora_meandrina_HIv1___Sc0000000:18139370-18139693"
"203" "lncRNA_203" "Pocillopora_meandrina_HIv1___Sc0000000:18353877-18393987"
"204" "lncRNA_204" "Pocillopora_meandrina_HIv1___Sc0000000:18584295-18584588"
"205" "lncRNA_205" "Pocillopora_meandrina_HIv1___Sc0000000:18584751-18585578"
"206" "lncRNA_206" "Pocillopora_meandrina_HIv1___Sc0000000:18917960-18919836"
"207" "lncRNA_207" "Pocillopora_meandrina_HIv1___Sc0000000:18927455-18932799"
"208" "lncRNA_208" "Pocillopora_meandrina_HIv1___Sc0000000:18946014-18946268"
"209" "lncRNA_209" "Pocillopora_meandrina_HIv1___Sc0000000:19038917-19040534"
"210" "lncRNA_210" "Pocillopora_meandrina_HIv1___Sc0000000:19039000-19040534"
"211" "lncRNA_211" "Pocillopora_meandrina_HIv1___Sc0000000:19054460-19055325"
"212" "lncRNA_212" "Pocillopora_meandrina_HIv1___Sc0000000:19189137-19203043"
"213" "lncRNA_213" "Pocillopora_meandrina_HIv1___Sc0000000:19213803-19214765"
"214" "lncRNA_214" "Pocillopora_meandrina_HIv1___Sc0000000:19409985-19420418"
"215" "lncRNA_215" "Pocillopora_meandrina_HIv1___Sc0000000:19439498-19502560"
"216" "lncRNA_216" "Pocillopora_meandrina_HIv1___Sc0000000:19449789-19502560"
"217" "lncRNA_217" "Pocillopora_meandrina_HIv1___Sc0000000:19469599-19512370"
"218" "lncRNA_218" "Pocillopora_meandrina_HIv1___Sc0000000:19552156-19553134"
"219" "lncRNA_219" "Pocillopora_meandrina_HIv1___Sc0000000:19553189-19554409"
"220" "lncRNA_220" "Pocillopora_meandrina_HIv1___Sc0000000:19553189-19554409"
"221" "lncRNA_221" "Pocillopora_meandrina_HIv1___Sc0000000:19553189-19555483"
"222" "lncRNA_222" "Pocillopora_meandrina_HIv1___Sc0000000:19553242-19554409"
"223" "lncRNA_223" "Pocillopora_meandrina_HIv1___Sc0000000:19607565-19626741"
"224" "lncRNA_224" "Pocillopora_meandrina_HIv1___Sc0000000:19624834-19634928"
"225" "lncRNA_225" "Pocillopora_meandrina_HIv1___Sc0000000:19667167-19672593"
"226" "lncRNA_226" "Pocillopora_meandrina_HIv1___Sc0000000:19739186-19740734"
"227" "lncRNA_227" "Pocillopora_meandrina_HIv1___Sc0000000:19743092-19744144"
"228" "lncRNA_228" "Pocillopora_meandrina_HIv1___Sc0000000:19935269-19935947"
"229" "lncRNA_229" "Pocillopora_meandrina_HIv1___Sc0000000:20528053-20528848"
"230" "lncRNA_230" "Pocillopora_meandrina_HIv1___Sc0000000:21027690-21038871"
"231" "lncRNA_231" "Pocillopora_meandrina_HIv1___Sc0000000:21549932-21550518"
"232" "lncRNA_232" "Pocillopora_meandrina_HIv1___Sc0000000:21549989-21550518"
"233" "lncRNA_233" "Pocillopora_meandrina_HIv1___Sc0000000:52403-53056"
"234" "lncRNA_234" "Pocillopora_meandrina_HIv1___Sc0000000:106860-107459"
"235" "lncRNA_235" "Pocillopora_meandrina_HIv1___Sc0000000:479478-480976"
"236" "lncRNA_236" "Pocillopora_meandrina_HIv1___Sc0000000:531381-542855"
"237" "lncRNA_237" "Pocillopora_meandrina_HIv1___Sc0000000:604275-605213"
"238" "lncRNA_238" "Pocillopora_meandrina_HIv1___Sc0000000:671182-674663"
"239" "lncRNA_239" "Pocillopora_meandrina_HIv1___Sc0000000:691808-692212"
"240" "lncRNA_240" "Pocillopora_meandrina_HIv1___Sc0000000:849628-852046"
"241" "lncRNA_241" "Pocillopora_meandrina_HIv1___Sc0000000:850060-852046"
"242" "lncRNA_242" "Pocillopora_meandrina_HIv1___Sc0000000:850210-852046"
"243" "lncRNA_243" "Pocillopora_meandrina_HIv1___Sc0000000:852550-853724"
"244" "lncRNA_244" "Pocillopora_meandrina_HIv1___Sc0000000:852550-853724"
"245" "lncRNA_245" "Pocillopora_meandrina_HIv1___Sc0000000:852550-857001"
"246" "lncRNA_246" "Pocillopora_meandrina_HIv1___Sc0000000:852550-857001"
"247" "lncRNA_247" "Pocillopora_meandrina_HIv1___Sc0000000:952547-956991"
"248" "lncRNA_248" "Pocillopora_meandrina_HIv1___Sc0000000:1081098-1082004"
"249" "lncRNA_249" "Pocillopora_meandrina_HIv1___Sc0000000:1255016-1262184"
"250" "lncRNA_250" "Pocillopora_meandrina_HIv1___Sc0000000:1618979-1619215"
"251" "lncRNA_251" "Pocillopora_meandrina_HIv1___Sc0000000:1837649-1849267"
"252" "lncRNA_252" "Pocillopora_meandrina_HIv1___Sc0000000:1982389-1988059"
"253" "lncRNA_253" "Pocillopora_meandrina_HIv1___Sc0000000:1982389-1988059"
"254" "lncRNA_254" "Pocillopora_meandrina_HIv1___Sc0000000:2294580-2296164"
"255" "lncRNA_255" "Pocillopora_meandrina_HIv1___Sc0000000:2340486-2343196"
"256" "lncRNA_256" "Pocillopora_meandrina_HIv1___Sc0000000:2776540-2787183"
"257" "lncRNA_257" "Pocillopora_meandrina_HIv1___Sc0000000:2776830-2787183"
"258" "lncRNA_258" "Pocillopora_meandrina_HIv1___Sc0000000:2779029-2787183"
"259" "lncRNA_259" "Pocillopora_meandrina_HIv1___Sc0000000:2934264-2950876"
"260" "lncRNA_260" "Pocillopora_meandrina_HIv1___Sc0000000:3047929-3049275"
"261" "lncRNA_261" "Pocillopora_meandrina_HIv1___Sc0000000:3557580-3557919"
"262" "lncRNA_262" "Pocillopora_meandrina_HIv1___Sc0000000:3579675-3582309"
"263" "lncRNA_263" "Pocillopora_meandrina_HIv1___Sc0000000:3579688-3582309"
"264" "lncRNA_264" "Pocillopora_meandrina_HIv1___Sc0000000:3588458-3591643"
"265" "lncRNA_265" "Pocillopora_meandrina_HIv1___Sc0000000:3602186-3602801"
"266" "lncRNA_266" "Pocillopora_meandrina_HIv1___Sc0000000:4457404-4458501"
"267" "lncRNA_267" "Pocillopora_meandrina_HIv1___Sc0000000:4631057-4632119"
"268" "lncRNA_268" "Pocillopora_meandrina_HIv1___Sc0000000:4756051-4756944"
"269" "lncRNA_269" "Pocillopora_meandrina_HIv1___Sc0000000:5004332-5004549"
"270" "lncRNA_270" "Pocillopora_meandrina_HIv1___Sc0000000:5011519-5013760"
"271" "lncRNA_271" "Pocillopora_meandrina_HIv1___Sc0000000:5040248-5040524"
"272" "lncRNA_272" "Pocillopora_meandrina_HIv1___Sc0000000:5636739-5644318"
"273" "lncRNA_273" "Pocillopora_meandrina_HIv1___Sc0000000:5636739-5652788"
"274" "lncRNA_274" "Pocillopora_meandrina_HIv1___Sc0000000:5636840-5721131"
"275" "lncRNA_275" "Pocillopora_meandrina_HIv1___Sc0000000:5643310-5659336"
"276" "lncRNA_276" "Pocillopora_meandrina_HIv1___Sc0000000:5650709-5659336"
"277" "lncRNA_277" "Pocillopora_meandrina_HIv1___Sc0000000:5665701-5697281"
"278" "lncRNA_278" "Pocillopora_meandrina_HIv1___Sc0000000:5688309-5697281"
"279" "lncRNA_279" "Pocillopora_meandrina_HIv1___Sc0000000:5688661-5690078"
"280" "lncRNA_280" "Pocillopora_meandrina_HIv1___Sc0000000:5665828-5709376"
"281" "lncRNA_281" "Pocillopora_meandrina_HIv1___Sc0000000:5702194-5709376"
"282" "lncRNA_282" "Pocillopora_meandrina_HIv1___Sc0000000:5680815-5703740"
"283" "lncRNA_283" "Pocillopora_meandrina_HIv1___Sc0000000:5713281-5721055"
"284" "lncRNA_284" "Pocillopora_meandrina_HIv1___Sc0000000:5714211-5714904"
"285" "lncRNA_285" "Pocillopora_meandrina_HIv1___Sc0000000:5744005-5749212"
"286" "lncRNA_286" "Pocillopora_meandrina_HIv1___Sc0000000:5890658-5891269"
"287" "lncRNA_287" "Pocillopora_meandrina_HIv1___Sc0000000:5944985-5952107"
"288" "lncRNA_288" "Pocillopora_meandrina_HIv1___Sc0000000:6123306-6123933"
"289" "lncRNA_289" "Pocillopora_meandrina_HIv1___Sc0000000:6170996-6176973"
"290" "lncRNA_290" "Pocillopora_meandrina_HIv1___Sc0000000:6171037-6176973"
"291" "lncRNA_291" "Pocillopora_meandrina_HIv1___Sc0000000:6184555-6184873"
"292" "lncRNA_292" "Pocillopora_meandrina_HIv1___Sc0000000:6644581-6648458"
"293" "lncRNA_293" "Pocillopora_meandrina_HIv1___Sc0000000:6667917-6668416"
"294" "lncRNA_294" "Pocillopora_meandrina_HIv1___Sc0000000:6904314-6906915"
"295" "lncRNA_295" "Pocillopora_meandrina_HIv1___Sc0000000:6937031-6947890"
"296" "lncRNA_296" "Pocillopora_meandrina_HIv1___Sc0000000:6937600-6938478"
"297" "lncRNA_297" "Pocillopora_meandrina_HIv1___Sc0000000:7007762-7008671"
"298" "lncRNA_298" "Pocillopora_meandrina_HIv1___Sc0000000:7037685-7041274"
"299" "lncRNA_299" "Pocillopora_meandrina_HIv1___Sc0000000:7037734-7041274"
"300" "lncRNA_300" "Pocillopora_meandrina_HIv1___Sc0000000:7037837-7038729"
"301" "lncRNA_301" "Pocillopora_meandrina_HIv1___Sc0000000:7154792-7155403"
"302" "lncRNA_302" "Pocillopora_meandrina_HIv1___Sc0000000:7239635-7241120"
"303" "lncRNA_303" "Pocillopora_meandrina_HIv1___Sc0000000:7239660-7241120"
"304" "lncRNA_304" "Pocillopora_meandrina_HIv1___Sc0000000:7277240-7279543"
"305" "lncRNA_305" "Pocillopora_meandrina_HIv1___Sc0000000:7405480-7407644"
