"","miRNA","lncRNA","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","X","PCC.cor","p_value","adjusted_p_value"
"13","Cluster_1015","lncRNA_10200",156,-20.58,"2 21","10765 10785",20,"75.00%","80.00%",377370,0.408865557377994,0.494308003191018,0.923888879928518
"14","Cluster_1015","lncRNA_10201",156,-20.58,"2 21","7290 7310",20,"75.00%","80.00%",377407,0.339942654616837,0.57565874393001,0.935499753342248
"15","Cluster_1015","lncRNA_10250",158,-21.77,"2 20","6824 6846",19,"68.42%","84.21%",379220,-0.939700604642655,0.0176130946954305,0.613674961855994
"16","Cluster_1015","lncRNA_10290",156,-20.58,"2 21","595 615",20,"75.00%","80.00%",380700,-0.929389010255754,0.0222837437756125,0.629053159705147
"17","Cluster_1015","lncRNA_10304",159,-22.47,"2 21","56 80",22,"63.64%","81.82%",381218,-0.80863004992851,0.097559025584397,0.762438302506417
"18","Cluster_1015","lncRNA_10361",153,-20.03,"2 21","408 427",19,"73.68%","73.68%",383327,-0.79880648086078,0.105001027597031,0.769474398934508
"19","Cluster_1015","lncRNA_10379",166,-23.33,"2 21","316 339",21,"80.95%","80.95%",383993,-0.755808455115784,0.139426412125383,0.796636878882196
"20","Cluster_1015","lncRNA_10413",160,-23.94,"2 21","765 786",19,"68.42%","78.95%",385251,-0.38488435360518,0.522333213617297,0.928378362264371
"21","Cluster_1015","lncRNA_10440",156,-21.56,"2 17","536 557",15,"80.00%","80.00%",386250,-0.295064269150848,0.629837417474373,0.945016246427218
"22","Cluster_1015","lncRNA_10504",154,-22.28,"2 15","388 409",13,"76.92%","92.31%",388618,-0.650837526087782,0.234264824647413,0.857142248
"23","Cluster_1015","lncRNA_10543",159,-21.85,"2 21","172 196",22,"63.64%","81.82%",390061,-0.738219078414004,0.154314143002562,0.807032677295895
"24","Cluster_1015","lncRNA_10543",159,-22.47,"2 21","2004 2028",22,"63.64%","81.82%",390061,-0.738219078414004,0.154314143002562,0.807032677295895
"25","Cluster_1015","lncRNA_10544",159,-22.47,"2 21","851 875",22,"63.64%","81.82%",390098,-0.832871241909913,0.0799304100241925,0.741322079179642
"26","Cluster_1015","lncRNA_10545",159,-22.47,"2 21","301 325",22,"63.64%","81.82%",390135,-0.847529668626528,0.0698105889948722,0.730861670924689
"27","Cluster_1015","lncRNA_10590",156,-25.74,"2 21","4076 4095",19,"73.68%","84.21%",391800,-0.115095033028772,0.853780638962412,0.985172215992826
"28","Cluster_1015","lncRNA_10596",156,-20.41,"2 17","15672 15693",15,"80.00%","80.00%",392022,-0.326952827582844,0.591251206996796,0.938641616246836
"29","Cluster_1015","lncRNA_106",159,-22.47,"2 21","16 40",22,"63.64%","81.82%",3892,-0.323240634135577,0.595720974809768,0.939266127521057
"30","Cluster_1015","lncRNA_10667",156,-20.41,"2 17","39501 39522",15,"80.00%","80.00%",394612,0.0261324009288055,0.966730981139678,0.998309362258907
"31","Cluster_1015","lncRNA_10668",156,-20.41,"2 17","39501 39522",15,"80.00%","80.00%",394649,0.0261324009288055,0.966730981139678,0.998309362258907
"32","Cluster_1015","lncRNA_10669",156,-20.41,"2 17","39415 39436",15,"80.00%","80.00%",394686,0.0282059898953932,0.964091780764114,0.99829559495291
"33","Cluster_1015","lncRNA_10670",156,-20.41,"2 17","17113 17134",15,"80.00%","80.00%",394723,0.213404251597093,0.730361967797619,0.960298045785254
"34","Cluster_1015","lncRNA_10671",156,-20.41,"2 17","15438 15459",15,"80.00%","80.00%",394760,-0.251175450741875,0.683588763845641,0.950904183793997
"35","Cluster_1015","lncRNA_10677",149,-20.28,"2 19","2168 2192",20,"70.00%","70.00%",394982,0.0392691609108441,0.950013804727581,0.997403593345589
"36","Cluster_1015","lncRNA_107",156,-20.81,"2 21","1762 1781",19,"73.68%","84.21%",3929,-0.845631180815858,0.0710971832883921,0.73293668096203
"37","Cluster_1015","lncRNA_107",156,-20.81,"2 21","2247 2266",19,"73.68%","84.21%",3929,-0.845631180815858,0.0710971832883921,0.73293668096203
"38","Cluster_1015","lncRNA_1072",159,-22.47,"2 21","6775 6799",22,"63.64%","81.82%",39634,-0.44760806264231,0.449735678202247,0.91624439248559
"39","Cluster_1015","lncRNA_10927",162,-22.34,"2 21","3669 3693",22,"77.27%","77.27%",404232,0.5731497783421,0.312442735451547,0.890021748857144
"40","Cluster_1015","lncRNA_1094",154,-21.2,"2 21","13836 13855",20,"80.00%","80.00%",40448,-0.725808291872477,0.165079500438551,0.811605433565387
"41","Cluster_1015","lncRNA_10970",166,-29.16,"2 21","8565 8590",23,"78.26%","78.26%",405823,0.0378284130718393,0.951846858204297,0.997625789660634
"42","Cluster_1015","lncRNA_11040",159,-22.47,"2 21","26 50",22,"63.64%","81.82%",408413,-0.91278748888572,0.0305096736559172,0.653446440459798
"43","Cluster_1015","lncRNA_11224",162,-24.13,"2 21","12946 12966",19,"68.42%","89.47%",415221,-0.926373268604461,0.0237154710365783,0.629053159705147
"44","Cluster_1015","lncRNA_11237",145,-20.39,"2 21","60883 60904",20,"65.00%","75.00%",415702,-0.89596581612544,0.0396462406801864,0.683353831717419
"45","Cluster_1015","lncRNA_11237",147,-20.23,"2 21","79852 79875",21,"61.90%","71.43%",415702,-0.89596581612544,0.0396462406801864,0.683353831717419
"46","Cluster_1015","lncRNA_11237",150,-20.31,"2 21","97403 97427",22,"68.18%","72.73%",415702,-0.89596581612544,0.0396462406801864,0.683353831717419
"47","Cluster_1015","lncRNA_11237",150,-20.73,"2 21","66147 66174",25,"60.00%","76.00%",415702,-0.89596581612544,0.0396462406801864,0.683353831717419
"48","Cluster_1015","lncRNA_11237",162,-24.13,"2 21","15944 15964",19,"68.42%","89.47%",415702,-0.89596581612544,0.0396462406801864,0.683353831717419
"49","Cluster_1015","lncRNA_11237",162,-24.13,"2 21","45646 45666",19,"68.42%","89.47%",415702,-0.89596581612544,0.0396462406801864,0.683353831717419
"50","Cluster_1015","lncRNA_11238",145,-20.39,"2 21","60191 60212",20,"65.00%","75.00%",415739,-0.902551832415768,0.0359784287559412,0.673629683193315
"51","Cluster_1015","lncRNA_11238",147,-20.23,"2 21","79160 79183",21,"61.90%","71.43%",415739,-0.902551832415768,0.0359784287559412,0.673629683193315
"52","Cluster_1015","lncRNA_11238",150,-20.31,"2 21","96711 96735",22,"68.18%","72.73%",415739,-0.902551832415768,0.0359784287559412,0.673629683193315
"53","Cluster_1015","lncRNA_11238",150,-20.73,"2 21","65455 65482",25,"60.00%","76.00%",415739,-0.902551832415768,0.0359784287559412,0.673629683193315
"54","Cluster_1015","lncRNA_11238",162,-24.13,"2 21","15252 15272",19,"68.42%","89.47%",415739,-0.902551832415768,0.0359784287559412,0.673629683193315
"55","Cluster_1015","lncRNA_11238",162,-24.13,"2 21","44954 44974",19,"68.42%","89.47%",415739,-0.902551832415768,0.0359784287559412,0.673629683193315
"56","Cluster_1015","lncRNA_11239",145,-20.39,"2 21","59643 59664",20,"65.00%","75.00%",415776,-0.940508795738368,0.0172623167661259,0.613674961855994
"57","Cluster_1015","lncRNA_11239",150,-20.73,"2 21","64907 64934",25,"60.00%","76.00%",415776,-0.940508795738368,0.0172623167661259,0.613674961855994
"58","Cluster_1015","lncRNA_11239",162,-24.13,"2 21","14704 14724",19,"68.42%","89.47%",415776,-0.940508795738368,0.0172623167661259,0.613674961855994
"59","Cluster_1015","lncRNA_11239",162,-24.13,"2 21","44406 44426",19,"68.42%","89.47%",415776,-0.940508795738368,0.0172623167661259,0.613674961855994
"60","Cluster_1015","lncRNA_11240",145,-20.39,"2 21","59643 59664",20,"65.00%","75.00%",415813,-0.955506238244332,0.0111908384472834,0.613674961855994
"61","Cluster_1015","lncRNA_11240",147,-20.23,"2 21","78612 78635",21,"61.90%","71.43%",415813,-0.955506238244332,0.0111908384472834,0.613674961855994
"62","Cluster_1015","lncRNA_11240",150,-20.31,"2 21","96163 96187",22,"68.18%","72.73%",415813,-0.955506238244332,0.0111908384472834,0.613674961855994
"63","Cluster_1015","lncRNA_11240",150,-20.73,"2 21","64907 64934",25,"60.00%","76.00%",415813,-0.955506238244332,0.0111908384472834,0.613674961855994
"64","Cluster_1015","lncRNA_11240",162,-24.13,"2 21","14704 14724",19,"68.42%","89.47%",415813,-0.955506238244332,0.0111908384472834,0.613674961855994
"65","Cluster_1015","lncRNA_11240",162,-24.13,"2 21","44406 44426",19,"68.42%","89.47%",415813,-0.955506238244332,0.0111908384472834,0.613674961855994
"66","Cluster_1015","lncRNA_11242",162,-24.13,"2 21","12651 12671",19,"68.42%","89.47%",415887,-0.822873715454358,0.0870701519001174,0.749591569887477
"67","Cluster_1015","lncRNA_11281",157,-20.21,"2 21","26126 26145",19,"73.68%","78.95%",417330,0.10778538799308,0.863029575412996,0.986929363266529
"68","Cluster_1015","lncRNA_11282",157,-20.21,"2 21","10536 10555",19,"73.68%","78.95%",417367,0.201651577965225,0.745000065495361,0.963446707020224
"69","Cluster_1015","lncRNA_11297",162,-24.13,"2 21","2731 2751",19,"68.42%","89.47%",417922,-0.599258789176634,0.285512233157707,0.88027489826764
"70","Cluster_1015","lncRNA_11306",150,-20.73,"2 21","32194 32221",25,"60.00%","76.00%",418255,-0.944227855014736,0.0156780815806615,0.613674961855994
"71","Cluster_1015","lncRNA_11306",162,-24.13,"2 21","12950 12970",19,"68.42%","89.47%",418255,-0.944227855014736,0.0156780815806615,0.613674961855994
"72","Cluster_1015","lncRNA_11308",145,-20.39,"2 21","137190 137211",20,"65.00%","75.00%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"73","Cluster_1015","lncRNA_11308",147,-20.23,"2 21","156159 156182",21,"61.90%","71.43%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"74","Cluster_1015","lncRNA_11308",150,-20.31,"2 21","73084 73108",22,"68.18%","72.73%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"75","Cluster_1015","lncRNA_11308",150,-20.73,"2 21","142454 142481",25,"60.00%","76.00%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"76","Cluster_1015","lncRNA_11308",150,-20.73,"2 21","6581 6608",25,"60.00%","76.00%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"77","Cluster_1015","lncRNA_11308",151,-20.98,"2 21","36279 36297",19,"68.42%","84.21%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"78","Cluster_1015","lncRNA_11308",162,-24.13,"2 21","121953 121973",19,"68.42%","89.47%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"79","Cluster_1015","lncRNA_11308",162,-24.13,"2 21","51593 51613",19,"68.42%","89.47%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"80","Cluster_1015","lncRNA_11308",162,-24.13,"2 21","92251 92271",19,"68.42%","89.47%",418329,-0.929721525353504,0.0221276540734588,0.628616000372692
"81","Cluster_1015","lncRNA_11309",150,-20.31,"2 21","34293 34317",22,"68.18%","72.73%",418366,-0.902482613277413,0.0360163833674117,0.673791050041198
"82","Cluster_1015","lncRNA_11309",162,-24.13,"2 21","12802 12822",19,"68.42%","89.47%",418366,-0.902482613277413,0.0360163833674117,0.673791050041198
"83","Cluster_1015","lncRNA_11309",162,-24.13,"2 21","53460 53480",19,"68.42%","89.47%",418366,-0.902482613277413,0.0360163833674117,0.673791050041198
"84","Cluster_1015","lncRNA_11309",162,-24.13,"2 21","83162 83182",19,"68.42%","89.47%",418366,-0.902482613277413,0.0360163833674117,0.673791050041198
"85","Cluster_1015","lncRNA_11310",145,-20.39,"2 21","98399 98420",20,"65.00%","75.00%",418403,-0.907729424948376,0.0331760503805808,0.662670685788071
"86","Cluster_1015","lncRNA_11310",147,-20.23,"2 21","117368 117391",21,"61.90%","71.43%",418403,-0.907729424948376,0.0331760503805808,0.662670685788071
"87","Cluster_1015","lncRNA_11310",150,-20.31,"2 21","34293 34317",22,"68.18%","72.73%",418403,-0.907729424948376,0.0331760503805808,0.662670685788071
"88","Cluster_1015","lncRNA_11310",150,-20.73,"2 21","103663 103690",25,"60.00%","76.00%",418403,-0.907729424948376,0.0331760503805808,0.662670685788071
"89","Cluster_1015","lncRNA_11310",162,-24.13,"2 21","12802 12822",19,"68.42%","89.47%",418403,-0.907729424948376,0.0331760503805808,0.662670685788071
"90","Cluster_1015","lncRNA_11310",162,-24.13,"2 21","53460 53480",19,"68.42%","89.47%",418403,-0.907729424948376,0.0331760503805808,0.662670685788071
"91","Cluster_1015","lncRNA_11310",162,-24.13,"2 21","83162 83182",19,"68.42%","89.47%",418403,-0.907729424948376,0.0331760503805808,0.662670685788071
"92","Cluster_1015","lncRNA_11311",145,-20.39,"2 21","98399 98420",20,"65.00%","75.00%",418440,-0.909767520418269,0.0320930550430282,0.659772271311823
"93","Cluster_1015","lncRNA_11311",147,-20.23,"2 21","117368 117391",21,"61.90%","71.43%",418440,-0.909767520418269,0.0320930550430282,0.659772271311823
"94","Cluster_1015","lncRNA_11311",150,-20.31,"2 21","34293 34317",22,"68.18%","72.73%",418440,-0.909767520418269,0.0320930550430282,0.659772271311823
"95","Cluster_1015","lncRNA_11311",150,-20.73,"2 21","103663 103690",25,"60.00%","76.00%",418440,-0.909767520418269,0.0320930550430282,0.659772271311823
"96","Cluster_1015","lncRNA_11311",162,-24.13,"2 21","12802 12822",19,"68.42%","89.47%",418440,-0.909767520418269,0.0320930550430282,0.659772271311823
"97","Cluster_1015","lncRNA_11311",162,-24.13,"2 21","53460 53480",19,"68.42%","89.47%",418440,-0.909767520418269,0.0320930550430282,0.659772271311823
"98","Cluster_1015","lncRNA_11311",162,-24.13,"2 21","83162 83182",19,"68.42%","89.47%",418440,-0.909767520418269,0.0320930550430282,0.659772271311823
"99","Cluster_1015","lncRNA_11312",145,-20.39,"2 21","25105 25126",20,"65.00%","75.00%",418477,-0.869312416684485,0.0555882826457112,0.717131815260401
"100","Cluster_1015","lncRNA_11312",147,-20.23,"2 21","44074 44097",21,"61.90%","71.43%",418477,-0.869312416684485,0.0555882826457112,0.717131815260401
"101","Cluster_1015","lncRNA_11312",150,-20.73,"2 21","30369 30396",25,"60.00%","76.00%",418477,-0.869312416684485,0.0555882826457112,0.717131815260401
"102","Cluster_1015","lncRNA_11312",162,-24.13,"2 21","9868 9888",19,"68.42%","89.47%",418477,-0.869312416684485,0.0555882826457112,0.717131815260401
"103","Cluster_1015","lncRNA_11313",145,-20.39,"2 21","18476 18497",20,"65.00%","75.00%",418514,-0.865444861255208,0.0580388417719286,0.720799306872644
"104","Cluster_1015","lncRNA_11313",147,-20.23,"2 21","37445 37468",21,"61.90%","71.43%",418514,-0.865444861255208,0.0580388417719286,0.720799306872644
"105","Cluster_1015","lncRNA_11313",150,-20.73,"2 21","23740 23767",25,"60.00%","76.00%",418514,-0.865444861255208,0.0580388417719286,0.720799306872644
"106","Cluster_1015","lncRNA_11313",162,-24.13,"2 21","3239 3259",19,"68.42%","89.47%",418514,-0.865444861255208,0.0580388417719286,0.720799306872644
"107","Cluster_1015","lncRNA_11315",162,-24.13,"2 21","3206 3226",19,"68.42%","89.47%",418588,-0.814629797495466,0.0930965258542923,0.754846626441188
"108","Cluster_1015","lncRNA_11316",162,-24.13,"2 21","2874 2894",19,"68.42%","89.47%",418625,-0.731483275286186,0.160130775000414,0.809831705507932
"109","Cluster_1015","lncRNA_11593",159,-23,"2 21","14334 14360",24,"66.67%","75.00%",428874,-0.479248035504945,0.41403992850999,0.909378967268611
"110","Cluster_1015","lncRNA_11596",159,-23,"2 21","606 632",24,"66.67%","75.00%",428985,-0.677852321541144,0.208558632371976,0.843661193147689
"111","Cluster_1015","lncRNA_11607",160,-20.41,"2 18","89 111",17,"82.35%","82.35%",429392,-0.372927375815713,0.536422014700662,0.93020632243838
"112","Cluster_1015","lncRNA_11643",154,-21.59,"2 20","631 655",21,"61.90%","80.95%",430724,-0.792444415138401,0.10990811864233,0.774958919986182
"113","Cluster_1015","lncRNA_12008",163,-20.37,"2 21","4879 4901",20,"70.00%","85.00%",444229,-0.341504836175123,0.573788729592748,0.935499753342248
"114","Cluster_1015","lncRNA_12011",159,-21.92,"2 20","22890 22911",18,"72.22%","77.78%",444340,-0.335529492526879,0.580947582574868,0.936619064650403
"115","Cluster_1015","lncRNA_12011",163,-20.37,"2 21","993 1015",20,"70.00%","85.00%",444340,-0.335529492526879,0.580947582574868,0.936619064650403
"116","Cluster_1015","lncRNA_12026",154,-21.01,"2 20","27224 27247",20,"70.00%","75.00%",444895,-0.883967229616829,0.0466120150954097,0.704454945844397
"117","Cluster_1015","lncRNA_12048",175,-26.18,"2 20","3950 3971",18,"83.33%","88.89%",445709,-0.76681876090411,0.130337136752514,0.788630025091512
"118","Cluster_1015","lncRNA_12064",163,-20.37,"2 21","1150 1172",20,"70.00%","85.00%",446301,-0.244028649234291,0.692404988162589,0.952455642678932
"119","Cluster_1015","lncRNA_12072",153,-20.29,"2 21","1335 1356",20,"70.00%","80.00%",446597,-0.548805145900433,0.338101292306554,0.899056656360993
"120","Cluster_1015","lncRNA_12074",159,-21.92,"2 20","24634 24655",18,"72.22%","77.78%",446671,-0.141554375122538,0.820371100174696,0.980090255174923
"121","Cluster_1015","lncRNA_12074",163,-20.37,"2 21","2737 2759",20,"70.00%","85.00%",446671,-0.141554375122538,0.820371100174696,0.980090255174923
"122","Cluster_1015","lncRNA_12089",154,-21.01,"2 20","27290 27313",20,"70.00%","75.00%",447226,-0.868428902708174,0.0561451642457058,0.717138202715793
"123","Cluster_1015","lncRNA_12160",153,-20.29,"2 21","29 50",20,"70.00%","80.00%",449853,-0.395141690822487,0.510307473338687,0.927071380648037
"124","Cluster_1015","lncRNA_12175",162,-24.31,"2 19","616 637",17,"76.47%","82.35%",450408,-0.563160568551829,0.322909096051715,0.894185868990147
"125","Cluster_1015","lncRNA_12213",159,-23.32,"2 21","9743 9769",24,"66.67%","75.00%",451814,0.4278832526997,0.472315453355507,0.919316838521846
"126","Cluster_1015","lncRNA_12252",160,-23.26,"2 18","23399 23421",17,"76.47%","88.24%",453257,0.00170894070634036,0.997824110172187,0.999722550430032
"127","Cluster_1015","lncRNA_12252",168,-23.79,"2 21","21214 21235",19,"68.42%","89.47%",453257,0.00170894070634036,0.997824110172187,0.999722550430032
"128","Cluster_1015","lncRNA_12253",160,-23.26,"2 18","3086 3108",17,"76.47%","88.24%",453294,-0.614771970863752,0.269815912171662,0.87420880747211
"129","Cluster_1015","lncRNA_12253",168,-23.79,"2 21","60598 60619",19,"68.42%","89.47%",453294,-0.614771970863752,0.269815912171662,0.87420880747211
"130","Cluster_1015","lncRNA_12253",168,-23.79,"2 21","901 922",19,"68.42%","89.47%",453294,-0.614771970863752,0.269815912171662,0.87420880747211
"131","Cluster_1015","lncRNA_12306",151,-20.47,"2 16","1585 1606",14,"78.57%","78.57%",455255,0.0208269092391337,0.97348427273644,0.998653473810242
"132","Cluster_1015","lncRNA_12307",151,-20.47,"2 16","1585 1606",14,"78.57%","78.57%",455292,0.136156228582999,0.827177642983074,0.98175670555799
"133","Cluster_1015","lncRNA_12307",160,-23.26,"2 18","49197 49219",17,"76.47%","88.24%",455292,0.136156228582999,0.827177642983074,0.98175670555799
"134","Cluster_1015","lncRNA_12307",168,-23.79,"2 21","47012 47033",19,"68.42%","89.47%",455292,0.136156228582999,0.827177642983074,0.98175670555799
"135","Cluster_1015","lncRNA_12308",151,-20.47,"2 16","1292 1313",14,"78.57%","78.57%",455329,0.104780096984756,0.866834356063627,0.987720062036829
"136","Cluster_1015","lncRNA_12308",160,-23.26,"2 18","48904 48926",17,"76.47%","88.24%",455329,0.104780096984756,0.866834356063627,0.987720062036829
"137","Cluster_1015","lncRNA_12308",168,-23.79,"2 21","46719 46740",19,"68.42%","89.47%",455329,0.104780096984756,0.866834356063627,0.987720062036829
"138","Cluster_1015","lncRNA_12309",151,-20.47,"2 16","1092 1113",14,"78.57%","78.57%",455366,0.00561920040864721,0.99284544948161,0.999152614816747
"139","Cluster_1015","lncRNA_12309",160,-23.26,"2 18","48704 48726",17,"76.47%","88.24%",455366,0.00561920040864721,0.99284544948161,0.999152614816747
"140","Cluster_1015","lncRNA_12309",168,-23.79,"2 21","46519 46540",19,"68.42%","89.47%",455366,0.00561920040864721,0.99284544948161,0.999152614816747
"141","Cluster_1015","lncRNA_12310",160,-23.26,"2 18","45922 45944",17,"76.47%","88.24%",455403,-0.302923121867584,0.620288977900604,0.94305104769525
"142","Cluster_1015","lncRNA_12310",168,-23.79,"2 21","43737 43758",19,"68.42%","89.47%",455403,-0.302923121867584,0.620288977900604,0.94305104769525
"143","Cluster_1015","lncRNA_12311",160,-23.26,"2 18","22350 22372",17,"76.47%","88.24%",455440,-0.328683330437955,0.589169617569949,0.938402894163392
"144","Cluster_1015","lncRNA_12311",168,-23.79,"2 21","20165 20186",19,"68.42%","89.47%",455440,-0.328683330437955,0.589169617569949,0.938402894163392
"145","Cluster_1015","lncRNA_12312",160,-23.26,"2 18","22350 22372",17,"76.47%","88.24%",455477,-0.470704189466548,0.423612824818307,0.910699477147542
"146","Cluster_1015","lncRNA_12312",160,-23.26,"2 18","82046 82068",17,"76.47%","88.24%",455477,-0.470704189466548,0.423612824818307,0.910699477147542
"147","Cluster_1015","lncRNA_12312",168,-23.79,"2 21","20165 20186",19,"68.42%","89.47%",455477,-0.470704189466548,0.423612824818307,0.910699477147542
"148","Cluster_1015","lncRNA_12312",168,-23.79,"2 21","79862 79883",19,"68.42%","89.47%",455477,-0.470704189466548,0.423612824818307,0.910699477147542
"149","Cluster_1015","lncRNA_12314",160,-23.26,"2 18","48801 48823",17,"76.47%","88.24%",455551,-0.731696310271523,0.15994585534832,0.809831705507932
"150","Cluster_1015","lncRNA_12314",168,-23.79,"2 21","46617 46638",19,"68.42%","89.47%",455551,-0.731696310271523,0.15994585534832,0.809831705507932
"151","Cluster_1015","lncRNA_12316",168,-23.79,"2 21","901 922",19,"68.42%","89.47%",455625,0.652487977462514,0.232670879583379,0.856246019599584
"152","Cluster_1015","lncRNA_12317",160,-23.26,"2 18","447 469",17,"76.47%","88.24%",455662,-0.479279566987774,0.414004692541532,0.909375850923176
"153","Cluster_1015","lncRNA_12459",152,-20.01,"2 19","680 704",20,"70.00%","80.00%",460916,-0.395141690822487,0.510307473338687,0.927071380648037
"154","Cluster_1015","lncRNA_12509",153,-20.29,"2 21","2405 2424",19,"68.42%","78.95%",462766,0.256965767156686,0.676458237702634,0.94955066325583
"155","Cluster_1015","lncRNA_12509",158,-20.14,"2 20","10557 10579",19,"68.42%","84.21%",462766,0.256965767156686,0.676458237702634,0.94955066325583
"156","Cluster_1015","lncRNA_12547",143,-20.81,"2 17","5727 5752",19,"68.42%","68.42%",464172,-0.0582320111611419,0.925898624874849,0.994927341578686
"157","Cluster_1015","lncRNA_12548",143,-20.81,"2 17","5342 5367",19,"68.42%","68.42%",464209,-0.278179559165305,0.650433420853866,0.945907159283135
"158","Cluster_1015","lncRNA_12551",143,-20.81,"2 17","10190 10215",19,"68.42%","68.42%",464320,0.698768502603566,0.18924111933741,0.830126606428622
"159","Cluster_1015","lncRNA_12553",143,-20.81,"2 17","4622 4647",19,"68.42%","68.42%",464394,0.788642516762148,0.112872596109132,0.775858222030869
"160","Cluster_1015","lncRNA_12556",155,-20.08,"2 21","1399 1422",21,"66.67%","76.19%",464505,-0.649663290748745,0.235400668737481,0.857842645712852
"161","Cluster_1015","lncRNA_12584",156,-21.37,"2 21","46192 46211",19,"78.95%","78.95%",465541,-0.578089418747933,0.307299838619877,0.888463239306258
"162","Cluster_1015","lncRNA_12726",163,-24.33,"2 20","177 198",18,"72.22%","83.33%",470795,0.596680955116536,0.288142975884277,0.881271665523685
"163","Cluster_1015","lncRNA_12740",159,-22.47,"2 21","117 141",22,"63.64%","81.82%",471313,-0.785700589118741,0.115182739740866,0.776981412174189
"164","Cluster_1015","lncRNA_12740",159,-22.47,"2 21","2733 2757",22,"63.64%","81.82%",471313,-0.785700589118741,0.115182739740866,0.776981412174189
"165","Cluster_1015","lncRNA_12741",159,-22.47,"2 21","2710 2734",22,"63.64%","81.82%",471350,-0.873387400110004,0.0530425468415199,0.717131815260401
"166","Cluster_1015","lncRNA_12741",159,-22.47,"2 21","4534 4558",22,"63.64%","81.82%",471350,-0.873387400110004,0.0530425468415199,0.717131815260401
"167","Cluster_1015","lncRNA_12741",159,-22.47,"2 21","6470 6494",22,"63.64%","81.82%",471350,-0.873387400110004,0.0530425468415199,0.717131815260401
"168","Cluster_1015","lncRNA_12741",159,-22.47,"2 21","94 118",22,"63.64%","81.82%",471350,-0.873387400110004,0.0530425468415199,0.717131815260401
"169","Cluster_1015","lncRNA_12742",159,-22.47,"2 21","2071 2095",22,"63.64%","81.82%",471387,-0.928548252686235,0.0226799925181535,0.629053159705147
"170","Cluster_1015","lncRNA_12742",159,-22.47,"2 21","247 271",22,"63.64%","81.82%",471387,-0.928548252686235,0.0226799925181535,0.629053159705147
"171","Cluster_1015","lncRNA_12742",159,-22.47,"2 21","4007 4031",22,"63.64%","81.82%",471387,-0.928548252686235,0.0226799925181535,0.629053159705147
"172","Cluster_1015","lncRNA_12743",159,-22.47,"2 21","2363 2387",22,"63.64%","81.82%",471424,-0.920209905564761,0.0267294508636113,0.639397210042879
"173","Cluster_1015","lncRNA_12743",159,-22.47,"2 21","539 563",22,"63.64%","81.82%",471424,-0.920209905564761,0.0267294508636113,0.639397210042879
"174","Cluster_1015","lncRNA_12744",159,-22.47,"2 21","640 664",22,"63.64%","81.82%",471461,-0.895203716180627,0.0400779339899717,0.683571621088826
"175","Cluster_1015","lncRNA_12821",144,-20.3,"2 19","1909 1929",17,"70.59%","70.59%",474310,-0.0275203544295893,0.964964419998447,0.998309362258907
