Entry	GeneID	Gene Ontology IDs
A0A0R4IBK5	gene-Peve_00007983	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IBK5	gene-Peve_00019283	GO:0002040; GO:0002376; GO:0004842; GO:0005524; GO:0005730; GO:0005811; GO:0005829; GO:0006511; GO:0008015; GO:0008270; GO:0016887; GO:0019216; GO:0042742; GO:0045765; GO:0061630; GO:0070534; GO:0098792; GO:0120323; GO:0140042; GO:2000051
A0A0R4IES7	gene-Peve_00007642	GO:0005789; GO:0005886; GO:0006909; GO:0016197; GO:0031966; GO:0032456; GO:0120009; GO:0140268; GO:1904121
A0A0R4ITC5	gene-Peve_00018892	GO:0000124; GO:0001964; GO:0005634; GO:0006355; GO:0035267; GO:0035675; GO:0042481; GO:0060536; GO:0140861
A0A0R4IVA4	gene-Peve_00006348	GO:0000226; GO:0000922; GO:0004722; GO:0004725; GO:0005730; GO:0005737; GO:0005813; GO:0007096; GO:0032467; GO:0051301; GO:0060091; GO:0060271; GO:0072686
A0A0R4IZ84	gene-Peve_00023878	GO:0000184; GO:0000781; GO:0004519; GO:0005697; GO:0005730; GO:0005829; GO:0042162; GO:0043009; GO:0070034
A0A125YHX7	gene-Peve_00042189	GO:0005509; GO:0016174; GO:0016460
A0A142I737	gene-Peve_00003029	GO:0004497; GO:0016020; GO:0046872
A0A172J1V3	gene-Peve_00003159	GO:0002047; GO:0008171; GO:0008757; GO:0032259; GO:0042802; GO:0042803; GO:1904047
A0A1B0GTI8	gene-Peve_00009863	GO:0016020
A0A1B0GTI8	gene-Peve_00016136	GO:0016020
A0A1B0GUU1	gene-Peve_00009700	
A0A1B0GUU1	gene-Peve_00030448	
A0A1B0GUU1	gene-Peve_00008728	
A0A1I9LM04	gene-Peve_00016816	GO:0000278; GO:0005634; GO:0005694; GO:0006325; GO:0007076; GO:0051301
A0A1L8EYB2	gene-Peve_00006453	GO:0005879; GO:0036158; GO:0070840; GO:0120293
A0A1L8EYB2	gene-Peve_00014621	GO:0005879; GO:0036158; GO:0070840; GO:0120293
A0A1L8F5J9	gene-Peve_00035683	GO:0004972; GO:0005886; GO:0007268; GO:0010043; GO:0015280; GO:0017146; GO:0022849; GO:0035235; GO:0035725; GO:0038023; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0046872; GO:0048167; GO:0070588; GO:0098839
A0A1L8F5J9	gene-Peve_00036752	GO:0004972; GO:0005886; GO:0007268; GO:0010043; GO:0015280; GO:0017146; GO:0022849; GO:0035235; GO:0035725; GO:0038023; GO:0042391; GO:0043005; GO:0045202; GO:0045211; GO:0046872; GO:0048167; GO:0070588; GO:0098839
A0A1L8FDW4	gene-Peve_00042194	GO:0000425; GO:0005052; GO:0005778; GO:0005782; GO:0005829; GO:0016560; GO:0016561; GO:0016562; GO:0044721; GO:0140597
A0A1L8FZ98	gene-Peve_00002248	GO:0000425; GO:0005778; GO:0008270; GO:0016562; GO:0016567; GO:0061630; GO:1990928
A0A1L8G016	gene-Peve_00043573	GO:0003351; GO:0005576; GO:0005737; GO:0005829; GO:0030317; GO:0031514; GO:0036158; GO:0051649; GO:0060287; GO:0061512; GO:0070286; GO:0090660; GO:0120229; GO:0120293
A0A1L8GLK3	gene-Peve_00002149	GO:0005737; GO:0008270; GO:0016567; GO:0016605; GO:0036297; GO:0061630
A0A1L8GWK2	gene-Peve_00007877	GO:0000978; GO:0000981; GO:0005634; GO:0006357
A0A1L8GXM0	gene-Peve_00000409	GO:0000722; GO:0000729; GO:0000781; GO:0000794; GO:0003691; GO:0005524; GO:0006302; GO:0007004; GO:0016887; GO:0030870; GO:0035861; GO:0043047; GO:0043539; GO:0046872; GO:0051310; GO:0051880; GO:0062176; GO:0070192; GO:0110025
A0A1L8H8C0	gene-Peve_00019569	GO:0001578; GO:0001725; GO:0005737; GO:0005884; GO:0008017; GO:0008093; GO:0031110; GO:0035371; GO:0042995; GO:0051015; GO:0051764; GO:0060296; GO:1904825
A0A1S4F2V5	gene-Peve_00026381	GO:0006508; GO:0008234
A0A1S4F2V5	gene-Peve_00044115	GO:0006508; GO:0008234
A0A1U8QWA2	gene-Peve_00036060	GO:0009058; GO:0016491; GO:0031177
A0A1Y9G8H0	gene-Peve_00032985	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A1Y9G8H0	gene-Peve_00032981	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A1Y9G8H0	gene-Peve_00032982	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A1Y9G8H0	gene-Peve_00032978	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A1Y9G8H0	gene-Peve_00032987	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A1Y9G8H0	gene-Peve_00014210	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042311; GO:0046872
A0A250YGJ5	gene-Peve_00002287	GO:0000122; GO:0000781; GO:0000785; GO:0003684; GO:0003714; GO:0003723; GO:0005634; GO:0005783; GO:0006302; GO:0008340; GO:0010526; GO:0010569; GO:0016779; GO:0016787; GO:0019216; GO:0031490; GO:0031491; GO:0031508; GO:0031648; GO:0032024; GO:0032922; GO:0034244; GO:0034979; GO:0042181; GO:0042308; GO:0042752; GO:0042803; GO:0045600; GO:0045721; GO:0045820; GO:0046827; GO:0046872; GO:0046969; GO:0050994; GO:0051697; GO:0055007; GO:0070403; GO:0097372; GO:0106274; GO:0120162; GO:0120187; GO:0140612; GO:0140765; GO:0140773; GO:0140774; GO:1904841; GO:2000738; GO:2000781
A0A2B4RNI3	gene-Peve_00031538	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00032797	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00014511	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00043537	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00018124	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00017110	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00043539	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00020000	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00043540	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00008972	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RNI3	gene-Peve_00024657	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A2B4RP11	gene-Peve_00006384	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00009329	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00008945	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00006377	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00027326	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00016507	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00023845	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00008966	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00016528	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4RP11	gene-Peve_00040564	GO:0003725; GO:0005524; GO:0016779; GO:0045087; GO:0046872
A0A2B4SII1	gene-Peve_00041322	GO:0000045; GO:0002218; GO:0005776; GO:0005789; GO:0016239; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709; GO:0140703
A0A2B4SJA1	gene-Peve_00041321	GO:0000045; GO:0002218; GO:0005776; GO:0005789; GO:0016239; GO:0032481; GO:0035438; GO:0045087; GO:0061507; GO:0061709
A0A2C9JXL4	gene-Peve_00034363	GO:0000166; GO:0006486; GO:0016020; GO:0016263; GO:0016267; GO:0030145
A0A2I4HXH5	gene-Peve_00001104	GO:0000166; GO:0005886; GO:0006196; GO:0008253; GO:0046872; GO:0098552
A0A2J6RX17	gene-Peve_00027100	GO:0009116; GO:0016787; GO:0043531
A0A2J6RX17	gene-Peve_00021519	GO:0009116; GO:0016787; GO:0043531
A0A2J6RX17	gene-Peve_00032146	GO:0009116; GO:0016787; GO:0043531
A0A2J6RX17	gene-Peve_00035477	GO:0009116; GO:0016787; GO:0043531
A0A2J6RX17	gene-Peve_00007428	GO:0009116; GO:0016787; GO:0043531
A0A2J6RX17	gene-Peve_00027047	GO:0009116; GO:0016787; GO:0043531
A0A2J6RX17	gene-Peve_00018761	GO:0009116; GO:0016787; GO:0043531
A0A2R8QPS5	gene-Peve_00012082	GO:0000139; GO:0005085; GO:0005829; GO:0006886; GO:0034066; GO:0042147
A0A2R8QPS5	gene-Peve_00025157	GO:0000139; GO:0005085; GO:0005829; GO:0006886; GO:0034066; GO:0042147
A0A386CAB9	gene-Peve_00006237	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	gene-Peve_00027003	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	gene-Peve_00010838	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	gene-Peve_00010713	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	gene-Peve_00009313	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A386CAB9	gene-Peve_00000613	GO:0002221; GO:0005524; GO:0005737; GO:0006508; GO:0006954; GO:0008233; GO:0012501; GO:0032731; GO:0042981; GO:0045087; GO:0050729; GO:0061702; GO:0072558
A0A3G2LGI8	gene-Peve_00033547	GO:0001726; GO:0005178; GO:0005200; GO:0005856; GO:0005886; GO:0005925; GO:0005938; GO:0030036; GO:0051015; GO:0098609
A0A3G9HPE6	gene-Peve_00009799	GO:0004022; GO:0005739; GO:0046872
A0A3M6TIF0	gene-Peve_00037097	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	gene-Peve_00008867	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	gene-Peve_00037108	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	gene-Peve_00002903	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	gene-Peve_00014741	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	gene-Peve_00028184	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A3M6TIF0	gene-Peve_00005065	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A4X1TZW7	gene-Peve_00032989	GO:0001669; GO:0005516; GO:0005879; GO:0017124; GO:0030317; GO:0036126; GO:0061966; GO:0097228; GO:0097728; GO:0160112
A0A4X1TZW7	gene-Peve_00000775	GO:0001669; GO:0005516; GO:0005879; GO:0017124; GO:0030317; GO:0036126; GO:0061966; GO:0097228; GO:0097728; GO:0160112
A0A509AQE6	gene-Peve_00027210	GO:0004674; GO:0005509; GO:0005524; GO:0005886; GO:0031410; GO:0033163; GO:2000147
A0A8C2M425	gene-Peve_00020421	GO:0000009; GO:0004376; GO:0005789; GO:0006506; GO:0031501
A0A8J1LLF7	gene-Peve_00022943	GO:0003723; GO:0004386; GO:0004525; GO:0004530; GO:0005524; GO:0005634; GO:0005737; GO:0006309; GO:0030422; GO:0031054; GO:0070578
A0A8V0ZB02	gene-Peve_00001600	GO:0005227; GO:0005765; GO:0005886; GO:0007605; GO:0015629; GO:0017128; GO:0031901; GO:0036335; GO:0042756; GO:0120019; GO:0140135; GO:0140338; GO:0160069; GO:1990760
A0A8V1ABE9	gene-Peve_00001322	GO:0005737; GO:0008270; GO:0008721; GO:0030170; GO:0030425; GO:0036088
A0A913XCT1	gene-Peve_00044574	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A913XCT1	gene-Peve_00024934	GO:0005524; GO:0005525; GO:0045087; GO:0046872; GO:0061501
A0A974H8H3	gene-Peve_00005268	GO:0003723; GO:0004386; GO:0004525; GO:0004530; GO:0005524; GO:0005634; GO:0005737; GO:0006309; GO:0030422; GO:0031054; GO:0070578
A0AVF1	gene-Peve_00013533	GO:0005813; GO:0005929; GO:0007224; GO:0015031; GO:0030992; GO:0035082; GO:0035720; GO:0035735; GO:0036064; GO:0042073; GO:0043005; GO:0060271; GO:0061512; GO:0097542; GO:0097546; GO:0120170; GO:1905198
A0FKN5	gene-Peve_00023430	GO:0005886; GO:0046872; GO:0160044; GO:0160046
A0JM49	gene-Peve_00008035	GO:0005829; GO:0008270; GO:0016567; GO:0061630; GO:1990112; GO:1990116
A0JM56	gene-Peve_00036395	GO:0005737
A0JM56	gene-Peve_00007195	GO:0005737
A0JMW2	gene-Peve_00007501	GO:0003341; GO:0005737; GO:0036158; GO:0036159; GO:0045505; GO:0120293
A0JMY4	gene-Peve_00000241	GO:0005737; GO:0036064; GO:0044458
A0JMY5	gene-Peve_00020237	GO:0000977; GO:0000981; GO:0005634; GO:0006355; GO:0008270; GO:0016020
A0JN52	gene-Peve_00026592	GO:0000398; GO:0005634; GO:0005654; GO:0005684; GO:0005686; GO:0005689; GO:0005730; GO:0030620; GO:0042177; GO:0044877; GO:0071005; GO:0071013
A0JN52	gene-Peve_00032859	GO:0000398; GO:0005634; GO:0005654; GO:0005684; GO:0005686; GO:0005689; GO:0005730; GO:0030620; GO:0042177; GO:0044877; GO:0071005; GO:0071013
A0JN53	gene-Peve_00017193	GO:0000428; GO:0003677; GO:0005634; GO:0006366; GO:0016779
A0JNI4	gene-Peve_00007921	GO:0000287; GO:0003941; GO:0005524; GO:0005737; GO:0006563; GO:0008721; GO:0018114; GO:0030170; GO:0030378; GO:0070178; GO:0070179
A0JP43	gene-Peve_00004782	GO:0005509
A0JP70	gene-Peve_00019559	GO:0005737; GO:0005814; GO:0005874; GO:0008017; GO:0034451; GO:0060271; GO:0061511
A0JPA0	gene-Peve_00019216	GO:0005886; GO:0006811; GO:0010960
A0JPE9	gene-Peve_00037725	GO:0004370; GO:0005524; GO:0005737; GO:0005739; GO:0006071; GO:0006641; GO:0019563; GO:0046167
A0JPI9	gene-Peve_00002193	
A0JPI9	gene-Peve_00033922	
A0LNR4	gene-Peve_00040630	GO:0016829
A0LQY9	gene-Peve_00008567	GO:0000287; GO:0008375; GO:0010125; GO:0102710
A0MGZ5	gene-Peve_00011350	GO:0016020; GO:0017095
A0MTA1	gene-Peve_00037649	GO:0001947; GO:0003723; GO:0003906; GO:0005634; GO:0005730; GO:0005739; GO:0005783; GO:0006284; GO:0008081; GO:0008311; GO:0010628; GO:0016607; GO:0043066; GO:0044029; GO:0046872; GO:0052720; GO:0060047; GO:0140431
A0PJE2	gene-Peve_00038363	GO:0016491
A0PJN4	gene-Peve_00002798	GO:0005524; GO:0005634; GO:0016567; GO:0061631
A0QQZ8	gene-Peve_00006739	GO:0000287; GO:0008375; GO:0010125; GO:0102710
A0ZSK3	gene-Peve_00031795	GO:0005576; GO:0031640; GO:0090729
A0ZSK3	gene-Peve_00025017	GO:0005576; GO:0031640; GO:0090729
A1A4K3	gene-Peve_00013534	GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0006511; GO:0016567; GO:0031464; GO:0031465; GO:0035861; GO:0042752; GO:0043161; GO:0045722; GO:0048511; GO:0080008
A1A4K8	gene-Peve_00033123	GO:0000398; GO:0005681; GO:0008270; GO:0016607; GO:0030628; GO:0089701
A1A5F2	gene-Peve_00043625	GO:0003401; GO:0015031; GO:0030136
A1A5H6	gene-Peve_00005780	GO:0000122; GO:0000288; GO:0000932; GO:0005634; GO:0010606; GO:0017148; GO:0030014; GO:0030015; GO:0030331; GO:0031047; GO:0033147; GO:0042974; GO:0048387; GO:0048589; GO:0060090; GO:0060213; GO:1900153
A1A5H6	gene-Peve_00005781	GO:0000122; GO:0000288; GO:0000932; GO:0005634; GO:0010606; GO:0017148; GO:0030014; GO:0030015; GO:0030331; GO:0031047; GO:0033147; GO:0042974; GO:0048387; GO:0048589; GO:0060090; GO:0060213; GO:1900153
A1A5Q5	gene-Peve_00033216	GO:0000724; GO:0000785; GO:0003684; GO:0005634; GO:0005721; GO:0006338; GO:0006954; GO:0006974; GO:0010468; GO:0031490; GO:0032452; GO:0032454; GO:0035861; GO:0046872; GO:0071479; GO:0140684; GO:2001034
A1A5R8	gene-Peve_00010439	GO:0042802; GO:0045190
A1A5V9	gene-Peve_00018181	GO:0002098; GO:0005634; GO:0005737; GO:0005829; GO:0006400; GO:0030335; GO:0033588
A1DPK7	gene-Peve_00035999	GO:0003779; GO:0005634; GO:0005737; GO:0005885; GO:0030833; GO:0034314; GO:0035861; GO:0042995
A1DWM3	gene-Peve_00029284	GO:0005886; GO:0042590
A1DWM3	gene-Peve_00018528	GO:0005886; GO:0042590
A1DWM3	gene-Peve_00041074	GO:0005886; GO:0042590
A1E295	gene-Peve_00031926	GO:0004175; GO:0004197; GO:0005615; GO:0005764; GO:0016324; GO:0042470; GO:0051603
A1L1C7	gene-Peve_00019089	GO:0000289; GO:0000932; GO:0003723; GO:0004672; GO:0005524; GO:0006397; GO:0008270; GO:0010606; GO:0031251
A1L1C7	gene-Peve_00029309	GO:0000289; GO:0000932; GO:0003723; GO:0004672; GO:0005524; GO:0006397; GO:0008270; GO:0010606; GO:0031251
A1L1W9	gene-Peve_00007733	GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327
A1L1W9	gene-Peve_00011053	GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327
A1L1W9	gene-Peve_00004073	GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327
A1L1W9	gene-Peve_00011054	GO:0005302; GO:0005886; GO:0015173; GO:0015192; GO:0015196; GO:0015349; GO:0015801; GO:0016323; GO:0022857; GO:0070327
A1L244	gene-Peve_00022381	GO:0000139; GO:0004438; GO:0005783; GO:0005789; GO:0016791; GO:0043812; GO:0046856; GO:0140268
A1L4H1	gene-Peve_00017160	GO:0001968; GO:0005044; GO:0005615; GO:0005737; GO:0006952; GO:0016020; GO:0031012; GO:0032717; GO:0042494; GO:0043236; GO:0045087; GO:0050829; GO:0050830; GO:0050840; GO:0062023
A1R8N8	gene-Peve_00041745	GO:0000287; GO:0008375; GO:0010125; GO:0102710
A1R8N8	gene-Peve_00041702	GO:0000287; GO:0008375; GO:0010125; GO:0102710
A1R8N8	gene-Peve_00041746	GO:0000287; GO:0008375; GO:0010125; GO:0102710
A1T297	gene-Peve_00007701	GO:0020037; GO:0046872; GO:0062213
A1X153	gene-Peve_00028072	GO:0005109; GO:0005125; GO:0005615; GO:0030182; GO:0045165; GO:0048513; GO:0060070
A1Z6E0	gene-Peve_00000426	GO:0005634; GO:0005737; GO:0005938; GO:0007281; GO:0007314; GO:0007315; GO:0007472; GO:0008104; GO:0008354; GO:0019005; GO:0031466; GO:0035017; GO:0035556; GO:0043161; GO:0045495; GO:0045732; GO:0046843; GO:0048471; GO:0070449
A1Z713	gene-Peve_00010611	GO:0006623; GO:0006869; GO:0031902; GO:0045053
A1ZAY1	gene-Peve_00007950	GO:0001736; GO:0005737; GO:0005929; GO:0016327; GO:0032436; GO:0035331; GO:0045179; GO:0045296; GO:0090163; GO:0090251; GO:0120219
A1ZAY1	gene-Peve_00007949	GO:0001736; GO:0005737; GO:0005929; GO:0016327; GO:0032436; GO:0035331; GO:0045179; GO:0045296; GO:0090163; GO:0090251; GO:0120219
A1ZAY1	gene-Peve_00014525	GO:0001736; GO:0005737; GO:0005929; GO:0016327; GO:0032436; GO:0035331; GO:0045179; GO:0045296; GO:0090163; GO:0090251; GO:0120219
A2A259	gene-Peve_00028803	GO:0001581; GO:0005227; GO:0005261; GO:0005262; GO:0005272; GO:0005509; GO:0005783; GO:0005829; GO:0005886; GO:0006812; GO:0007224; GO:0009415; GO:0015269; GO:0015629; GO:0031410; GO:0034703; GO:0034704; GO:0042802; GO:0043235; GO:0044325; GO:0050912; GO:0051262; GO:0051289; GO:0051371; GO:0060170; GO:0071467; GO:0071468; GO:0097730; GO:0098662; GO:0160128; GO:1990760
A2A259	gene-Peve_00010574	GO:0001581; GO:0005227; GO:0005261; GO:0005262; GO:0005272; GO:0005509; GO:0005783; GO:0005829; GO:0005886; GO:0006812; GO:0007224; GO:0009415; GO:0015269; GO:0015629; GO:0031410; GO:0034703; GO:0034704; GO:0042802; GO:0043235; GO:0044325; GO:0050912; GO:0051262; GO:0051289; GO:0051371; GO:0060170; GO:0071467; GO:0071468; GO:0097730; GO:0098662; GO:0160128; GO:1990760
A2A3L6	gene-Peve_00017601	
A2A3L6	gene-Peve_00017592	
A2A7Z8	gene-Peve_00028576	GO:0016020; GO:0052689
A2ACJ2	gene-Peve_00027881	GO:0000785; GO:0003677; GO:0005654; GO:0005829; GO:0036297; GO:0043240
A2AFR3	gene-Peve_00043807	GO:0005856; GO:0008289; GO:0014069; GO:0043197; GO:0051835; GO:0098978
