"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"17","FUN_005355","GO:0003697","single-stranded DNA binding",9,2,0.22,0.0188,"Molecular Functions","Cluster_10093",-0.898493609506768,0.0382250825847069,0.96546924320845,167,-25.48,"2 21","9320 9343",21,"71.43%","85.71%","CDS"
"18","FUN_005720","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_14768",-0.965575277319015,0.00762753444260831,0.677079544727381,158,-21.46,"2 20","24864 24885",19,"73.68%","78.95%","CDS"
"19","FUN_006453","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_18728",-0.886161872691214,0.0453113596242247,0.96546924320845,147,-21.05,"2 20","25383 25409",23,"73.91%","73.91%","CDS"
"20","FUN_007714","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_3367",-0.919426556567862,0.0271207715566792,0.914225011702335,164,-21.56,"2 23","47010 47032",21,"66.67%","85.71%","CDS"
"21","FUN_008427","GO:0003863","3-methyl-2-oxobutanoate dehydrogenase (2-methylprop...",1,1,0.02,0.0243,"Molecular Functions","Cluster_4254",-0.92327505399439,0.0252160124689037,0.914225011702335,166,-23.66,"2 20","647 669",19,"73.68%","89.47%","CDS"
"22","FUN_009044","GO:0005319","lipid transporter activity",3,2,0.07,0.0473,"Molecular Functions","Cluster_18728",-0.890218576777999,0.0429381312828034,0.96546924320845,163,-24.54,"2 20","10507 10528",18,"77.78%","77.78%","CDS"
"23","FUN_010924","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_18728",-0.928413317434442,0.0227437974945603,0.904172175158257,145,-21.01,"2 10","18889 18910",8,"100.00%","100.00%","CDS"
"24","FUN_014112","GO:0005314","high-affinity L-glutamate transmembrane transporter...",2,1,0.05,0.048,"Molecular Functions","Cluster_18728",-0.926139015651018,0.0238278836616737,0.911947326397717,145,-20.04,"2 20","7492 7512",18,"61.11%","77.78%","CDS"
"25","FUN_015150","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_3367",-0.895589910624695,0.0398589871900173,0.96546924320845,160,-21.77,"2 23","6423 6445",21,"61.90%","85.71%","CDS"
"26","FUN_018194","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_10207",-0.897596926608571,0.0387273159874254,0.96546924320845,155,-21.56,"2 20","10440 10458",18,"77.78%","83.33%","CDS"
"27","FUN_019017","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_18728",-0.94084614974087,0.0171165755681615,0.844573107384008,157,-26.06,"2 16","2817 2837",14,"85.71%","92.86%","CDS"
"28","FUN_024922","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_18728",-0.945004128531465,0.0153537172675749,0.814388485606026,152,-23.57,"2 21","8311 8332",19,"57.89%","78.95%","CDS"
"29","FUN_025744","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_15340",-0.883950350913451,0.0466220633590859,0.96546924320845,140,-21.56,"2 9","4959 4980",7,"100.00%","100.00%","CDS"
"30","FUN_026527","GO:0003697","single-stranded DNA binding",9,2,0.22,0.0188,"Molecular Functions","Cluster_10093",-0.902097273309125,0.0362279085539958,0.962357739321439,163,-20.81,"2 21","21762 21785",21,"76.19%","76.19%","CDS"
"31","FUN_027215","GO:0005324","long-chain fatty acid transmembrane transporter act...",1,1,0.02,0.0243,"Molecular Functions","Cluster_18728",-0.931650448780537,0.021229216946524,0.886515472021295,155,-23.29,"2 21","7476 7494",19,"78.95%","78.95%","CDS"
"32","FUN_028014","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_4220",-0.90093185534565,0.0368700444662462,0.96546924320845,161,-20.85,"2 14","62416 62437",12,"91.67%","100.00%","CDS"
"33","FUN_029470","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_3367",-0.939406674705487,0.0177412361949883,0.847898695599974,155,-24.22,"2 23","3241 3264",22,"63.64%","81.82%","CDS"
"34","FUN_029470","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_3367",-0.939406674705487,0.0177412361949883,0.847898695599974,164,-24.24,"2 23","5821 5843",21,"66.67%","85.71%","CDS"
"35","FUN_030681","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_10228",-0.948246198404904,0.0140231883666624,0.785010600422813,176,-29.6,"2 22","97034 97057",21,"80.95%","85.71%","CDS"
"36","FUN_032460","GO:0004017","adenylate kinase activity",1,1,0.02,0.0243,"Molecular Functions","Cluster_1826",-0.9304022712408,0.0218092070283069,0.893332308356872,168,-22.41,"2 20","6137 6156",18,"83.33%","88.89%","CDS"
"37","FUN_032460","GO:0004017","adenylate kinase activity",1,1,0.02,0.0243,"Molecular Functions","Cluster_1826",-0.9304022712408,0.0218092070283069,0.893332308356872,172,-20.25,"2 20","5887 5906",18,"88.89%","88.89%","CDS"
"38","FUN_034127","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_18728",-0.88257316744877,0.047444236195946,0.96546924320845,143,-22.64,"2 12","441 462",10,"80.00%","90.00%","3UTR"
"39","FUN_034815","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_19193",-0.936823253483575,0.0188803825804764,0.856974339863655,155,-20.74,"2 20","13470 13491",18,"72.22%","72.22%","CDS"
"40","FUN_036521","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_3366",-0.900197242364803,0.0372766566425044,0.96546924320845,147,-23.24,"2 23","3359 3389",28,"60.71%","71.43%","CDS"
"41","FUN_037853","GO:0016980","creatinase activity",1,1,0.02,0.0243,"Molecular Functions","Cluster_10419",-0.911992092573669,0.0309242064091859,0.924732751073243,163,-20.25,"2 21","339 364",23,"73.91%","73.91%","3UTR"
"42","FUN_038060","GO:0004843","cysteine-type deubiquitinase activity",6,2,0.15,0.0082,"Molecular Functions","Cluster_18728",-0.895464634291254,0.0399299687648798,0.96546924320845,157,-22.11,"2 20","726 746",18,"77.78%","77.78%","CDS"
"43","FUN_038633","GO:0004843","cysteine-type deubiquitinase activity",6,2,0.15,0.0082,"Molecular Functions","Cluster_5900",-0.965103191651987,0.00778441455860867,0.677119396353841,157,-22.22,"2 21","780 803",22,"68.18%","81.82%","5UTR"
"44","FUN_039855","GO:0003964","RNA-directed DNA polymerase activity",135,7,3.28,0.0433,"Molecular Functions","Cluster_3366",-0.903397647630053,0.035515681181462,0.957265023991132,159,-26.24,"2 23","4852 4875",22,"68.18%","81.82%","CDS"
"45","FUN_041703","GO:0005536","D-glucose binding",1,1,0.02,0.0243,"Molecular Functions","Cluster_10051",-0.953485301033705,0.0119581943686769,0.766009472364912,167,-20.22,"2 21","4523 4545",20,"80.00%","80.00%","CDS"
