"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"11","FUN_007652","GO:0001581","detection of chemical stimulus involved in sensory ...",10,7,3.72,0.0363,"Biological Processes",30106,"Cluster_4220","ptg000002l:2916222-2918099",165,-22.84,2,19,244,267,19,"78.95%","84.21%",-0.498237309053092,0.392947004088544,0.998649612991003
"12","FUN_007662","GO:0001581","detection of chemical stimulus involved in sensory ...",10,7,3.72,0.0363,"Biological Processes",32078,"Cluster_4254","ptg000002l:2976157-2988080",170,-20.68,2,19,1968,1989,17,"76.47%","94.12%",-0.297112579162102,0.62734636954004,0.998649612991003
"13","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",12642,"Cluster_15928","ptg000008l:963660-1023560",166,-22.63,2,20,4302,4325,20,"80.00%","80.00%",-0.793887178465656,0.108789385918982,0.998649612991003
"14","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",15714,"Cluster_17791","ptg000008l:963660-1023560",168,-22.77,2,22,11952,11975,21,"76.19%","80.95%",-0.122890889630406,0.843925194940592,0.998649612991003
"15","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",18606,"Cluster_18723","ptg000008l:963660-1023560",149,-20.5,2,19,34520,34542,18,"66.67%","77.78%",-0.229762438371953,0.710052079390432,0.998649612991003
"16","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",25018,"Cluster_3250","ptg000008l:963660-1023560",158,-21.68,2,16,18314,18337,16,"81.25%","87.50%",-0.125416387724079,0.840734510570482,0.998649612991003
"17","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",29577,"Cluster_3437","ptg000008l:963660-1023560",164,-21.55,2,18,29131,29155,18,"77.78%","88.89%",-0.64944940447673,0.235607723728571,0.998649612991003
"18","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",30463,"Cluster_4220","ptg000008l:963660-1023560",152,-21.9,2,19,18215,18241,22,"72.73%","72.73%",-0.00705733217137388,0.991014400189622,0.998929520526841
"19","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",36092,"Cluster_5981","ptg000008l:963660-1023560",155,-21.16,2,22,27741,27767,24,"66.67%","75.00%",-0.0649477528004378,0.917364126450993,0.998649612991003
"20","FUN_011758","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",36093,"Cluster_5981","ptg000008l:963660-1023560",160,-20.71,2,22,31203,31226,21,"71.43%","76.19%",-0.0649477528004378,0.917364126450993,0.998649612991003
"21","FUN_011801","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",30353,"Cluster_4220","ptg000008l:1622230-1629826",161,-30.29,2,21,1336,1362,24,"75.00%","79.17%",-0.486050619638312,0.40645425147148,0.998649612991003
"22","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",21693,"Cluster_19193","ptg000008l:1919216-1954626",158,-21.23,2,18,2330,2349,16,"81.25%","87.50%",-0.252426602471266,0.682047076624636,0.998649612991003
"23","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",23112,"Cluster_1951","ptg000008l:1919216-1954626",177,-20.97,2,20,16971,16991,18,"88.89%","94.44%",-0.756705869307381,0.138678823029993,0.998649612991003
"24","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",28132,"Cluster_3367","ptg000008l:1919216-1954626",159,-20.83,2,16,16754,16777,14,"85.71%","85.71%",-0.187212621408455,0.763033301347383,0.998649612991003
"25","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34305,"Cluster_5900","ptg000008l:1919216-1954626",171,-21.26,2,20,17461,17482,18,"83.33%","83.33%",-0.937561540332355,0.0185524934103584,0.851810248197393
"26","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34306,"Cluster_5900","ptg000008l:1919216-1954626",172,-22.43,2,21,17722,17743,19,"78.95%","84.21%",-0.937561540332355,0.0185524934103584,0.851810248197393
"27","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34307,"Cluster_5900","ptg000008l:1919216-1954626",178,-28.97,2,20,18243,18265,19,"89.47%","89.47%",-0.937561540332355,0.0185524934103584,0.851810248197393
"28","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34308,"Cluster_5900","ptg000008l:1919216-1954626",178,-29.36,2,20,18069,18091,19,"89.47%","89.47%",-0.937561540332355,0.0185524934103584,0.851810248197393
"29","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34309,"Cluster_5900","ptg000008l:1919216-1954626",179,-25.76,2,20,17548,17569,18,"88.89%","88.89%",-0.937561540332355,0.0185524934103584,0.851810248197393
"30","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34310,"Cluster_5900","ptg000008l:1919216-1954626",184,-29.25,2,21,17635,17656,19,"89.47%","89.47%",-0.937561540332355,0.0185524934103584,0.851810248197393
"31","FUN_011836","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34311,"Cluster_5900","ptg000008l:1919216-1954626",184,-29.25,2,21,17809,17830,19,"89.47%","89.47%",-0.937561540332355,0.0185524934103584,0.851810248197393
"32","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",5068,"Cluster_14402","ptg000008l:1966691-1978723",159,-20.55,2,21,7318,7341,21,"71.43%","76.19%",-0.702047205023374,0.186261552489598,0.998649612991003
"33","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",23115,"Cluster_1951","ptg000008l:1966691-1978723",177,-20.97,2,20,10290,10310,18,"88.89%","94.44%",-0.502621617857705,0.388114003639802,0.998649612991003
"34","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",26172,"Cluster_3366","ptg000008l:1966691-1978723",159,-21.16,2,16,10070,10093,14,"85.71%","85.71%",-0.0330167217886271,0.957969443097557,0.998649612991003
"35","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34313,"Cluster_5900","ptg000008l:1966691-1978723",176,-22.57,2,21,11002,11023,19,"84.21%","84.21%",-0.62137060089463,0.263211231641199,0.998649612991003
"36","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34314,"Cluster_5900","ptg000008l:1966691-1978723",180,-26.18,2,21,11785,11806,19,"84.21%","89.47%",-0.62137060089463,0.263211231641199,0.998649612991003
"37","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34315,"Cluster_5900","ptg000008l:1966691-1978723",180,-26.18,2,21,11872,11893,19,"84.21%","89.47%",-0.62137060089463,0.263211231641199,0.998649612991003
"38","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34316,"Cluster_5900","ptg000008l:1966691-1978723",180,-26.45,2,21,11524,11545,19,"84.21%","89.47%",-0.62137060089463,0.263211231641199,0.998649612991003
"39","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34317,"Cluster_5900","ptg000008l:1966691-1978723",180,-29.19,2,21,11611,11632,19,"84.21%","89.47%",-0.62137060089463,0.263211231641199,0.998649612991003
"40","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34318,"Cluster_5900","ptg000008l:1966691-1978723",184,-28.26,2,21,11698,11719,19,"89.47%","89.47%",-0.62137060089463,0.263211231641199,0.998649612991003
"41","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",34319,"Cluster_5900","ptg000008l:1966691-1978723",184,-29.25,2,21,10786,10807,19,"89.47%","89.47%",-0.62137060089463,0.263211231641199,0.998649612991003
"42","FUN_011838","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",35959,"Cluster_5981","ptg000008l:1966691-1978723",151,-20.15,2,20,10129,10151,18,"61.11%","77.78%",-0.223773689060933,0.717478536096202,0.998649612991003
"43","FUN_012572","GO:0001581","detection of chemical stimulus involved in sensory ...",10,7,3.72,0.0363,"Biological Processes",35903,"Cluster_5981","ptg000008l:10035632-10037551",144,-23.64,2,22,1383,1406,21,"57.14%","71.43%",-0.328983364919276,0.588808846479213,0.998649612991003
"44","FUN_012575","GO:0001581","detection of chemical stimulus involved in sensory ...",10,7,3.72,0.0363,"Biological Processes",16989,"Cluster_1862","ptg000008l:10062027-10067757",173,-21.93,2,23,1909,1935,24,"70.83%","83.33%",-0.539981205904674,0.347525478679042,0.998649612991003
"45","FUN_012575","GO:0001581","detection of chemical stimulus involved in sensory ...",10,7,3.72,0.0363,"Biological Processes",30321,"Cluster_4220","ptg000008l:10062027-10067757",166,-21.53,2,15,2033,2054,13,"92.31%","100.00%",-0.398704112157302,0.506144269118304,0.998649612991003
"46","FUN_012575","GO:0001581","detection of chemical stimulus involved in sensory ...",10,7,3.72,0.0363,"Biological Processes",35904,"Cluster_5981","ptg000008l:10062027-10067757",146,-22.64,2,16,1382,1406,16,"68.75%","81.25%",-0.316709860733303,0.60359903020476,0.998649612991003
"47","FUN_014846","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",3494,"Cluster_10228","ptg000009l:3634970-3671591",181,-21.37,2,19,4514,4537,18,"94.44%","94.44%",-0.32700020392363,0.591194201286632,0.998649612991003
"48","FUN_014846","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",12660,"Cluster_15928","ptg000009l:3634970-3671591",171,-20.27,2,21,27788,27810,20,"75.00%","90.00%",-0.862676564508904,0.0598131257134455,0.965603825811459
"49","FUN_014846","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",14833,"Cluster_17776","ptg000009l:3634970-3671591",149,-21.02,2,14,13601,13622,12,"75.00%","91.67%",-0.237975654856489,0.699884722644952,0.998649612991003
"50","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",3503,"Cluster_10228","ptg000009l:6277209-6391926",164,-22.37,2,22,12022,12045,21,"71.43%","80.95%",-0.497922574004722,0.393294492234526,0.998649612991003
"51","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",6613,"Cluster_14768","ptg000009l:6277209-6391926",153,-22.13,2,19,46304,46325,18,"72.22%","77.78%",-0.0864392366374746,0.89007935368791,0.998649612991003
"52","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",13669,"Cluster_16409","ptg000009l:6277209-6391926",156,-20.17,2,20,27854,27875,19,"68.42%","89.47%",-0.458801478267797,0.437031548365896,0.998649612991003
"53","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",17113,"Cluster_1862","ptg000009l:6277209-6391926",153,-20.97,2,23,81688,81716,26,"61.54%","69.23%",-0.334860478254838,0.581750119420499,0.998649612991003
"54","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",18120,"Cluster_18711","ptg000009l:6277209-6391926",150,-20.25,2,11,67317,67338,9,"100.00%","100.00%",-0.575720527659132,0.309763475554759,0.998649612991003
"55","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",18632,"Cluster_18723","ptg000009l:6277209-6391926",140,-20.76,2,9,10872,10893,7,"100.00%","100.00%",-0.211905319638064,0.732226814693447,0.998649612991003
"56","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",18633,"Cluster_18723","ptg000009l:6277209-6391926",145,-20.02,2,10,8686,8707,8,"100.00%","100.00%",-0.211905319638064,0.732226814693447,0.998649612991003
"57","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",23137,"Cluster_1951","ptg000009l:6277209-6391926",165,-24.8,2,21,109801,109822,20,"75.00%","90.00%",-0.0940167108777379,0.880470789819752,0.998649612991003
"58","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",30516,"Cluster_4220","ptg000009l:6277209-6391926",154,-25.56,2,20,51841,51863,19,"73.68%","73.68%",-0.0770068705774647,0.902048798792566,0.998649612991003
"59","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",30517,"Cluster_4220","ptg000009l:6277209-6391926",159,-21.63,2,21,40765,40787,20,"75.00%","75.00%",-0.0770068705774647,0.902048798792566,0.998649612991003
"60","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",36161,"Cluster_5981","ptg000009l:6277209-6391926",155,-21.35,2,20,839,861,18,"72.22%","72.22%",-0.15780992997624,0.799907292042033,0.998649612991003
"61","FUN_015109","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",36162,"Cluster_5981","ptg000009l:6277209-6391926",163,-27.53,2,22,85047,85068,20,"65.00%","90.00%",-0.15780992997624,0.799907292042033,0.998649612991003
"62","FUN_015183","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsens...",10,7,3.72,0.0363,"Biological Processes",30525,"Cluster_4220","ptg000009l:7165968-7181771",158,-21.5,2,21,9526,9546,19,"73.68%","78.95%",-0.116106877539007,0.85250095581532,0.998649612991003
"63","FUN_015429","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",14815,"Cluster_17776","ptg000009l:10043602-10076001",151,-22.34,2,17,29406,29428,16,"75.00%","81.25%",-0.137360101764771,0.825659225791842,0.998649612991003
"64","FUN_016473","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",13707,"Cluster_16409","ptg000011l:3530889-3536250",146,-20.93,2,21,557,573,19,"68.42%","73.68%",-0.650523195063164,0.234568731403674,0.998649612991003
"65","FUN_016474","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",3522,"Cluster_10228","ptg000011l:3538512-3598044",158,-22.65,2,22,9589,9611,21,"71.43%","80.95%",-0.169833665382749,0.784805119373199,0.998649612991003
"66","FUN_016474","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",13708,"Cluster_16409","ptg000011l:3538512-3598044",184,-25.78,2,21,235,256,19,"84.21%","94.74%",-0.211246763311627,0.733046332286216,0.998649612991003
"67","FUN_016571","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",333,"Cluster_10051","ptg000011l:4882069-4895013",162,-22.12,2,21,4517,4537,19,"73.68%","84.21%",-0.231252077125516,0.708206488704568,0.998649612991003
"68","FUN_018008","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",12718,"Cluster_15928","ptg000012l:3079482-3120350",159,-21.42,2,21,10400,10422,20,"75.00%","75.00%",-0.709763969016483,0.179302310498131,0.998649612991003
"69","FUN_018008","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",29597,"Cluster_3437","ptg000012l:3079482-3120350",168,-21.99,2,22,28006,28029,21,"76.19%","80.95%",-0.925779476145405,0.0240007520502693,0.911947326397717
"70","FUN_022389","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",17280,"Cluster_1862","ptg000016l:8501864-8545488",169,-24.88,2,23,21007,21031,22,"68.18%","86.36%",-0.24439679260452,0.691950445965055,0.998649612991003
"71","FUN_022389","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",32332,"Cluster_4254","ptg000016l:8501864-8545488",168,-21.19,2,21,33809,33830,19,"73.68%","84.21%",-0.14201967349977,0.819784649159633,0.998649612991003
"72","FUN_022491","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",5388,"Cluster_14402","ptg000016l:9574588-9578109",154,-20.96,2,21,1943,1967,22,"68.18%","77.27%",-0.453592361872636,0.442933617370719,0.998649612991003
"73","FUN_022491","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",6726,"Cluster_14768","ptg000016l:9574588-9578109",148,-20.19,2,13,105,125,11,"72.73%","100.00%",-0.810177715439951,0.0964018170109686,0.998649612991003
"74","FUN_022491","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",18146,"Cluster_18711","ptg000016l:9574588-9578109",155,-20.11,2,20,3488,3508,19,"73.68%","84.21%",-0.742357522738105,0.150771706489299,0.998649612991003
"75","FUN_022491","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",20111,"Cluster_18728","ptg000016l:9574588-9578109",145,-22.78,2,14,1290,1311,12,"75.00%","83.33%",-0.120365342381106,0.847116947051261,0.998649612991003
"76","FUN_022491","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",5388,"Cluster_14402","ptg000016l:9574588-9578109",154,-20.96,2,21,1943,1967,22,"68.18%","77.27%",-0.453592361872636,0.442933617370719,0.998649612991003
"77","FUN_022491","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",6726,"Cluster_14768","ptg000016l:9574588-9578109",148,-20.19,2,13,105,125,11,"72.73%","100.00%",-0.810177715439951,0.0964018170109686,0.998649612991003
"78","FUN_022491","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",18146,"Cluster_18711","ptg000016l:9574588-9578109",155,-20.11,2,20,3488,3508,19,"73.68%","84.21%",-0.742357522738105,0.150771706489299,0.998649612991003
"79","FUN_022491","GO:0001889","liver development",8,6,2.98,0.0342,"Biological Processes",20111,"Cluster_18728","ptg000016l:9574588-9578109",145,-22.78,2,14,1290,1311,12,"75.00%","83.33%",-0.120365342381106,0.847116947051261,0.998649612991003
"80","FUN_022890","GO:0000184","nuclear-transcribed mRNA catabolic process, nonsens...",10,7,3.72,0.0363,"Biological Processes",12771,"Cluster_15928","ptg000017l:1168493-1176922",156,-20.21,2,19,2590,2610,17,"76.47%","82.35%",-0.501214404024699,0.389663689540362,0.998649612991003
"81","FUN_024213","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",16049,"Cluster_1826","ptg000018l:3509230-3512787",179,-22.97,2,21,191,213,20,"85.00%","90.00%",-0.306872195232466,0.615500278464662,0.998649612991003
"82","FUN_024213","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",26660,"Cluster_3366","ptg000018l:3509230-3512787",159,-21.16,2,16,1953,1976,14,"85.71%","85.71%",-0.257469669441073,0.675838236610038,0.998649612991003
"83","FUN_024213","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",32379,"Cluster_4254","ptg000018l:3509230-3512787",164,-23.79,2,19,1,24,19,"78.95%","89.47%",-0.182761328529564,0.768603041925772,0.998649612991003
"84","FUN_024244","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",24262,"Cluster_2859","ptg000018l:3875947-3879372",164,-22.6,2,22,2825,2848,21,"76.19%","76.19%",-0.107872107629258,0.862919804318709,0.998649612991003
"85","FUN_024253","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",3061,"Cluster_10207","ptg000018l:3941803-4033437",153,-22.17,2,19,32991,33012,18,"66.67%","83.33%",-0.721049603907579,0.169262574904988,0.998649612991003
"86","FUN_024253","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",3062,"Cluster_10207","ptg000018l:3941803-4033437",153,-22.17,2,19,72489,72510,18,"66.67%","83.33%",-0.721049603907579,0.169262574904988,0.998649612991003
"87","FUN_024270","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",7533,"Cluster_15316","ptg000018l:4211305-4219120",177,-27.39,2,21,4597,4616,19,"89.47%","89.47%",-0.0787607145282469,0.899822518663188,0.998649612991003
"88","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",1292,"Cluster_10057","ptg000018l:4615152-4734242",161,-20.71,2,19,105021,105044,19,"78.95%","78.95%",-0.565016195121397,0.320958216601671,0.998649612991003
"89","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",3647,"Cluster_10228","ptg000018l:4615152-4734242",148,-23.21,2,22,94303,94332,27,"59.26%","66.67%",-0.64178225146103,0.243062635495916,0.998649612991003
"90","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",7535,"Cluster_15316","ptg000018l:4615152-4734242",177,-27.39,2,21,95562,95581,19,"89.47%","89.47%",-0.580332683393017,0.304971518590863,0.998649612991003
"91","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",9357,"Cluster_15340","ptg000018l:4615152-4734242",157,-22.84,2,20,45393,45413,18,"72.22%","83.33%",-0.699715350808132,0.188379279289223,0.998649612991003
"92","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",12822,"Cluster_15928","ptg000018l:4615152-4734242",157,-21.93,2,19,105189,105211,18,"72.22%","83.33%",-0.589143425996459,0.295871145463485,0.998649612991003
"93","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",13871,"Cluster_16409","ptg000018l:4615152-4734242",163,-22.53,2,20,19929,19950,18,"72.22%","83.33%",-0.258584895560053,0.674466369566757,0.998649612991003
"94","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",15072,"Cluster_17776","ptg000018l:4615152-4734242",145,-23.31,2,20,39314,39334,18,"66.67%","72.22%",-0.719858097486298,0.170314669200227,0.998649612991003
"95","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",17372,"Cluster_1862","ptg000018l:4615152-4734242",170,-20.35,2,23,101887,101910,21,"61.90%","90.48%",-0.653251252117316,0.231934746152644,0.998649612991003
"96","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",18797,"Cluster_18723","ptg000018l:4615152-4734242",155,-24.84,2,19,24799,24818,17,"70.59%","88.24%",-0.636708891326752,0.248030071992831,0.998649612991003
"97","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",24272,"Cluster_2859","ptg000018l:4615152-4734242",161,-21.48,2,22,93903,93925,20,"70.00%","75.00%",-0.786905635013862,0.11423477932636,0.998649612991003
"98","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",24273,"Cluster_2859","ptg000018l:4615152-4734242",164,-22.6,2,22,15049,15072,21,"76.19%","76.19%",-0.786905635013862,0.11423477932636,0.998649612991003
"99","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",24274,"Cluster_2859","ptg000018l:4615152-4734242",164,-22.6,2,22,94399,94422,21,"76.19%","76.19%",-0.786905635013862,0.11423477932636,0.998649612991003
"100","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",33759,"Cluster_5899","ptg000018l:4615152-4734242",146,-21.07,2,21,104065,104091,24,"62.50%","70.83%",-0.78958973684707,0.112131794609578,0.998649612991003
"101","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",36659,"Cluster_5981","ptg000018l:4615152-4734242",157,-20.97,2,14,1106,1128,12,"91.67%","91.67%",-0.705943254641473,0.182738516656791,0.998649612991003
"102","FUN_024307","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",36660,"Cluster_5981","ptg000018l:4615152-4734242",166,-22.33,2,19,25165,25187,17,"76.47%","88.24%",-0.705943254641473,0.182738516656791,0.998649612991003
"103","FUN_024869","GO:0003341","cilium movement",22,15,8.19,0.0055,"Biological Processes",15050,"Cluster_17776","ptg000018l:11830442-11835714",147,-22.52,2,21,4884,4907,21,"66.67%","66.67%",-0.276726626057455,0.652210722725308,0.998649612991003
"104","FUN_025786","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",12240,"Cluster_15854","ptg000020l:678979-691348",174,-23.88,2,21,12110,12131,19,"84.21%","89.47%",-0.203260854041204,0.74299350376148,0.998649612991003
"105","FUN_025786","GO:0001707","mesoderm formation",4,4,1.49,0.019,"Biological Processes",13938,"Cluster_16409","ptg000020l:678979-691348",174,-22.7,2,21,7838,7858,19,"84.21%","89.47%",-0.169838240159228,0.784799379207345,0.998649612991003
"106","FUN_025864","GO:0001818","negative regulation of cytokine production",18,13,6.7,0.0026,"Biological Processes",18828,"Cluster_18723","ptg000020l:1423894-1427670",159,-20.19,2,16,144,165,14,"85.71%","85.71%",-0.208331140808799,0.736676006110352,0.998649612991003
