"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region"
"15","Pocillopora_meandrina_HIv1___RNAseq.g4080.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.873940154139008,0.0527001326850831,0.799198972084473,156,-21.87,"2 22","198 221",21,"61.90%","80.95%","CDS"
"16","Pocillopora_meandrina_HIv1___RNAseq.g20152.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_390",-0.423313106390332,0.477581032304721,0.970336528649951,153,-20.47,"2 21","1870 1894",23,"69.57%","73.91%","CDS"
"17","Pocillopora_meandrina_HIv1___RNAseq.g31.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.566822916414193,0.31906163738111,0.956594876312201,151,-20.2,"2 17","4159 4183",18,"72.22%","77.78%","CDS"
"18","Pocillopora_meandrina_HIv1___RNAseq.g31.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.566822916414193,0.31906163738111,0.956594876312201,152,-21.17,"2 20","4456 4478",20,"70.00%","80.00%","CDS"
"19","Pocillopora_meandrina_HIv1___RNAseq.g31.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4439",-0.634241420511238,0.250455829451345,0.93639068421053,156,-20.23,"2 17","144 165",15,"80.00%","80.00%","5UTR"
"20","Pocillopora_meandrina_HIv1___RNAseq.g26799.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_1015",-0.369647139024547,0.540299993259237,0.973552982047016,156,-24.68,"2 18","752 775",18,"72.22%","83.33%","5UTR"
"21","Pocillopora_meandrina_HIv1___RNAseq.g1699.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.156535268851996,0.801510069486528,0.991823933489209,148,-20.85,"2 13","572 593",11,"81.82%","90.91%","3UTR"
"22","Pocillopora_meandrina_HIv1___RNAseq.g27428.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4439",-0.352471102318661,0.560693638094144,0.974087442654135,157,-22.99,"2 19","820 842",18,"77.78%","77.78%","5UTR"
"23","Pocillopora_meandrina_HIv1___RNAseq.g11884.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1793",-0.226166187509176,0.714510401042204,0.982185628634329,161,-21.84,"2 20","15197 15216",18,"72.22%","88.89%","CDS"
"24","Pocillopora_meandrina_HIv1___RNAseq.g18015.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1068",-0.223412609333095,0.717926637619466,0.982185628634329,152,-22.48,"2 13","9349 9370",11,"90.91%","90.91%","CDS"
"25","Pocillopora_meandrina_HIv1___RNAseq.g18015.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.500939008946816,0.389967137780544,0.967903306776112,156,-21.93,"2 22","8866 8889",21,"66.67%","76.19%","CDS"
"26","Pocillopora_meandrina_HIv1___RNAseq.g4075.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.880055431593573,0.0489590102563285,0.789835776100573,156,-21.87,"2 22","198 221",21,"61.90%","80.95%","CDS"
"27","Pocillopora_meandrina_HIv1___RNAseq.g21073.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4438",-0.158403869363887,0.799160576761869,0.991823933489209,165,-26.03,"2 20","331 354",20,"80.00%","85.00%","5UTR"
"28","Pocillopora_meandrina_HIv1___TS.g1088.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.404444240801322,0.499450910361228,0.973552982047016,160,-21.21,"2 22","4865 4888",21,"66.67%","80.95%","CDS"
"29","Pocillopora_meandrina_HIv1___TS.g1088.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4439",-0.177636735939424,0.775021057929328,0.988147490582145,147,-20.9,"2 16","488 509",14,"71.43%","78.57%","5UTR"
"30","Pocillopora_meandrina_HIv1___TS.g21334.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.10118999177679,0.871381112706661,0.996087148068407,150,-20.37,"2 15","37226 37248",13,"76.92%","84.62%","CDS"
"31","Pocillopora_meandrina_HIv1___TS.g21334.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.370493619657076,0.539298738529061,0.973552982047016,162,-20.52,"2 19","4374 4395",17,"70.59%","88.24%","CDS"
"32","Pocillopora_meandrina_HIv1___TS.g21334.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_757",-0.424949857286463,0.47569378268756,0.970290044126993,158,-20.4,"2 15","65 86",13,"84.62%","92.31%","CDS"
"33","Pocillopora_meandrina_HIv1___RNAseq.g15283.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1296",-0.895172134906714,0.0400958553746246,0.761003044279442,144,-22.17,"2 14","2216 2239",14,"78.57%","78.57%","CDS"
"34","Pocillopora_meandrina_HIv1___RNAseq.g7204.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.404450743154627,0.49944333866008,0.973552982047016,154,-23.38,"2 20","25294 25313",18,"77.78%","83.33%","CDS"
"35","Pocillopora_meandrina_HIv1___RNAseq.g22408.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.111626777366126,0.858168091398613,0.996067076900065,153,-23.32,"2 20","658 679",18,"66.67%","83.33%","CDS"
"36","Pocillopora_meandrina_HIv1___RNAseq.g22408.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.111626777366126,0.858168091398613,0.996067076900065,159,-22.63,"2 22","27 48",20,"70.00%","80.00%","5UTR"
"37","Pocillopora_meandrina_HIv1___RNAseq.g22408.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_5612",-0.202978735154197,0.743345220659725,0.985270738480196,164,-21.07,"2 18","662 683",17,"82.35%","88.24%","5UTR"
"38","Pocillopora_meandrina_HIv1___RNAseq.g29717.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1793",-0.448456518917624,0.448769881932773,0.97024921967979,165,-20.89,"2 20","341 360",18,"77.78%","88.89%","CDS"
"39","Pocillopora_meandrina_HIv1___RNAseq.g10661.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1068",-0.451265504843976,0.445575705835981,0.97024921967979,150,-25.17,"2 21","924 947",21,"66.67%","76.19%","CDS"
"40","Pocillopora_meandrina_HIv1___RNAseq.g9622.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_21",-0.53358438954157,0.354397288403202,0.964740261214261,169,-25.14,"2 19","2913 2936",19,"84.21%","84.21%","CDS"
"41","Pocillopora_meandrina_HIv1___RNAseq.g11853.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_5253",-0.506773320085562,0.383550529193011,0.967903306776112,158,-20.85,"2 21","55 79",22,"72.73%","77.27%","3UTR"
"42","Pocillopora_meandrina_HIv1___RNAseq.g11634.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.362432328729633,0.548848622156324,0.973552982047016,156,-21.87,"2 18","11011 11035",18,"72.22%","83.33%","CDS"
"43","Pocillopora_meandrina_HIv1___TS.g886.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4435",-0.38346676890716,0.523999628492356,0.973552982047016,148,-21.42,"2 21","35 53",19,"57.89%","84.21%","3UTR"
"44","Pocillopora_meandrina_HIv1___TS.g886.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4438",-0.450872799199225,0.446021957790794,0.97024921967979,153,-25.2,"2 21","34 53",19,"63.16%","84.21%","3UTR"
"45","Pocillopora_meandrina_HIv1___RNAseq.g13654.t2","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4118",-0.9643983944892,0.0080205715477277,0.667107103030161,175,-21.55,"2 20","70 91",18,"83.33%","88.89%","5UTR"
"46","Pocillopora_meandrina_HIv1___RNAseq.g23649.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.251206441564532,0.68355057024846,0.979663710958091,152,-23.56,"2 18","2153 2177",18,"66.67%","83.33%","CDS"
"47","Pocillopora_meandrina_HIv1___RNAseq.g4493.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4437",-0.70159251172086,0.186673958335878,0.904429183290229,163,-23.62,"2 17","802 823",16,"81.25%","93.75%","5UTR"
"48","Pocillopora_meandrina_HIv1___RNAseq.g9618.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1296",-0.828527424056725,0.0830094548836545,0.828286771150263,151,-24.1,"2 16","72 93",14,"71.43%","85.71%","CDS"
"49","Pocillopora_meandrina_HIv1___RNAseq.g7333.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.181517877443168,0.770159770036448,0.98731374853412,157,-21.34,"2 16","11734 11754",14,"85.71%","92.86%","CDS"
"50","Pocillopora_meandrina_HIv1___RNAseq.g27111.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_360",-0.599451950471402,0.28531536187344,0.947848180906776,165,-22.26,"2 20","415 438",20,"80.00%","85.00%","3UTR"
"51","Pocillopora_meandrina_HIv1___RNAseq.g27111.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.651497895683634,0.233626706497933,0.927633186766622,159,-20.53,"2 16","4700 4721",14,"71.43%","100.00%","CDS"
"52","Pocillopora_meandrina_HIv1___RNAseq.g29605.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_360",-0.130809963494227,0.833923794870964,0.994770429144229,157,-21.1,"2 18","1155 1176",16,"68.75%","87.50%","CDS"
"53","Pocillopora_meandrina_HIv1___RNAseq.g23816.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_360",-0.331274670439956,0.586055027003107,0.976732732570472,159,-25.15,"2 21","4073 4090",19,"78.95%","78.95%","CDS"
"54","Pocillopora_meandrina_HIv1___RNAseq.g1965.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_390",-0.573295608298508,0.312290592224344,0.954355607569051,164,-25.22,"2 21","5424 5442",19,"78.95%","84.21%","CDS"
"55","Pocillopora_meandrina_HIv1___RNAseq.g7227.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1793",-0.923547665453421,0.0250827915478899,0.706073799226855,168,-20.95,"2 18","6355 6376",17,"82.35%","94.12%","CDS"
"56","Pocillopora_meandrina_HIv1___TS.g7422.t1b","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.329694222969819,0.587954247390079,0.976732732570472,164,-21.42,"2 19","10644 10664",17,"82.35%","88.24%","CDS"
"57","Pocillopora_meandrina_HIv1___TS.g7422.t1b","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_925",-0.848362790336457,0.0692482972943674,0.811813228153591,176,-20.89,"2 21","11677 11698",19,"78.95%","89.47%","CDS"
"58","Pocillopora_meandrina_HIv1___TS.g889.t3","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.552077218429897,0.334623100324763,0.962288044901692,153,-20.58,"2 18","421 442",16,"68.75%","81.25%","CDS"
"59","Pocillopora_meandrina_HIv1___TS.g889.t3","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.552077218429897,0.334623100324763,0.962288044901692,169,-27.1,"2 19","2527 2549",18,"83.33%","88.89%","CDS"
"60","Pocillopora_meandrina_HIv1___RNAseq.g4083.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.844187144836695,0.0720806694102587,0.817633768337255,156,-21.87,"2 22","198 221",21,"61.90%","80.95%","CDS"
"61","Pocillopora_meandrina_HIv1___RNAseq.g24443.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.921754034226958,0.0259634725499147,0.710906839635915,157,-20.43,"2 18","492 514",16,"75.00%","81.25%","3UTR"
"62","Pocillopora_meandrina_HIv1___RNAseq.g18057.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.0747592114211802,0.90490235532599,0.997033432013061,166,-22.67,"2 21","3182 3202",19,"78.95%","84.21%","CDS"
"63","Pocillopora_meandrina_HIv1___RNAseq.g7212.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.509924390626197,0.380095534825111,0.967903306776112,159,-26.57,"2 22","9892 9917",23,"69.57%","78.26%","CDS"
"64","Pocillopora_meandrina_HIv1___TS.g966.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.0627731608112425,0.920127250894595,0.998219089356082,159,-24.75,"2 22","4502 4527",23,"69.57%","78.26%","CDS"
"65","Pocillopora_meandrina_HIv1___RNAseq.g6811.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4572",-0.616794628526433,0.267786772288272,0.943591144329805,158,-20.8,"2 20","107 129",19,"68.42%","84.21%","5UTR"
"66","Pocillopora_meandrina_HIv1___RNAseq.g28288.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_390",-0.767940251842424,0.129421560232386,0.873972625956881,151,-20.21,"2 21","6462 6484",20,"65.00%","75.00%","CDS"
"67","Pocillopora_meandrina_HIv1___RNAseq.g25307.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_1938",-0.670937953001612,0.215058943590705,0.920015689640855,161,-23.11,"2 22","10631 10653",20,"55.00%","90.00%","CDS"
"68","Pocillopora_meandrina_HIv1___RNAseq.g9612.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_3661",-0.147874683573441,0.812408557314313,0.993614113248201,161,-20.02,"2 20","15 35",18,"77.78%","83.33%","5UTR"
"69","Pocillopora_meandrina_HIv1___RNAseq.g24117.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_21",-0.0516527467250606,0.934262936148784,0.99954900757257,156,-20.9,"2 19","955 975",17,"70.59%","88.24%","CDS"
"70","Pocillopora_meandrina_HIv1___TS.g951.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4823",-0.240778821527312,0.696419387076717,0.981901266738866,160,-20.17,"2 17","338 359",15,"80.00%","86.67%","5UTR"
"71","Pocillopora_meandrina_HIv1___RNAseq.g14243.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.858292614885971,0.0626568968393747,0.811194599589931,156,-21.87,"2 22","198 221",21,"61.90%","80.95%","CDS"
"72","Pocillopora_meandrina_HIv1___RNAseq.g15880.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.104042733849642,0.867768064424526,0.996087148068407,160,-21.09,"2 18","255 277",17,"76.47%","88.24%","CDS"
"73","Pocillopora_meandrina_HIv1___RNAseq.g29721.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1296",-0.908897057570674,0.0325541888738031,0.742498478805514,147,-20.38,"2 21","1745 1769",22,"63.64%","68.18%","CDS"
"74","Pocillopora_meandrina_HIv1___TS.g8498.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.652519336663739,0.232640622891381,0.926947473179405,149,-20.06,"2 15","2107 2129",14,"78.57%","85.71%","CDS"
"75","Pocillopora_meandrina_HIv1___RNAseq.g11087.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1068",-0.168433716730742,0.786561909371037,0.98973606202167,154,-20.39,"2 15","960 981",13,"76.92%","92.31%","5UTR"
"76","Pocillopora_meandrina_HIv1___RNAseq.g26017.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1793",-0.578465658793473,0.306909015555773,0.953095941815672,167,-21.81,"2 20","9924 9944",18,"72.22%","88.89%","CDS"
"77","Pocillopora_meandrina_HIv1___RNAseq.g26017.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1068",-0.229536041135235,0.7103326331675,0.982185628634329,159,-24.87,"2 20","924 945",18,"72.22%","77.78%","5UTR"
"78","Pocillopora_meandrina_HIv1___RNAseq.g694.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_36",-0.757099373274561,0.138351389461096,0.877451332140174,171,-20.73,"2 20","626 646",18,"77.78%","88.89%","CDS"
"79","Pocillopora_meandrina_HIv1___TS.g12483.t2","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.626988154882612,0.25762314487904,0.939604415502229,165,-22.97,"2 22","2934 2956",20,"65.00%","85.00%","CDS"
"80","Pocillopora_meandrina_HIv1___TS.g12483.t2","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.626988154882612,0.25762314487904,0.939604415502229,171,-24.82,"2 20","2381 2403",18,"77.78%","88.89%","CDS"
"81","Pocillopora_meandrina_HIv1___TS.g6979.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4437",-0.6222560079254,0.262328341637101,0.94038270248135,162,-21.29,"2 18","770 788",16,"87.50%","87.50%","3UTR"
"82","Pocillopora_meandrina_HIv1___RNAseq.g4720.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_360",-0.405416159282792,0.498319418944495,0.973552982047016,166,-20.92,"2 21","872 892",19,"73.68%","89.47%","5UTR"
"83","Pocillopora_meandrina_HIv1___RNAseq.g23773.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.562016859572173,0.324113003032505,0.958363856547826,167,-24.63,"2 21","81 104",20,"70.00%","90.00%","3UTR"
"84","Pocillopora_meandrina_HIv1___RNAseq.g28291.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_1080",-0.319066874890164,0.600753657078,0.976732732570472,170,-21.89,"2 19","7659 7680",17,"76.47%","94.12%","CDS"
"85","Pocillopora_meandrina_HIv1___RNAseq.g28291.t1","GO:0001653","peptide receptor activity",21,6,4.84,0.029,"Molecular Functions","Cluster_21",-0.431846039649766,0.467759839916809,0.97024921967979,162,-21.25,"2 20","14736 14758",19,"78.95%","78.95%","CDS"
"86","Pocillopora_meandrina_HIv1___TS.g6977.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4437",-0.290903124797276,0.634903050964416,0.977982859683049,162,-21.29,"2 18","813 831",16,"87.50%","87.50%","3UTR"
"87","Pocillopora_meandrina_HIv1___TS.g6977.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.850393551586694,0.0678836360850788,0.811505854351988,159,-20.67,"2 21","12516 12540",21,"66.67%","80.95%","CDS"
"88","Pocillopora_meandrina_HIv1___RNAseq.g4082.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.862162281990342,0.0601445841799894,0.810135105798692,156,-21.87,"2 22","198 221",21,"61.90%","80.95%","CDS"
"89","Pocillopora_meandrina_HIv1___RNAseq.g6045.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.725902353568058,0.164997121721639,0.888486337580481,158,-21.71,"2 19","951 972",17,"76.47%","76.47%","CDS"
"90","Pocillopora_meandrina_HIv1___RNAseq.g4070.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.889192249841436,0.0435347124776293,0.77357265094024,156,-21.87,"2 22","198 221",21,"61.90%","80.95%","CDS"
"91","Pocillopora_meandrina_HIv1___RNAseq.g7126.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_390",-0.345220147740161,0.56934585055296,0.97542458317668,164,-20.04,"2 21","141 162",19,"73.68%","78.95%","5UTR"
"92","Pocillopora_meandrina_HIv1___RNAseq.g212.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_360",-0.150086176549683,0.809624221075564,0.993199838071686,149,-22.72,"2 19","2664 2688",20,"65.00%","75.00%","CDS"
"93","Pocillopora_meandrina_HIv1___RNAseq.g4523.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4439",-0.365341002250753,0.545399081371601,0.973552982047016,155,-24.37,"2 21","835 859",22,"68.18%","72.73%","3UTR"
"94","Pocillopora_meandrina_HIv1___RNAseq.g4523.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1015",-0.52743410417259,0.361035262610646,0.965390049345353,156,-22.3,"2 21","8660 8681",19,"68.42%","73.68%","CDS"
"95","Pocillopora_meandrina_HIv1___RNAseq.g4523.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_1938",-0.465266228359921,0.429731649807316,0.97024921967979,161,-21.05,"2 22","13340 13362",20,"60.00%","85.00%","CDS"
"96","Pocillopora_meandrina_HIv1___RNAseq.g1634.t1","GO:0004842","ubiquitin-protein transferase activity",4,3,0.92,0.04,"Molecular Functions","Cluster_4438",-0.643473137337193,0.241413128042123,0.93293645372436,147,-22.62,"2 16","627 648",14,"71.43%","78.57%","3UTR"
