"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar","region","V3","Protein.names","Organism","Gene.Ontology..biological.process.","Gene.Ontology.IDs"
"592","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g28898.t1",0.885183202030469,0.045889928057982,0.781067345867765,162,-20.67,"2 20","592 615",20,"75.00%","80.00%","3UTR","Q99755","Phosphatidylinositol 4-phosphate 5-kinase type-1 alpha (PIP5K1-alpha) (PtdIns(4)P-5-kinase 1 alpha) (EC 2.7.1.68) (68 kDa type I phosphatidylinositol 4-phosphate 5-kinase alpha) (Phosphatidylinositol 4-phosphate 5-kinase type I alpha) (PIP5KIalpha)","Homo sapiens (Human)","actin cytoskeleton reorganization [GO:0031532]; activation of GTPase activity [GO:0090630]; cell chemotaxis [GO:0060326]; cell migration [GO:0016477]; fibroblast migration [GO:0010761]; focal adhesion assembly [GO:0048041]; glycerophospholipid metabolic process [GO:0006650]; keratinocyte differentiation [GO:0030216]; phagocytosis [GO:0006909]; phosphatidylinositol biosynthetic process [GO:0006661]; phosphatidylinositol phosphate biosynthetic process [GO:0046854]; phospholipid biosynthetic process [GO:0008654]; phosphorylation [GO:0016310]; protein localization to plasma membrane [GO:0072659]; regulation of phosphatidylinositol 3-kinase signaling [GO:0014066]; ruffle assembly [GO:0097178]; signal transduction [GO:0007165]","GO:0000285; GO:0005524; GO:0005634; GO:0005654; GO:0005829; GO:0005886; GO:0005925; GO:0006650; GO:0006661; GO:0006909; GO:0007165; GO:0008654; GO:0010761; GO:0014066; GO:0016308; GO:0016310; GO:0016477; GO:0016607; GO:0019900; GO:0030027; GO:0030216; GO:0031532; GO:0032587; GO:0046854; GO:0048041; GO:0052810; GO:0052812; GO:0060326; GO:0072659; GO:0090630; GO:0097178"
"607","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g29320.t1",-0.896641214423057,0.0392649064343619,0.760878962620332,157,-28.78,"2 20","416 436",18,"77.78%","77.78%","3UTR","Q16611","Bcl-2 homologous antagonist/killer (Apoptosis regulator BAK) (Bcl-2-like protein 7) (Bcl2-L-7)","Homo sapiens (Human)","activation of cysteine-type endopeptidase activity [GO:0097202]; activation of cysteine-type endopeptidase activity involved in apoptotic process by cytochrome c [GO:0008635]; aging [GO:0007568]; animal organ regeneration [GO:0031100]; apoptotic process [GO:0006915]; apoptotic process involved in blood vessel morphogenesis [GO:1902262]; apoptotic signaling pathway [GO:0097190]; B cell apoptotic process [GO:0001783]; B cell homeostasis [GO:0001782]; B cell negative selection [GO:0002352]; blood vessel remodeling [GO:0001974]; brain development [GO:0007420]; calcium ion transport into cytosol [GO:0060402]; cellular response to mechanical stimulus [GO:0071260]; cellular response to unfolded protein [GO:0034620]; cellular response to UV [GO:0034644]; endocrine pancreas development [GO:0031018]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; epithelial cell proliferation [GO:0050673]; establishment or maintenance of transmembrane electrochemical gradient [GO:0010248]; extrinsic apoptotic signaling pathway in absence of ligand [GO:0097192]; fibroblast apoptotic process [GO:0044346]; intrinsic apoptotic signaling pathway in response to DNA damage [GO:0008630]; intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress [GO:0070059]; limb morphogenesis [GO:0035108]; mitochondrial fusion [GO:0008053]; myeloid cell homeostasis [GO:0002262]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of endoplasmic reticulum calcium ion concentration [GO:0032471]; negative regulation of gene expression [GO:0010629]; negative regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901029]; negative regulation of peptidyl-serine phosphorylation [GO:0033137]; negative regulation of release of cytochrome c from mitochondria [GO:0090201]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of apoptotic process [GO:0043065]; positive regulation of calcium ion transport into cytosol [GO:0010524]; positive regulation of endoplasmic reticulum unfolded protein response [GO:1900103]; positive regulation of IRE1-mediated unfolded protein response [GO:1903896]; positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway [GO:1901030]; positive regulation of protein-containing complex assembly [GO:0031334]; positive regulation of proteolysis [GO:0045862]; positive regulation of release of cytochrome c from mitochondria [GO:0090200]; post-embryonic camera-type eye morphogenesis [GO:0048597]; regulation of cell cycle [GO:0051726]; regulation of mitochondrial membrane permeability [GO:0046902]; regulation of mitochondrial membrane potential [GO:0051881]; release of cytochrome c from mitochondria [GO:0001836]; response to ethanol [GO:0045471]; response to fungus [GO:0009620]; response to gamma radiation [GO:0010332]; response to hydrogen peroxide [GO:0042542]; response to mycotoxin [GO:0010046]; response to organic cyclic compound [GO:0014070]; response to UV-C [GO:0010225]; response to xenobiotic stimulus [GO:0009410]; thymocyte apoptotic process [GO:0070242]; vagina development [GO:0060068]","GO:0001782; GO:0001783; GO:0001836; GO:0001974; GO:0002262; GO:0002352; GO:0005739; GO:0005741; GO:0005783; GO:0005829; GO:0006915; GO:0007420; GO:0007568; GO:0008053; GO:0008285; GO:0008630; GO:0008635; GO:0009410; GO:0009620; GO:0010046; GO:0010225; GO:0010248; GO:0010332; GO:0010524; GO:0010629; GO:0014070; GO:0018105; GO:0031018; GO:0031072; GO:0031100; GO:0031334; GO:0032469; GO:0032471; GO:0033137; GO:0034620; GO:0034644; GO:0035108; GO:0042542; GO:0042802; GO:0042803; GO:0043065; GO:0044325; GO:0044346; GO:0044877; GO:0045471; GO:0045862; GO:0046872; GO:0046902; GO:0046930; GO:0046982; GO:0048597; GO:0050673; GO:0051087; GO:0051400; GO:0051726; GO:0051881; GO:0060068; GO:0060402; GO:0070059; GO:0070242; GO:0071260; GO:0090200; GO:0090201; GO:0097136; GO:0097145; GO:0097190; GO:0097192; GO:0097202; GO:1900103; GO:1901029; GO:1901030; GO:1902262; GO:1903896"
"611","Cluster_2973","Pocillopora_meandrina_HIv1___TS.g16575.t1",0.982768196936009,0.00270834633033426,0.667107103030161,158,-20.2,"2 20","921 943",19,"73.68%","78.95%","3UTR",NA,NA,NA,NA,NA
"614","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g21663.t3",0.98901770010242,0.00137929473649854,0.667107103030161,163,-21.44,"2 21","134 157",21,"71.43%","80.95%","3UTR","Q5RF77","E3 ubiquitin-protein ligase CHFR (EC 2.3.2.27) (Checkpoint with forkhead and RING finger domains protein) (RING-type E3 ubiquitin transferase CHFR)","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","cell division [GO:0051301]; mitotic G2/M transition checkpoint [GO:0044818]; modification-dependent protein catabolic process [GO:0019941]; protein polyubiquitination [GO:0000209]","GO:0000166; GO:0000209; GO:0004842; GO:0005634; GO:0016605; GO:0019941; GO:0044818; GO:0046872; GO:0051301"
"664","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g1558.t1",0.954332450874319,0.0116345041667617,0.674410729954476,158,-21.36,"2 19","270 291",17,"70.59%","82.35%","3UTR",NA,NA,NA,NA,NA
"667","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18290.t1",-0.906573477308051,0.0337953882872726,0.746661191610352,168,-22.53,"2 22","149 172",21,"76.19%","80.95%","3UTR","Q28HL3","CDAN1-interacting nuclease 1","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","","GO:0005634; GO:0005737"
"668","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g5133.t1",-0.903756010587007,0.0353201981475969,0.753759205726548,153,-20.32,"2 18","390 411",16,"75.00%","75.00%","3UTR","O04486","Ras-related protein RABA2a (AtRABA2a) (Ras-related protein Rab11C) (AtRab11C)","Arabidopsis thaliana (Mouse-ear cress)","cytokinesis by cell plate formation [GO:0000911]; protein transport [GO:0015031]","GO:0000911; GO:0003924; GO:0005525; GO:0005576; GO:0005768; GO:0005794; GO:0005886; GO:0009504; GO:0010008; GO:0015031"
"686","Cluster_4118","Pocillopora_meandrina_HIv1___TS.g12427.t1",0.974320381559136,0.00492081150775928,0.667107103030161,179,-24.35,"2 21","426 448",20,"80.00%","95.00%","3UTR",NA,NA,NA,NA,NA
"691","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g22440.t1",0.926132370246854,0.0238310751427333,0.698759485874756,145,-22.5,"2 10","168 189",8,"100.00%","100.00%","3UTR","Q9HC77","Centromere protein J (CENP-J) (Centrosomal P4.1-associated protein) (LAG-3-associated protein) (LYST-interacting protein 1)","Homo sapiens (Human)","astral microtubule nucleation [GO:0030954]; cell division [GO:0051301]; centriole elongation [GO:0061511]; centriole replication [GO:0007099]; cilium assembly [GO:0060271]; microtubule nucleation [GO:0007020]; microtubule polymerization [GO:0046785]; motile cilium assembly [GO:0044458]; non-motile cilium assembly [GO:1905515]; positive regulation of centriole elongation [GO:1903724]; positive regulation of centriole replication [GO:0046601]; positive regulation of establishment of protein localization [GO:1904951]; positive regulation of G1/S transition of mitotic cell cycle [GO:1900087]; positive regulation of non-motile cilium assembly [GO:1902857]; positive regulation of receptor signaling pathway via JAK-STAT [GO:0046427]; positive regulation of spindle assembly [GO:1905832]; regulation of centriole replication [GO:0046599]; regulation of mitotic spindle organization [GO:0060236]; smoothened signaling pathway [GO:0007224]","GO:0003713; GO:0005634; GO:0005737; GO:0005813; GO:0005814; GO:0005829; GO:0005874; GO:0007020; GO:0007099; GO:0007224; GO:0008275; GO:0015631; GO:0019901; GO:0019904; GO:0030954; GO:0036064; GO:0042802; GO:0043015; GO:0044458; GO:0046427; GO:0046599; GO:0046601; GO:0046785; GO:0051301; GO:0060236; GO:0060271; GO:0061511; GO:0120099; GO:1900087; GO:1902857; GO:1903724; GO:1904951; GO:1905515; GO:1905832"
"696","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g6076.t1",0.984428566503814,0.00232707166309416,0.667107103030161,170,-21.49,"2 20","480 503",20,"80.00%","85.00%","3UTR","Q24JV9","Galectin-3-binding protein A (Lectin galactoside-binding soluble 3-binding protein A)","Danio rerio (Zebrafish) (Brachydanio rerio)","cell adhesion [GO:0007155]","GO:0005044; GO:0005576; GO:0007155; GO:0016020"
"721","Cluster_4435","Pocillopora_meandrina_HIv1___TS.g2276.t1",-0.907316772879209,0.0333967215434546,0.745127957735035,163,-23.7,"2 21","47 69",20,"70.00%","85.00%","3UTR",NA,NA,NA,NA,NA
"723","Cluster_4438","Pocillopora_meandrina_HIv1___TS.g2276.t1",0.883078363299869,0.0471421082291262,0.785151576401264,155,-20.24,"2 21","47 69",20,"70.00%","75.00%","3UTR",NA,NA,NA,NA,NA
"747","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g22816.t2",-0.892591265912176,0.0415689975375243,0.766756712202982,167,-23.5,"2 21","818 841",21,"71.43%","85.71%","3UTR",NA,NA,NA,NA,NA
"750","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g22088.t1",-0.920794623606383,0.0264385525938862,0.714140878917821,163,-21.91,"2 16","144 165",14,"85.71%","92.86%","3UTR",NA,NA,NA,NA,NA
"766","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g9480.t1",-0.9816904077195,0.00296589315169402,0.667107103030161,161,-20.5,"2 18","838 859",16,"68.75%","93.75%","3UTR",NA,NA,NA,NA,NA
"767","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g5368.t1",0.997797300050035,0.000124057585767372,0.660096122950751,156,-20.5,"2 20","459 480",19,"73.68%","84.21%","3UTR","Q80TC5","Pogo transposable element with KRAB domain","Mus musculus (Mouse)","regulation of DNA-templated transcription [GO:0006355]","GO:0003677; GO:0005634; GO:0005654; GO:0006355"
"773","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g16818.t2",0.949246788610651,0.0136205603286036,0.674410729954476,180,-21.06,"2 21","154 175",19,"84.21%","89.47%","3UTR",NA,NA,NA,NA,NA
"787","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g18078.t3",-0.952837587820548,0.0122076324666849,0.674410729954476,142,-20.52,"2 16","90 112",15,"73.33%","73.33%","3UTR",NA,NA,NA,NA,NA
"794","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g18023.t1",-0.960310243284543,0.00943515284188613,0.667107103030161,161,-21.45,"2 20","866 886",18,"77.78%","83.33%","3UTR",NA,NA,NA,NA,NA
