Orthogroup	Apulchra-genome.pep	Pocillopora_meandrina_HIv1.genes.pep	Porites_evermanni_v1.annot.pep
OG0023272	FUN_000587-T1		
OG0023273	FUN_000598-T1		
OG0023274	FUN_000601-T1		
OG0023275	FUN_000602-T1		
OG0023276	FUN_000603-T1		
OG0023277	FUN_000621-T1		
OG0023278	FUN_000624-T1		
OG0023279	FUN_000627-T1		
OG0023280	FUN_000628-T1		
OG0023281	FUN_000629-T1		
OG0023282	FUN_000633-T1		
OG0023283	FUN_000634-T1		
OG0023284	FUN_000856-T2		
OG0023285	FUN_000859-T1		
OG0023286	FUN_000860-T1		
OG0023287	FUN_000869-T1		
OG0023288	FUN_000882-T1		
OG0023289	FUN_000884-T1		
OG0023290	FUN_000887-T1		
OG0023291	FUN_000893-T1		
OG0023292	FUN_000901-T1		
OG0023293	FUN_000902-T1		
OG0023294	FUN_000903-T1		
OG0023295	FUN_000907-T1		
OG0023296	FUN_000919-T1		
OG0023297	FUN_000921-T1		
OG0023298	FUN_000930-T2		
OG0023299	FUN_000951-T1		
OG0023300	FUN_000955-T1		
OG0023301	FUN_000956-T1		
OG0023302	FUN_000958-T1		
OG0023303	FUN_000966-T1		
OG0023304	FUN_000970-T1		
OG0023305	FUN_000974-T1		
OG0023306	FUN_000975-T1		
OG0023307	FUN_000993-T1		
OG0023308	FUN_001012-T2		
OG0023309	FUN_001019-T2		
OG0023310	FUN_001022-T1		
OG0023311	FUN_001023-T1		
OG0023312	FUN_001024-T1		
OG0023313	FUN_001027-T1		
OG0023314	FUN_001029-T1		
OG0023315	FUN_001041-T2		
OG0023316	FUN_001045-T1		
OG0023317	FUN_001050-T1		
OG0023318	FUN_001057-T1		
OG0023319	FUN_001058-T1		
OG0023320	FUN_001070-T1		
OG0023321	FUN_001073-T1		
OG0023322	FUN_001074-T1		
OG0023323	FUN_001080-T1		
OG0023324	FUN_001090-T1		
OG0023325	FUN_001095-T1		
OG0023326	FUN_001098-T2		
OG0023327	FUN_001100-T1		
OG0023328	FUN_001119-T1		
OG0023329	FUN_001120-T1		
OG0023330	FUN_001121-T1		
OG0023331	FUN_001134-T1		
OG0023332	FUN_001159-T1		
OG0023333	FUN_001170-T1		
OG0023334	FUN_001178-T2		
OG0023335	FUN_001183-T1		
OG0023336	FUN_001190-T2		
OG0023337	FUN_001199-T1		
OG0023338	FUN_001201-T1		
OG0023339	FUN_001202-T1		
OG0023340	FUN_001205-T1		
OG0023341	FUN_001207-T2		
OG0023342	FUN_001223-T1		
OG0023343	FUN_001229-T1		
OG0023344	FUN_001230-T1		
OG0023345	FUN_001230-T3		
OG0023346	FUN_001231-T1		
OG0023347	FUN_001242-T1		
OG0023348	FUN_001245-T1		
OG0023349	FUN_001245-T2		
OG0023350	FUN_001248-T1		
OG0023351	FUN_001279-T1		
OG0023352	FUN_001297-T1		
OG0023353	FUN_001303-T1		
OG0023354	FUN_001305-T1		
OG0023355	FUN_001306-T1		
OG0023356	FUN_001319-T1		
OG0023357	FUN_001326-T1		
OG0023358	FUN_001329-T1		
OG0023359	FUN_001336-T2		
OG0023360	FUN_001339-T1		
OG0023361	FUN_001340-T1		
OG0023362	FUN_001346-T1		
OG0023363	FUN_001353-T1		
OG0023364	FUN_001355-T2		
OG0023365	FUN_001360-T1		
OG0023366	FUN_001379-T1		
OG0023367	FUN_001382-T1		
OG0023368	FUN_001399-T1		
OG0023369	FUN_001417-T2		
OG0023370	FUN_001417-T3		
OG0023371	FUN_001417-T4		
OG0023372	FUN_001422-T1		
OG0023373	FUN_001448-T2		
OG0023374	FUN_001449-T1		
OG0023375	FUN_001451-T1		
OG0023376	FUN_001460-T1		
OG0023377	FUN_001467-T1		
OG0023378	FUN_001467-T2		
OG0023379	FUN_001478-T1		
OG0023380	FUN_001481-T2		
OG0023381	FUN_001499-T1		
OG0023382	FUN_001510-T1		
OG0023383	FUN_001529-T1		
OG0023384	FUN_001556-T1		
OG0023385	FUN_001557-T1		
OG0023386	FUN_001563-T1		
OG0023387	FUN_001564-T1		
OG0023388	FUN_001565-T1		
OG0023389	FUN_001569-T1		
OG0023390	FUN_001570-T1		
OG0023391	FUN_001576-T1		
OG0023392	FUN_001580-T1		
OG0023393	FUN_001584-T1		
OG0023394	FUN_001588-T1		
OG0023395	FUN_001597-T1		
OG0023396	FUN_001604-T1		
OG0023397	FUN_001608-T1		
OG0023398	FUN_001620-T1		
OG0023399	FUN_001627-T1		
OG0023400	FUN_001629-T1		
OG0023401	FUN_001637-T1		
OG0023402	FUN_001660-T1		
OG0023403	FUN_001662-T1		
OG0023404	FUN_001668-T1		
OG0023405	FUN_001669-T1		
OG0023406	FUN_001684-T1		
OG0023407	FUN_001693-T1		
OG0023408	FUN_001708-T1		
OG0023409	FUN_001712-T1		
OG0023410	FUN_001726-T1		
OG0023411	FUN_001727-T2		
OG0023412	FUN_001727-T3		
OG0023413	FUN_001732-T1		
OG0023414	FUN_001738-T1		
OG0023415	FUN_001756-T1		
OG0023416	FUN_001770-T1		
OG0023417	FUN_001785-T1		
OG0023418	FUN_001795-T1		
OG0023419	FUN_001798-T1		
OG0023420	FUN_001803-T1		
OG0023421	FUN_001807-T1		
OG0023422	FUN_001819-T1		
OG0023423	FUN_001820-T1		
OG0023424	FUN_001827-T1		
OG0023425	FUN_001836-T1		
OG0023426	FUN_001854-T1		
OG0023427	FUN_001858-T1		
OG0023428	FUN_001873-T1		
OG0023429	FUN_001880-T1		
OG0023430	FUN_001891-T1		
OG0023431	FUN_001896-T1		
OG0023432	FUN_001907-T1		
OG0023433	FUN_001915-T1		
OG0023434	FUN_001919-T1		
OG0023435	FUN_001920-T1		
OG0023436	FUN_001928-T1		
OG0023437	FUN_001937-T1		
OG0023438	FUN_001938-T1		
OG0023439	FUN_001949-T1		
OG0023440	FUN_001957-T2		
OG0023441	FUN_001962-T1		
OG0023442	FUN_001968-T1		
OG0023443	FUN_001973-T1		
OG0023444	FUN_001977-T1		
OG0023445	FUN_001978-T1		
OG0023446	FUN_001979-T1		
OG0023447	FUN_001984-T1		
OG0023448	FUN_001987-T1		
OG0023449	FUN_001990-T1		
OG0023450	FUN_001993-T1		
OG0023451	FUN_001998-T1		
OG0023452	FUN_001999-T1		
OG0023453	FUN_002006-T1		
OG0023454	FUN_002007-T1		
OG0023455	FUN_002009-T1		
OG0023456	FUN_002033-T1		
OG0023457	FUN_002044-T1		
OG0023458	FUN_002053-T1		
OG0023459	FUN_002058-T1		
OG0023460	FUN_002059-T1		
OG0023461	FUN_002061-T1		
OG0023462	FUN_002062-T1		
OG0023463	FUN_002063-T1		
OG0023464	FUN_002072-T1		
OG0023465	FUN_002076-T1		
OG0023466	FUN_002083-T1		
OG0023467	FUN_002094-T1		
OG0023468	FUN_002100-T1		
OG0023469	FUN_002118-T1		
OG0023470	FUN_002132-T1		
OG0023471	FUN_002136-T1		
OG0023472	FUN_002186-T1		
OG0023473	FUN_002187-T1		
OG0023474	FUN_002188-T1		
OG0023475	FUN_002190-T1		
OG0023476	FUN_002193-T1		
OG0023477	FUN_002194-T1		
OG0023478	FUN_002206-T1		
OG0023479	FUN_002224-T1		
OG0023480	FUN_002225-T1		
OG0023481	FUN_002226-T1		
OG0023482	FUN_002230-T1		
OG0023483	FUN_002231-T1		
OG0023484	FUN_002246-T1		
OG0023485	FUN_002252-T1		
OG0023486	FUN_002255-T1		
OG0023487	FUN_002262-T1		
OG0023488	FUN_002263-T1		
OG0023489	FUN_002264-T1		
OG0023490	FUN_002268-T1		
OG0023491	FUN_002273-T1		
OG0023492	FUN_002274-T1		
OG0023493	FUN_002279-T1		
OG0023494	FUN_002280-T1		
OG0023495	FUN_002288-T1		
OG0023496	FUN_002293-T1		
OG0023497	FUN_002302-T1		
OG0023498	FUN_002305-T1		
OG0023499	FUN_002307-T1		
OG0023500	FUN_002309-T1		
OG0023501	FUN_002311-T1		
OG0023502	FUN_002314-T1		
OG0023503	FUN_002315-T1		
OG0023504	FUN_002318-T1		
OG0023505	FUN_002320-T1		
OG0023506	FUN_002323-T1		
OG0023507	FUN_002328-T1		
OG0023508	FUN_002330-T1		
OG0023509	FUN_002332-T1		
OG0023510	FUN_002334-T1		
OG0023511	FUN_002338-T1		
OG0023512	FUN_002343-T1		
OG0023513	FUN_002344-T1		
OG0023514	FUN_002347-T1		
OG0023515	FUN_002356-T1		
OG0023516	FUN_002361-T1		
OG0023517	FUN_002364-T1		
OG0023518	FUN_002367-T1		
OG0023519	FUN_002377-T1		
OG0023520	FUN_002391-T1		
OG0023521	FUN_002394-T1		
OG0023522	FUN_002405-T1		
OG0023523	FUN_002407-T1		
OG0023524	FUN_002411-T1		
OG0023525	FUN_002419-T1		
OG0023526	FUN_002422-T1		
OG0023527	FUN_002429-T2		
OG0023528	FUN_002446-T1		
OG0023529	FUN_002454-T2		
OG0023530	FUN_002466-T1		
OG0023531	FUN_002467-T1		
OG0023532	FUN_002474-T1		
OG0023533	FUN_002491-T1		
OG0023534	FUN_002502-T1		
OG0023535	FUN_002505-T1		
OG0023536	FUN_002506-T1		
OG0023537	FUN_002507-T1		
OG0023538	FUN_002514-T1		
OG0023539	FUN_002533-T1		
OG0023540	FUN_002540-T1		
OG0023541	FUN_002547-T1		
OG0023542	FUN_002550-T1		
OG0023543	FUN_002551-T1		
OG0023544	FUN_002552-T1		
OG0023545	FUN_002557-T1		
OG0023546	FUN_002569-T1		
OG0023547	FUN_002601-T1		
OG0023548	FUN_002603-T1		
OG0023549	FUN_002607-T1		
OG0023550	FUN_002620-T1		
OG0023551	FUN_002621-T1		
OG0023552	FUN_002623-T1		
OG0023553	FUN_002624-T1		
OG0023554	FUN_002635-T1		
OG0023555	FUN_002653-T1		
OG0023556	FUN_002655-T1		
OG0023557	FUN_002656-T1		
OG0023558	FUN_002664-T1		
OG0023559	FUN_002673-T1		
OG0023560	FUN_002677-T1		
OG0023561	FUN_002679-T1		
OG0023562	FUN_002687-T1		
OG0023563	FUN_002691-T1		
OG0023564	FUN_002693-T1		
OG0023565	FUN_002694-T1		
OG0023566	FUN_002699-T1		
OG0023567	FUN_002713-T1		
OG0023568	FUN_002738-T1		
OG0023569	FUN_002745-T1		
OG0023570	FUN_002749-T1		
OG0023571	FUN_002750-T1		
OG0023572	FUN_002759-T1		
OG0023573	FUN_002771-T1		
OG0023574	FUN_002776-T1		
OG0023575	FUN_002777-T1		
OG0023576	FUN_002780-T1		
OG0023577	FUN_002781-T1		
OG0023578	FUN_002782-T1		
OG0023579	FUN_002784-T1		
OG0023580	FUN_002785-T1		
OG0023581	FUN_002786-T1		
OG0023582	FUN_002787-T1		
OG0023583	FUN_002788-T1		
OG0023584	FUN_002789-T1		
OG0023585	FUN_002790-T1		
OG0023586	FUN_002791-T1		
OG0023587	FUN_002816-T1		
OG0023588	FUN_002817-T1		
OG0023589	FUN_002820-T1		
OG0023590	FUN_002822-T1		
OG0023591	FUN_002827-T1		
OG0023592	FUN_002830-T1		
OG0023593	FUN_002831-T1		
OG0023594	FUN_002852-T1		
OG0023595	FUN_002853-T1		
OG0023596	FUN_002857-T1		
OG0023597	FUN_002866-T1		
OG0023598	FUN_002868-T1		
OG0023599	FUN_002872-T1		
OG0023600	FUN_002880-T1		
OG0023601	FUN_002895-T1		
OG0023602	FUN_002905-T1		
OG0023603	FUN_002906-T1		
OG0023604	FUN_002921-T1		
OG0023605	FUN_002936-T1		
OG0023606	FUN_002939-T1		
OG0023607	FUN_002942-T1		
OG0023608	FUN_002953-T1		
OG0023609	FUN_003156-T1		
OG0023610	FUN_003169-T1		
OG0023611	FUN_003174-T1		
OG0023612	FUN_003175-T1		
OG0023613	FUN_003176-T1		
OG0023614	FUN_003177-T1		
OG0023615	FUN_003203-T1		
OG0023616	FUN_003204-T1		
OG0023617	FUN_003205-T1		
OG0023618	FUN_003206-T1		
OG0023619	FUN_003224-T1		
OG0023620	FUN_003225-T1		
OG0023621	FUN_003226-T1		
OG0023622	FUN_003340-T1		
OG0023623	FUN_003346-T1		
OG0023624	FUN_003347-T1		
OG0023625	FUN_003358-T1		
OG0023626	FUN_003363-T1		
OG0023627	FUN_003367-T1		
OG0023628	FUN_003368-T1		
OG0023629	FUN_003369-T1		
OG0023630	FUN_003370-T1		
OG0023631	FUN_003371-T1		
OG0023632	FUN_003372-T1		
OG0023633	FUN_003373-T1		
OG0023634	FUN_003378-T1		
OG0023635	FUN_003380-T1		
OG0023636	FUN_003397-T1		
OG0023637	FUN_003399-T1		
OG0023638	FUN_003404-T1		
OG0023639	FUN_003405-T1		
OG0023640	FUN_003411-T1		
OG0023641	FUN_003413-T1		
OG0023642	FUN_003420-T1		
OG0023643	FUN_003422-T1		
OG0023644	FUN_003423-T1		
OG0023645	FUN_003427-T1		
OG0023646	FUN_003428-T1		
OG0023647	FUN_003447-T1		
OG0023648	FUN_003450-T1		
OG0023649	FUN_003452-T1		
OG0023650	FUN_003454-T1		
OG0023651	FUN_003476-T1		
OG0023652	FUN_003483-T1		
OG0023653	FUN_003484-T1		
OG0023654	FUN_003491-T1		
OG0023655	FUN_003494-T1		
OG0023656	FUN_003497-T1		
OG0023657	FUN_003502-T1		
OG0023658	FUN_003507-T1		
OG0023659	FUN_003508-T1		
OG0023660	FUN_003516-T1		
OG0023661	FUN_003520-T1		
OG0023662	FUN_003529-T1		
OG0023663	FUN_003535-T1		
OG0023664	FUN_003540-T1		
OG0023665	FUN_003547-T1		
OG0023666	FUN_003552-T1		
OG0023667	FUN_003581-T1		
OG0023668	FUN_003583-T1		
OG0023669	FUN_003594-T1		
OG0023670	FUN_003611-T1		
OG0023671	FUN_003614-T1		
OG0023672	FUN_003619-T1		
OG0023673	FUN_003620-T1		
OG0023674	FUN_003623-T1		
OG0023675	FUN_003641-T1		
OG0023676	FUN_003644-T1		
OG0023677	FUN_003650-T1		
OG0023678	FUN_003652-T1		
OG0023679	FUN_003656-T1		
OG0023680	FUN_003658-T1		
OG0023681	FUN_003659-T1		
OG0023682	FUN_003660-T1		
OG0023683	FUN_003683-T1		
OG0023684	FUN_003714-T1		
OG0023685	FUN_003715-T1		
OG0023686	FUN_003717-T1		
OG0023687	FUN_003724-T1		
OG0023688	FUN_003725-T1		
OG0023689	FUN_003726-T1		
OG0023690	FUN_003741-T1		
OG0023691	FUN_003742-T1		
OG0023692	FUN_003743-T1		
OG0023693	FUN_003751-T1		
OG0023694	FUN_003763-T1		
OG0023695	FUN_003765-T1		
OG0023696	FUN_003769-T1		
OG0023697	FUN_003785-T1		
OG0023698	FUN_003787-T1		
OG0023699	FUN_003818-T1		
OG0023700	FUN_003842-T1		
OG0023701	FUN_003844-T2		
OG0023702	FUN_003854-T1		
OG0023703	FUN_003857-T1		
OG0023704	FUN_003859-T1		
OG0023705	FUN_003860-T1		
OG0023706	FUN_003861-T1		
OG0023707	FUN_003868-T1		
OG0023708	FUN_003869-T1		
OG0023709	FUN_003871-T1		
OG0023710	FUN_003872-T1		
OG0023711	FUN_003874-T1		
OG0023712	FUN_003875-T1		
OG0023713	FUN_003876-T1		
OG0023714	FUN_003877-T1		
OG0023715	FUN_003880-T1		
OG0023716	FUN_003883-T1		
OG0023717	FUN_003884-T1		
OG0023718	FUN_003887-T1		
OG0023719	FUN_003895-T1		
OG0023720	FUN_003900-T2		
OG0023721	FUN_003915-T1		
OG0023722	FUN_003922-T1		
OG0023723	FUN_003931-T1		
OG0023724	FUN_003944-T1		
OG0023725	FUN_003960-T1		
OG0023726	FUN_003967-T1		
OG0023727	FUN_003988-T1		
OG0023728	FUN_003992-T1		
OG0023729	FUN_004004-T1		
OG0023730	FUN_004012-T1		
OG0023731	FUN_004014-T1		
OG0023732	FUN_004030-T1		
OG0023733	FUN_004031-T1		
OG0023734	FUN_004032-T1		
OG0023735	FUN_004043-T1		
OG0023736	FUN_004051-T1		
OG0023737	FUN_004052-T1		
OG0023738	FUN_004068-T1		
OG0023739	FUN_004070-T1		
OG0023740	FUN_004087-T2		
OG0023741	FUN_004091-T1		
OG0023742	FUN_004107-T1		
OG0023743	FUN_004113-T1		
OG0023744	FUN_004122-T1		
OG0023745	FUN_004126-T1		
OG0023746	FUN_004130-T1		
OG0023747	FUN_004133-T1		
OG0023748	FUN_004136-T1		
OG0023749	FUN_004137-T1		
OG0023750	FUN_004138-T1		
OG0023751	FUN_004139-T1		
OG0023752	FUN_004140-T1		
OG0023753	FUN_004141-T1		
OG0023754	FUN_004142-T1		
OG0023755	FUN_004145-T1		
OG0023756	FUN_004146-T1		
OG0023757	FUN_004151-T1		
OG0023758	FUN_004152-T1		
OG0023759	FUN_004177-T1		
OG0023760	FUN_004178-T1		
OG0023761	FUN_004188-T1		
OG0023762	FUN_004208-T1		
OG0023763	FUN_004229-T1		
OG0023764	FUN_004234-T1		
OG0023765	FUN_004240-T1		
OG0023766	FUN_004248-T1		
OG0023767	FUN_004256-T1		
OG0023768	FUN_004257-T1		
OG0023769	FUN_004258-T1		
OG0023770	FUN_004267-T1		
OG0023771	FUN_004287-T1		
OG0023772	FUN_004296-T1		
OG0023773	FUN_004297-T1		
OG0023774	FUN_004299-T1		
OG0023775	FUN_004302-T2		
OG0023776	FUN_004309-T1		
OG0023777	FUN_004314-T1		
OG0023778	FUN_004316-T2		
OG0023779	FUN_004318-T1		
OG0023780	FUN_004325-T1		
OG0023781	FUN_004326-T1		
OG0023782	FUN_004327-T1		
OG0023783	FUN_004330-T2		
OG0023784	FUN_004348-T1		
OG0023785	FUN_004349-T1		
OG0023786	FUN_004356-T2		
OG0023787	FUN_004364-T1		
OG0023788	FUN_004370-T1		
OG0023789	FUN_004372-T1		
OG0023790	FUN_004411-T1		
OG0023791	FUN_004412-T1		
OG0023792	FUN_004417-T1		
OG0023793	FUN_004420-T1		
OG0023794	FUN_004425-T1		
OG0023795	FUN_004426-T1		
OG0023796	FUN_004429-T1		
OG0023797	FUN_004439-T1		
OG0023798	FUN_004449-T2		
OG0023799	FUN_004452-T1		
OG0023800	FUN_004457-T1		
OG0023801	FUN_004462-T1		
OG0023802	FUN_004467-T2		
OG0023803	FUN_004475-T1		
OG0023804	FUN_004480-T1		
OG0023805	FUN_004482-T1		
OG0023806	FUN_004490-T1		
OG0023807	FUN_004518-T1		
OG0023808	FUN_004522-T1		
OG0023809	FUN_004526-T1		
OG0023810	FUN_004527-T1		
OG0023811	FUN_004535-T1		
OG0023812	FUN_004542-T1		
OG0023813	FUN_004559-T1		
OG0023814	FUN_004564-T1		
OG0023815	FUN_004577-T2		
OG0023816	FUN_004577-T3		
OG0023817	FUN_004585-T1		
OG0023818	FUN_004587-T1		
OG0023819	FUN_004592-T1		
OG0023820	FUN_004594-T1		
OG0023821	FUN_004597-T1		
OG0023822	FUN_004601-T1		
OG0023823	FUN_004602-T1		
OG0023824	FUN_004604-T1		
OG0023825	FUN_004606-T1		
OG0023826	FUN_004610-T1		
OG0023827	FUN_004611-T2		
OG0023828	FUN_004619-T1		
OG0023829	FUN_004639-T1		
OG0023830	FUN_004643-T1		
OG0023831	FUN_004647-T1		
OG0023832	FUN_004649-T1		
OG0023833	FUN_004654-T1		
OG0023834	FUN_004656-T1		
OG0023835	FUN_004674-T1		
OG0023836	FUN_004684-T1		
OG0023837	FUN_004685-T1		
OG0023838	FUN_004697-T1		
OG0023839	FUN_004705-T1		
OG0023840	FUN_004706-T1		
OG0023841	FUN_004707-T1		
OG0023842	FUN_004710-T1		
OG0023843	FUN_004715-T1		
OG0023844	FUN_004716-T1		
OG0023845	FUN_004732-T1		
OG0023846	FUN_004735-T1		
OG0023847	FUN_004742-T1		
OG0023848	FUN_004743-T1		
OG0023849	FUN_004744-T1		
OG0023850	FUN_004745-T1		
OG0023851	FUN_004748-T3		
OG0023852	FUN_004752-T1		
OG0023853	FUN_004763-T1		
OG0023854	FUN_004771-T1		
OG0023855	FUN_004772-T1		
OG0023856	FUN_004778-T1		
OG0023857	FUN_004784-T2		
OG0023858	FUN_004787-T2		
OG0023859	FUN_004796-T1		
OG0023860	FUN_004800-T1		
OG0023861	FUN_004801-T1		
OG0023862	FUN_004805-T1		
OG0023863	FUN_004810-T1		
OG0023864	FUN_004820-T1		
OG0023865	FUN_004839-T1		
OG0023866	FUN_004858-T1		
OG0023867	FUN_004860-T2		
OG0023868	FUN_004867-T2		
OG0023869	FUN_004869-T1		
OG0023870	FUN_004885-T1		
OG0023871	FUN_004888-T1		
OG0023872	FUN_004889-T1		
OG0023873	FUN_004894-T1		
OG0023874	FUN_004912-T1		
OG0023875	FUN_004915-T1		
OG0023876	FUN_004923-T1		
OG0023877	FUN_004930-T1		
OG0023878	FUN_004935-T1		
OG0023879	FUN_004943-T1		
OG0023880	FUN_004944-T1		
OG0023881	FUN_004946-T1		
OG0023882	FUN_004950-T1		
OG0023883	FUN_004951-T1		
OG0023884	FUN_004954-T1		
OG0023885	FUN_004958-T1		
OG0023886	FUN_004959-T1		
OG0023887	FUN_004962-T1		
OG0023888	FUN_004989-T2		
OG0023889	FUN_004990-T2		
OG0023890	FUN_004993-T1		
OG0023891	FUN_004995-T1		
OG0023892	FUN_004997-T1		
OG0023893	FUN_004998-T1		
OG0023894	FUN_005002-T1		
OG0023895	FUN_005008-T1		
OG0023896	FUN_005011-T1		
OG0023897	FUN_005016-T1		
OG0023898	FUN_005022-T1		
OG0023899	FUN_005029-T1		
OG0023900	FUN_005031-T1		
OG0023901	FUN_005035-T1		
OG0023902	FUN_005045-T1		
OG0023903	FUN_005051-T1		
OG0023904	FUN_005052-T1		
OG0023905	FUN_005055-T1		
OG0023906	FUN_005062-T2		
OG0023907	FUN_005066-T1		
OG0023908	FUN_005067-T1		
OG0023909	FUN_005080-T1		
OG0023910	FUN_005084-T1		
OG0023911	FUN_005091-T1		
OG0023912	FUN_005092-T1		
OG0023913	FUN_005093-T1		
OG0023914	FUN_005098-T1		
OG0023915	FUN_005103-T1		
OG0023916	FUN_005109-T1		
OG0023917	FUN_005113-T2		
OG0023918	FUN_005126-T1		
OG0023919	FUN_005128-T1		
OG0023920	FUN_005137-T1		
OG0023921	FUN_005138-T1		
OG0023922	FUN_005143-T1		
OG0023923	FUN_005149-T1		
OG0023924	FUN_005184-T1		
OG0023925	FUN_005184-T5		
OG0023926	FUN_005196-T1		
OG0023927	FUN_005207-T1		
OG0023928	FUN_005208-T1		
OG0023929	FUN_005211-T1		
OG0023930	FUN_005215-T1		
OG0023931	FUN_005221-T1		
OG0023932	FUN_005222-T1		
OG0023933	FUN_005228-T1		
OG0023934	FUN_005236-T1		
OG0023935	FUN_005238-T1		
OG0023936	FUN_005252-T1		
OG0023937	FUN_005254-T1		
OG0023938	FUN_005259-T1		
OG0023939	FUN_005261-T1		
