"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"20","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g25291.t1",-0.947885623670125,0.0141692154004804,0.674410729954476,159,-20.09,"2 21","843 865",20,"70.00%","80.00%"
"21","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g13890.t1",-0.360103856233975,0.551613094436177,0.973839008969304,150,-29.8,"2 20","40 70",27,"62.96%","66.67%"
"22","Cluster_5612","Pocillopora_meandrina_HIv1___TS.g29578.t1",0.404084453861222,0.499869903335709,0.973552982047016,164,-20.84,"2 19","589 608",17,"76.47%","94.12%"
"23","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g21215.t1",-0.622837524743441,0.261748909513701,0.94038270248135,163,-22.15,"2 16","402 423",14,"85.71%","92.86%"
"24","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g12797.t1",-0.443652585622828,0.454244228316983,0.97024921967979,168,-21.23,"2 21","614 635",19,"78.95%","78.95%"
"25","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g25347.t1",-0.790118828858174,0.111718642098965,0.861905598279715,160,-23.15,"2 20","435 458",20,"80.00%","80.00%"
"26","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g27764.t1",0.149392499845022,0.810497479850447,0.99342246930427,144,-20.59,"2 18","352 376",19,"63.16%","73.68%"
"27","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g8274.t1",0.0868075201672735,0.889612203120078,0.997033432013061,156,-22.12,"2 20","92 112",18,"72.22%","83.33%"
"28","Cluster_4435","Pocillopora_meandrina_HIv1___TS.g16379.t1",0.583262720305481,0.301937267387296,0.952219926110793,158,-21.31,"2 20","486 508",19,"68.42%","84.21%"
"29","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g15685.t1",-0.786499434697622,0.114554057572539,0.86545548976814,147,-21.81,"2 18","934 960",21,"71.43%","71.43%"
"30","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g10271.t1",-0.748563790485293,0.145504630464525,0.881974942637183,165,-20.38,"2 19","541 563",18,"77.78%","88.89%"
"31","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g15056.t2",0.099153500692597,0.873961011156953,0.996087148068407,165,-20.47,"2 20","612 635",20,"80.00%","85.00%"
"32","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g19028.t1",-0.279818830030183,0.648429115936314,0.977982859683049,157,-21.61,"2 14","158 179",12,"91.67%","91.67%"
"33","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g27850.t1",0.32885417199639,0.588964187303784,0.976732732570472,164,-23.94,"2 19","160 181",17,"76.47%","94.12%"
"34","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g14994.t1",-0.519547085027068,0.369591375482111,0.967036459062329,160,-24.96,"2 18","765 788",17,"82.35%","82.35%"
"35","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g24097.t1",0.0350554202657384,0.95537519599225,0.999610930147471,164,-26.62,"2 22","748 771",21,"66.67%","85.71%"
"36","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g3720.t1",-0.79742665653341,0.106059532600003,0.857985528806831,145,-20.52,"2 20","70 97",25,"60.00%","72.00%"
"37","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g75.t1",-0.0110714619049062,0.985903664877533,0.999610930147471,159,-20.46,"2 21","319 342",21,"71.43%","76.19%"
"38","Cluster_4754","Pocillopora_meandrina_HIv1___RNAseq.g28087.t1",-0.0746577651218826,0.9050311598022,0.997033432013061,173,-25.2,"2 20","647 670",20,"85.00%","90.00%"
"39","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g10347.t1",-0.981685694822282,0.00296703624850726,0.667107103030161,161,-21.71,"2 22","912 934",20,"65.00%","80.00%"
"40","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g13689.t1",0.462312880913826,0.433063084942093,0.97024921967979,154,-20.51,"2 20","75 99",21,"66.67%","76.19%"
"41","Cluster_2837","Pocillopora_meandrina_HIv1___RNAseq.g18369.t1",-0.695740103627201,0.192005100185731,0.908808536027024,158,-21.72,"2 21","159 179",19,"73.68%","78.95%"
"42","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g18771.t1",-0.418259773436838,0.483417782578114,0.972118407984459,163,-20.19,"2 21","5 27",20,"75.00%","80.00%"
"43","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g8921.t1",0.441976123545129,0.456158083007104,0.97024921967979,167,-21.77,"2 20","976 997",18,"77.78%","83.33%"
"44","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g28900.t1",-0.318160706029065,0.601847297896175,0.976732732570472,156,-21.18,"2 21","576 596",19,"68.42%","89.47%"
"45","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g26524.t1",-0.0119306993319902,0.98480972219845,0.999610930147471,168,-27.77,"2 21","395 414",19,"84.21%","89.47%"
"46","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g9974.t1",0.58927604682816,0.295734711484742,0.951276663520924,163,-20.22,"2 20","568 589",18,"72.22%","83.33%"
"47","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g9974.t1",-0.759685862483418,0.136204878332242,0.877209926618692,148,-24.77,"2 20","393 416",21,"66.67%","76.19%"
"48","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g26526.t2",-0.566288110918799,0.319622744275257,0.956865703953943,166,-20.82,"2 21","332 352",19,"73.68%","89.47%"
"49","Cluster_360","Pocillopora_meandrina_HIv1___RNAseq.g22578.t2",-0.326232101477115,0.59211854446697,0.976732732570472,163,-23.04,"2 20","285 306",18,"72.22%","83.33%"
"50","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g5835.t1",0.318467918935881,0.601476488145613,0.976732732570472,159,-22.7,"2 21","826 849",21,"71.43%","76.19%"
"51","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g13213.t1",-0.65135669378377,0.233763110488299,0.927737845573615,158,-21.12,"2 17","833 852",15,"86.67%","86.67%"
"52","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g6390.t1",-0.578209495654997,0.307175093667328,0.953095941815672,167,-22.2,"2 21","948 971",21,"71.43%","85.71%"
"53","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g4435.t1",0.486593423879569,0.405850365039692,0.968350308247485,159,-21.25,"2 18","469 489",16,"81.25%","87.50%"
"54","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g24831.t1",-0.605103172506919,0.279571420630262,0.945120690359621,168,-26.72,"2 18","69 92",17,"88.24%","88.24%"
"55","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g459.t1",-0.721268591220235,0.169069414629047,0.892746841961801,154,-23,"2 21","821 845",22,"68.18%","77.27%"
"56","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g26946.t1",-0.28027433326196,0.647872357683919,0.977982859683049,163,-22.92,"2 21","633 655",20,"75.00%","80.00%"
"57","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g10326.t1",-0.133496582093531,0.830533088919719,0.994770429144229,156,-20.58,"2 17","221 242",15,"73.33%","86.67%"
"58","Cluster_4437","Pocillopora_meandrina_HIv1___TS.g10870.t1",0.337531492304282,0.578547235895321,0.975860090644222,146,-21.59,"2 20","13 39",24,"62.50%","66.67%"
"59","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g25545.t1",0.560829164939588,0.325364408551733,0.958738606820954,151,-21.95,"2 22","548 572",22,"59.09%","81.82%"
"60","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g5986.t1",0.185818473214573,0.76477723663923,0.986206167659337,156,-22.65,"2 21","598 619",19,"63.16%","78.95%"
"61","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g6731.t1",0.028541380516939,0.96366492009316,0.999610930147471,162,-20.62,"2 16","235 257",16,"87.50%","87.50%"
"62","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g24309.t1",0.650703649481667,0.234394248278282,0.928320254616893,151,-25.33,"2 21","866 888",20,"60.00%","80.00%"
"63","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g24309.t1",0.0234363917212371,0.970162591187839,0.999610930147471,151,-24.2,"2 21","864 888",22,"63.64%","72.73%"
"64","Cluster_21","Pocillopora_meandrina_HIv1___TS.g19145.t1",0.122359931789067,0.84459612942255,0.995040366525407,155,-21.04,"2 21","282 304",20,"70.00%","75.00%"
"65","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g17028.t1",-0.0648171513135216,0.917530063047621,0.998219089356082,158,-20.43,"2 21","551 571",19,"68.42%","84.21%"
"66","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g17028.t1",0.382848685335396,0.524726537796452,0.973552982047016,167,-22.42,"2 20","550 571",18,"77.78%","83.33%"
"67","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g29695.t1",0.0059206853705544,0.992461593297296,0.999610930147471,162,-20.99,"2 20","160 184",21,"71.43%","80.95%"
"68","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g29695.t1",-0.830204382670545,0.081816524390609,0.825560640900936,166,-21.37,"2 20","161 184",21,"76.19%","80.95%"
"69","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g29695.t1",-0.321134057723976,0.598260126051544,0.976732732570472,158,-22.56,"2 20","840 863",20,"65.00%","85.00%"
"70","Cluster_390","Pocillopora_meandrina_HIv1___TS.g3367.t1",-0.225660407973631,0.715137731029895,0.982185628634329,169,-23.03,"2 20","471 491",18,"83.33%","88.89%"
"71","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g28193.t1",0.382885815169326,0.524682864832402,0.973552982047016,172,-22.96,"2 17","277 298",15,"93.33%","93.33%"
"72","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g8897.t1",-0.300273493632074,0.623505496278978,0.977982859683049,165,-23.57,"2 20","264 284",18,"77.78%","88.89%"
"73","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g28971.t1",0.484661096823145,0.408001088338289,0.968428040174,158,-21.58,"2 21","336 359",21,"71.43%","80.95%"
"74","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g28973.t1",0.702478729307541,0.185870400899663,0.903806487186102,158,-21.58,"2 21","338 361",21,"71.43%","80.95%"
"75","Cluster_1952","Pocillopora_meandrina_HIv1___TS.g10490.t1",0.221488526443084,0.720315072910953,0.982428629213983,166,-23.95,"2 21","405 431",24,"75.00%","79.17%"
"76","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g15337.t1",0.432899917315039,0.4665499109356,0.97024921967979,152,-22.35,"2 21","702 721",19,"68.42%","84.21%"
"77","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g25171.t1",-0.850422706904149,0.0678641054820174,0.811505854351988,152,-23.29,"2 21","932 950",19,"73.68%","73.68%"
"78","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g24840.t1",0.85563965542314,0.0643977428477198,0.811505854351988,154,-20.92,"2 19","837 858",17,"70.59%","76.47%"
"79","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g21486.t1a",-0.0221033945047845,0.971859375795657,0.999610930147471,152,-20.07,"2 21","136 156",19,"63.16%","89.47%"
"80","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g10763.t1",0.0673288706372349,0.914339031868332,0.998219089356082,169,-25.57,"2 20","282 305",20,"80.00%","90.00%"
"81","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g20994.t1",0.0644352195592057,0.918015337088051,0.998219089356082,158,-25.85,"2 22","778 800",21,"71.43%","80.95%"
"82","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g4946.t1",-0.694219170451077,0.193397508970502,0.91011223077625,162,-22.05,"2 21","354 377",21,"76.19%","80.95%"
"83","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g10761.t1",-0.577610541760831,0.307797461496804,0.953095941815672,169,-25.57,"2 20","280 303",20,"80.00%","90.00%"
"84","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g10761.t1",0.255849375420152,0.677832151414844,0.979310297163976,149,-22.55,"2 16","39 63",18,"77.78%","77.78%"
"85","Cluster_4438","Pocillopora_meandrina_HIv1___RNAseq.g10761.t1",-0.816904696510797,0.0914212554569373,0.841091466736384,159,-21.98,"2 16","43 64",14,"85.71%","85.71%"
"86","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g1486.t1",-0.176910520761567,0.775931058881816,0.98825585740919,158,-23.74,"2 22","121 143",21,"71.43%","80.95%"
"87","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g7810.t1",-0.66278766386019,0.222791813868793,0.925739632135245,151,-26.56,"2 21","115 137",20,"65.00%","75.00%"
"88","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g14800.t1",-0.777939426814664,0.121343992817868,0.871113836712996,158,-21.56,"2 20","500 523",20,"70.00%","80.00%"
"89","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g10965.t2",0.51561676913569,0.373873161031558,0.967743555596755,170,-21.97,"2 21","238 258",19,"78.95%","89.47%"
"90","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g30258.t1",0.831133145543952,0.0811581268082526,0.825560640900936,159,-20.87,"2 21","315 338",21,"66.67%","80.95%"
"91","Cluster_1952","Pocillopora_meandrina_HIv1___RNAseq.g30258.t1",0.278612234583678,0.649904300439142,0.977982859683049,153,-25.14,"2 21","346 370",23,"65.22%","78.26%"
"92","Cluster_4040","Pocillopora_meandrina_HIv1___TS.g20584.t1",-0.860930877702883,0.0609405586985921,0.810894201895069,147,-20.36,"2 16","303 324",14,"71.43%","78.57%"
"93","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g1484.t1",0.0878058418666398,0.888345954236921,0.997033432013061,157,-22.61,"2 21","717 738",20,"75.00%","80.00%"
"94","Cluster_3392","Pocillopora_meandrina_HIv1___RNAseq.g1484.t1",0.0279578464359361,0.964407602227475,0.999610930147471,172,-22.02,"2 21","684 705",19,"68.42%","94.74%"
"95","Cluster_1116","Pocillopora_meandrina_HIv1___RNAseq.g14631.t1",-0.301065579994614,0.622543646280427,0.977945256491021,156,-20.96,"2 21","915 937",21,"76.19%","80.95%"
"96","Cluster_925","Pocillopora_meandrina_HIv1___RNAseq.g15110.t1",-0.770966237717774,0.126960767291242,0.872016522451324,163,-21.4,"2 21","914 936",20,"75.00%","80.00%"
"97","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g6298.t1",0.0518329225325188,0.934033836489893,0.99954900757257,148,-23.75,"2 20","251 270",18,"66.67%","77.78%"
"98","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g22475.t1",0.678009601518419,0.208411419736716,0.917126038663203,154,-20.21,"2 17","456 476",15,"80.00%","86.67%"
"99","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g11938.t1",0.173878402594219,0.77973182379112,0.989050229967226,162,-23.74,"2 21","649 669",19,"68.42%","89.47%"
"100","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g24811.t1",0.341329873028959,0.573998113740652,0.97542458317668,151,-20.28,"2 22","78 99",20,"60.00%","80.00%"
"101","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","180 201",18,"88.89%","88.89%"
"102","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","300 321",18,"88.89%","88.89%"
"103","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","420 441",18,"88.89%","88.89%"
"104","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","540 561",18,"88.89%","88.89%"
"105","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","60 81",18,"88.89%","88.89%"
"106","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","780 801",18,"88.89%","88.89%"
"107","Cluster_5253","Pocillopora_meandrina_HIv1___TS.g821.t1",0.947557351451081,0.0143025887628351,0.674410729954476,179,-21.73,"2 20","900 921",18,"88.89%","88.89%"
"108","Cluster_1116","Pocillopora_meandrina_HIv1___RNAseq.g14649.t1",-0.404336610521643,0.499576244491685,0.973552982047016,156,-20.96,"2 21","915 937",21,"76.19%","80.95%"
"109","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1",0.751849570870196,0.14273843600377,0.87864552711147,163,-22.32,"2 16","297 318",14,"85.71%","92.86%"
"110","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g26466.t1",-0.945332798083424,0.0152170504007,0.674410729954476,155,-20.66,"2 20","548 566",18,"77.78%","83.33%"
"111","Cluster_4439","Pocillopora_meandrina_HIv1___TS.g8558.t2b",0.318178342204208,0.601826009724709,0.976732732570472,151,-21.8,"2 14","326 346",12,"91.67%","91.67%"
"112","Cluster_360","Pocillopora_meandrina_HIv1___TS.g18459.t1",0.573367301889144,0.312215801820847,0.954355607569051,157,-20.18,"2 21","895 914",19,"73.68%","78.95%"
"113","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g3557.t1",-0.247206313230385,0.68848300215157,0.980564962931154,163,-22.9,"2 21","835 857",20,"70.00%","85.00%"
"114","Cluster_1296","Pocillopora_meandrina_HIv1___TS.g20909.t1",0.440339030755562,0.458028695186711,0.97024921967979,152,-22.59,"2 13","564 585",11,"90.91%","90.91%"
"115","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g2467.t1",-0.841581697262838,0.0738657164559437,0.820808098992236,160,-24.58,"2 13","722 744",11,"100.00%","100.00%"
"116","Cluster_1015","Pocillopora_meandrina_HIv1___RNAseq.g15364.t1",-0.300493932799319,0.623237786278032,0.977982859683049,148,-20.55,"2 21","933 955",21,"66.67%","80.95%"
"117","Cluster_21","Pocillopora_meandrina_HIv1___RNAseq.g10041.t1",-0.073229640303271,0.906844526770357,0.997171215382671,164,-21.92,"2 19","835 855",17,"82.35%","88.24%"
"118","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g10041.t1",0.446567308309821,0.450920993448777,0.97024921967979,175,-23.14,"2 20","372 392",18,"83.33%","88.89%"
"119","Cluster_1938","Pocillopora_meandrina_HIv1___RNAseq.g18037.t1",-0.235274553768968,0.703226201940107,0.982185628634329,172,-25.3,"2 21","483 505",19,"73.68%","89.47%"
"120","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g17226.t1",-0.509080112240186,0.381020512302413,0.967903306776112,149,-23.25,"2 20","160 179",18,"72.22%","72.22%"
"121","Cluster_36","Pocillopora_meandrina_HIv1___RNAseq.g20135.t1",-0.0495230377426644,0.93697109339379,0.99954900757257,173,-22.67,"2 18","252 272",16,"81.25%","100.00%"
"122","Cluster_390","Pocillopora_meandrina_HIv1___TS.g22716.t1",-0.830798810979412,0.0813949469161843,0.825560640900936,161,-20.39,"2 20","461 481",18,"72.22%","88.89%"
"123","Cluster_1793","Pocillopora_meandrina_HIv1___TS.g22716.t1",0.0498266210378657,0.93658503633705,0.99954900757257,165,-24.51,"2 20","462 481",18,"77.78%","88.89%"
"124","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g12028.t1",-0.522229651133961,0.366675779566632,0.966350593689854,163,-20.25,"2 21","801 823",20,"75.00%","80.00%"
"125","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g20636.t1",-0.594241374560845,0.290638422317805,0.948999010193646,162,-20.37,"2 21","698 718",19,"73.68%","84.21%"
"126","Cluster_1793","Pocillopora_meandrina_HIv1___RNAseq.g20636.t1",-0.528062577943713,0.360355574115463,0.965193917474793,163,-21.63,"2 20","700 718",18,"83.33%","88.89%"
"127","Cluster_1953","Pocillopora_meandrina_HIv1___RNAseq.g12911.t1a",-0.602150254495274,0.282568960352128,0.946585742047382,158,-20.51,"2 21","327 351",22,"68.18%","81.82%"
"128","Cluster_757","Pocillopora_meandrina_HIv1___RNAseq.g16351.t1",-0.346336688167255,0.568011918356474,0.975125227552392,161,-20.91,"2 19","661 683",18,"77.78%","83.33%"
"129","Cluster_4437","Pocillopora_meandrina_HIv1___RNAseq.g20509.t1",-0.622146958339819,0.262437038412111,0.940473301909997,174,-21.83,"2 20","243 265",20,"85.00%","85.00%"
"130","Cluster_4435","Pocillopora_meandrina_HIv1___RNAseq.g23670.t1",0.721775941801933,0.168622144575995,0.892611734293618,155,-22.39,"2 21","160 185",23,"69.57%","69.57%"
"131","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g14977.t1",-0.893222380847292,0.0412072014052566,0.765459130560602,162,-22.12,"2 20","88 110",19,"73.68%","84.21%"
"132","Cluster_4439","Pocillopora_meandrina_HIv1___RNAseq.g26216.t1",0.11811075646732,0.84996709443615,0.99565440655817,150,-21.15,"2 11","178 199",9,"100.00%","100.00%"
"133","Cluster_3661","Pocillopora_meandrina_HIv1___TS.g18021.t1",0.270316851342473,0.660060665822308,0.978623747176053,159,-23.22,"2 21","521 545",22,"68.18%","77.27%"
"134","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g5540.t1",-0.321134057723976,0.598260126051544,0.976732732570472,171,-27.85,"2 21","595 617",20,"75.00%","90.00%"
"135","Cluster_390","Pocillopora_meandrina_HIv1___RNAseq.g5421.t1",0.307567518048884,0.614657780961759,0.976732732570472,162,-20.67,"2 21","361 381",19,"68.42%","89.47%"
"136","Cluster_1068","Pocillopora_meandrina_HIv1___RNAseq.g28089.t1",0.207037922693561,0.738286680244326,0.984119591699017,159,-21.94,"2 16","451 472",14,"71.43%","100.00%"
"137","Cluster_3661","Pocillopora_meandrina_HIv1___RNAseq.g16439.t1",0.525851610532368,0.362748096304765,0.965736914745143,167,-23.67,"2 16","810 831",14,"92.86%","92.86%"
"138","Cluster_1015","Pocillopora_meandrina_HIv1___TS.g21722.t1",-0.758613776886025,0.137093392518773,0.877209926618692,162,-21.2,"2 20","784 806",19,"73.68%","84.21%"
"139","Cluster_925","Pocillopora_meandrina_HIv1___TS.g18799.t3",0.31828014536676,0.601703128355058,0.976732732570472,166,-20.57,"2 19","390 411",17,"76.47%","88.24%"
"140","Cluster_3392","Pocillopora_meandrina_HIv1___TS.g18799.t3",-0.405339607847375,0.498408519527066,0.973552982047016,180,-23.82,"2 21","134 155",19,"84.21%","89.47%"
"141","Cluster_4438","Pocillopora_meandrina_HIv1___TS.g19082.t1",-0.0324336822570209,0.958711394463143,0.999610930147471,158,-20.4,"2 21","251 271",19,"63.16%","89.47%"
"142","Cluster_4039","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1",0.480919029991858,0.41217357052047,0.969384112656508,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"143","Cluster_4040","Pocillopora_meandrina_HIv1___RNAseq.g12793.t1",-0.514545936507139,0.375041810040091,0.967743555596755,164,-24.39,"2 21","461 482",19,"73.68%","78.95%"
"144","Cluster_1296","Pocillopora_meandrina_HIv1___RNAseq.g1720.t1",-0.874879950545,0.0521195643407046,0.797961089314429,158,-23.55,"2 19","622 643",17,"76.47%","76.47%"
"145","Cluster_4572","Pocillopora_meandrina_HIv1___RNAseq.g28618.t1",0.0737923492529456,0.906130001951249,0.997033432013061,163,-20.52,"2 21","745 768",21,"66.67%","85.71%"
"146","Cluster_2973","Pocillopora_meandrina_HIv1___RNAseq.g29739.t1",-0.638099653918249,0.246665638659563,0.935575255437723,166,-21.73,"2 19","607 628",17,"76.47%","88.24%"
