"","mRNA","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"15","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:0043407","negative regulation of MAP kinase activity",28,1,0.02,0.0241,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"16","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:0045053","protein retention in Golgi apparatus",10,1,0.01,0.0087,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"17","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:0070863","positive regulation of protein exit from endoplasmi...",8,1,0.01,0.0069,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"18","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:0099638","endosome to plasma membrane protein transport",12,1,0.01,0.0104,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"19","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1900168","positive regulation of glial cell-derived neurotrop...",2,1,0,0.0017,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"20","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902430","negative regulation of amyloid-beta formation",10,1,0.01,0.0087,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"21","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902948","negative regulation of tau-protein kinase activity",3,1,0,0.0026,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"22","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902953","positive regulation of ER to Golgi vesicle-mediated...",4,1,0,0.0035,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"23","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902955","positive regulation of early endosome to recycling ...",2,1,0,0.0017,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"24","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902960","negative regulation of aspartic-type endopeptidase ...",4,1,0,0.0035,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"25","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902963","negative regulation of metalloendopeptidase activit...",2,1,0,0.0017,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"26","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902966","positive regulation of protein localization to earl...",9,1,0.01,0.0078,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"27","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1902997","negative regulation of neurofibrillary tangle assem...",2,1,0,0.0017,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"28","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:1904179","positive regulation of adipose tissue development",5,1,0,0.0043,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"29","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:2001137","positive regulation of endocytic recycling",4,1,0,0.0035,"Biological Processes",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"30","Pocillopora_meandrina_HIv1___RNAseq.g3140.t1","GO:0045329","carnitine biosynthetic process",8,1,0.01,0.0069,"Biological Processes",1927,"Cluster_4039",0.781731903005244,0.118321295065417,0.867937913747192,157,-21.31,"2 21","241 265",23,"69.57%","78.26%"
"31","Pocillopora_meandrina_HIv1___RNAseq.g4187.t1","GO:0009235","cobalamin metabolic process",14,1,0.01,0.0121,"Biological Processes",1724,"Cluster_4039",0.115575695746579,0.853172724295097,0.995717444646253,170,-20.56,"2 21","883 903",19,"84.21%","84.21%"
"32","Pocillopora_meandrina_HIv1___RNAseq.g4662.t1","GO:0055117","regulation of cardiac muscle contraction",46,1,0.04,0.0393,"Biological Processes",269,"Cluster_4039",0.00788878254234519,0.989955794289314,0.999610930147471,164,-21.82,"2 21","786 807",19,"73.68%","78.95%"
"33","Pocillopora_meandrina_HIv1___TS.g12666.t1","GO:0008286","insulin receptor signaling pathway",70,2,0.06,0.0218,"Biological Processes",3090,"Cluster_4039",0.295153555352693,0.629728797768334,0.977982859683052,166,-21.98,"2 21","170 190",19,"78.95%","84.21%"
"34","Pocillopora_meandrina_HIv1___TS.g12666.t1","GO:0048009","insulin-like growth factor receptor signaling pathw...",27,1,0.02,0.0232,"Biological Processes",3090,"Cluster_4039",0.295153555352693,0.629728797768334,0.977982859683052,166,-21.98,"2 21","170 190",19,"78.95%","84.21%"
"35","Pocillopora_meandrina_HIv1___TS.g25271.t1","GO:0001938","positive regulation of endothelial cell proliferati...",39,1,0.03,0.0334,"Biological Processes",2749,"Cluster_4039",0.0551219788879012,0.929852074208713,0.999086898395351,159,-20.65,"2 21","908 930",20,"70.00%","80.00%"
"36","Pocillopora_meandrina_HIv1___TS.g25271.t1","GO:0002551","mast cell chemotaxis",3,1,0,0.0026,"Biological Processes",2749,"Cluster_4039",0.0551219788879012,0.929852074208713,0.999086898395351,159,-20.65,"2 21","908 930",20,"70.00%","80.00%"
"37","Pocillopora_meandrina_HIv1___TS.g25271.t1","GO:0035476","angioblast cell migration",2,1,0,0.0017,"Biological Processes",2749,"Cluster_4039",0.0551219788879012,0.929852074208713,0.999086898395351,159,-20.65,"2 21","908 930",20,"70.00%","80.00%"
"38","Pocillopora_meandrina_HIv1___TS.g25271.t1","GO:0048245","eosinophil chemotaxis",2,1,0,0.0017,"Biological Processes",2749,"Cluster_4039",0.0551219788879012,0.929852074208713,0.999086898395351,159,-20.65,"2 21","908 930",20,"70.00%","80.00%"
"39","Pocillopora_meandrina_HIv1___RNAseq.g10366.t1","GO:0005252","open rectifier potassium channel activity",5,1,0,0.00397,"Molecular Functions",2691,"Cluster_4039",0.0261667542109762,0.966687256139586,0.999610930147471,163,-20.06,"2 21","494 517",21,"66.67%","85.71%"
"40","Pocillopora_meandrina_HIv1___RNAseq.g10366.t1","GO:0015271","outward rectifier potassium channel activity",45,1,0.04,0.03519,"Molecular Functions",2691,"Cluster_4039",0.0261667542109762,0.966687256139586,0.999610930147471,163,-20.06,"2 21","494 517",21,"66.67%","85.71%"
"41","Pocillopora_meandrina_HIv1___RNAseq.g10366.t1","GO:0022841","potassium ion leak channel activity",19,1,0.02,0.015,"Molecular Functions",2691,"Cluster_4039",0.0261667542109762,0.966687256139586,0.999610930147471,163,-20.06,"2 21","494 517",21,"66.67%","85.71%"
"42","Pocillopora_meandrina_HIv1___RNAseq.g10366.t1","GO:0044548","S100 protein binding",8,1,0.01,0.00634,"Molecular Functions",2691,"Cluster_4039",0.0261667542109762,0.966687256139586,0.999610930147471,163,-20.06,"2 21","494 517",21,"66.67%","85.71%"
"43","Pocillopora_meandrina_HIv1___RNAseq.g15106.t3","GO:0004520","DNA endonuclease activity",30,1,0.02,0.02359,"Molecular Functions",1228,"Cluster_4039",0.358276515477016,0.553784466629985,0.973839008969298,170,-20.09,"2 20","845 867",19,"78.95%","89.47%"
"44","Pocillopora_meandrina_HIv1___RNAseq.g15106.t3","GO:0008296","3'-5'-DNA exonuclease activity",10,1,0.01,0.00792,"Molecular Functions",1228,"Cluster_4039",0.358276515477016,0.553784466629985,0.973839008969298,170,-20.09,"2 20","845 867",19,"78.95%","89.47%"
"45","Pocillopora_meandrina_HIv1___RNAseq.g15106.t3","GO:0008409","5'-3' exonuclease activity",15,1,0.01,0.01186,"Molecular Functions",1228,"Cluster_4039",0.358276515477016,0.553784466629985,0.973839008969298,170,-20.09,"2 20","845 867",19,"78.95%","89.47%"
"46","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:0001540","amyloid-beta binding",57,1,0.05,0.04439,"Molecular Functions",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"47","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:0030169","low-density lipoprotein particle binding",5,1,0,0.00397,"Molecular Functions",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"48","Pocillopora_meandrina_HIv1___RNAseq.g15689.t1","GO:0042923","neuropeptide binding",19,1,0.02,0.015,"Molecular Functions",142,"Cluster_4039",0.48091902999186,0.412173570520468,0.969384112656503,182,-25.97,"2 21","855 875",19,"89.47%","94.74%"
"49","Pocillopora_meandrina_HIv1___RNAseq.g19089.t1","GO:0008171","O-methyltransferase activity",23,1,0.02,0.01813,"Molecular Functions",1853,"Cluster_4039",0.0142913972106411,0.981804247357613,0.999610930147471,151,-21.28,"2 21","339 367",26,"61.54%","69.23%"
"50","Pocillopora_meandrina_HIv1___RNAseq.g19089.t1","GO:0036218","dTTP diphosphatase activity",2,1,0,0.00159,"Molecular Functions",1853,"Cluster_4039",0.0142913972106411,0.981804247357613,0.999610930147471,151,-21.28,"2 21","339 367",26,"61.54%","69.23%"
"51","Pocillopora_meandrina_HIv1___RNAseq.g19089.t1","GO:0036221","UTP diphosphatase activity",3,1,0,0.00238,"Molecular Functions",1853,"Cluster_4039",0.0142913972106411,0.981804247357613,0.999610930147471,151,-21.28,"2 21","339 367",26,"61.54%","69.23%"
"52","Pocillopora_meandrina_HIv1___RNAseq.g3140.t1","GO:0008336","gamma-butyrobetaine dioxygenase activity",6,1,0,0.00476,"Molecular Functions",1927,"Cluster_4039",0.781731903005244,0.118321295065417,0.867937913747192,157,-21.31,"2 21","241 265",23,"69.57%","78.26%"
"53","Pocillopora_meandrina_HIv1___RNAseq.g4662.t1","GO:0004937","alpha1-adrenergic receptor activity",19,1,0.02,0.015,"Molecular Functions",269,"Cluster_4039",0.00788878254234519,0.989955794289314,0.999610930147471,164,-21.82,"2 21","786 807",19,"73.68%","78.95%"
"54","Pocillopora_meandrina_HIv1___TS.g12666.t1","GO:0005158","insulin receptor binding",17,1,0.01,0.01343,"Molecular Functions",3090,"Cluster_4039",0.295153555352693,0.629728797768334,0.977982859683052,166,-21.98,"2 21","170 190",19,"78.95%","84.21%"
"55","Pocillopora_meandrina_HIv1___TS.g12666.t1","GO:0005159","insulin-like growth factor receptor binding",4,1,0,0.00317,"Molecular Functions",3090,"Cluster_4039",0.295153555352693,0.629728797768334,0.977982859683052,166,-21.98,"2 21","170 190",19,"78.95%","84.21%"
"56","Pocillopora_meandrina_HIv1___TS.g12666.t1","GO:0042169","SH2 domain binding",15,1,0.01,0.01186,"Molecular Functions",3090,"Cluster_4039",0.295153555352693,0.629728797768334,0.977982859683052,166,-21.98,"2 21","170 190",19,"78.95%","84.21%"
"57","Pocillopora_meandrina_HIv1___TS.g12666.t1","GO:0043548","phosphatidylinositol 3-kinase binding",31,1,0.02,0.02436,"Molecular Functions",3090,"Cluster_4039",0.295153555352693,0.629728797768334,0.977982859683052,166,-21.98,"2 21","170 190",19,"78.95%","84.21%"
"58","Pocillopora_meandrina_HIv1___TS.g25271.t1","GO:0016493","C-C chemokine receptor activity",1,1,0,0.00079,"Molecular Functions",2749,"Cluster_4039",0.0551219788879012,0.929852074208713,0.999086898395351,159,-20.65,"2 21","908 930",20,"70.00%","80.00%"
"59","Pocillopora_meandrina_HIv1___TS.g25271.t1","GO:0019957","C-C chemokine binding",1,1,0,0.00079,"Molecular Functions",2749,"Cluster_4039",0.0551219788879012,0.929852074208713,0.999086898395351,159,-20.65,"2 21","908 930",20,"70.00%","80.00%"
