Unnamed: 0	Unnamed: 1	Unnamed: 2	Unnamed: 3	Unnamed: 4	Unnamed: 5	Unnamed: 6	Unnamed: 7	Unnamed: 8	Unnamed: 9	"# Program:featureCounts v2.0.5; Command:""/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts"" ""-T"" ""42"" ""-a"" ""../output/01.61-lncRNA-pipeline/Peve_lncRNA_fixed.gtf"" ""-o"" ""../output/01.61-lncRNA-pipeline/Peve_counts.txt"" ""-t"" ""lncRNA"" ""-g"" ""gene_id"" ""-p"" ""../output/01.61-lncRNA-pipeline/RNA-POR-71-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-73-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-76-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-79-S1-TP2.sorted.bam"" ""../output/01.61-lncRNA-pipeline/RNA-POR-82-S1-TP2.sorted.bam"" "
lncRNA_602	Porites_evermani_scaffold_1021	100257	105941	+	5685	570	89	1553	632	546
lncRNA_604	Porites_evermani_scaffold_1021	136748	148310	+	11563	39	5	80	16	57
lncRNA_609	Porites_evermani_scaffold_1021	8647	25206	+	16560	268	287	1138	93	222
lncRNA_610	Porites_evermani_scaffold_1021	29475	34337	+	4863	26906	17943	28146	14743	24822
lncRNA_612	Porites_evermani_scaffold_1021	52532	71059	+	18528	244	30	128	133	418
lncRNA_617	Porites_evermani_scaffold_1021	92575	96004	+	3430	36	78	276	93	253
lncRNA_618	Porites_evermani_scaffold_1021	36873	37778	+	906	102	14	208	31	130
lncRNA_632	Porites_evermani_scaffold_1023	139421	139784	+	364	76	0	0	0	58
lncRNA_650	Porites_evermani_scaffold_1025	3176	3763	+	588	1075	469	7	1330	3170
lncRNA_652	Porites_evermani_scaffold_1025	3986	7552	+	3567	102	25	20	120	637
lncRNA_656	Porites_evermani_scaffold_1025	107665	115948	+	8284	775	621	283	702	1599
lncRNA_669	Porites_evermani_scaffold_1026	108152	121826	+	13675	1073	472	540	530	1279
lncRNA_670	Porites_evermani_scaffold_1026	3887	24265	+	20379	1117	682	1362	932	1932
lncRNA_672	Porites_evermani_scaffold_1027	57612	81241	+	23630	237	191	706	168	415
lncRNA_678	Porites_evermani_scaffold_1027	28576	29746	+	1171	92	38	182	50	231
lncRNA_680	Porites_evermani_scaffold_1027	82552	91016	+	8465	173	157	832	389	540
lncRNA_685	Porites_evermani_scaffold_1027	126789	127145	+	357	12	0	88	0	27
lncRNA_690	Porites_evermani_scaffold_1028	48778	50311	+	1534	3263	1468	1033	1625	4822
lncRNA_694	Porites_evermani_scaffold_1028	45837	48039	+	2203	4191	1594	940	1792	5910
lncRNA_695	Porites_evermani_scaffold_1028	62951	63483	+	533	770	219	40	178	1175
lncRNA_703	Porites_evermani_scaffold_103	180602	195758	+	15157	52	5	343	20	62
lncRNA_704	Porites_evermani_scaffold_103	200466	211496	+	11031	35	4	213	0	54
lncRNA_714	Porites_evermani_scaffold_103	399014	407609	+	8596	556	402	1333	764	766
lncRNA_728	Porites_evermani_scaffold_103	60369	76948	+	16580	45	7	32	16	55
lncRNA_738	Porites_evermani_scaffold_103	97038	127700	+	30663	128	24	404	114	278
lncRNA_740	Porites_evermani_scaffold_103	242590	246214	+	3625	43	20	126	16	34
lncRNA_750	Porites_evermani_scaffold_103	327257	345496	+	18240	299	107	582	135	292
lncRNA_751	Porites_evermani_scaffold_103	347922	353747	+	5826	4588	1090	5313	2494	4379
lncRNA_752	Porites_evermani_scaffold_103	362449	364688	+	2240	343	114	416	251	1233
lncRNA_757	Porites_evermani_scaffold_103	513371	516920	+	3550	4	3	68	12	642
lncRNA_760	Porites_evermani_scaffold_103	301884	303948	+	2065	798	299	136	488	2098
lncRNA_762	Porites_evermani_scaffold_103	325123	326707	+	1585	252	54	316	171	335
lncRNA_764	Porites_evermani_scaffold_103	396497	397644	+	1148	1490	482	561	774	866
lncRNA_773	Porites_evermani_scaffold_1030	70495	85530	+	15036	64	23	104	19	93
lncRNA_777	Porites_evermani_scaffold_1030	132896	134751	+	1856	146	99	179	27	121
lncRNA_779	Porites_evermani_scaffold_1030	115721	124084	+	8364	141	76	121	32	144
lncRNA_785	Porites_evermani_scaffold_1031	55372	63689	+	8318	406	243	815	135	397
lncRNA_787	Porites_evermani_scaffold_1031	66950	98941	+	31992	717	293	1072	350	607
lncRNA_789	Porites_evermani_scaffold_1031	108972	110481	+	1510	788	278	911	413	963
lncRNA_816	Porites_evermani_scaffold_1035	80055	91814	+	11760	2317	659	1317	651	2693
lncRNA_819	Porites_evermani_scaffold_1035	138753	155789	+	17037	2188	870	3278	1475	2403
lncRNA_823	Porites_evermani_scaffold_1035	56755	77432	+	20678	34	25	119	22	72
lncRNA_831	Porites_evermani_scaffold_1035	41610	42487	+	878	2	0	0	0	117
lncRNA_833	Porites_evermani_scaffold_1036	21156	22947	+	1792	155	0	65	0	302
lncRNA_838	Porites_evermani_scaffold_1036	131366	131625	+	260	47	3	91	11	59
lncRNA_839	Porites_evermani_scaffold_1037	155955	159871	+	3917	475	11	37	156	793
lncRNA_850	Porites_evermani_scaffold_1038	21278	30192	+	8915	439	108	535	80	977
lncRNA_852	Porites_evermani_scaffold_1038	39553	49454	+	9902	362	166	1199	201	533
lncRNA_853	Porites_evermani_scaffold_1038	95576	113669	+	18094	469	85	555	298	565
lncRNA_855	Porites_evermani_scaffold_1038	116379	121490	+	5112	1026	44	230	73	200
lncRNA_856	Porites_evermani_scaffold_1038	131536	140138	+	8603	307	64	80	86	207
lncRNA_857	Porites_evermani_scaffold_1038	19388	20776	+	1389	477	169	475	131	1424
lncRNA_861	Porites_evermani_scaffold_1039	95575	108509	+	12935	697	105	84	190	558
lncRNA_863	Porites_evermani_scaffold_1039	25721	31327	+	5607	108	150	673	26	194
lncRNA_865	Porites_evermani_scaffold_1039	55437	61631	+	6195	340	184	536	227	629
lncRNA_866	Porites_evermani_scaffold_1039	57209	68041	+	10833	100	376	341	47	267
lncRNA_867	Porites_evermani_scaffold_1039	71201	75646	+	4446	1071	388	3282	1531	3903
lncRNA_870	Porites_evermani_scaffold_1039	84256	88687	+	4432	509	219	1606	441	327
lncRNA_877	Porites_evermani_scaffold_1039	53306	53845	+	540	82	21	120	18	90
lncRNA_902	Porites_evermani_scaffold_104	256468	278156	+	21689	337	58	168	40	538
lncRNA_913	Porites_evermani_scaffold_1040	111902	114680	+	2779	100	50	90	49	131
lncRNA_936	Porites_evermani_scaffold_1041	3119	13543	+	10425	1091	343	1527	727	1028
lncRNA_942	Porites_evermani_scaffold_1041	107619	112502	+	4884	134	38	217	90	159
lncRNA_949	Porites_evermani_scaffold_1042	128449	140332	+	11884	209	159	454	184	234
lncRNA_956	Porites_evermani_scaffold_1042	59693	62960	+	3268	30	2	131	28	732
lncRNA_957	Porites_evermani_scaffold_1042	98406	100080	+	1675	68	15	465	322	198
lncRNA_958	Porites_evermani_scaffold_1042	105449	120073	+	14625	652	375	925	325	863
lncRNA_960	Porites_evermani_scaffold_1042	57394	57718	+	325	0	0	0	0	71
lncRNA_962	Porites_evermani_scaffold_1042	141118	141585	+	468	0	7	99	44	56
lncRNA_965	Porites_evermani_scaffold_1043	18212	41693	+	23482	206	113	69	44	252
lncRNA_990	Porites_evermani_scaffold_1044	5765	6100	+	336	88	43	151	88	153
lncRNA_1011	Porites_evermani_scaffold_1046	129589	131507	+	1919	9133	8264	26664	9232	11218
lncRNA_1015	Porites_evermani_scaffold_1046	131603	131921	+	319	7609	5821	19375	8619	9101
lncRNA_1018	Porites_evermani_scaffold_1046	157438	159091	+	1654	63	34	59	32	116
lncRNA_1020	Porites_evermani_scaffold_1046	137141	139652	+	2512	105	61	683	70	167
lncRNA_1025	Porites_evermani_scaffold_1047	94664	95099	+	436	153	68	248	38	154
lncRNA_1027	Porites_evermani_scaffold_1048	19954	43186	+	23233	208	105	586	33	184
lncRNA_1028	Porites_evermani_scaffold_1048	46897	51380	+	4484	3065	1537	1565	181	5407
lncRNA_1030	Porites_evermani_scaffold_1048	10942	14977	+	4036	1344	408	2948	556	8423
lncRNA_1031	Porites_evermani_scaffold_1048	58786	80177	+	21392	1641	626	161	439	1219
lncRNA_1034	Porites_evermani_scaffold_1048	101763	104222	+	2460	476	206	702	605	1865
lncRNA_1035	Porites_evermani_scaffold_1048	83847	84156	+	310	4	0	0	0	48
lncRNA_1040	Porites_evermani_scaffold_1049	27511	45043	+	17533	312	64	874	69	139
lncRNA_1043	Porites_evermani_scaffold_105	290115	295927	+	5813	61	90	159	82	125
lncRNA_1047	Porites_evermani_scaffold_105	90063	93741	+	3679	225	193	345	134	437
lncRNA_1071	Porites_evermani_scaffold_105	384828	401196	+	16369	291	7	52	8	181
lncRNA_1073	Porites_evermani_scaffold_105	405224	412041	+	6818	4038	900	1469	899	5647
lncRNA_1074	Porites_evermani_scaffold_105	458353	466934	+	8582	521	287	421	191	613
lncRNA_1076	Porites_evermani_scaffold_105	371946	373080	+	1135	24	18	305	42	67
lncRNA_1095	Porites_evermani_scaffold_1051	1374	3906	+	2533	2490	891	2215	994	2996
lncRNA_1102	Porites_evermani_scaffold_1052	25350	28157	+	2808	242	73	99	426	724
lncRNA_1106	Porites_evermani_scaffold_1052	28229	32768	+	4540	214	38	472	102	744
lncRNA_1122	Porites_evermani_scaffold_1053	140572	148030	+	7459	437	6	557	238	491
lncRNA_1125	Porites_evermani_scaffold_1053	9911	37066	+	27156	343	88	70	127	794
lncRNA_1133	Porites_evermani_scaffold_1053	120010	133889	+	13880	1315	17	2534	1198	2434
lncRNA_1135	Porites_evermani_scaffold_1053	56714	57547	+	834	580	1789	1444	459	1150
lncRNA_1146	Porites_evermani_scaffold_1055	85097	88576	+	3480	283	82	174	86	435
lncRNA_1147	Porites_evermani_scaffold_1055	95357	96947	+	1591	77	1	346	58	88
lncRNA_1174	Porites_evermani_scaffold_1057	75844	79693	+	3850	2140	514	4610	2022	2244
lncRNA_1176	Porites_evermani_scaffold_1057	90264	138285	+	48022	303	156	163	104	215
lncRNA_1185	Porites_evermani_scaffold_1058	8789	9476	+	688	30	10	160	16	64
lncRNA_1193	Porites_evermani_scaffold_1059	20833	31762	+	10930	77	50	347	22	160
lncRNA_1195	Porites_evermani_scaffold_1059	114794	127127	+	12334	314	98	232	84	361
lncRNA_1204	Porites_evermani_scaffold_106	246920	263055	+	16136	117	111	340	113	235
lncRNA_1222	Porites_evermani_scaffold_106	154799	167839	+	13041	149	68	424	73	333
lncRNA_1238	Porites_evermani_scaffold_106	347306	360307	+	13002	148	129	411	92	152
lncRNA_1258	Porites_evermani_scaffold_106	97982	99677	+	1696	35	40	38	11	220
lncRNA_1260	Porites_evermani_scaffold_106	362216	363361	+	1146	312	9	308	68	428
lncRNA_1261	Porites_evermani_scaffold_106	373278	375234	+	1957	10991	961	730	1180	17092
lncRNA_1275	Porites_evermani_scaffold_1060	15457	30678	+	15222	4265	6335	3234	4144	6005
