"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"17","Peve_00008800","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",404,"Cluster_1167","Porites_evermani_scaffold_16:538973-577173",153,-24.83,2,19,10857,10880,19,"68.42%","78.95%",0.997722603479927,0.04297312169955,0.916725852445521
"18","Peve_00008800","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",405,"Cluster_1167","Porites_evermani_scaffold_16:538973-577173",158,-25.88,2,17,16894,16914,15,"86.67%","86.67%",0.997722603479927,0.04297312169955,0.916725852445521
"19","Peve_00009025","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",2180,"Cluster_2787","Porites_evermani_scaffold_1617:70447-87230",174,-25.64,2,21,12909,12929,19,"84.21%","89.47%",0.965995282674386,0.166495738467062,0.978262075707395
"20","Peve_00009458","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",406,"Cluster_1167","Porites_evermani_scaffold_1654:13432-21847",143,-21.79,2,21,4032,4057,23,"60.87%","65.22%",0.950409158679031,0.201329379623096,0.978262075707395
"21","Peve_00009873","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",427,"Cluster_1167","Porites_evermani_scaffold_169:171287-220290",144,-23.48,2,15,5838,5858,13,"76.92%","84.62%",0.999959878657719,0.00570274956330863,0.561781303084973
"22","Peve_00012068","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",506,"Cluster_1167","Porites_evermani_scaffold_1883:31048-51393",152,-22.53,2,21,16051,16072,19,"63.16%","73.68%",0.988785603465515,0.0954310658924435,0.978262075707395
"23","Peve_00012068","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",2369,"Cluster_2787","Porites_evermani_scaffold_1883:31048-51393",153,-23.02,2,18,2903,2924,16,"68.75%","81.25%",0.775614230093828,0.43488051084247,0.978262075707395
"24","Peve_00012139","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",2380,"Cluster_2787","Porites_evermani_scaffold_189:332947-353739",162,-23.16,2,20,10904,10927,20,"75.00%","80.00%",0.999990517292289,0.00277243674471523,0.446313889056449
"25","Peve_00012451","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",2390,"Cluster_2787","Porites_evermani_scaffold_1913:18098-55127",160,-23.39,2,21,14984,15005,19,"68.42%","78.95%",0.156126483167661,0.900198506455246,0.999448381576871
"26","Peve_00012576","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",525,"Cluster_1167","Porites_evermani_scaffold_1926:29075-50388",152,-22.53,2,21,17929,17950,19,"63.16%","73.68%",0.999650459187876,0.0168328137218846,0.778099913711208
"27","Peve_00013366","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",12901,"Cluster_796","Porites_evermani_scaffold_2:734005-743582",140,-20.34,2,9,3696,3717,7,"100.00%","100.00%",0.904775965319685,0.28007637511467,0.978262075707395
"28","Peve_00013366","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",12902,"Cluster_796","Porites_evermani_scaffold_2:734005-743582",157,-20.93,2,19,2524,2546,18,"77.78%","77.78%",0.904775965319685,0.28007637511467,0.978262075707395
"29","Peve_00014479","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",582,"Cluster_1167","Porites_evermani_scaffold_2095:8492-36277",161,-21.28,2,19,5086,5108,18,"77.78%","83.33%",0.753976266659037,0.456266684030037,0.978262075707395
"30","Peve_00014479","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",2513,"Cluster_2787","Porites_evermani_scaffold_2095:8492-36277",168,-21.19,2,17,18953,18974,15,"86.67%","93.33%",0.983211777971974,0.11681723908001,0.978262075707395
"31","Peve_00015305","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",2557,"Cluster_2787","Porites_evermani_scaffold_218:120334-136607",167,-25.16,2,21,11380,11402,20,"75.00%","85.00%",0.685854991819585,0.51885683822981,0.978262075707395
"32","Peve_00016690","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",663,"Cluster_1167","Porites_evermani_scaffold_2313:2971-27901",154,-20.42,2,16,13895,13917,15,"80.00%","86.67%",0.862660000045389,0.33759363971859,0.978262075707395
"33","Peve_00016702","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",12754,"Cluster_796","Porites_evermani_scaffold_2315:25609-37319",161,-21.47,2,21,5380,5399,19,"78.95%","78.95%",0.913806866482584,0.266257216624727,0.978262075707395
"34","Peve_00017198","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",682,"Cluster_1167","Porites_evermani_scaffold_2374:17118-36349",154,-25.98,2,19,4784,4805,17,"70.59%","76.47%",0.260913138683908,0.831952761629469,0.995934364227446
"35","Peve_00019526","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",768,"Cluster_1167","Porites_evermani_scaffold_2631:46225-61068",155,-22.32,2,18,14056,14076,16,"81.25%","81.25%",0.906060602732846,0.278149895768084,0.978262075707395
"36","Peve_00019725","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",776,"Cluster_1167","Porites_evermani_scaffold_2659:42876-65073",152,-23.21,2,13,5437,5458,11,"90.91%","90.91%",0.998585738294794,0.033861891113506,0.909359886114279
"37","Peve_00020275","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",12897,"Cluster_796","Porites_evermani_scaffold_2720:46810-55903",170,-25.77,2,20,5214,5236,19,"84.21%","84.21%",0.610840102270781,0.581663637255383,0.978262075707395
"38","Peve_00020719","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",12920,"Cluster_796","Porites_evermani_scaffold_278:60519-108332",156,-20.27,2,21,43463,43483,20,"75.00%","80.00%",0.419845900526336,0.724168234113401,0.982806960523881
"39","Peve_00020723","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",813,"Cluster_1167","Porites_evermani_scaffold_278:205465-226841",145,-20.42,2,19,4394,4416,18,"66.67%","72.22%",0.999909726776791,0.00855416971794441,0.573710369894872
"40","Peve_00020723","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",12917,"Cluster_796","Porites_evermani_scaffold_278:205465-226841",172,-25.62,2,21,5252,5273,19,"78.95%","84.21%",0.898740270652305,0.288966974174018,0.978262075707395
"41","Peve_00020723","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",12918,"Cluster_796","Porites_evermani_scaffold_278:205465-226841",172,-25.62,2,21,7732,7753,19,"78.95%","84.21%",0.898740270652305,0.288966974174018,0.978262075707395
"42","Peve_00022705","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",2973,"Cluster_2787","Porites_evermani_scaffold_301:231916-244108",160,-21.07,2,21,5054,5075,19,"63.16%","84.21%",0.867933894665659,0.330895275232091,0.978262075707395
"43","Peve_00023820","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",919,"Cluster_1167","Porites_evermani_scaffold_3168:7626-31587",156,-22.04,2,18,22197,22219,17,"76.47%","82.35%",0.998240206991165,0.0377737084885981,0.909359886114279
"44","Peve_00024769","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",3102,"Cluster_2787","Porites_evermani_scaffold_3318:7677-28659",155,-22.04,2,21,2187,2211,22,"68.18%","72.73%",0.867933894665659,0.330895275232091,0.978262075707395
"45","Peve_00026642","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",8974,"Cluster_4080","Porites_evermani_scaffold_3614:4446-38207",158,-20.1,2,21,15261,15281,19,"73.68%","78.95%",0.94851573697151,0.205169825710761,0.978262075707395
"46","Peve_00027789","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",9001,"Cluster_4080","Porites_evermani_scaffold_383:102995-117014",170,-20.94,2,19,1638,1659,17,"82.35%","88.24%",0.0323210137760004,0.979420219401918,0.999448381576871
"47","Peve_00029495","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",7456,"Cluster_29","Porites_evermani_scaffold_4120:4672-17761",163,-20.88,2,18,4316,4336,16,"81.25%","93.75%",0.613656530582415,0.579395931747906,0.978262075707395
"48","Peve_00030632","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",13321,"Cluster_796","Porites_evermani_scaffold_434:35078-47103",152,-20.43,2,18,6331,6353,17,"76.47%","76.47%",0.0333628263785613,0.978756622898505,0.999448381576871
"49","Peve_00030801","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",1144,"Cluster_1167","Porites_evermani_scaffold_438:226351-240861",158,-27.26,2,17,13675,13699,18,"83.33%","83.33%",0.999909726776791,0.00855416971793915,0.573710369894872
"50","Peve_00032410","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",13372,"Cluster_796","Porites_evermani_scaffold_4719:11217-20881",147,-20.63,2,21,5326,5351,23,"65.22%","65.22%",0.807997902376381,0.401102447158196,0.978262075707395
"51","Peve_00032489","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",9076,"Cluster_4080","Porites_evermani_scaffold_4735:2132-21368",143,-20.9,2,21,5899,5929,28,"57.14%","64.29%",0.500716859322606,0.666139573614465,0.978262075707395
"52","Peve_00032670","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",7501,"Cluster_29","Porites_evermani_scaffold_4785:13908-20702",163,-20.88,2,18,4092,4112,16,"81.25%","93.75%",0.997330421307962,0.046527867385145,0.938457139308314
"53","Peve_00032678","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",1199,"Cluster_1167","Porites_evermani_scaffold_479:1875-23255",155,-22.39,2,20,9309,9330,18,"66.67%","77.78%",0.986630091054555,0.104218401852923,0.978262075707395
"54","Peve_00033299","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",3577,"Cluster_2787","Porites_evermani_scaffold_4940:392-17710",162,-20.45,2,19,13349,13370,17,"70.59%","88.24%",0.998005749759204,0.0402121365010448,0.909359886114279
"55","Peve_00033304","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",3578,"Cluster_2787","Porites_evermani_scaffold_4943:5099-15321",149,-20.59,2,21,5635,5661,24,"66.67%","75.00%",0.846130863979743,0.357852202367144,0.978262075707395
"56","Peve_00034414","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",7526,"Cluster_29","Porites_evermani_scaffold_5200:4389-15390",167,-21.39,2,20,1603,1624,18,"77.78%","83.33%",0.549372613130977,0.629733530556773,0.978262075707395
"57","Peve_00035326","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",6798,"Cluster_2882","Porites_evermani_scaffold_546:77428-103215",152,-22.3,2,21,23205,23226,19,"63.16%","73.68%",0.78452418131398,0.425814530611571,0.978262075707395
"58","Peve_00037664","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",13613,"Cluster_796","Porites_evermani_scaffold_621:143611-168493",156,-20.98,2,21,6652,6673,19,"68.42%","73.68%",0.758907302381702,0.451467082801238,0.978262075707395
"59","Peve_00037939","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",5617,"Cluster_2854","Porites_evermani_scaffold_632:63675-91296",159,-20.51,2,20,12628,12646,18,"77.78%","83.33%",0.999962448044095,0.00551712420276981,0.551398425649056
"60","Peve_00037939","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",11682,"Cluster_589","Porites_evermani_scaffold_632:63675-91296",152,-21.97,2,14,8193,8215,13,"84.62%","92.31%",0.775072695353894,0.435426401668339,0.978262075707395
"61","Peve_00038504","GO:0000281","mitotic cytokinesis",6,3,0.71,0.024,"Biological Processes",13662,"Cluster_796","Porites_evermani_scaffold_655:99299-132181",150,-21.29,2,16,11349,11371,15,"80.00%","80.00%",0.8588453491702,0.342364612043198,0.978262075707395
"62","Peve_00038813","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",3868,"Cluster_2787","Porites_evermani_scaffold_67:150677-216280",150,-20.19,2,21,27832,27852,19,"63.16%","78.95%",0.922035649226882,0.253049799921102,0.978262075707395
"63","Peve_00038813","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",3869,"Cluster_2787","Porites_evermani_scaffold_67:150677-216280",169,-25.26,2,20,18189,18209,18,"77.78%","94.44%",0.922035649226882,0.253049799921102,0.978262075707395
"64","Peve_00041076","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",3991,"Cluster_2787","Porites_evermani_scaffold_770:115518-163081",160,-21.88,2,21,16149,16170,19,"63.16%","84.21%",0.876104784686867,0.320266695687086,0.978262075707395
"65","Peve_00041076","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",3992,"Cluster_2787","Porites_evermani_scaffold_770:115518-163081",160,-21.88,2,21,8807,8828,19,"63.16%","84.21%",0.876104784686867,0.320266695687086,0.978262075707395
"66","Peve_00041076","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",3993,"Cluster_2787","Porites_evermani_scaffold_770:115518-163081",160,-24.07,2,13,37349,37370,11,"100.00%","100.00%",0.876104784686867,0.320266695687086,0.978262075707395
"67","Peve_00041076","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",3994,"Cluster_2787","Porites_evermani_scaffold_770:115518-163081",160,-24.07,2,13,41738,41759,11,"100.00%","100.00%",0.876104784686867,0.320266695687086,0.978262075707395
"68","Peve_00041348","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",4013,"Cluster_2787","Porites_evermani_scaffold_783:51197-79254",164,-25.85,2,21,11737,11758,19,"73.68%","78.95%",0.9665834580041,0.165041338469119,0.978262075707395
"69","Peve_00041348","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",4014,"Cluster_2787","Porites_evermani_scaffold_783:51197-79254",164,-25.85,2,21,8928,8949,19,"73.68%","78.95%",0.9665834580041,0.165041338469119,0.978262075707395
"70","Peve_00042075","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",13801,"Cluster_796","Porites_evermani_scaffold_814:120142-128064",153,-21.15,2,19,5801,5826,21,"71.43%","71.43%",0.219612147021458,0.859041627199629,0.995954663887266
"71","Peve_00042127","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",7628,"Cluster_29","Porites_evermani_scaffold_818:3561-33227",171,-23.93,2,21,28083,28105,20,"80.00%","85.00%",0.530224447966293,0.64421532082144,0.978262075707395
"72","Peve_00042451","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",13814,"Cluster_796","Porites_evermani_scaffold_833:28776-58787",155,-26.97,2,19,357,378,18,"77.78%","83.33%",0.75786198533872,0.452488043870538,0.978262075707395
"73","Peve_00043069","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",4111,"Cluster_2787","Porites_evermani_scaffold_866:26079-43061",163,-24.99,2,21,3136,3160,22,"68.18%","81.82%",0.914128785449848,0.265752172750111,0.978262075707395
"74","Peve_00044790","GO:0000165","MAPK cascade",23,6,2.74,0.042,"Biological Processes",1621,"Cluster_1167","Porites_evermani_scaffold_963:76462-99691",155,-22.32,2,18,13977,13997,16,"81.25%","81.25%",0.983384067321392,0.116214595178115,0.978262075707395
"75","Peve_00001262","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",7078,"Cluster_29","Porites_evermani_scaffold_1068:136241-140108",146,-20.38,2,21,2935,2958,21,"57.14%","80.95%",0.309808847515195,0.799469876266897,0.995934364227446
"76","Peve_00001263","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",1724,"Cluster_2787","Porites_evermani_scaffold_1068:143813-147823",171,-22.35,2,20,305,326,18,"77.78%","88.89%",0.487460815258244,0.675846394228443,0.978262075707395
"77","Peve_00002388","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",12184,"Cluster_796","Porites_evermani_scaffold_114:456383-462393",164,-23.89,2,21,843,864,19,"73.68%","78.95%",0.425188957373802,0.720415284635826,0.981561847514617
"78","Peve_00002402","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",138,"Cluster_1167","Porites_evermani_scaffold_114:147086-199138",159,-20.79,2,21,43191,43214,21,"71.43%","76.19%",0.580618079904618,0.605621924033292,0.978262075707395
"79","Peve_00002402","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",1801,"Cluster_2787","Porites_evermani_scaffold_114:147086-199138",166,-23.61,2,21,46840,46860,19,"78.95%","84.21%",0.086174677232781,0.945071368983319,0.999448381576871
"80","Peve_00002402","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",4317,"Cluster_2854","Porites_evermani_scaffold_114:147086-199138",169,-23.27,2,18,32309,32330,16,"81.25%","93.75%",0.419124205401452,0.724674363784877,0.982960404268835
"81","Peve_00003207","GO:0004656","procollagen-proline 4-dioxygenase activity",5,3,0.68,0.02,"Molecular Functions",12214,"Cluster_796","Porites_evermani_scaffold_1191:77738-88170",171,-26.67,2,20,1182,1203,18,"83.33%","83.33%",0.978222668883333,0.133103281203077,0.978262075707395
"82","Peve_00003207","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",12214,"Cluster_796","Porites_evermani_scaffold_1191:77738-88170",171,-26.67,2,20,1182,1203,18,"83.33%","83.33%",0.978222668883333,0.133103281203077,0.978262075707395
"83","Peve_00003209","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",171,"Cluster_1167","Porites_evermani_scaffold_1191:99632-105772",158,-20.94,2,21,329,349,19,"73.68%","78.95%",0.805438541690496,0.403859678371795,0.978262075707395
"84","Peve_00003218","GO:0004656","procollagen-proline 4-dioxygenase activity",5,3,0.68,0.02,"Molecular Functions",169,"Cluster_1167","Porites_evermani_scaffold_1191:30513-56764",153,-21.65,2,20,1533,1553,18,"72.22%","77.78%",0.294943563334553,0.809398297620773,0.995934364227446
"85","Peve_00003218","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",169,"Cluster_1167","Porites_evermani_scaffold_1191:30513-56764",153,-21.65,2,20,1533,1553,18,"72.22%","77.78%",0.294943563334553,0.809398297620773,0.995934364227446
"86","Peve_00004232","GO:0004656","procollagen-proline 4-dioxygenase activity",5,3,0.68,0.02,"Molecular Functions",206,"Cluster_1167","Porites_evermani_scaffold_126:221058-228838",146,-22.27,2,20,1398,1421,20,"65.00%","70.00%",0.999909726776791,0.00855416971793915,0.573710369894872
"87","Peve_00004232","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",206,"Cluster_1167","Porites_evermani_scaffold_126:221058-228838",146,-22.27,2,20,1398,1421,20,"65.00%","70.00%",0.999909726776791,0.00855416971793915,0.573710369894872
"88","Peve_00006776","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",299,"Cluster_1167","Porites_evermani_scaffold_1444:34285-45783",158,-23.29,2,15,8411,8432,13,"84.62%","92.31%",0.0262265047902961,0.983301773861641,0.999448381576871
"89","Peve_00006776","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",2058,"Cluster_2787","Porites_evermani_scaffold_1444:34285-45783",151,-23.41,2,21,10538,10562,22,"63.64%","72.73%",0.530707798426618,0.643852328911614,0.978262075707395
"90","Peve_00006959","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",2072,"Cluster_2787","Porites_evermani_scaffold_146:315661-426358",155,-21.23,2,18,55177,55197,16,"81.25%","81.25%",0.418290720167338,0.725258661594086,0.983142327494007
"91","Peve_00006959","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",12388,"Cluster_796","Porites_evermani_scaffold_146:315661-426358",159,-24.29,2,18,40538,40561,18,"83.33%","83.33%",0.35760483424648,0.767186962652159,0.990236992628662
"92","Peve_00007389","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",2097,"Cluster_2787","Porites_evermani_scaffold_1493:25072-46095",162,-22.86,2,21,1707,1727,19,"68.42%","89.47%",0.990937095314284,0.0857743372085759,0.978262075707395
"93","Peve_00009684","GO:0004656","procollagen-proline 4-dioxygenase activity",5,3,0.68,0.02,"Molecular Functions",418,"Cluster_1167","Porites_evermani_scaffold_1676:26635-49020",154,-25.84,2,19,17077,17098,17,"70.59%","76.47%",0.974675033254247,0.143578823104318,0.978262075707395
"94","Peve_00009684","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",418,"Cluster_1167","Porites_evermani_scaffold_1676:26635-49020",154,-25.84,2,19,17077,17098,17,"70.59%","76.47%",0.974675033254247,0.143578823104318,0.978262075707395
"95","Peve_00010097","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",437,"Cluster_1167","Porites_evermani_scaffold_1704:67890-89046",176,-35.89,2,21,6318,6339,19,"78.95%","89.47%",0.780337086779239,0.430095009800917,0.978262075707395
"96","Peve_00010097","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",2233,"Cluster_2787","Porites_evermani_scaffold_1704:67890-89046",150,-20.33,2,21,16597,16621,22,"68.18%","72.73%",0.989880267700249,0.0906455648508898,0.978262075707395
"97","Peve_00011116","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",508,"Cluster_1167","Porites_evermani_scaffold_18:886908-893093",156,-21.68,2,21,1101,1122,19,"63.16%","78.95%",0.804186164619296,0.405202980071339,0.978262075707395
"98","Peve_00011540","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",2332,"Cluster_2787","Porites_evermani_scaffold_1834:52601-56605",163,-20.45,2,21,2415,2437,20,"75.00%","80.00%",0.995482499235998,0.0605351840990838,0.978262075707395
"99","Peve_00013209","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",2449,"Cluster_2787","Porites_evermani_scaffold_1989:58667-89501",163,-22.42,2,21,21530,21555,23,"69.57%","78.26%",0.124880429792547,0.920290546580939,0.999448381576871
"100","Peve_00013209","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",12635,"Cluster_796","Porites_evermani_scaffold_1989:58667-89501",154,-26.62,2,20,19421,19449,25,"68.00%","68.00%",0.0593116650277494,0.962218847639012,0.999448381576871
"101","Peve_00013723","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",555,"Cluster_1167","Porites_evermani_scaffold_2015:68429-87267",158,-20.98,2,21,11844,11864,19,"73.68%","78.95%",0.984545912816008,0.112066986356739,0.978262075707395
"102","Peve_00013781","GO:0005506","iron ion binding",8,4,1.09,0.014,"Molecular Functions",557,"Cluster_1167","Porites_evermani_scaffold_2020:1599-11268",158,-23.29,2,15,9080,9101,13,"84.62%","92.31%",0.606785357025747,0.584917505025364,0.978262075707395
