"","gene_ID","GO.ID","Term","Annotated","Significant","Expected","Fisher","ontology","X","miRNA","V2","V3","V4.x","V5","V6","V7","V8","V9","V10","V11","PCC.cor","p_value","adjusted_p_value"
"12","Peve_00004232","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",206,"Cluster_1167","Porites_evermani_scaffold_126:221058-228838",146,-22.27,2,20,1398,1421,20,"65.00%","70.00%",0.999909726776791,0.00855416971793915,0.573710369894872
"13","Peve_00004716","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",12338,"Cluster_796","Porites_evermani_scaffold_13:637258-660149",160,-21.97,2,21,6510,6531,19,"73.68%","73.68%",0.999155814489371,0.0261604147169285,0.88215006671225
"14","Peve_00004764","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",244,"Cluster_1167","Porites_evermani_scaffold_13:349130-362704",159,-25.08,2,21,8716,8738,20,"70.00%","80.00%",0.999909726776791,0.00855416971794441,0.573710369894872
"15","Peve_00004912","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",1950,"Cluster_2787","Porites_evermani_scaffold_131:346566-359842",162,-21.14,2,21,3062,3082,19,"78.95%","78.95%",0.999805909005942,0.0125430986396607,0.689535303834238
"16","Peve_00006481","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",2037,"Cluster_2787","Porites_evermani_scaffold_1418:47244-61595",151,-22.72,2,21,11378,11403,23,"65.22%","69.57%",0.999312796815682,0.0236027483638687,0.851916223620059
"17","Peve_00006527","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",12368,"Cluster_796","Porites_evermani_scaffold_1420:2390-41354",157,-20.88,2,21,20816,20838,21,"76.19%","76.19%",0.999861274283444,0.0106042175759821,0.639852969602429
"18","Peve_00006587","GO:0004725","protein tyrosine phosphatase activity",2,1,0.04,0.036,"Molecular Functions",4468,"Cluster_2854","Porites_evermani_scaffold_1427:51814-120640",162,-20.16,2,21,68414,68434,19,"78.95%","78.95%",0.9994271673678,0.0215491294262711,0.825526415921874
"19","Peve_00008387","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",372,"Cluster_1167","Porites_evermani_scaffold_1570:18614-21383",147,-22.99,2,20,493,511,18,"72.22%","72.22%",0.999946883222669,0.0065616475953019,0.573710369894872
"20","Peve_00009466","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",2205,"Cluster_2787","Porites_evermani_scaffold_1655:18837-47102",147,-20.51,2,21,14171,14193,20,"65.00%","70.00%",0.999047644234391,0.0277862028185553,0.899096636156394
"21","Peve_00009466","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",2206,"Cluster_2787","Porites_evermani_scaffold_1655:18837-47102",155,-21.18,2,21,1996,2019,21,"61.90%","80.95%",0.999047644234391,0.0277862028185553,0.899096636156394
"22","Peve_00013085","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",539,"Cluster_1167","Porites_evermani_scaffold_1978:46354-60146",153,-22.38,2,21,8369,8388,19,"73.68%","73.68%",0.999909726776791,0.00855416971793915,0.573710369894872
"23","Peve_00013358","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",790,"Cluster_1167","Porites_evermani_scaffold_2:72037-78579",147,-20.85,2,17,2104,2126,16,"75.00%","75.00%",0.999909726776791,0.00855416971793915,0.573710369894872
"24","Peve_00015570","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",626,"Cluster_1167","Porites_evermani_scaffold_220:98201-135547",145,-20.42,2,19,7365,7387,18,"66.67%","72.22%",0.998135332124585,0.0388833229901565,0.909359886114279
"25","Peve_00015572","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",2575,"Cluster_2787","Porites_evermani_scaffold_220:136991-157264",160,-20.15,2,20,2924,2945,19,"78.95%","84.21%",0.999927947314274,0.00764227770951619,0.573710369894872
"26","Peve_00015583","GO:0004022","alcohol dehydrogenase (NAD+) activity",1,1,0.02,0.018,"Molecular Functions",2578,"Cluster_2787","Porites_evermani_scaffold_220:311455-320174",152,-21.32,2,21,1572,1593,19,"63.16%","73.68%",0.997965012193854,0.0406209150714785,0.909359886114279
"27","Peve_00016830","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",4867,"Cluster_2854","Porites_evermani_scaffold_233:220847-235186",163,-20.47,2,21,7573,7595,20,"70.00%","85.00%",0.997788949392921,0.0423423068696936,0.91245824116165
"28","Peve_00020149","GO:0004364","glutathione transferase activity",1,1,0.02,0.018,"Molecular Functions",785,"Cluster_1167","Porites_evermani_scaffold_2707:12897-19323",142,-20.6,2,11,1212,1233,9,"88.89%","88.89%",0.99989178672184,0.00936567997820576,0.602207777435852
"29","Peve_00020151","GO:0004364","glutathione transferase activity",1,1,0.02,0.018,"Molecular Functions",786,"Cluster_1167","Porites_evermani_scaffold_2707:30326-36085",145,-23.56,2,21,2151,2179,26,"65.38%","69.23%",0.999909726776791,0.00855416971793915,0.573710369894872
"30","Peve_00020314","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",792,"Cluster_1167","Porites_evermani_scaffold_2726:36134-38129",140,-23,2,9,781,802,7,"100.00%","100.00%",0.999909726776791,0.00855416971793389,0.573710369894872
"31","Peve_00020543","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",4980,"Cluster_2854","Porites_evermani_scaffold_2755:2019-42713",153,-20.11,2,15,12294,12316,14,"85.71%","85.71%",0.998432065435628,0.0356546230703885,0.909359886114279
"32","Peve_00020723","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",813,"Cluster_1167","Porites_evermani_scaffold_278:205465-226841",145,-20.42,2,19,4394,4416,18,"66.67%","72.22%",0.999909726776791,0.00855416971794441,0.573710369894872
"33","Peve_00022785","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",876,"Cluster_1167","Porites_evermani_scaffold_3020:4519-13956",155,-23.63,2,20,7079,7100,18,"72.22%","72.22%",0.999909726776791,0.00855416971793915,0.573710369894872
"34","Peve_00024385","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",935,"Cluster_1167","Porites_evermani_scaffold_326:281884-300964",150,-21.4,2,11,1576,1597,9,"100.00%","100.00%",0.999909726776791,0.00855416971793389,0.573710369894872
"35","Peve_00024781","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",948,"Cluster_1167","Porites_evermani_scaffold_332:185042-224473",151,-20.65,2,20,25900,25919,18,"77.78%","77.78%",0.999745454039197,0.0143643982890296,0.730880670957694
"36","Peve_00028300","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",1061,"Cluster_1167","Porites_evermani_scaffold_392:2-22307",167,-29.83,2,17,3185,3207,16,"87.50%","93.75%",0.999909726776791,0.00855416971793915,0.573710369894872
"37","Peve_00029553","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",13273,"Cluster_796","Porites_evermani_scaffold_4135:1110-19108",153,-23.18,2,20,5168,5188,18,"72.22%","77.78%",0.997579534055322,0.044302909403768,0.925966041019024
"38","Peve_00031172","GO:0004725","protein tyrosine phosphatase activity",2,1,0.04,0.036,"Molecular Functions",1151,"Cluster_1167","Porites_evermani_scaffold_444:31387-63122",160,-20.83,2,21,15880,15901,19,"68.42%","78.95%",0.999909726776791,0.00855416971793915,0.573710369894872
"39","Peve_00031172","GO:0004725","protein tyrosine phosphatase activity",2,1,0.04,0.036,"Molecular Functions",1152,"Cluster_1167","Porites_evermani_scaffold_444:31387-63122",164,-24.22,2,21,10289,10310,19,"73.68%","78.95%",0.999909726776791,0.00855416971793915,0.573710369894872
"40","Peve_00031465","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",3497,"Cluster_2787","Porites_evermani_scaffold_45:330840-361745",153,-20.78,2,21,4511,4533,21,"71.43%","76.19%",0.997462783776488,0.0453592357210168,0.932422928166732
"41","Peve_00032175","GO:0004725","protein tyrosine phosphatase activity",2,1,0.04,0.036,"Molecular Functions",1177,"Cluster_1167","Porites_evermani_scaffold_4665:11733-23251",142,-24.4,2,20,1133,1155,19,"63.16%","68.42%",0.999909726776791,0.00855416971793915,0.573710369894872
"42","Peve_00033774","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",1236,"Cluster_1167","Porites_evermani_scaffold_5036:10556-12587",140,-23,2,9,817,838,7,"100.00%","100.00%",0.999909726776791,0.00855416971793389,0.573710369894872
"43","Peve_00034406","GO:0004725","protein tyrosine phosphatase activity",2,1,0.04,0.036,"Molecular Functions",5484,"Cluster_2854","Porites_evermani_scaffold_520:104290-190485",156,-20.02,2,21,71492,71513,19,"68.42%","73.68%",0.997281121151485,0.0469557192682797,0.939935945786585
"44","Peve_00034622","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",1275,"Cluster_1167","Porites_evermani_scaffold_527:227796-238355",149,-22.1,2,15,2769,2791,14,"78.57%","85.71%",0.997048940457244,0.0489205090104163,0.949250660792813
"45","Peve_00035967","GO:0004725","protein tyrosine phosphatase activity",2,1,0.04,0.036,"Molecular Functions",5546,"Cluster_2854","Porites_evermani_scaffold_566:189344-216993",162,-23.51,2,20,5095,5117,19,"68.42%","89.47%",0.999999046646997,0.000879067096608153,0.239778920002343
"46","Peve_00036508","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",1346,"Cluster_1167","Porites_evermani_scaffold_584:101823-128284",155,-21.68,2,17,6066,6088,16,"81.25%","81.25%",0.999909726776791,0.00855416971793915,0.573710369894872
"47","Peve_00036508","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",1347,"Cluster_1167","Porites_evermani_scaffold_584:101823-128284",164,-25.05,2,21,23785,23806,19,"68.42%","84.21%",0.999909726776791,0.00855416971793915,0.573710369894872
"48","Peve_00036514","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",3740,"Cluster_2787","Porites_evermani_scaffold_584:26082-72074",162,-21.63,2,21,36348,36368,19,"68.42%","89.47%",0.99802220152848,0.0400458710105364,0.909359886114279
"49","Peve_00037939","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",5617,"Cluster_2854","Porites_evermani_scaffold_632:63675-91296",159,-20.51,2,20,12628,12646,18,"77.78%","83.33%",0.999962448044095,0.00551712420276981,0.551398425649056
"50","Peve_00041797","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",5744,"Cluster_2854","Porites_evermani_scaffold_800:74917-123292",152,-20.39,2,18,18365,18390,20,"70.00%","75.00%",0.999925407085804,0.0077758273230635,0.573710369894872
"51","Peve_00041884","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",5755,"Cluster_2854","Porites_evermani_scaffold_805:83177-119600",154,-20.86,2,20,13010,13032,19,"68.42%","78.95%",0.999999550681443,0.00060349310788746,0.239778920002343
"52","Peve_00042855","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",4098,"Cluster_2787","Porites_evermani_scaffold_854:105591-143222",154,-21.98,2,21,2837,2861,22,"63.64%","81.82%",0.999964675100817,0.00535102358037463,0.551398425649056
"53","Peve_00045068","GO:0005509","calcium ion binding",33,3,0.59,0.018,"Molecular Functions",1639,"Cluster_1167","Porites_evermani_scaffold_980:64083-149927",152,-23.21,2,13,58494,58515,11,"90.91%","90.91%",0.996947347218333,0.0497558748086694,0.952281411175107
